Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
467  Points		497  Points		224  Points		189  Points		175  Points		123  Points		335  Points		201  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00428678	5.44917	1.33978e-005	0.138486	0.279526	0.0914556	0.471925	0.0178725	0.559028	0.0566128	0.838528	0.0252793	0.139825	0.292338	0.419265	0.0444978	0.698773	0.0260933
0.00936375	5.44897	0.000142424	0.21145	0.279612	0.129151	0.471942	0.0301129	0.55908	0.0803728	0.838551	0.0394652	0.140097	0.401199	0.419306	0.0728227	0.698797	0.042431
0.0144403	5.44828	0.000407412	0.356149	0.279767	0.204371	0.471981	0.0546026	0.559177	0.127849	0.838601	0.067814	0.140573	0.61733	0.419401	0.129453	0.698852	0.0751112
0.019516	5.44728	0.000806069	0.497817	0.279992	0.279371	0.472043	0.0791924	0.559319	0.175267	0.838677	0.0960936	0.141248	0.82972	0.419548	0.18595	0.698937	0.107806
0.0245907	5.44602	0.00133504	0.635401	0.280288	0.354152	0.472129	0.103909	0.559504	0.222642	0.83878	0.124381	0.142119	1.03719	0.419747	0.242402	0.699053	0.140455
0.0296641	5.44443	0.00199007	0.767966	0.280652	0.428493	0.472237	0.128733	0.559733	0.269931	0.838909	0.152685	0.14318	1.2387	0.419999	0.298763	0.699199	0.173088
0.0347358	5.44258	0.00276606	0.894669	0.281086	0.502396	0.472368	0.153698	0.560007	0.317048	0.839065	0.180948	0.144427	1.4335	0.420304	0.354942	0.699375	0.205688
0.0398057	5.44034	0.00365719	1.01492	0.281588	0.575788	0.472523	0.178873	0.560324	0.364041	0.839246	0.209203	0.145851	1.62087	0.420661	0.410977	0.699582	0.238221
0.0448733	5.43784	0.00465725	1.12835	0.282159	0.648597	0.472702	0.20432	0.560685	0.410933	0.839455	0.237442	0.147447	1.80043	0.42107	0.466869	0.699819	0.270769
0.0499385	5.43504	0.00575974	1.23465	0.282797	0.720753	0.472904	0.229945	0.56109	0.457622	0.839689	0.265647	0.149206	1.97181	0.421531	0.52255	0.700086	0.303272
