Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
467  Points		495  Points		222  Points		188  Points		174  Points		122  Points		335  Points		200  Points		163  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00137687	5.48564	0.000332819	0.395919	0.279528	0.0942395	0.472517	0.0200144	0.559027	0.0560302	0.838528	0.0259613	0.13983	0.300945	0.419265	0.0464959	0.698773	0.0269788
0.00648782	5.4855	0.000701694	0.466768	0.279615	0.132431	0.472536	0.0323905	0.559079	0.0800721	0.838552	0.0403178	0.14011	0.41103	0.419309	0.0751866	0.698798	0.0435488
0.0115985	5.48499	0.00120259	0.606257	0.279774	0.208774	0.472578	0.0572143	0.559176	0.128175	0.838603	0.0690317	0.140596	0.629593	0.419405	0.132548	0.698854	0.0767062
0.0167085	5.48412	0.00183139	0.740838	0.280004	0.284921	0.472643	0.0821059	0.559318	0.176259	0.838681	0.0977487	0.141283	0.844282	0.419556	0.189848	0.698941	0.109842
0.0218176	5.48297	0.00258306	0.869668	0.280305	0.360751	0.472731	0.107133	0.559504	0.224235	0.838785	0.126399	0.142169	1.05393	0.419759	0.247027	0.699059	0.142936
0.0269254	5.48154	0.00345192	0.992123	0.280677	0.436165	0.472842	0.132285	0.559736	0.27214	0.838916	0.155061	0.143247	1.25754	0.420016	0.30411	0.699207	0.176017
0.0320318	5.47979	0.00443177	1.10769	0.281118	0.511114	0.472977	0.157614	0.560012	0.319904	0.839074	0.183747	0.144512	1.45424	0.420326	0.361073	0.699387	0.209075
0.0371364	5.47768	0.00551597	1.21606	0.281629	0.585573	0.473136	0.18315	0.560332	0.36753	0.839258	0.212335	0.145957	1.64339	0.420689	0.41787	0.699597	0.242085
0.0422389	5.47528	0.00669777	1.31709	0.282209	0.659417	0.473318	0.208881	0.560696	0.41503	0.83947	0.240947	0.147575	1.82451	0.421105	0.474483	0.699838	0.275072
0.047339	5.47254	0.00797022	1.41074	0.282858	0.732545	0.473525	0.234926	0.561105	0.462347	0.839707	0.269533	0.149357	1.99735	0.421573	0.530871	0.700109	0.308014
0.0524363	5.46947	0.00932654	1.4972	0.283574	0.804973	0.473756	0.261235	0.561558	0.509449	0.839972	0.298068	0.151296	2.16176	0.422094	0.587032	0.700412	0.340867
0.0575307	5.46604	0.0107601	1.57658	0.284358	0.876588	0.474012	0.287852	0.562054	0.556337	0.840263	0.326574	0.153385	2.31773	0.422667	0.642957	0.700745	0.373686
0.0626217	5.46226	0.0122643	1.64921	0.285208	0.947307	0.474293	0.314793	0.562595	0.603018	0.84058	0.35502	0.155615	2.46531	0.423292	0.698557	0.701108	0.40644
0.0677091	5.45815	0.0138332	1.71544	0.286123	1.01711	0.474598	0.342161	0.563178	0.649433	0.840924	0.383496	0.157979	2.60475	0.423968	0.753874	0.701502	0.439133
0.0727924	5.45365	0.0154608	1.7756	0.287103	1.0859	0.47493	0.369943	0.563805	0.695608	0.841295	0.411882	0.160469	2.73626	0.424697	0.808917	0.701926	0.471781
0.0778714	5.44877	0.0171418	1.83009	0.288146	1.15368	0.475288	0.398115	0.564474	0.741522	0.841692	0.440236	0.163078	2.86028	0.425476	0.863559	0.702381	0.504338
0.0829455	5.44346	0.018871	1.8793	0.289253	1.22039	0.475672	0.426773	0.565187	0.787133	0.842115	0.468527	0.165443	2.96259	0.426306	0.917837	0.702866	0.536786
0.0880146	5.43775	0.0206437	1.92367	0.290421	1.28598	0.476083	0.455891	0.565941	0.832434	0.842565	0.496763	0.167522	3.04558	0.427186	0.971754	0.703381	0.569162
0.0930782	5.43162	0.0224556	1.96355	0.291649	1.35044	0.476522	0.48549	0.566738	0.877478	0.843041	0.524964	0.169285	3.1114	0.428116	1.02524	0.703927	0.601467
0.0981359	5.42505	0.0243026	1.9993	0.292937	1.41366	0.476988	0.515683	0.567576	0.922155	0.843543	0.553096	0.170704	3.1617	0.429097	1.07832	0.704502	0.633631
0.103187	5.418	0.026181	2.03131	0.294283	1.47565	0.477482	0.546407	0.568456	0.966467	0.844072	0.58116	0.171762	3.1978	0.430126	1.13099	0.705107	0.665733
0.108232	5.41049	0.0280877	2.05997	0.295687	1.53642	0.478006	0.577678	0.569377	1.01049	0.844626	0.609163	0.172446	3.22043	0.431204	1.18318	0.705743	0.697711
