Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
469  Points		496  Points		232  Points		198  Points		184  Points		129  Points		339  Points		210  Points		173  Points		108  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00190126	5.19415	0.000332837	0.383533	0.27952	0.0754037	0.467947	0.0308315	0.559024	0.0468571	0.838528	0.0241553	0.139799	0.24043	0.419264	0.036139	0.698773	0.0254372	0.935878	0.00734652
0.00674062	5.194	0.000690173	0.450793	0.279591	0.109252	0.467975	0.0421088	0.559068	0.0684472	0.83855	0.0369842	0.140023	0.340799	0.419297	0.0618582	0.698797	0.04023	0.935884	0.0122879
0.0115797	5.19355	0.00117284	0.583361	0.279724	0.176884	0.468025	0.0646612	0.559151	0.111611	0.838597	0.0626534	0.140434	0.540248	0.419379	0.113234	0.698848	0.0698135	0.9359	0.0222046
0.0164182	5.19287	0.0017772	0.711606	0.27992	0.244401	0.468096	0.0872808	0.559275	0.154726	0.838667	0.0883572	0.14103	0.736558	0.419508	0.16457	0.698927	0.0993905	0.935926	0.0320773
0.021256	5.19194	0.00249884	0.834796	0.280179	0.311684	0.468188	0.109961	0.55944	0.197816	0.838761	0.114057	0.141807	0.928714	0.419686	0.215827	0.699033	0.128955	0.93596	0.0420081
0.0260928	5.19082	0.00333275	0.952343	0.280501	0.378649	0.468301	0.132764	0.559644	0.240783	0.83888	0.139748	0.14276	1.11586	0.419911	0.266997	0.699167	0.158493	0.936004	0.0519821
0.0309286	5.18947	0.00427343	1.0638	0.280885	0.445268	0.468435	0.155737	0.559888	0.283651	0.839022	0.165421	0.143886	1.29715	0.420183	0.318067	0.699329	0.187981	0.936057	0.0619692
0.0357628	5.18785	0.00531503	1.16888	0.281331	0.511491	0.468591	0.178831	0.560173	0.326467	0.839188	0.191061	0.145177	1.47202	0.420503	0.369012	0.699517	0.217439	0.936119	0.0720555
