Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
395  Points		395  Points		388  Points		365  Points		238  Points		128  Points		405  Points		379  Points		318  Points		254  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.40029	2.49479	1.40133	2.49493	0.4331	326.181	0.866025	5171.19	1.11232	871.76	1.29904	4634.07	0.216507	3045.4	1.40324	2.60611	0.741562	705.483	1.08253	1753.87
1.39639	2.49424	1.39742	2.49439	0.433392	156.393	0.866015	537.615	1.11237	409.062	1.29904	753.634	0.21659	143.014	1.39946	2.60607	0.741694	297.33	1.08253	525.345
1.39248	2.49369	1.39351	2.49384	0.433885	102.949	0.865988	283.538	1.11246	267.246	1.29904	410.171	0.216826	73.3054	1.39567	2.60602	0.741934	188.409	1.08252	308.94
1.38857	2.49314	1.38961	2.49328	0.434571	76.8075	0.865944	192.535	1.11259	198.462	1.29904	281.761	0.217213	49.3529	1.39189	2.60597	0.742279	137.938	1.0825	218.804
1.38466	2.49258	1.3857	2.49273	0.435439	61.3183	0.865884	145.748	1.11276	157.851	1.29905	214.583	0.217749	37.2564	1.38809	2.60592	0.742728	108.83	1.08248	169.383
1.38076	2.49202	1.38179	2.49217	0.436479	51.082	0.865807	117.249	1.11297	131.048	1.29906	173.272	0.218432	29.9715	1.3843	2.60585	0.743279	89.8981	1.08246	138.172
1.37685	2.49146	1.37789	2.49161	0.437677	43.8201	0.865714	98.0676	1.11322	112.036	1.29906	145.3	0.219259	25.1116	1.3805	2.60579	0.743928	76.6036	1.08243	116.672
1.37294	2.4909	1.37398	2.49105	0.439021	38.4047	0.865605	84.2757	1.1135	97.8508	1.29907	125.104	0.220226	21.6444	1.3767	2.60571	0.744673	66.7582	1.08239	100.961
1.36904	2.49034	1.37007	2.49049	0.440497	34.2139	0.86548	73.8812	1.11382	86.8616	1.29908	109.837	0.22133	19.0504	1.3729	2.60563	0.745509	59.1761	1.08235	88.9782
1.36513	2.48977	1.36617	2.48992	0.442094	30.8765	0.86534	65.766	1.11418	78.0987	1.2991	97.892	0.222566	17.0399	1.36909	2.60555	0.746433	53.159	1.08231	79.5369
1.36123	2.4892	1.36226	2.48935	0.443801	28.1572	0.865184	59.2542	1.11458	70.9483	1.29911	88.2903	0.22393	15.4383	1.36529	2.60546	0.747442	48.2691	1.08226	71.9061
1.35733	2.48863	1.35836	2.48878	0.445605	25.8999	0.865014	53.9131	1.11501	65.0034	1.29913	80.4042	0.225417	14.1343	1.36148	2.60537	0.74853	44.2178	1.0822	65.6106
1.35342	2.48806	1.35446	2.48821	0.447498	23.9967	0.86483	49.4528	1.11548	59.9833	1.29915	73.8116	0.227021	13.0535	1.35767	2.60528	0.749695	40.8072	1.08215	60.3279
1.34952	2.48749	1.35055	2.48764	0.449472	22.371	0.864632	45.6719	1.11598	55.688	1.29917	68.2184	0.228738	12.1443	1.35386	2.60518	0.750932	37.8971	1.08208	55.8319
1.34562	2.48692	1.34665	2.48707	0.451517	20.9666	0.86442	42.4261	1.11652	51.9716	1.29919	63.4135	0.230562	11.3699	1.35004	2.60507	0.752238	35.3854	1.08202	51.959
1.34172	2.48634	1.34275	2.48649	0.453628	19.7415	0.864196	39.6091	1.11709	48.7246	1.29922	59.2411	0.232488	10.703	1.34623	2.60497	0.753608	33.196	1.08195	48.588
1.33782	2.48576	1.33885	2.48592	0.455797	18.6635	0.863959	37.1412	1.11769	45.8636	1.29924	55.5842	0.234511	10.1235	1.34241	2.60486	0.755038	31.2708	1.08188	45.6272
1.33392	2.48519	1.33496	2.48534	0.45802	17.708	0.86371	34.9611	1.11833	43.3239	1.29928	52.3528	0.236625	9.6156	1.33859	2.60474	0.756526	29.565	1.0818	43.0061
1.33003	2.48461	1.33106	2.48476	0.460291	16.8552	0.863451	33.0214	1.119	41.0543	1.29931	49.4767	0.238826	9.16733	1.33477	2.60463	0.758067	28.0434	1.08172	40.6694
1.32613	2.48403	1.32716	2.48418	0.462606	16.0896	0.86318	31.2842	1.11971	39.0141	1.29935	46.9004	0.241108	8.76909	1.33096	2.60451	0.759659	26.6778	1.08164	38.5731
1.32224	2.48345	1.32327	2.4836	0.464961	15.3985	0.8629	29.7193	1.12044	37.1703	1.29939	44.5793	0.243159	8.45683	1.32713	2.60439	0.761298	25.4456	1.08156	36.682
1.31834	2.48286	1.31937	2.48302	0.467353	14.7716	0.862611	28.3024	1.1212	35.4959	1.29944	42.4775	0.244952	8.2129	1.32331	2.60427	0.762981	24.3282	1.08147	34.9674
1.31445	2.48228	1.31548	2.48244	0.469777	14.2004	0.862313	27.0134	1.122	33.9688	1.29949	40.5652	0.246463	8.02499	1.31949	2.60414	0.764705	23.3103	1.08139	33.4056
1.31056	2.4817	1.31159	2.48185	0.472232	13.6778	0.862008	25.8356	1.12282	32.5704	1.29954	38.8179	0.247675	7.88449	1.31567	2.60402	0.766469	22.3794	1.0813	31.977
1.30667	2.48112	1.3077	2.48127	0.474714	13.1979	0.861695	24.7553	1.12367	31.2852	1.2996	37.2152	0.248577	7.78542	1.31185	2.60389	0.768268	21.5248	1.08121	30.6655
1.30278	2.48053	1.30381	2.48069	0.477222	12.7558	0.861376	23.7609	1.12454	30.1	1.29967	35.7399	0.249158	7.72381	1.30802	2.60376	0.770102	20.7376	1.08112	29.457
1.2989	2.47995	1.29993	2.4801	0.479752	12.3471	0.861052	22.8424	1.12545	29.0036	1.29974	34.3773	0.249999	7.6376	1.3042	2.60363	0.771967	20.0101	1.08103	28.34
1.29501	2.47936	1.29604	2.47952	0.482304	11.9681	0.860722	21.9916	1.12637	27.9865	1.29982	33.1152	0.25092	7.54689	1.30038	2.6035	0.773862	19.3358	1.08094	27.3045
1.29113	2.47878	1.29216	2.47893	0.484874	11.6159	0.860389	21.2013	1.12733	27.0404	1.2999	31.9427	0.252185	7.42831	1.29655	2.60337	0.775784	18.7091	1.08085	26.3418
1.28724	2.47819	1.28827	2.47835	0.487462	11.2876	0.860053	20.4651	1.1283	26.1582	1.29999	30.8507	0.253805	7.28573	1.29273	2.60324	0.777732	18.1251	1.08076	25.4445
1.28336	2.4776	1.28439	2.47776	0.490066	10.9809	0.859714	19.7778	1.1293	25.3336	1.30009	29.8312	0.25579	7.12348	1.28891	2.60311	0.779704	17.5797	1.08067	24.6063
1.27949	2.47702	1.28051	2.47717	0.492684	10.6937	0.859374	19.1346	1.13032	24.5612	1.3002	28.8772	0.258156	6.94606	1.28509	2.60298	0.781698	17.0692	1.08059	23.8215
1.27561	2.47643	1.27664	2.47659	0.495314	10.4242	0.859034	18.5314	1.13136	23.8362	1.30031	27.9827	0.260916	6.75788	1.28127	2.60285	0.783712	16.5903	1.0805	23.0851
1.27173	2.47585	1.27276	2.476	0.497957	10.1709	0.858693	17.9647	1.13242	23.1544	1.30043	27.1423	0.263722	6.58439	1.27745	2.60272	0.785746	16.1402	1.08042	22.3928
1.26786	2.47526	1.26889	2.47542	0.500609	9.93222	0.858354	17.4312	1.1335	22.5121	1.30056	26.3512	0.26657	6.42398	1.27363	2.60259	0.787797	15.7164	1.08034	21.7408
1.26399	2.47468	1.26501	2.47483	0.503271	9.70704	0.858016	16.9282	1.13459	21.9059	1.3007	25.6052	0.269456	6.27526	1.26981	2.60247	0.789864	15.3166	1.08027	21.1256
1.26012	2.47409	1.26114	2.47425	0.50594	9.49422	0.857681	16.4531	1.13571	21.3329	1.30085	24.9006	0.272378	6.13702	1.26599	2.60234	0.791946	14.9388	1.0802	20.5444
1.25625	2.47351	1.25727	2.47366	0.508617	9.29274	0.85735	16.0036	1.13684	20.7904	1.30102	24.2342	0.275332	6.0082	1.26218	2.60223	0.794042	14.5813	1.08013	19.9942
1.25238	2.47292	1.25341	2.47308	0.511299	9.10172	0.857024	15.5778	1.13798	20.2761	1.30119	23.6028	0.278317	5.88789	1.25837	2.60211	0.79615	14.2425	1.08007	19.4728
1.24852	2.47234	1.24954	2.47249	0.513986	8.92036	0.856703	15.1739	1.13914	19.7878	1.30137	23.0038	0.28133	5.77527	1.25456	2.602	0.798269	13.921	1.08001	18.9779
1.24466	2.47176	1.24568	2.47191	0.516677	8.74792	0.856388	14.7902	1.14031	19.3236	1.30157	22.4349	0.284367	5.66963	1.25075	2.60189	0.800398	13.6154	1.07996	18.5077
1.2408	2.47118	1.24182	2.47133	0.51937	8.58376	0.856081	14.4253	1.14149	18.8818	1.30178	21.8938	0.287428	5.57034	1.24694	2.60178	0.802536	13.3246	1.07992	18.0602
1.23694	2.4706	1.23796	2.47075	0.521719	8.44698	0.855782	14.0778	1.14268	18.4608	1.302	21.3786	0.290508	5.47684	1.24314	2.60169	0.804682	13.0476	1.07988	17.6339
1.23309	2.47002	1.23411	2.47017	0.523722	8.33472	0.855491	13.7467	1.14388	18.0591	1.30224	20.8874	0.293607	5.38863	1.23934	2.6016	0.806835	12.7833	1.07986	17.2274
1.22924	2.46944	1.23026	2.46959	0.525379	8.24475	0.855211	13.4307	1.14509	17.6754	1.30249	20.4187	0.296722	5.30526	1.23555	2.60151	0.808994	12.5309	1.07984	16.8394
1.22539	2.46887	1.22641	2.46902	0.526689	8.17536	0.854942	13.1288	1.14631	17.3085	1.30275	19.971	0.299851	5.22633	1.23176	2.60144	0.811157	12.2897	1.07983	16.4685
