Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
407  Points		407  Points		395  Points		365  Points		256  Points		151  Points		409  Points		382  Points		360  Points		265  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40192	2.00805	1.40284	2.01017	0.433036	0.106385	0.866023	-0.0272799	1.00188	0.029029	1.29904	-0.008521	0.216574	0.150772	1.40243	2.11916	0.667941	0.280058	1.08253	-0.016566
1.39902	2.00469	1.39994	2.00683	0.43319	0.155689	0.865984	-0.0441254	1.00192	0.0543481	1.29902	-0.0120723	0.216792	0.202373	1.39937	2.13092	0.668345	0.437737	1.0825	-0.0235792
1.39613	1.99797	1.39705	2.00011	0.433486	0.253577	0.865896	-0.0775966	1.00204	0.10489	1.299	-0.0192106	0.217158	0.305103	1.39627	2.15432	0.669205	0.72049	1.08246	-0.0375874
1.39325	1.99128	1.39417	1.99339	0.433922	0.349669	0.86576	-0.110701	1.00222	0.155145	1.29897	-0.0263094	0.217672	0.406485	1.39315	2.17748	0.670425	0.938168	1.08239	-0.0515414
1.39038	1.98457	1.39129	1.9867	0.434495	0.443344	0.865576	-0.143365	1.00248	0.20497	1.29892	-0.0334026	0.218332	0.505977	1.38999	2.20034	0.671913	1.0977	1.08231	-0.065387
1.38752	1.97787	1.38843	1.97999	0.435201	0.534159	0.865346	-0.175441	1.00281	0.254229	1.29887	-0.0404113	0.219133	0.603374	1.3868	2.22279	0.673594	1.21321	1.08221	-0.0790888
1.38467	1.97115	1.38558	1.9733	0.436037	0.621675	0.86507	-0.206781	1.00322	0.302798	1.29881	-0.0473241	0.220074	0.698267	1.38357	2.24468	0.675415	1.29768	1.08208	-0.0926496
1.38183	1.96445	1.38274	1.96658	0.436996	0.705446	0.864749	-0.237233	1.00369	0.350569	1.29873	-0.0541918	0.221149	0.790274	1.38032	2.26604	0.67734	1.36086	1.08194	-0.106002
1.379	1.95777	1.3799	1.95989	0.438073	0.785316	0.864385	-0.266791	1.00423	0.397405	1.29865	-0.0608958	0.222355	0.879219	1.37703	2.28673	0.679344	1.40936	1.08178	-0.119083
1.37618	1.95109	1.37708	1.95325	0.439263	0.861122	0.863979	-0.29529	1.00484	0.44325	1.29856	-0.0674924	0.223687	0.964898	1.37372	2.30673	0.681409	1.44754	1.08159	-0.131989
1.37337	1.94447	1.37426	1.94655	0.440559	0.932754	0.863532	-0.322627	1.00551	0.487993	1.29846	-0.0739472	0.22514	1.04712	1.37037	2.32606	0.683522	1.47843	1.08139	-0.144617
1.37057	1.93782	1.37146	1.9399	0.441956	1.00021	0.863047	-0.348808	1.00624	0.531555	1.29835	-0.0802651	0.22671	1.1258	1.367	2.34458	0.685676	1.50395	1.08118	-0.156909
1.36778	1.93118	1.36866	1.93333	0.443447	1.06357	0.862525	-0.373704	1.00704	0.573928	1.29823	-0.0864556	0.22839	1.20082	1.3636	2.36229	0.687864	1.52547	1.08094	-0.168895
1.36499	1.92464	1.36588	1.92671	0.445026	1.1229	0.861969	-0.397277	1.0079	0.614948	1.2981	-0.0924644	0.230176	1.27215	1.36018	2.37924	0.69008	1.54391	1.08069	-0.180562
1.36222	1.91808	1.3631	1.92013	0.446688	1.17829	0.861379	-0.41952	1.00882	0.654654	1.29796	-0.0982566	0.232063	1.33986	1.35674	2.39543	0.692321	1.55992	1.08042	-0.191886
1.35946	1.91155	1.36033	1.91363	0.448427	1.22995	0.860758	-0.440349	1.00979	0.693052	1.29781	-0.103835	0.234044	1.40389	1.35327	2.41081	0.694583	1.57398	1.08014	-0.202741
1.3567	1.90515	1.35758	1.90716	0.450239	1.27804	0.860107	-0.459741	1.01082	0.730002	1.29766	-0.109206	0.236115	1.46426	1.34978	2.42546	0.696865	1.5865	1.07984	-0.213246
1.35396	1.89872	1.35483	1.90074	0.452117	1.32275	0.85943	-0.477724	1.0119	0.765598	1.2975	-0.114381	0.238271	1.52113	1.34626	2.43937	0.699163	1.59771	1.07952	-0.223341
1.35122	1.89238	1.35209	1.89442	0.454057	1.36426	0.858728	-0.494282	1.01303	0.799803	1.29733	-0.119311	0.240506	1.5746	1.34273	2.45255	0.701477	1.60774	1.07919	-0.232913
1.34849	1.88616	1.34936	1.88816	0.456055	1.40275	0.858003	-0.509453	1.01421	0.832543	1.29715	-0.123971	0.242816	1.62471	1.33918	2.465	0.703804	1.61683	1.07885	-0.242094
1.34578	1.88	1.34664	1.88192	0.458107	1.43843	0.857258	-0.523168	1.01543	0.863892	1.29697	-0.128383	0.245196	1.67153	1.33562	2.47678	0.706144	1.62511	1.07849	-0.250789
1.34307	1.87399	1.34393	1.87589	0.460207	1.4714	0.856493	-0.535438	1.0167	0.893925	1.29678	-0.132521	0.247642	1.71537	1.33203	2.48796	0.708495	1.63258	1.07812	-0.258951
1.34037	1.86812	1.34122	1.86999	0.462354	1.50183	0.855712	-0.546355	1.01801	0.92257	1.29659	-0.136403	0.249823	1.75113	1.32844	2.49853	0.710857	1.63933	1.07774	-0.266632
1.33767	1.86246	1.33853	1.8642	0.464543	1.52994	0.854916	-0.555883	1.01936	0.94983	1.29639	-0.139917	0.251716	1.77981	1.32482	2.50846	0.713228	1.6455	1.07735	-0.273791
