Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
394  Points		394  Points		375  Points		358  Points		229  Points		106  Points		398  Points		378  Points		291  Points		235  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40245	2.67543	1.4003	2.67486	0.433077	0.292726	0.866024	-0.00384272	1.21285	0.0148773	1.29904	0.00577278	0.216573	0.152491	1.4001	2.64395	0.808574	0.0501825	1.08253	0.00147833
1.39858	2.67492	1.39644	2.67439	0.4335	0.419683	0.866019	-0.00557617	1.21287	0.0216429	1.29905	0.0102904	0.216793	0.205248	1.39628	2.64368	0.808647	0.0718605	1.08253	0.00221666
1.39472	2.67393	1.39258	2.67332	0.434289	0.657367	0.866008	-0.00901869	1.21291	0.0352012	1.29907	0.0193021	0.217166	0.310271	1.39247	2.64305	0.808782	0.115141	1.08254	0.00369923
1.39086	2.67283	1.38872	2.67222	0.435398	0.860565	0.865993	-0.0124614	1.21297	0.0486949	1.2991	0.0283168	0.217689	0.41397	1.38865	2.64228	0.808979	0.158271	1.08254	0.00519954
1.38701	2.67173	1.38486	2.67112	0.436773	1.02819	0.865972	-0.0158311	1.21305	0.0620593	1.29915	0.0374106	0.218361	0.515826	1.38484	2.64149	0.809239	0.201096	1.08255	0.0067353
1.38315	2.67061	1.38101	2.66994	0.438366	1.16386	0.865947	-0.0191281	1.21315	0.0753847	1.29921	0.0465895	0.219178	0.615533	1.38103	2.64056	0.80956	0.243535	1.08256	0.00826874
1.3793	2.66941	1.37716	2.66876	0.440133	1.27297	0.865917	-0.022353	1.21327	0.0885588	1.29928	0.0557919	0.220138	0.712775	1.37722	2.6395	0.809942	0.285493	1.08258	0.00987078
1.37545	2.66825	1.37331	2.66756	0.44204	1.36088	0.865883	-0.0255069	1.2134	0.101577	1.29937	0.0651148	0.221236	0.807138	1.37341	2.63834	0.810384	0.326927	1.08259	0.0115368
1.3716	2.66704	1.36946	2.66634	0.444061	1.43242	0.865844	-0.028592	1.21356	0.11443	1.29947	0.074532	0.222468	0.89845	1.3696	2.63704	0.810885	0.367829	1.08261	0.0131842
