Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
396  Points		396  Points		395  Points		365  Points		244  Points		137  Points		407  Points		379  Points		335  Points		260  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40254	1.96615	1.40155	1.98306	0.433044	0.132586	0.866025	-0.00984452	1.06949	0.0436658	1.29904	-0.00147825	0.216507	0.0613004	1.40273	2.55704	0.712994	0.0925266	1.08253	-0.00413407
1.3997	1.99562	1.39869	2.01913	0.433235	0.192457	0.866011	-0.0185557	1.06955	0.0604294	1.29904	-0.00243002	0.216595	0.113737	1.39904	2.56008	0.713128	0.145611	1.08253	-0.00745475
1.39678	2.07573	1.39572	2.11431	0.433599	0.310763	0.865972	-0.0359002	1.06967	0.0938746	1.29903	-0.00433318	0.216835	0.218238	1.39534	2.56589	0.713415	0.250517	1.08251	-0.0141209
1.39371	2.19874	1.39258	2.24982	0.434132	0.425721	0.865908	-0.0531575	1.06983	0.12722	1.29902	-0.00616197	0.217225	0.3217	1.39163	2.57138	0.713851	0.352445	1.08248	-0.0207881
1.39043	2.34625	1.38923	2.39631	0.434828	0.536326	0.865818	-0.0703137	1.07003	0.160366	1.29901	-0.00791526	0.217764	0.423739	1.38792	2.57663	0.714432	0.450465	1.08245	-0.0273843
1.38694	2.47766	1.38567	2.51448	0.43568	0.64174	0.865705	-0.0872678	1.07029	0.193258	1.299	-0.00966402	0.218449	0.523961	1.38419	2.58156	0.715152	0.543747	1.08241	-0.0339117
1.38328	2.56851	1.38197	2.59113	0.436681	0.741385	0.865566	-0.103964	1.07059	0.225939	1.29899	-0.0114037	0.219276	0.621938	1.38046	2.58623	0.716002	0.631727	1.08235	-0.0403745
1.37952	2.62319	1.37819	2.63641	0.43782	0.834914	0.865404	-0.120364	1.07094	0.258267	1.29897	-0.0130521	0.220244	0.717331	1.37673	2.59066	0.716975	0.714083	1.08229	-0.0467818
1.37571	2.65522	1.37436	2.6631	0.439091	0.922143	0.865219	-0.136466	1.07134	0.290258	1.29895	-0.014591	0.221347	0.8099	1.37299	2.59484	0.718063	0.790685	1.08222	-0.0530777
1.37186	2.67452	1.3705	2.67943	0.440482	1.00307	0.86501	-0.152189	1.07178	0.321867	1.29893	-0.0160574	0.222582	0.899384	1.36924	2.59881	0.719258	0.861565	1.08214	-0.0592241
1.36799	2.68662	1.36662	2.68982	0.441986	1.07792	0.86478	-0.167522	1.07227	0.353004	1.2989	-0.0174523	0.223943	0.985553	1.36548	2.60256	0.72055	0.926786	1.08205	-0.0652182
1.3641	2.69455	1.36273	2.69667	0.443594	1.14689	0.864527	-0.182442	1.0728	0.383711	1.29888	-0.0187771	0.225427	1.06824	1.36172	2.60611	0.721933	0.986696	1.08195	-0.0711273
1.36021	2.69994	1.35884	2.70137	0.445297	1.21028	0.864253	-0.1969	1.07337	0.413924	1.29885	-0.019962	0.227027	1.14734	1.35796	2.60948	0.723399	1.04162	1.08184	-0.0768664
1.35631	2.70361	1.35494	2.70461	0.447088	1.26843	0.863958	-0.210801	1.07399	0.443588	1.29882	-0.0210134	0.228739	1.22285	1.35419	2.61269	0.72494	1.09186	1.08173	-0.082412
1.35241	2.70619	1.35103	2.70693	0.448959	1.32175	0.863644	-0.224176	1.07465	0.472667	1.29879	-0.0219442	0.230557	1.2947	1.35042	2.61568	0.726551	1.13776	1.0816	-0.0877902
1.3485	2.70805	1.34712	2.70856	0.450903	1.3706	0.863311	-0.237009	1.07536	0.501162	1.29875	-0.0227073	0.232477	1.36288	1.34664	2.61851	0.728224	1.17969	1.08147	-0.0929804
1.34459	2.70936	1.34321	2.70969	0.452915	1.41534	0.86296	-0.249198	1.0761	0.529075	1.29872	-0.0233545	0.234492	1.4274	1.34286	2.62123	0.729956	1.218	1.08133	-0.0979407
1.34068	2.71023	1.3393	2.71049	0.454989	1.45627	0.862592	-0.260832	1.07688	0.556337	1.29869	-0.0238433	0.236597	1.48838	1.33907	2.62375	0.73174	1.25301	1.08119	-0.102661
1.33676	2.71079	1.33539	2.71099	0.457119	1.49373	0.862207	-0.271795	1.07771	0.582954	1.29865	-0.0241617	0.238788	1.54589	1.33529	2.62614	0.733573	1.28503	1.08104	-0.107195
1.33285	2.71117	1.33147	2.71126	0.459301	1.52808	0.861807	-0.282076	1.07857	0.608871	1.29862	-0.0242858	0.24106	1.59998	1.33149	2.62845	0.73545	1.31434	1.08088	-0.111428
1.32894	2.71136	1.32756	2.71136	0.461531	1.5595	0.861393	-0.291726	1.07946	0.634043	1.29858	-0.0241678	0.243407	1.65081	1.3277	2.63056	0.737367	1.34117	1.08072	-0.115426
1.32502	2.71136	1.32365	2.71133	0.463803	1.58829	0.860965	-0.300624	1.0804	0.658534	1.29855	-0.0239318	0.24551	1.69257	1.3239	2.63253	0.739322	1.36575	1.08055	-0.119175
1.32111	2.71128	1.31973	2.71121	0.466116	1.61466	0.860525	-0.308825	1.08137	0.68232	1.29851	-0.0234599	0.247344	1.72635	1.3201	2.63441	0.74131	1.38826	1.08037	-0.122645
1.3172	2.71106	1.31582	2.71097	0.468464	1.63884	0.860074	-0.316366	1.08237	0.705356	1.29848	-0.0227357	0.248886	1.75298	1.31629	2.63619	0.743329	1.40889	1.08019	-0.125776
1.31328	2.71077	1.31191	2.71063	0.470846	1.66097	0.859612	-0.323098	1.0834	0.727625	1.29845	-0.0218	0.250123	1.77323	1.31249	2.63784	0.745377	1.42788	1.08001	-0.128596
1.30937	2.71041	1.308	2.71025	0.473259	1.68122	0.859141	-0.32909	1.08447	0.749164	1.29842	-0.0205878	0.25104	1.78779	1.30868	2.63939	0.747451	1.44529	1.07982	-0.131159
1.30546	2.70997	1.30408	2.70979	0.4757	1.69974	0.858662	-0.334411	1.08556	0.769902	1.29839	-0.0191888	0.251632	1.79688	1.30487	2.64082	0.749549	1.4612	1.07963	-0.133355
1.30155	2.70947	1.30017	2.7093	0.478166	1.71663	0.858176	-0.338899	1.08669	0.789847	1.29836	-0.0174895	0.252487	1.80961	1.30106	2.64212	0.751669	1.47581	1.07944	-0.135185
1.29764	2.70891	1.29626	2.70875	0.480655	1.73204	0.857684	-0.342603	1.08784	0.809081	1.29834	-0.0154823	0.253423	1.82311	1.29724	2.64333	0.75381	1.48921	1.07924	-0.13672
1.29373	2.70836	1.29235	2.70811	0.483166	1.74609	0.857187	-0.345616	1.08903	0.827482	1.29832	-0.0132259	0.254708	1.84084	1.29343	2.64444	0.755968	1.50144	1.07904	-0.137886
1.28982	2.70771	1.28844	2.70747	0.485696	1.75888	0.856686	-0.347833	1.09023	0.845094	1.2983	-0.0106906	0.25635	1.86246	1.28961	2.64548	0.758144	1.51264	1.07884	-0.138679
1.28591	2.70699	1.28454	2.70679	0.488243	1.77039	0.856183	-0.349265	1.09147	0.861935	1.29829	-0.00781725	0.25836	1.88733	1.28579	2.64639	0.760335	1.5228	1.07864	-0.139095
1.28201	2.70629	1.28063	2.706	0.490806	1.78073	0.855678	-0.34993	1.09272	0.877965	1.29828	-0.00463402	0.260752	1.91475	1.28197	2.64719	0.76254	1.53208	1.07844	-0.13912
1.2781	2.70555	1.27673	2.70524	0.493384	1.79007	0.855172	-0.349797	1.094	0.893252	1.29827	-0.001124	0.263538	1.94409	1.27815	2.64791	0.764758	1.54044	1.07824	-0.138803
1.2742	2.70473	1.27282	2.70445	0.495974	1.79835	0.854668	-0.348944	1.0953	0.907713	1.29827	0.00274664	0.266364	1.97117	1.27432	2.64854	0.766987	1.54795	1.07804	-0.138024
1.27029	2.70389	1.26892	2.7036	0.498575	1.80561	0.854165	-0.347311	1.09662	0.921328	1.29828	0.00689903	0.269228	1.99611	1.2705	2.64907	0.769226	1.55475	1.07784	-0.136832
1.26639	2.70302	1.26502	2.7027	0.501186	1.812	0.853665	-0.344851	1.09796	0.934203	1.29829	0.0114685	0.272127	2.01894	1.26668	2.64947	0.771475	1.56074	1.07765	-0.135253
1.26249	2.70209	1.26112	2.70179	0.503806	1.81753	0.85317	-0.341689	1.09932	0.946328	1.29831	0.0164325	0.275056	2.0398	1.26285	2.64975	0.773732	1.56599	1.07745	-0.133193
1.25859	2.70117	1.25722	2.70084	0.506433	1.82214	0.852679	-0.337782	1.10069	0.957615	1.29834	0.0217464	0.278015	2.05884	1.25903	2.64996	0.775995	1.57055	1.07726	-0.130759
1.25469	2.70021	1.25332	2.69982	0.509066	1.82593	0.852194	-0.333043	1.10208	0.968105	1.29838	0.027467	0.281	2.07601	1.2552	2.65007	0.778265	1.57446	1.07707	-0.127868
1.25079	2.69917	1.24942	2.69881	0.511704	1.82898	0.851717	-0.327595	1.10349	0.977804	1.29842	0.0335614	0.284008	2.09148	1.25138	2.65008	0.780541	1.57776	1.07689	-0.124502
1.2469	2.69812	1.24553	2.69774	0.514346	1.8312	0.851249	-0.321386	1.1049	0.98673	1.29847	0.0401106	0.287037	2.10533	1.24755	2.64996	0.78282	1.58039	1.07671	-0.120701
1.24301	2.69705	1.24164	2.69663	0.51699	1.83271	0.85079	-0.314388	1.10633	0.994912	1.29854	0.0470566	0.290085	2.11757	1.24373	2.64971	0.785103	1.58242	1.07654	-0.116395
1.23911	2.69592	1.23774	2.6955	0.519636	1.83353	0.850341	-0.30669	1.10778	1.00227	1.29861	0.0544301	0.29315	2.1283	1.2399	2.64935	0.787388	1.58385	1.07638	-0.111665
1.23522	2.69477	1.23386	2.69435	0.521943	1.83366	0.849904	-0.298253	1.10923	1.00885	1.29869	0.0622923	0.296229	2.13758	1.23608	2.64886	0.789675	1.58474	1.07622	-0.106453
1.23133	2.69356	1.22997	2.69314	0.523909	1.83338	0.84948	-0.289069	1.11069	1.0147	1.29879	0.070546	0.299321	2.14541	1.23226	2.64825	0.791963	1.58506	1.07607	-0.100717
1.22745	2.69231	1.22608	2.69188	0.525534	1.83288	0.84907	-0.279124	1.11216	1.01972	1.2989	0.0792897	0.302423	2.15192	1.22844	2.64754	0.794251	1.58481	1.07593	-0.0945171
1.22356	2.69107	1.2222	2.69063	0.526819	1.83215	0.848674	-0.268463	1.11363	1.02397	1.29902	0.088574	0.305533	2.15712	1.22461	2.64664	0.796538	1.58402	1.0758	-0.0878305
1.21968	2.68976	1.21831	2.68929	0.527763	1.8316	0.848295	-0.257101	1.11511	1.0275	1.29915	0.0982804	0.30865	2.161	1.2208	2.64556	0.798823	1.58265	1.07568	-0.0806097
1.2158	2.68838	1.21443	2.68792	0.528368	1.83132	0.847932	-0.244997	1.1166	1.03024	1.2993	0.108465	0.311771	2.16368	1.21698	2.64436	0.801106	1.5808	1.07557	-0.0729063
1.21192	2.68701	1.21055	2.6865	0.529236	1.83067	0.847588	-0.232143	1.11809	1.0322	1.29947	0.119165	0.314896	2.16516	1.21316	2.64299	0.803387	1.57841	1.07547	-0.0646774
1.20804	2.68559	1.20668	2.68507	0.530179	1.82985	0.847262	-0.218592	1.11958	1.03342	1.29965	0.130385	0.318021	2.16546	1.20935	2.6414	0.805663	1.57547	1.07538	-0.0559098
1.20417	2.68408	1.2028	2.68358	0.531462	1.82871	0.846957	-0.204381	1.12107	1.03388	1.29984	0.142132	0.321147	2.16459	1.20554	2.63963	0.807935	1.57208	1.0753	-0.0466512
1.20029	2.68258	1.19893	2.682	0.533083	1.8269	0.846672	-0.189436	1.12256	1.03362	1.30006	0.154346	0.32427	2.16265	1.20173	2.6377	0.810201	1.56816	1.07524	-0.0368497
1.19642	2.68105	1.19506	2.68046	0.53504	1.82451	0.84641	-0.173754	1.12405	1.03258	1.30029	0.167128	0.32739	2.15959	1.19792	2.63552	0.812462	1.56369	1.0752	-0.0264753
1.19255	2.67938	1.19119	2.67884	0.537333	1.82127	0.846171	-0.157406	1.12554	1.03081	1.30054	0.180462	0.330504	2.15546	1.19412	2.63307	0.814715	1.55876	1.07517	-0.0156141
1.18869	2.67773	1.18733	2.67713	0.539959	1.81689	0.845955	-0.140383	1.12703	1.02836	1.30081	0.194313	0.333612	2.15029	1.19032	2.63037	0.816961	1.55331	1.07515	-0.00421894
1.18482	2.67603	1.18346	2.6754	0.542578	1.81195	0.845765	-0.12267	1.12851	1.02515	1.3011	0.208683	0.336712	2.14407	1.18653	2.62738	0.819199	1.54739	1.07516	0.00773159
1.18096	2.67425	1.1796	2.67362	0.54519	1.8064	0.845601	-0.10431	1.12999	1.02122	1.30141	0.223582	0.339801	2.13683	1.18274	2.62411	0.821428	1.54096	1.07518	0.0202069
1.1771	2.67245	1.17575	2.67183	0.547793	1.80022	0.845464	-0.0852405	1.13146	1.01657	1.30174	0.239024	0.34288	2.12859	1.17895	2.6205	0.823648	1.53404	1.07521	0.0332922
1.17325	2.67061	1.17189	2.66992	0.550387	1.79347	0.845355	-0.0654855	1.13292	1.01124	1.3021	0.255039	0.345946	2.11942	1.17517	2.61651	0.825857	1.52664	1.07527	0.0468652
1.16939	2.66868	1.16804	2.66795	0.55297	1.7861	0.845275	-0.0450919	1.13438	1.00526	1.30248	0.271616	0.348998	2.10923	1.1714	2.61218	0.828055	1.51873	1.07535	0.0609741
1.16554	2.66665	1.16419	2.66597	0.555543	1.77817	0.845225	-0.0240799	1.13583	0.998573	1.30288	0.288656	0.352035	2.09809	1.16763	2.60741	0.830241	1.51038	1.07545	0.0757152
1.1617	2.66464	1.16034	2.66391	0.558103	1.76959	0.845206	-0.00241735	1.13726	0.991207	1.30331	0.306256	0.355055	2.086	1.16387	2.60211	0.832415	1.50151	1.07557	0.0909154
1.15785	2.66253	1.1565	2.66178	0.560651	1.76047	0.845218	0.0198873	1.13869	0.983213	1.30377	0.324392	0.358057	2.07304	1.16012	2.59635	0.834575	1.4922	1.07571	0.106667
1.15401	2.66036	1.15266	2.65958	0.563185	1.75081	0.845263	0.0428168	1.1401	0.974622	1.30425	0.343011	0.361039	2.05916	1.15638	2.59003	0.836722	1.48244	1.07588	0.12301
1.15017	2.65814	1.14882	2.65729	0.565705	1.74053	0.845342	0.0663371	1.1415	0.965423	1.30476	0.36216	0.364001	2.04438	1.15264	2.58311	0.838855	1.47222	1.07607	0.139874
1.14634	2.65582	1.14499	2.65498	0.56821	1.72968	0.845455	0.0904527	1.14289	0.955595	1.3053	0.381779	0.366941	2.02879	1.14892	2.57555	0.840972	1.46153	1.07628	0.157271
1.14251	2.65346	1.14116	2.65263	0.570698	1.71832	0.845603	0.115173	1.14426	0.94524	1.30586	0.401903	0.369858	2.01232	1.14521	2.56719	0.843074	1.4504	1.07652	0.175145
1.13868	2.65102	1.13733	2.65013	0.57317	1.70641	0.845761	0.137081	1.14562	0.934346	1.30646	0.422448	0.37275	1.995	1.14151	2.55807	0.844892	1.44037	1.07679	0.193607
1.13485	2.64847	1.13351	2.64756	0.575624	1.69394	0.845918	0.156176	1.14696	0.922885	1.30708	0.443471	0.375617	1.97693	1.13782	2.54811	0.846432	1.43153	1.07708	0.212588
1.13103	2.64586	1.12969	2.64496	0.57806	1.68093	0.846064	0.172175	1.14828	0.910948	1.30774	0.464934	0.378457	1.95811	1.13415	2.53713	0.847698	1.42409	1.0774	0.23202
1.12721	2.64321	1.12587	2.64227	0.580477	1.66743	0.846189	0.184911	1.14959	0.898574	1.30842	0.486766	0.381269	1.93852	1.1305	2.52513	0.848694	1.41805	1.07775	0.251987
1.1234	2.64047	1.12206	2.63945	0.582874	1.65343	0.846287	0.194473	1.15087	0.885764	1.30914	0.508972	0.384053	1.91822	1.12686	2.51205	0.849424	1.41358	1.07813	0.272438
1.11959	2.63763	1.11825	2.63658	0.58525	1.63888	0.846352	0.20052	1.15214	0.872523	1.30989	0.531556	0.386807	1.8973	1.12325	2.49775	0.84989	1.41069	1.07853	0.293345
1.11579	2.63465	1.11445	2.63363	0.587605	1.62388	0.846449	0.209282	1.15339	0.858931	1.31068	0.55446	0.38953	1.87578	1.11965	2.4821	0.850558	1.40649	1.07897	0.314725
1.11199	2.63163	1.11065	2.63052	0.589937	1.6084	0.84656	0.219058	1.15462	0.845004	1.31149	0.577635	0.392222	1.85363	1.11608	2.46502	0.851282	1.40186	1.07944	0.336537
1.10819	2.62851	1.10686	2.62736	0.592248	1.59246	0.846718	0.232288	1.15583	0.830772	1.31234	0.601135	0.394881	1.83099	1.11254	2.44647	0.852262	1.39547	1.07994	0.358774
1.1044	2.62528	1.10307	2.62413	0.594534	1.5761	0.846931	0.249178	1.15702	0.816298	1.31323	0.624842	0.397507	1.80787	1.10902	2.42634	0.853496	1.38728	1.08048	0.381422
1.10061	2.62198	1.09928	2.62075	0.596797	1.55928	0.847209	0.269847	1.15819	0.80156	1.31415	0.648746	0.4001	1.78427	1.10553	2.40455	0.854978	1.37719	1.08105	0.404454
1.09683	2.61851	1.0955	2.61728	0.599036	1.54208	0.847564	0.294404	1.15933	0.786657	1.3151	0.672824	0.402658	1.76034	1.10208	2.38104	0.856703	1.3651	1.08165	0.427884
1.09305	2.61495	1.09172	2.61371	0.601249	1.5245	0.84801	0.323059	1.16046	0.771647	1.31609	0.697029	0.405182	1.73611	1.09866	2.35578	0.858663	1.3509	1.08228	0.451675
1.08928	2.61133	1.08796	2.61002	0.603437	1.50656	0.848497	0.352072	1.16156	0.756496	1.31711	0.721343	0.40767	1.71158	1.09528	2.32875	0.860602	1.33641	1.08295	0.475744
1.08551	2.60755	1.08419	2.60621	0.605598	1.48829	0.849026	0.381446	1.16264	0.741281	1.31817	0.745727	0.410122	1.6869	1.09194	2.29998	0.862521	1.32154	1.08365	0.50008
1.08175	2.60365	1.08043	2.60227	0.607733	1.46967	0.849598	0.411221	1.1637	0.726085	1.31927	0.770105	0.412539	1.66211	1.08864	2.2696	0.864417	1.30642	1.08439	0.524728
1.078	2.59966	1.07668	2.59818	0.609841	1.4508	0.850213	0.441307	1.16474	0.710854	1.32039	0.794472	0.414921	1.63723	1.08539	2.2377	0.866292	1.29106	1.08517	0.549634
