Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
1.12015	2.43545	0.406092	2.87807	1.12022	2.43541	0.583707	4.37674	0.811114	6.08532	1.05797	7.8673	1.26665	8.9575	0.398972	3.01054	1.15333	2.59822	0.812016	6.12134	1.03436	7.75325	1.31449	9.30001
1.11739	2.4371	0.407292	2.85735	1.11746	2.43706	0.584608	4.33656	0.81275	6.03228	1.05849	7.8303	1.26772	8.87445	0.400178	2.98711	1.14976	2.59863	0.813113	6.06363	1.03514	7.69725	1.31519	9.21095
1.11446	2.43838	0.408497	2.83707	1.11453	2.43835	0.585486	4.29707	0.814428	5.98066	1.05913	7.78399	1.26882	8.79334	0.401379	2.96413	1.14617	2.599	0.814188	6.00699	1.03609	7.63292	1.31588	9.12351
1.11133	2.43924	0.409707	2.81723	1.11141	2.43922	0.586344	4.25825	0.816146	5.93042	1.05989	7.72869	1.26997	8.71409	0.402576	2.94162	1.14256	2.59933	0.815242	5.95139	1.03722	7.56085	1.31654	9.03763
1.108	2.43965	0.410925	2.79784	1.10808	2.43965	0.587181	4.22009	0.817903	5.8815	1.06077	7.66478	1.27114	8.63664	0.403772	2.91956	1.13894	2.59962	0.816278	5.89682	1.03839	7.49057	1.31717	8.9533
1.10449	2.43969	0.412151	2.77888	1.10458	2.4397	0.588	4.18259	0.819697	5.83385	1.06175	7.59271	1.27236	8.56093	0.404967	2.89796	1.1353	2.59987	0.817297	5.84325	1.0396	7.42203	1.31779	8.87046
1.10086	2.43945	0.413388	2.76035	1.10095	2.43945	0.588801	4.14573	0.821526	5.78742	1.06271	7.52195	1.27361	8.48691	0.406164	2.87681	1.13164	2.60009	0.8183	5.79067	1.04085	7.35517	1.31839	8.78908
1.09714	2.43899	0.414636	2.74226	1.09723	2.43901	0.589587	4.1095	0.823388	5.74215	1.06366	7.45247	1.27489	8.41452	0.407364	2.85612	1.12797	2.60028	0.819289	5.73905	1.04214	7.28993	1.31897	8.70914
1.09335	2.43839	0.415896	2.72458	1.09344	2.43841	0.590358	4.07389	0.825282	5.698	1.06458	7.38425	1.27603	8.35273	0.408569	2.83587	1.12429	2.60044	0.820265	5.68837	1.04347	7.22624	1.31953	8.63059
1.08951	2.43769	0.41717	2.70733	1.08961	2.43771	0.591117	4.03889	0.827206	5.65493	1.06548	7.31725	1.27703	8.30096	0.40978	2.81606	1.12059	2.60058	0.82123	5.63862	1.04483	7.16406	1.32007	8.55342
1.08565	2.43691	0.418458	2.69049	1.08575	2.43693	0.591863	4.0045	0.829158	5.61289	1.06636	7.25144	1.27786	8.25879	0.410998	2.79669	1.11688	2.60068	0.822186	5.58979	1.04623	7.10333	1.32061	8.47758
1.08176	2.43608	0.419763	2.67406	1.08186	2.4361	0.5926	3.9707	0.831136	5.57184	1.06723	7.1868	1.27853	8.22583	0.412225	2.77776	1.11317	2.60077	0.823135	5.54186	1.04766	7.044	1.32106	8.41256
1.07786	2.43521	0.421085	2.65804	1.07796	2.43523	0.593327	3.9375	0.833139	5.53174	1.06808	7.12332	1.27902	8.20181	0.413462	2.75926	1.10944	2.60082	0.824078	5.49481	1.04912	6.98602	1.32144	8.35791
1.07394	2.4343	0.422424	2.64242	1.07404	2.43432	0.594047	3.90487	0.835165	5.49255	1.06892	7.06095	1.27934	8.18653	0.414711	2.74118	1.1057	2.60086	0.825018	5.44864	1.05061	6.92935	1.32175	8.31325
1.07002	2.43337	0.423783	2.6272	1.07012	2.43339	0.59476	3.87282	0.837211	5.45423	1.06975	6.99968	1.2798	8.1647	0.415972	2.72353	1.10195	2.60088	0.825956	5.40333	1.05213	6.87393	1.32199	8.27827
1.06609	2.43241	0.425162	2.61237	1.06619	2.43244	0.595469	3.84133	0.839276	5.41675	1.07057	6.9395	1.2803	8.14114	0.417247	2.7063	1.09819	2.60087	0.826895	5.35887	1.05367	6.81972	1.32217	8.25274
1.06215	2.43144	0.426563	2.59794	1.06225	2.43146	0.596174	3.8104	0.841359	5.38008	1.07138	6.88037	1.28099	8.10938	0.418536	2.68949	1.09443	2.60085	0.827837	5.31525	1.05524	6.76668	1.32228	8.23648
