Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
0.884081	2.59217	0.882	2.59376	0.752491	3.52902	1.00656	4.69728	1.27568	5.95385	0.578422	2.70273	1.00007	3.15168	1.0164	4.76281	1.23956	5.79562
0.881109	2.59443	0.879016	2.596	0.753891	3.51182	1.00912	4.6777	1.27651	5.91786	0.580491	2.69423	0.99817	3.16008	1.01778	4.73724	1.24195	5.76787
0.878119	2.59667	0.876013	2.59821	0.755294	3.49485	1.01168	4.65839	1.27736	5.88244	0.582573	2.6859	0.996268	3.16854	1.01918	4.71211	1.24434	5.7405
0.875111	2.59886	0.872992	2.60038	0.756699	3.47812	1.01424	4.63935	1.27823	5.84758	0.584669	2.67774	0.994358	3.17705	1.02061	4.68742	1.24674	5.71348
0.872084	2.60102	0.86995	2.60251	0.758107	3.46163	1.0168	4.62055	1.27912	5.81327	0.586778	2.66975	0.992441	3.18561	1.02206	4.66316	1.24913	5.68682
0.869036	2.60314	0.866888	2.6046	0.759519	3.44537	1.01936	4.60201	1.28003	5.7795	0.588901	2.66193	0.990516	3.19423	1.02353	4.63933	1.25151	5.6605
0.865968	2.60521	0.863805	2.60664	0.760936	3.42934	1.02192	4.58371	1.28096	5.74627	0.591039	2.65428	0.988581	3.2029	1.02503	4.61592	1.2539	5.63451
0.862879	2.60724	0.860701	2.60863	0.762357	3.41354	1.02448	4.56563	1.28192	5.71356	0.593193	2.64679	0.986637	3.21162	1.02655	4.59293	1.25629	5.60885
0.859767	2.60922	0.857574	2.61058	0.763783	3.39797	1.02704	4.54778	1.2829	5.68137	0.595363	2.63947	0.984682	3.22039	1.0281	4.57035	1.25867	5.5835
0.856634	2.61115	0.854425	2.61247	0.765215	3.38262	1.0296	4.53014	1.2839	5.64969	0.597549	2.63232	0.982716	3.2292	1.02968	4.54818	1.26105	5.55846
0.853478	2.61303	0.851254	2.61431	0.766653	3.36749	1.03215	4.51272	1.28492	5.61851	0.599752	2.62533	0.980739	3.23806	1.03128	4.52642	1.26342	5.53372
0.850301	2.61485	0.84806	2.6161	0.768097	3.35258	1.0347	4.49549	1.28597	5.58782	0.601973	2.61851	0.978749	3.24697	1.03292	4.50506	1.26579	5.50927
0.8471	2.61662	0.844844	2.61783	0.769548	3.33788	1.03724	4.47846	1.28704	5.55761	0.604213	2.61186	0.976745	3.25591	1.03459	4.4841	1.26815	5.4851
0.843877	2.61834	0.841606	2.61952	0.771006	3.3234	1.03978	4.46162	1.28813	5.52788	0.606473	2.60537	0.974728	3.26489	1.03628	4.46353	1.27051	5.46122
0.840632	2.62001	0.838346	2.62114	0.772471	3.30912	1.04232	4.44497	1.28925	5.49862	0.608752	2.59905	0.972696	3.27392	1.03801	4.44335	1.27287	5.4376
0.837366	2.62162	0.835064	2.62272	0.773944	3.29506	1.04484	4.42849	1.29039	5.46982	0.611053	2.59289	0.970648	3.28297	1.03978	4.42357	1.27522	5.41425
0.834078	2.62318	0.831761	2.62424	0.775426	3.28121	1.04737	4.41218	1.29156	5.44148	0.613376	2.5869	0.968585	3.29206	1.04157	4.40416	1.27756	5.39116
0.830768	2.62469	0.828437	2.62571	0.776916	3.26756	1.04988	4.39603	1.29275	5.41358	0.615722	2.58109	0.966504	3.30119	1.0434	4.38513	1.2799	5.36831
0.827439	2.62614	0.825093	2.62713	0.778415	3.25411	1.05238	4.38005	1.29397	5.38613	0.618093	2.57544	0.964405	3.31034	1.04526	4.36648	1.28222	5.34572
0.824089	2.62755	0.82173	2.6285	0.779924	3.24086	1.05488	4.36422	1.29521	5.3591	0.620489	2.56997	0.962288	3.31952	1.04717	4.3482	1.28454	5.32336
0.82072	2.62891	0.818348	2.62983	0.781442	3.22781	1.05737	4.34854	1.29648	5.33251	0.622913	2.56468	0.960152	3.32872	1.0491	4.33029	1.28686	5.30123
0.817332	2.63021	0.814947	2.6311	0.78297	3.21495	1.05984	4.33301	1.29778	5.30633	0.625366	2.55957	0.957995	3.33795	1.05107	4.31274	1.28916	5.27933
0.813927	2.63148	0.811529	2.63234	0.784508	3.20229	1.06231	4.31762	1.2991	5.28057	0.627849	2.55464	0.955818	3.3472	1.05309	4.29555	1.29146	5.25765
0.810503	2.6327	0.808095	2.63352	0.786057	3.18982	1.06477	4.30236	1.30045	5.25522	0.630365	2.5499	0.95362	3.35646	1.05513	4.27872	1.29374	5.23619
0.807064	2.63387	0.804643	2.63467	0.787617	3.17754	1.06721	4.28724	1.30182	5.23027	0.632916	2.54536	0.951399	3.36575	1.05722	4.26223	1.29602	5.21494
0.803608	2.635	0.801177	2.63578	0.789188	3.16544	1.06965	4.27224	1.30322	5.20571	0.635504	2.54102	0.949156	3.37504	1.05935	4.2461	1.29829	5.1939
0.800137	2.6361	0.797695	2.63684	0.790771	3.15353	1.07207	4.25737	1.30465	5.18155	0.638131	2.53688	0.946889	3.38435	1.06151	4.2303	1.30054	5.17306
0.796651	2.63716	0.7942	2.63787	0.792365	3.14181	1.07448	4.24262	1.30611	5.15777	0.640801	2.53296	0.944598	3.39367	1.06372	4.21485	1.30279	5.15242
0.793151	2.63818	0.790691	2.63887	0.793972	3.13026	1.07687	4.22798	1.30759	5.13436	0.643515	2.52926	0.942282	3.403	1.06596	4.19973	1.30503	5.13197
0.789638	2.63916	0.787169	2.63983	0.795592	3.1189	1.07925	4.21345	1.30911	5.11133	0.646278	2.52578	0.939941	3.41233	1.06825	4.18493	1.30726	5.11171
0.786113	2.64011	0.783635	2.64076	0.797224	3.10771	1.08162	4.19904	1.31064	5.08866	0.64909	2.52255	0.937575	3.42167	1.07058	4.17046	1.30947	5.09164
0.782575	2.64104	0.780089	2.64166	0.798869	3.0967	1.08398	4.18473	1.31221	5.06635	0.651955	2.51955	0.935182	3.43101	1.07294	4.15631	1.31168	5.07175
0.779026	2.64193	0.776532	2.64253	0.800528	3.08587	1.08632	4.17053	1.31381	5.0444	0.654876	2.5168	0.932762	3.44035	1.07535	4.14248	1.31387	5.05203
0.775466	2.64279	0.772965	2.64338	0.8022	3.0752	1.08864	4.15642	1.31543	5.0228	0.657853	2.51429	0.930315	3.44969	1.0778	4.12895	1.31605	5.03249
0.771895	2.64363	0.769388	2.6442	0.803887	3.06471	1.09095	4.14242	1.31708	5.00154	0.66089	2.51204	0.927841	3.45903	1.08029	4.11573	1.31822	5.01312
0.768315	2.64444	0.765801	2.64499	0.805588	3.05439	1.09325	4.1285	1.31876	4.98061	0.663985	2.51004	0.92534	3.46837	1.08282	4.1028	1.32038	4.99392
0.764726	2.64523	0.762206	2.64576	0.807303	3.04424	1.09553	4.11468	1.32047	4.96002	0.66714	2.50828	0.92281	3.4777	1.08539	4.09017	1.32253	4.97488
0.761128	2.64599	0.758602	2.64651	0.809034	3.03425	1.09779	4.10096	1.3222	4.93976	0.670354	2.50675	0.920252	3.48703	1.08799	4.07782	1.32466	4.956
0.757522	2.64673	0.75499	2.64724	0.81078	3.02442	1.10004	4.08732	1.32397	4.91982	0.673625	2.50546	0.917666	3.49635	1.09064	4.06575	1.32678	4.93728
0.753907	2.64746	0.75137	2.64795	0.812542	3.01476	1.10227	4.07376	1.32576	4.90019	0.676951	2.50439	0.915051	3.50567	1.09333	4.05396	1.32889	4.91871
0.750286	2.64816	0.747744	2.64864	0.814319	3.00526	1.10449	4.06029	1.32758	4.88088	0.68033	2.50352	0.912409	3.51498	1.09606	4.04244	1.33099	4.9003
0.746657	2.64885	0.74411	2.64932	0.816113	2.99593	1.10669	4.0469	1.32943	4.86187	0.683758	2.50284	0.909737	3.52429	1.09883	4.03118	1.33308	4.88203
0.743022	2.64952	0.74047	2.64998	0.817924	2.98675	1.10887	4.0336	1.3313	4.84316	0.687233	2.50234	0.907038	3.53359	1.10163	4.02018	1.33515	4.86392
0.73938	2.65017	0.736824	2.65062	0.819752	2.97773	1.11104	4.02037	1.3332	4.82475	0.69075	2.502	0.904311	3.54289	1.10447	4.00943	1.33721	4.84595
0.735732	2.65081	0.733172	2.65125	0.821597	2.96886	1.11319	4.00722	1.33513	4.80663	0.694306	2.5018	0.901556	3.55218	1.10735	3.99892	1.33926	4.82813
0.732079	2.65144	0.729515	2.65187	0.82346	2.96016	1.11532	3.99415	1.33709	4.78879	0.697899	2.50173	0.898773	3.56147	1.11026	3.98866	1.3413	4.81044
0.72842	2.65205	0.725853	2.65247	0.825342	2.95161	1.11744	3.98115	1.33907	4.77123	0.701523	2.50178	0.895963	3.57076	1.11321	3.97862	1.34333	4.7929
0.724756	2.65265	0.722186	2.65306	0.827242	2.94321	1.11954	3.96823	1.34108	4.75395	0.705177	2.50193	0.893127	3.58005	1.1162	3.96881	1.34534	4.77549
0.721088	2.65324	0.718514	2.65365	0.829161	2.93496	1.12162	3.95538	1.34312	4.73693	0.708857	2.50218	0.890264	3.58934	1.11921	3.95923	1.34734	4.75822
0.717415	2.65382	0.714838	2.65422	0.831099	2.92687	1.12369	3.9426	1.34519	4.72018	0.712561	2.5025	0.887375	3.59864	1.12227	3.94985	1.34934	4.74109
0.713737	2.65439	0.711158	2.65478	0.833058	2.91893	1.12574	3.9299	1.34727	4.70369	0.716286	2.5029	0.884461	3.60794	1.12535	3.94069	1.35132	4.72408
0.710056	2.65495	0.707474	2.65534	0.835037	2.91114	1.12778	3.91726	1.34939	4.68745	0.72003	2.50335	0.881523	3.61725	1.12846	3.93172	1.35328	4.70721
0.706371	2.6555	0.703786	2.65588	0.837037	2.90351	1.12979	3.9047	1.35153	4.67146	0.723791	2.50387	0.87856	3.62657	1.13161	3.92295	1.35524	4.69048
0.702682	2.65605	0.700095	2.65642	0.839058	2.89602	1.1318	3.89221	1.35369	4.65572	0.727568	2.50442	0.875574	3.63591	1.13478	3.91437	1.35719	4.67387
0.69899	2.65658	0.696401	2.65696	0.841101	2.88868	1.13378	3.87978	1.35588	4.64021	0.731358	2.50503	0.872565	3.64526	1.13799	3.90597	1.35913	4.65739
0.695295	2.65712	0.692703	2.65749	0.843167	2.88149	1.13576	3.86742	1.3581	4.62494	0.735161	2.50566	0.869535	3.65464	1.14122	3.89775	1.36105	4.64103
0.691597	2.65764	0.689003	2.65801	0.845256	2.87445	1.13771	3.85514	1.36033	4.6099	0.738975	2.50633	0.866483	3.66404	1.14448	3.88971	1.36297	4.62481
0.687896	2.65817	0.6853	2.65853	0.847369	2.86756	1.13965	3.84292	1.36259	4.59509	0.742799	2.50703	0.863412	3.67347	1.14776	3.88182	1.36488	4.60871
0.684192	2.65868	0.681595	2.65904	0.849506	2.86082	1.14158	3.83077	1.36488	4.58049	0.746631	2.50775	0.86032	3.68294	1.15107	3.8741	1.36678	4.59274
0.680486	2.6592	0.677887	2.65955	0.851667	2.85422	1.14349	3.81868	1.36718	4.56611	0.750472	2.50849	0.857211	3.69244	1.1544	3.86653	1.36866	4.57689
0.676778	2.65971	0.674177	2.66006	0.853855	2.84778	1.14538	3.80667	1.36951	4.55194	0.75432	2.50924	0.854084	3.70199	1.15776	3.85911	1.37055	4.56116
0.673067	2.66021	0.670465	2.66057	0.856068	2.84148	1.14727	3.79472	1.37186	4.53797	0.758175	2.51002	0.85094	3.71158	1.16113	3.85184	1.37242	4.54556
0.669355	2.66072	0.666752	2.66107	0.858309	2.83534	1.14914	3.78284	1.37423	4.52421	0.762036	2.5108	0.84778	3.72123	1.16453	3.8447	1.37429	4.53009
0.66564	2.66122	0.663036	2.66158	0.860577	2.82934	1.15099	3.77103	1.37662	4.51064	0.765902	2.51159	0.844606	3.73093	1.16795	3.8377	1.37614	4.51473
0.661924	2.66173	0.659319	2.66208	0.862874	2.82349	1.15283	3.75928	1.37903	4.49726	0.769773	2.5124	0.841417	3.7407	1.17138	3.83082	1.378	4.4995
0.658206	2.66223	0.6556	2.66258	0.865199	2.81779	1.15466	3.7476	1.38145	4.48407	0.773649	2.51321	0.838216	3.75053	1.17484	3.82407	1.37984	4.4844
0.654487	2.66273	0.65188	2.66308	0.867554	2.81224	1.15647	3.73599	1.3839	4.47107	0.777528	2.51402	0.835003	3.76044	1.17831	3.81743	1.38168	4.46941
0.650767	2.66323	0.648159	2.66359	0.86994	2.80684	1.15828	3.72445	1.38636	4.45824	0.781411	2.51484	0.83178	3.77043	1.1818	3.81091	1.38352	4.45455
0.647046	2.66374	0.644437	2.66409	0.872357	2.80159	1.16007	3.71298	1.38885	4.44559	0.785298	2.51566	0.828546	3.78051	1.1853	3.80449	1.38535	4.43982
0.643323	2.66424	0.640714	2.6646	0.874806	2.7965	1.16185	3.70157	1.39134	4.4331	0.789187	2.51648	0.825304	3.79068	1.18881	3.79818	1.38718	4.4252
0.639599	2.66475	0.636989	2.66511	0.877288	2.79155	1.16362	3.69023	1.39386	4.42078	0.793079	2.51731	0.822055	3.80096	1.19234	3.79196	1.389	4.41071
0.635875	2.66526	0.633265	2.66562	0.879803	2.78675	1.16537	3.67896	1.39639	4.40863	0.796974	2.51813	0.818798	3.81134	1.19588	3.78585	1.39082	4.39635
0.63215	2.66578	0.629539	2.66614	0.882352	2.78211	1.16712	3.66776	1.39893	4.39663	0.800871	2.51896	0.815536	3.82183	1.19943	3.77982	1.39264	4.3821
0.628424	2.6663	0.625813	2.66666	0.884935	2.77761	1.16885	3.65663	1.40149	4.38478	0.804769	2.51978	0.81227	3.83244	1.203	3.77387	1.39446	4.36798
0.624698	2.66682	0.622087	2.66719	0.887553	2.77326	1.17058	3.64557			0.80867	2.5206	0.809	3.84319	1.20657	3.76801	1.39628	4.35399
0.620972	2.66735	0.61836	2.66772	0.890207	2.76907	1.1723	3.63458			0.812572	2.52142	0.805728	3.85407	1.21014	3.76223	1.39809	4.34012
0.617245	2.66788	0.614633	2.66826	0.892896	2.76502	1.174	3.62365			0.816476	2.52224	0.802454	3.8651	1.21373	3.75652	1.39991	4.32638
0.613518	2.66842	0.610906	2.6688	0.895622	2.76112	1.1757	3.6128			0.820381	2.52305	0.79918	3.87628	1.21732	3.75087	1.40173	4.31277
0.609791	2.66896	0.60718	2.66935	0.898383	2.75736	1.17739	3.60202			0.824288	2.52386	0.795908	3.88762	1.22092	3.7453		
0.606065	2.66952	0.603453	2.66991	0.901181	2.75375	1.17907	3.5913			0.828195	2.52467	0.792637	3.89913	1.22452	3.73978		
0.602338	2.67008	0.599727	2.67048	0.904015	2.75028	1.18075	3.58066			0.832103	2.52547	0.789369	3.91083	1.22812	3.73432		
0.598612	2.67065	0.596001	2.67105	0.906886	2.74695	1.18241	3.57009			0.836012	2.52627	0.786106	3.92271	1.23172	3.72892		
0.594886	2.67123	0.592276	2.67164	0.909792	2.74376	1.18407	3.55959			0.839922	2.52706	0.782848	3.93479	1.23533	3.72356		
0.591161	2.67182	0.588551	2.67224	0.912733	2.7407	1.18573	3.54916			0.843833	2.52785	0.779596	3.94709	1.23894	3.71826		
0.587437	2.67242	0.584827	2.67284	0.91571	2.73777	1.18737	3.53879			0.847744	2.52863	0.776352	3.9596	1.24254	3.71299		
0.583713	2.67303	0.581104	2.67347	0.918721	2.73497	1.18901	3.52851			0.851655	2.52941	0.773117	3.97234	1.24614	3.70776		
0.57999	2.67365	0.577382	2.6741	0.921766	2.7323	1.19065	3.51829			0.855567	2.53018	0.769892	3.98532	1.24974	3.70257		
0.576269	2.67429	0.573662	2.67475	0.924844	2.72974	1.19228	3.50814			0.859479	2.53095	0.766678	3.99856	1.25334	3.69742		
0.572549	2.67495	0.569943	2.67541	0.927954	2.7273	1.1939	3.49807			0.863392	2.53171	0.763476	4.01207	1.25693	3.69229		
0.56883	2.67561	0.566225	2.67609	0.931095	2.72497	1.19552	3.48806			0.867304	2.53246	0.760287	4.02585	1.26051	3.68718		
0.565113	2.6763	0.562509	2.67679	0.934267	2.72275	1.19714	3.47813			0.871217	2.53321	0.757114	4.03992	1.26409	3.6821		
0.561397	2.677	0.558795	2.67751	0.937468	2.72064	1.19875	3.46827			0.87513	2.53395	0.753956	4.05429	1.26766	3.67703		
0.557684	2.67772	0.555082	2.67824	0.940696	2.71862	1.20036	3.45848			0.879042	2.53469	0.750815	4.06899	1.27122	3.67198		
0.553972	2.67847	0.551372	2.679	0.943952	2.7167	1.20197	3.44876			0.882955	2.53542	0.747693	4.08401	1.27477	3.66695		
0.550263	2.67923	0.547665	2.67978	0.947234	2.71486	1.20357	3.43912			0.886868	2.53614	0.74459	4.09938	1.2783	3.66192		
0.546556	2.68002	0.54396	2.68058	0.950541	2.71312	1.20517	3.42954			0.89078	2.53686	0.741508	4.11511	1.28183	3.65689		
0.542852	2.68083	0.540258	2.68141	0.953871	2.71145	1.20676	3.42004			0.894692	2.53757	0.738447	4.13122	1.28534	3.65187		
0.53915	2.68166	0.536558	2.68226	0.957224	2.70987	1.20836	3.41061			0.898604	2.53828	0.735411	4.14772	1.28883	3.64685		
0.535452	2.68253	0.532862	2.68315	0.960599	2.70835	1.20995	3.40125			0.902516	2.53897	0.732398	4.16464	1.29231	3.64182		
0.531757	2.68342	0.52917	2.68406	0.963994	2.70691	1.21155	3.39197			0.906427	2.53966	0.729412	4.18198	1.29578	3.63678		
0.528066	2.68434	0.525482	2.68501	0.967408	2.70553	1.21314	3.38275			0.910338	2.54035	0.726453	4.19977	1.29922	3.63174		
0.524379	2.6853	0.521797	2.68599	0.970841	2.70421	1.21473	3.37361			0.914248	2.54103	0.723522	4.21802	1.30265	3.62668		
0.520695	2.6863	0.518117	2.68702	0.974291	2.70296	1.21632	3.36453			0.918158	2.5417	0.720621	4.23676	1.30605	3.62161		
0.517017	2.68733	0.514442	2.68808	0.977758	2.70176	1.2179	3.35553			0.922068	2.54236	0.717751	4.25601	1.30943	3.61651		
0.513343	2.6884	0.510771	2.68918	0.98124	2.70061	1.21949	3.3466			0.925977	2.54302	0.714913	4.27577	1.31279	3.6114		
0.509674	2.68952	0.507106	2.69033	0.984738	2.69951	1.22108	3.33774			0.929885	2.54367	0.712109	4.29609	1.31613	3.60625		
0.506011	2.69068	0.503447	2.69153	0.988249	2.69846	1.22267	3.32895			0.933792	2.54431	0.70934	4.31698	1.31944	3.60109		
0.502354	2.6919	0.499795	2.69278	0.991773	2.69745	1.22426	3.32023			0.937699	2.54495	0.706607	4.33845	1.32273	3.59589		
0.498703	2.69316	0.496149	2.69409	0.99531	2.69648	1.22585	3.31158			0.941606	2.54558	0.703912	4.36055	1.32599	3.59066		
0.495059	2.69449	0.49251	2.69545	0.998859	2.69556	1.22745	3.30301			0.945511	2.5462	0.701255	4.38328	1.32922	3.5854		
0.491423	2.69588	0.48888	2.69689	1.00242	2.69467	1.22904	3.2945			0.949416	2.54682	0.698638	4.40668	1.33242	3.5801		
0.487795	2.69733	0.485257	2.69839	1.00599	2.69381	1.23063	3.28606			0.95332	2.54742	0.696062	4.43077	1.33559	3.57476		
0.484175	2.69885	0.481644	2.69997	1.00957	2.69299	1.23223	3.27769			0.957223	2.54803	0.693529	4.45558	1.33874	3.56938		
0.480565	2.70046	0.478041	2.70163	1.01316	2.6922	1.23383	3.26939			0.961125	2.54862	0.691039	4.48114	1.34185	3.56396		
0.476964	2.70214	0.474448	2.70338	1.01676	2.69144	1.23543	3.26116			0.965026	2.54921	0.688594	4.50747	1.34493	3.55849		
0.473375	2.70392	0.470866	2.70522	1.02036	2.6907	1.23703	3.253			0.968926	2.54979	0.686195	4.53461	1.34797	3.55298		
0.469797	2.70579	0.467297	2.70716	1.02398	2.69	1.23864	3.24491			0.972825	2.55036	0.683842	4.56258	1.35098	3.54743		
0.466232	2.70776	0.463741	2.70922	1.0276	2.68931	1.24025	3.23688			0.976722	2.55093	0.681537	4.59142	1.35396	3.54183		
0.46268	2.70985	0.4602	2.71139	1.03123	2.68865	1.24186	3.22893			0.980619	2.55149	0.679281	4.62116	1.35691	3.53618		
0.459143	2.71206	0.456674	2.71369	1.03486	2.68801	1.24348	3.22104			0.984515	2.55204	0.677075	4.65183	1.35982	3.53048		
0.455622	2.71441	0.453165	2.71614	1.0385	2.6874	1.24509	3.21321			0.988409	2.55258	0.674919	4.68346	1.36269	3.52473		
0.452118	2.71689	0.449674	2.71873	1.04215	2.6868	1.24672	3.20546			0.992302	2.55312	0.672815	4.7161	1.36553	3.51894		
0.448633	2.71954	0.446202	2.72149	1.0458	2.68622	1.24834	3.19777			0.996193	2.55365	0.670763	4.74977	1.36833	3.5131		
0.445168	2.72235	0.442752	2.72443	1.04946	2.68566	1.24997	3.19015			1.00008	2.55417	0.668764	4.78451	1.3711	3.50721		
0.441724	2.72535	0.439325	2.72757	1.05312	2.68511	1.2516	3.1826			1.00397	2.55468	0.666818	4.82037	1.37383	3.50127		
0.438304	2.72855	0.435923	2.73092	1.05679	2.68458	1.25324	3.17511			1.00786	2.55519	0.664927	4.85738	1.37653	3.49528		
0.43491	2.73197	0.432548	2.7345	1.06046	2.68407	1.25489	3.16769			1.01174	2.55569	0.663089	4.89557	1.37919	3.48925		
0.431544	2.73562	0.429202	2.73834	1.06414	2.68357	1.25653	3.16033			1.01563	2.55618	0.661307	4.93501	1.38182	3.48318		
0.428207	2.73954	0.425888	2.74245	1.06782	2.68308	1.25818	3.15304			1.01951	2.55666	0.65958	4.97571	1.38441	3.47706		
0.424903	2.74374	0.422608	2.74686	1.0715	2.6826	1.25984	3.14581			1.02339	2.55714	0.657909	5.01774	1.38697	3.4709		
0.421634	2.74824	0.419365	2.7516	1.07519	2.68214	1.2615	3.13864			1.02727	2.5576	0.656293	5.06113	1.38949	3.4647		
0.418402	2.75308	0.416162	2.75669	1.07887	2.68169	1.26317	3.13155			1.03114	2.55806	0.654733	5.10594	1.39198	3.45846		
0.415212	2.75828	0.413002	2.76216	1.08257	2.68125	1.26484	3.12451			1.03502	2.55851	0.653229	5.1522	1.39444	3.45218		
0.412066	2.76388	0.409888	2.76806	1.08626	2.68082	1.26652	3.11754			1.03889	2.55895	0.651782	5.19998	1.39686	3.44587		
0.408966	2.76991	0.406824	2.77441	1.08996	2.6804	1.2682	3.11063			1.04276	2.55938	0.650389	5.24932	1.39925	3.43953		
0.405917	2.7764	0.403813	2.78125	1.09366	2.67998	1.26989	3.10378			1.04663	2.5598	0.649053	5.30028	1.40162	3.43315		
0.402923	2.7834	0.400858	2.78862	1.09736	2.67958	1.27158	3.097			1.05049	2.56022	0.647772	5.35292				
0.399985	2.79094	0.397963	2.79656	1.10107	2.67918	1.27328	3.09027			1.05435	2.56062	0.646546	5.40728				
0.397109	2.79906	0.395131	2.80512	1.10478	2.6788	1.27499	3.08361			1.05821	2.56102	0.645376	5.46344				
0.394297	2.8078	0.392366	2.81432	1.10848	2.67841	1.2767	3.07701			1.06207	2.5614	0.644259	5.52146				
0.391552	2.81721	0.389671	2.82423	1.1122	2.67804	1.27842	3.07047			1.06592	2.56177	0.643196	5.58139				
0.388879	2.82734	0.387049	2.83488	1.11591	2.67767	1.28014	3.06399			1.06977	2.56214	0.642187	5.64332				
0.386278	2.83822	0.384501	2.84631	1.11962	2.67731	1.28188	3.05758			1.07362	2.56249	0.641231	5.70731				
0.383754	2.84989	0.382032	2.85858	1.12334	2.67695	1.28361	3.05122			1.07746	2.56283	0.640327	5.77343				
0.381308	2.86241	0.379642	2.87171	1.12705	2.6766	1.28536	3.04492			1.0813	2.56316	0.639475	5.84178				
0.378943	2.87581	0.377333	2.88575	1.13077	2.67625	1.28711	3.03868			1.08513	2.56348	0.638674	5.91241				
0.376658	2.89014	0.375107	2.90074	1.13449	2.67591	1.28887	3.0325			1.08896	2.56378	0.637923	5.98544				
0.374457	2.90542	0.372963	2.91672	1.1382	2.67557	1.29064	3.02638			1.09278	2.56408	0.637221	6.06094				
0.372338	2.9217	0.370903	2.93373	1.14192	2.67524	1.29241	3.02031			1.0966	2.56436	0.636568	6.13901				
0.370303	2.93902	0.368926	2.95179	1.14564	2.67491	1.29419	3.01431			1.10042	2.56462	0.635963	6.21975				
0.368351	2.95741	0.367033	2.97095	1.14936	2.67458	1.29598	3.00836			1.10423	2.56487	0.635405	6.30327				
0.366482	2.9769	0.365222	2.99124	1.15308	2.67426	1.29777	3.00247			1.10803	2.5651	0.634893	6.38968				
0.364696	2.99753	0.363492	3.01269	1.15681	2.67394	1.29958	2.99663			1.11183	2.56532	0.634426	6.4791				
0.36299	3.01934	0.361843	3.03533	1.16053	2.67362	1.30139	2.99085			1.11562	2.56552	0.634004	6.57166				
0.361365	3.04235	0.360274	3.05921	1.16425	2.6733	1.30321	2.98513			1.1194	2.5657	0.633625	6.66748				
0.359819	3.0666	0.358782	3.08435	1.16797	2.67299	1.30504	2.97947			1.12318	2.56587	0.633288	6.76671				
0.358351	3.09212	0.357368	3.11079	1.17169	2.67268	1.30687	2.97386			1.12694	2.56601	0.632993	6.8695				
0.35696	3.11896	0.356029	3.13857	1.17541	2.67237	1.30871	2.9683			1.1307	2.56613	0.632738	6.97601				
0.355643	3.14715	0.354765	3.16773	1.17913	2.67206	1.31057	2.9628			1.13445	2.56623	0.632523	7.0864				
0.3544	3.17672	0.353573	3.19831	1.18285	2.67175	1.31243	2.95736			1.13819	2.56631	0.632346	7.20086				
0.35323	3.20774	0.352453	3.23035	1.18657	2.67144	1.31429	2.95197			1.14191	2.56636	0.632207	7.31958				
0.352132	3.24023	0.351403	3.26391	1.19029	2.67113	1.31617	2.94663			1.14563	2.56638	0.632104	7.44277				
0.351103	3.27425	0.350423	3.29903	1.19401	2.67082	1.31806	2.94135			1.14933	2.56638	0.632036	7.57064				
0.350143	3.30985	0.349511	3.33577	1.19773	2.67052	1.31995	2.93612			1.15302	2.56634	0.632003	7.70343				
0.349251	3.34709	0.348665	3.37419	1.20144	2.67021	1.32186	2.93095			1.15669	2.56628	0.632003	7.84138				
0.348425	3.38601	0.347886	3.41434	1.20516	2.6699	1.32377	2.92582			1.16035	2.56618	0.632036	7.98478				
0.347666	3.4267	0.347172	3.45629	1.20887	2.66959	1.32569	2.92076			1.16399	2.56604	0.632099	8.13391				
0.346971	3.4692	0.346522	3.50011	1.21258	2.66928	1.32763	2.91574			1.16762	2.56586	0.632193	8.28907				
0.34634	3.5136	0.345935	3.54588	1.21629	2.66897	1.32957	2.91078			1.17122	2.56565	0.632316	8.45061				
0.345772	3.55997	0.345411	3.59368	1.22	2.66866	1.33152	2.90587			1.1748	2.56539	0.632446	8.59686				
0.345266	3.60838	0.344948	3.64358	1.22371	2.66834	1.33348	2.90101			1.17837	2.56508	0.632573	8.72577				
0.344822	3.65893	0.344547	3.69568	1.22742	2.66803	1.33545	2.8962			1.18191	2.56473	0.63269	8.83543				
0.344438	3.71171	0.344206	3.75008	1.23112	2.66771	1.33743	2.89145			1.18542	2.56433	0.632788	8.92418				
0.344115	3.76682	0.343924	3.80688	1.23482	2.66739	1.33942	2.88674			1.18891	2.56387	0.632864	8.99062				
0.343851	3.82435	0.343701	3.86618	1.23852	2.66706	1.34142	2.88209			1.19238	2.56336	0.632938	9.05264				
0.343646	3.88443	0.343537	3.92811	1.24222	2.66673	1.34344	2.87749			1.19581	2.5628	0.63299	9.09631				
0.343499	3.94717	0.343431	3.99279	1.24591	2.6664	1.34546	2.87294			1.19922	2.56218	0.633074	9.16542				
0.34341	4.0127	0.343382	4.06036	1.2496	2.66607	1.34749	2.86845			1.2026	2.5615	0.633194	9.26115				
0.343378	4.08116	0.343389	4.13095	1.25329	2.66573	1.34954	2.864			1.20595	2.56076	0.633352	9.38518				
0.343403	4.15269	0.343453	4.20473	1.25698	2.66538	1.35159	2.8596			1.20927	2.55996	0.633556	9.53977				
0.343483	4.22745	0.343572	4.28185	1.26066	2.66503	1.35366	2.85526			1.21256	2.55911	0.63381	9.72783				
0.343619	4.3056	0.343746	4.3625	1.26434	2.66468	1.35574	2.85097			1.21582	2.5582	0.63412	9.95308				
0.343809	4.38734	0.343975	4.44685	1.26801	2.66432	1.35783	2.84672			1.21905	2.55723	0.63445	10.1891				
