Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
399  Points		399  Points		395  Points		365  Points		247  Points		141  Points		407  Points		379  Points		344  Points		262  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.4006	2.46616	1.40026	2.46634	0.433035	577.359	0.866025	5941.88	1.04744	845.344	1.29904	904.098	0.21654	224.264	1.40338	2.60217	0.698286	1863.01	1.08253	1315.44
1.39786	2.46761	1.39752	2.46779	0.433201	197.502	0.866007	544.958	1.04751	390.507	1.29903	451.019	0.216717	89.9639	1.3998	2.60249	0.698438	384.139	1.08252	477.655
1.39512	2.46907	1.39478	2.46925	0.433528	119.207	0.865957	285.559	1.04764	253.924	1.29902	300.449	0.217044	56.3413	1.3962	2.60279	0.698786	214.249	1.08249	291.801
1.39239	2.47054	1.39205	2.47073	0.434014	85.4333	0.865877	193.454	1.04783	188.147	1.299	225.249	0.21752	41.075	1.39258	2.60305	0.699325	148.636	1.08245	210.06
1.38967	2.47204	1.38933	2.47223	0.434654	66.6286	0.865766	146.263	1.04806	149.455	1.29898	180.155	0.218143	32.3699	1.38896	2.6033	0.700042	113.859	1.0824	164.089
1.38695	2.47355	1.38661	2.47374	0.435442	54.6563	0.865625	117.57	1.04835	123.978	1.29895	150.103	0.21891	26.7536	1.38532	2.60352	0.700926	92.3281	1.08234	134.622
1.38423	2.47508	1.38389	2.47527	0.436372	46.3718	0.865455	98.2801	1.0487	105.936	1.29892	128.643	0.219817	22.8362	1.38167	2.60373	0.701964	77.6932	1.08226	114.124
1.38151	2.47661	1.38117	2.4768	0.437436	40.3031	0.865255	84.4202	1.0491	92.4908	1.29888	112.55	0.220862	19.9529	1.37801	2.60391	0.70314	67.1035	1.08218	99.0408
1.3788	2.47815	1.37846	2.47834	0.438627	35.6694	0.865026	73.9796	1.04954	82.085	1.29884	100.035	0.222039	17.7453	1.37434	2.60407	0.704441	59.0884	1.08208	87.4763
1.37607	2.47968	1.37573	2.47987	0.439938	32.0178	0.864769	65.8314	1.05004	73.7938	1.2988	90.0242	0.223345	16.0036	1.37065	2.60422	0.705854	52.8129	1.08197	78.3278
1.37333	2.4812	1.37299	2.48139	0.44136	29.0678	0.864485	59.2946	1.0506	67.0329	1.29875	81.8337	0.224775	14.5964	1.36696	2.60435	0.707367	47.7674	1.08184	70.9095
1.37056	2.48267	1.37021	2.48285	0.442886	26.6363	0.864175	53.9338	1.0512	61.4152	1.2987	75.0086	0.226323	13.4374	1.36326	2.60446	0.708968	43.6236	1.08171	64.7729
1.36774	2.48406	1.36739	2.48423	0.444507	24.5985	0.863839	49.4576	1.05184	56.674	1.29864	69.2337	0.227984	12.4676	1.35955	2.60456	0.710648	40.1602	1.08157	59.612
1.36483	2.48529	1.36446	2.48543	0.446218	22.8667	0.863479	45.6634	1.05254	52.6193	1.29858	64.2839	0.229754	11.6452	1.35584	2.60464	0.712399	37.223	1.08141	55.2113
1.36177	2.48625	1.36138	2.48635	0.448012	21.3774	0.863095	42.4062	1.05328	49.1126	1.29852	59.994	0.231626	10.9398	1.35211	2.60471	0.714212	34.7007	1.08125	51.4141
1.35851	2.48684	1.35808	2.48689	0.449881	20.0834	0.862688	39.5794	1.05407	46.0501	1.29845	56.2405	0.233596	10.3287	1.34838	2.60476	0.71608	32.5115	1.08107	48.1042
1.35502	2.48704	1.35458	2.48704	0.45182	18.949	0.862259	37.1028	1.05491	43.3528	1.29838	52.9285	0.235658	9.79476	1.34464	2.60481	0.717999	30.5937	1.08089	45.1935
1.35138	2.48694	1.35092	2.48691	0.453823	17.9466	0.861811	34.915	1.05578	40.9593	1.29831	49.9845	0.237807	9.32468	1.3409	2.60484	0.719962	28.9	1.0807	42.6137
1.34763	2.48665	1.34716	2.48661	0.455886	17.0547	0.861343	32.9682	1.0567	38.8211	1.29823	47.3503	0.240038	8.90801	1.33715	2.60485	0.721965	27.3933	1.08049	40.3114
1.34383	2.48625	1.34335	2.48619	0.458003	16.2561	0.860857	31.2245	1.05766	36.8997	1.29816	44.9796	0.242347	8.53643	1.33339	2.60486	0.724005	26.0443	1.08028	38.2441
1.33998	2.48577	1.3395	2.48571	0.460171	15.5371	0.860354	29.6538	1.05866	35.1639	1.29808	42.8347	0.244727	8.20323	1.32963	2.60486	0.726077	24.8297	1.08007	36.3775
1.33611	2.48525	1.33563	2.48518	0.462384	14.8864	0.859836	28.2315	1.0597	33.5881	1.298	40.8847	0.246858	7.93987	1.32587	2.60484	0.728179	23.7302	1.07984	34.6838
1.33223	2.48469	1.33174	2.48462	0.46464	14.2947	0.859303	26.9374	1.06078	32.1513	1.29791	39.1043	0.248712	7.73283	1.32209	2.60482	0.730308	22.7304	1.07961	33.14
1.32833	2.48412	1.32785	2.48404	0.466935	13.7545	0.858758	25.755	1.06189	30.836	1.29783	37.4722	0.250271	7.57254	1.31832	2.60479	0.732461	21.8173	1.07937	31.7269
1.32443	2.48352	1.32394	2.48345	0.469265	13.2594	0.8582	24.6703	1.06304	29.6275	1.29775	35.9708	0.251519	7.45223	1.31454	2.60475	0.734637	20.9801	1.07912	30.4287
1.32053	2.48292	1.32004	2.48284	0.471628	12.804	0.857633	23.6718	1.06422	28.5133	1.29766	34.5848	0.252445	7.36715	1.31075	2.6047	0.736832	20.2098	1.07887	29.2319
1.31662	2.4823	1.31613	2.48223	0.474021	12.3837	0.857056	22.7496	1.06543	27.483	1.29758	33.3015	0.253041	7.31413	1.30697	2.60464	0.739046	19.4986	1.07862	28.1251
1.3127	2.48168	1.31221	2.4816	0.476442	11.9947	0.856471	21.8952	1.06667	26.5274	1.2975	32.11	0.253904	7.23981	1.30317	2.60458	0.741276	18.84	1.07836	27.0985
1.30879	2.48105	1.3083	2.48097	0.478887	11.6335	0.85588	21.1014	1.06794	25.6387	1.29742	31.0006	0.254847	7.16146	1.29938	2.60451	0.743522	18.2283	1.07809	26.1436
1.30487	2.48042	1.30438	2.48034	0.481356	11.2973	0.855283	20.3621	1.06924	24.8102	1.29734	29.9653	0.256141	7.05875	1.29558	2.60443	0.745781	17.6588	1.07783	25.2532
1.30096	2.47978	1.30047	2.4797	0.483845	10.9837	0.854683	19.6718	1.07057	24.036	1.29726	28.9967	0.257794	6.93486	1.29178	2.60434	0.748052	17.1273	1.07756	24.4211
1.29704	2.47913	1.29655	2.47905	0.486354	10.6903	0.85408	19.0259	1.07193	23.311	1.29718	28.0888	0.259817	6.79332	1.28798	2.60425	0.750335	16.63	1.07729	23.6416
1.29312	2.47848	1.29263	2.4784	0.488879	10.4154	0.853475	18.4202	1.0733	22.6306	1.29711	27.236	0.262221	6.63788	1.28417	2.60416	0.752628	16.1637	1.07702	22.9099
1.28921	2.47783	1.28872	2.47775	0.49142	10.1572	0.852871	17.851	1.0747	21.9909	1.29704	26.4334	0.265018	6.4722	1.28036	2.60406	0.754929	15.7257	1.07674	22.2218
1.28529	2.47717	1.2848	2.47709	0.493974	9.91422	0.852268	17.3153	1.07613	21.3883	1.29698	25.6768	0.267853	6.31871	1.27655	2.60395	0.757239	15.3133	1.07647	21.5736
1.28137	2.47651	1.28088	2.47643	0.496541	9.68516	0.851667	16.8101	1.07757	20.8197	1.29692	24.9623	0.270723	6.17613	1.27274	2.60384	0.759555	14.9246	1.0762	20.9618
1.27746	2.47585	1.27697	2.47577	0.499118	9.46885	0.85107	16.333	1.07903	20.2823	1.29686	24.2865	0.273625	6.04334	1.26892	2.60372	0.761877	14.5573	1.07593	20.3835
1.27354	2.47519	1.27305	2.47511	0.501704	9.26424	0.850477	15.8817	1.08051	19.7737	1.29681	23.6464	0.276557	5.91938	1.2651	2.6036	0.764204	14.2099	1.07566	19.836
1.26963	2.47452	1.26914	2.47444	0.504299	9.0704	0.849891	15.4542	1.08201	19.2915	1.29677	23.0392	0.279515	5.8034	1.26128	2.60347	0.766536	13.8807	1.0754	19.3169
1.26571	2.47385	1.26522	2.47377	0.5069	8.88648	0.849312	15.0488	1.08352	18.8338	1.29673	22.4625	0.282496	5.69465	1.25746	2.60334	0.76887	13.5684	1.07513	18.8242
1.2618	2.47318	1.26131	2.4731	0.509506	8.71174	0.848742	14.6636	1.08505	18.3988	1.2967	21.9141	0.285499	5.59246	1.25364	2.60321	0.771208	13.2716	1.07488	18.3558
1.25789	2.47251	1.2574	2.47242	0.512117	8.54547	0.848182	14.2974	1.08659	17.9848	1.29668	21.3919	0.288521	5.49625	1.24982	2.60307	0.773547	12.9892	1.07462	17.91
1.25398	2.47183	1.25349	2.47175	0.51473	8.38708	0.847632	13.9488	1.08815	17.5902	1.29666	20.8941	0.291559	5.4055	1.246	2.60294	0.775887	12.7202	1.07438	17.4853
1.25007	2.47116	1.24958	2.47107	0.517346	8.236	0.847095	13.6165	1.08971	17.2139	1.29666	20.4192	0.294611	5.31974	1.24217	2.60279	0.778227	12.4636	1.07414	17.0801
1.24616	2.47048	1.24567	2.47039	0.519962	8.09171	0.846571	13.2995	1.09129	16.8545	1.29666	19.9654	0.297676	5.23855	1.23835	2.60265	0.780567	12.2186	1.0739	16.6933
1.24225	2.4698	1.24176	2.46971	0.522241	7.97115	0.846061	12.9968	1.09287	16.5108	1.29668	19.5316	0.300751	5.16155	1.23452	2.60251	0.782905	11.9845	1.07368	16.3236
1.23834	2.46912	1.23786	2.46903	0.524183	7.87197	0.845567	12.7075	1.09446	16.182	1.29671	19.1164	0.303834	5.08842	1.2307	2.60236	0.785241	11.7604	1.07346	15.9698
1.23444	2.46844	1.23395	2.46835	0.525789	7.79232	0.84509	12.4306	1.09606	15.867	1.29675	18.7187	0.306923	5.01883	1.22687	2.60221	0.787575	11.5457	1.07326	15.6311
1.23053	2.46775	1.23005	2.46767	0.527057	7.7308	0.84463	12.1656	1.09766	15.5649	1.2968	18.3374	0.310017	4.95253	1.22304	2.60206	0.789905	11.3399	1.07306	15.3065
1.22663	2.46707	1.22614	2.46698	0.52799	7.68636	0.84419	11.9116	1.09926	15.2751	1.29686	17.9715	0.313113	4.88925	1.21922	2.60191	0.792231	11.1425	1.07288	14.9951
1.22273	2.46638	1.22224	2.46629	0.528586	7.65826	0.843769	11.668	1.10087	14.9967	1.29694	17.6202	0.316209	4.82877	1.21539	2.60176	0.794552	10.9528	1.0727	14.6962
1.21883	2.46569	1.21834	2.46561	0.529443	7.61833	0.843369	11.4343	1.10248	14.729	1.29704	17.2825	0.319305	4.77088	1.21157	2.60161	0.796867	10.7704	1.07254	14.4091
1.21493	2.46501	1.21445	2.46492	0.530374	7.57554	0.842992	11.2098	1.1041	14.4715	1.29715	16.9579	0.322398	4.7154	1.20774	2.60146	0.799177	10.5949	1.0724	14.1331
1.21104	2.46432	1.21055	2.46423	0.53164	7.51832	0.842638	10.9941	1.10571	14.2235	1.29727	16.6454	0.325486	4.66215	1.20392	2.60132	0.801479	10.4259	1.07227	13.8676
