Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
395  Points		394  Points		373  Points		352  Points		225  Points		395  Points		379  Points		286  Points		227  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.931217	2.56711	0.928802	2.56904	0.736554	3.83028	0.972412	5.0397	1.27169	6.59254	0.5515	2.87433	1.03531	3.0478	1.00454	5.21571	1.20902	6.28881
0.928343	2.56941	0.925925	2.57135	0.738012	3.80927	0.974843	5.01479	1.27226	6.5465	0.553463	2.86303	1.03342	3.05523	1.0057	5.18287	1.21136	6.25404
0.925465	2.57172	0.923041	2.57366	0.739463	3.78854	0.977289	4.99032	1.27284	6.50121	0.555431	2.85191	1.03153	3.06271	1.00686	5.15056	1.21371	6.21982
0.922581	2.57403	0.920151	2.57597	0.740909	3.76808	0.979749	4.96628	1.27344	6.45666	0.557401	2.84098	1.02965	3.07026	1.00804	5.11877	1.21607	6.18615
0.919689	2.57633	0.917253	2.57827	0.74235	3.74789	0.982223	4.94265	1.27405	6.41285	0.559376	2.83022	1.02776	3.07787	1.00922	5.0875	1.21843	6.15301
0.916789	2.57864	0.914345	2.58057	0.743786	3.72798	0.984708	4.91943	1.27468	6.36974	0.561356	2.81965	1.02586	3.08555	1.01042	5.05674	1.22081	6.12038
0.91388	2.58093	0.911428	2.58285	0.745219	3.70833	0.987205	4.89659	1.27533	6.32734	0.563341	2.80925	1.02397	3.09328	1.01163	5.02647	1.22319	6.08825
0.910961	2.58322	0.908499	2.58513	0.746648	3.68895	0.989713	4.87414	1.27599	6.28562	0.565333	2.79904	1.02208	3.10108	1.01285	4.99671	1.22557	6.05661
0.90803	2.58549	0.905557	2.58739	0.748075	3.66983	0.992231	4.85205	1.27667	6.24457	0.567331	2.789	1.02018	3.10894	1.01408	4.96742	1.22796	6.02544
0.905087	2.58774	0.902603	2.58962	0.749499	3.65096	0.994758	4.83031	1.27737	6.20418	0.569337	2.77914	1.01828	3.11686	1.01533	4.93862	1.23035	5.99473
0.90213	2.58998	0.899633	2.59184	0.750922	3.63236	0.997293	4.80892	1.27809	6.16444	0.57135	2.76946	1.01638	3.12483	1.01659	4.9103	1.23275	5.96447
0.899158	2.59219	0.896649	2.59403	0.752344	3.614	0.999836	4.78786	1.27882	6.12534	0.573372	2.75994	1.01447	3.13287	1.01787	4.88244	1.23515	5.93464
0.896171	2.59437	0.893647	2.59618	0.753766	3.5959	1.00239	4.76712	1.27957	6.08686	0.575402	2.75061	1.01255	3.14096	1.01917	4.85505	1.23756	5.90524
0.893167	2.59652	0.890629	2.59831	0.755187	3.57804	1.00494	4.74669	1.28034	6.04899	0.577442	2.74144	1.01064	3.14911	1.02049	4.82811	1.23996	5.87625
0.890145	2.59864	0.887592	2.6004	0.756609	3.56043	1.0075	4.72657	1.28113	6.01173	0.579492	2.73245	1.00871	3.15732	1.02182	4.80163	1.24237	5.84766
0.887106	2.60073	0.884536	2.60245	0.758032	3.54306	1.01007	4.70673	1.28194	5.97505	0.581552	2.72363	1.00678	3.16558	1.02317	4.77559	1.24478	5.81947
0.884047	2.60277	0.88146	2.60446	0.759456	3.52593	1.01264	4.68719	1.28277	5.93896	0.583623	2.71498	1.00485	3.1739	1.02454	4.75	1.24719	5.79165
0.880968	2.60478	0.878365	2.60643	0.760883	3.50904	1.01521	4.66791	1.28362	5.90343	0.585706	2.70649	1.0029	3.18226	1.02594	4.72484	1.2496	5.76421
0.877869	2.60674	0.875248	2.60836	0.762311	3.49238	1.01779	4.6489	1.28449	5.86847	0.5878	2.69817	1.00095	3.19068	1.02735	4.70012	1.25201	5.73713
0.874749	2.60866	0.87211	2.61023	0.763743	3.47596	1.02037	4.63015	1.28538	5.83406	0.589907	2.69002	0.99899	3.19915	1.02879	4.67582	1.25442	5.7104
0.871608	2.61053	0.868951	2.61206	0.765178	3.45976	1.02295	4.61165	1.28629	5.80019	0.592026	2.68203	0.99702	3.20767	1.03025	4.65195	1.25683	5.68401
0.868445	2.61235	0.865771	2.61384	0.766617	3.44379	1.02552	4.59338	1.28722	5.76685	0.594159	2.67421	0.995039	3.21623	1.03174	4.62849	1.25923	5.65796
0.865261	2.61412	0.862568	2.61557	0.76806	3.42804	1.0281	4.57535	1.28817	5.73404	0.596305	2.66655	0.993049	3.22485	1.03325	4.60545	1.26164	5.63223
0.862056	2.61584	0.859345	2.61725	0.769507	3.41252	1.03068	4.55755	1.28914	5.70174	0.598466	2.65905	0.991046	3.2335	1.03479	4.58282	1.26404	5.60682
0.858828	2.61751	0.856099	2.61888	0.77096	3.39722	1.03326	4.53996	1.29014	5.66995	0.600642	2.65171	0.989032	3.2422	1.03635	4.56059	1.26644	5.58172
0.85558	2.61913	0.852833	2.62046	0.772418	3.38213	1.03583	4.52259	1.29116	5.63866	0.602832	2.64453	0.987005	3.25093	1.03794	4.53877	1.26883	5.55692
0.85231	2.6207	0.849545	2.62198	0.773882	3.36726	1.0384	4.50542	1.2922	5.60785	0.605039	2.63751	0.984965	3.25971	1.03956	4.51734	1.27122	5.53242
0.849019	2.62222	0.846237	2.62346	0.775352	3.3526	1.04097	4.48845	1.29326	5.57753	0.607263	2.63065	0.98291	3.26852	1.04121	4.49631	1.27361	5.5082
0.845708	2.62369	0.842909	2.62489	0.776828	3.33815	1.04353	4.47167	1.29435	5.54769	0.609503	2.62395	0.980841	3.27737	1.04289	4.47567	1.27599	5.48426
0.842377	2.62511	0.839562	2.62627	0.778311	3.32391	1.04609	4.45508	1.29546	5.51831	0.611761	2.6174	0.978756	3.28626	1.0446	4.45541	1.27836	5.46059
0.839026	2.62649	0.836195	2.6276	0.779802	3.30987	1.04864	4.43866	1.29659	5.48939	0.614038	2.61102	0.976655	3.29517	1.04635	4.43553	1.28073	5.43719
0.835656	2.62781	0.83281	2.62889	0.781301	3.29604	1.05119	4.42242	1.29775	5.46093	0.616334	2.6048	0.974536	3.30411	1.04812	4.41604	1.28309	5.41405
0.832268	2.62909	0.829407	2.63013	0.782807	3.28241	1.05373	4.40635	1.29894	5.43291	0.61865	2.59873	0.9724	3.31308	1.04993	4.39691	1.28545	5.39116
0.828862	2.63032	0.825986	2.63133	0.784322	3.26897	1.05626	4.39044	1.30014	5.40533	0.620987	2.59283	0.970245	3.32208	1.05177	4.37816	1.2878	5.36851
0.825439	2.63151	0.82255	2.63248	0.785845	3.25574	1.05878	4.37469	1.30138	5.37818	0.623346	2.58709	0.968071	3.3311	1.05364	4.35977	1.29014	5.34611
0.822	2.63266	0.819097	2.6336	0.787377	3.24269	1.0613	4.35909	1.30263	5.35146	0.625728	2.58151	0.965877	3.34014	1.05556	4.34175	1.29248	5.32394
0.818545	2.63377	0.815629	2.63468	0.788919	3.22984	1.06381	4.34364	1.30392	5.32516	0.628135	2.5761	0.963663	3.3492	1.0575	4.32409	1.29481	5.302
0.815075	2.63484	0.812147	2.63572	0.79047	3.21718	1.06631	4.32833	1.30523	5.29926	0.630566	2.57085	0.961427	3.35827	1.05949	4.30678	1.29712	5.28029
0.81159	2.63588	0.80865	2.63672	0.792032	3.20471	1.0688	4.31316	1.30656	5.27378	0.633025	2.56578	0.959169	3.36736	1.06151	4.28982	1.29943	5.25879
0.808092	2.63688	0.805141	2.63769	0.793603	3.19243	1.07127	4.29812	1.30792	5.24869	0.635513	2.56088	0.956889	3.37647	1.06356	4.27321	1.30173	5.23751
0.80458	2.63784	0.801618	2.63863	0.795185	3.18032	1.07374	4.28322	1.30931	5.224	0.63803	2.55616	0.954586	3.38558	1.06566	4.25694	1.30403	5.21644
0.801056	2.63877	0.798084	2.63953	0.796778	3.1684	1.0762	4.26844	1.31072	5.1997	0.64058	2.55161	0.952258	3.39471	1.06779	4.24101	1.30631	5.19557
0.797519	2.63968	0.794538	2.64041	0.798382	3.15666	1.07864	4.25378	1.31217	5.17578	0.643163	2.54726	0.949907	3.40384	1.06997	4.22542	1.30858	5.1749
0.793972	2.64055	0.790981	2.64126	0.799997	3.1451	1.08107	4.23924	1.31363	5.15224	0.645783	2.5431	0.94753	3.41297	1.07218	4.21015	1.31084	5.15442
0.790413	2.64139	0.787414	2.64208	0.801624	3.13372	1.08349	4.22482	1.31513	5.12906	0.648442	2.53914	0.945128	3.42211	1.07443	4.19521	1.31309	5.13413
0.786844	2.64221	0.783837	2.64288	0.803263	3.12251	1.0859	4.2105	1.31665	5.10625	0.651141	2.53538	0.942701	3.43126	1.07672	4.1806	1.31533	5.11404
0.783266	2.64301	0.780251	2.64365	0.804915	3.11147	1.08829	4.1963	1.3182	5.0838	0.653884	2.53183	0.940247	3.4404	1.07905	4.16629	1.31756	5.09412
0.779678	2.64378	0.776656	2.64441	0.806579	3.1006	1.09067	4.1822	1.31977	5.0617	0.656673	2.5285	0.937766	3.44954	1.08142	4.1523	1.31978	5.07438
0.776082	2.64452	0.773052	2.64514	0.808255	3.0899	1.09304	4.1682	1.32138	5.03995	0.659511	2.52539	0.935259	3.45868	1.08383	4.13862	1.32199	5.05482
0.772477	2.64525	0.769441	2.64585	0.809945	3.07937	1.09539	4.1543	1.32301	5.01855	0.662399	2.5225	0.932725	3.46782	1.08628	4.12524	1.32419	5.03543
0.768864	2.64596	0.765822	2.64654	0.811649	3.069	1.09773	4.1405	1.32467	4.99748	0.66534	2.51985	0.930163	3.47696	1.08877	4.11215	1.32637	5.01621
0.765244	2.64665	0.762196	2.64721	0.813366	3.0588	1.10005	4.1268	1.32635	4.97674	0.668336	2.51744	0.927574	3.48609	1.0913	4.09936	1.32855	4.99715
0.761617	2.64732	0.758563	2.64787	0.815097	3.04876	1.10236	4.11318	1.32807	4.95633	0.671388	2.51526	0.924957	3.49521	1.09387	4.08685	1.33071	4.97826
0.757983	2.64797	0.754923	2.64851	0.816842	3.03889	1.10465	4.09966	1.32981	4.93624	0.674496	2.51331	0.922313	3.50433	1.09647	4.07462	1.33286	4.95952
0.754342	2.64861	0.751278	2.64913	0.818602	3.02917	1.10693	4.08622	1.33158	4.91646	0.677661	2.5116	0.919641	3.51345	1.09912	4.06267	1.335	4.94095
0.750696	2.64923	0.747626	2.64974	0.820377	3.01961	1.10919	4.07286	1.33337	4.897	0.680882	2.51011	0.916942	3.52256	1.10181	4.05098	1.33713	4.92252
0.747044	2.64984	0.74397	2.65034	0.822167	3.0102	1.11143	4.05959	1.3352	4.87784	0.684158	2.50884	0.914215	3.53167	1.10453	4.03956	1.33924	4.90425
0.743386	2.65043	0.740308	2.65093	0.823973	3.00096	1.11366	4.0464	1.33705	4.85898	0.687486	2.50777	0.911461	3.54077	1.10729	4.0284	1.34135	4.88612
0.739724	2.65102	0.736641	2.6515	0.825794	2.99186	1.11588	4.0333	1.33893	4.84042	0.690865	2.50689	0.90868	3.54987	1.11009	4.01749	1.34344	4.86814
0.736056	2.65159	0.73297	2.65206	0.827632	2.98292	1.11807	4.02027	1.34083	4.82214	0.694292	2.5062	0.905872	3.55897	1.11293	4.00683	1.34552	4.85031
0.732384	2.65215	0.729294	2.65262	0.829486	2.97413	1.12026	4.00731	1.34277	4.80415	0.697763	2.50568	0.903038	3.56807	1.1158	3.9964	1.34758	4.83262
0.728708	2.65271	0.725615	2.65316	0.831357	2.96549	1.12242	3.99444	1.34473	4.78645	0.701275	2.5053	0.900178	3.57717	1.11871	3.98621	1.34964	4.81507
0.725028	2.65325	0.721931	2.6537	0.833245	2.957	1.12457	3.98163	1.34671	4.76901	0.704826	2.50507	0.897292	3.58627	1.12165	3.97625	1.35168	4.79765
0.721343	2.65378	0.718244	2.65423	0.83515	2.94866	1.12671	3.96891	1.34872	4.75185	0.708412	2.50496	0.894382	3.59538	1.12463	3.96651	1.35371	4.78037
0.717655	2.65431	0.714553	2.65475	0.837074	2.94047	1.12882	3.95625	1.35076	4.73495	0.712029	2.50497	0.891447	3.6045	1.12764	3.95699	1.35574	4.76323
0.713964	2.65483	0.710859	2.65526	0.839016	2.93242	1.13092	3.94366	1.35282	4.71831	0.715675	2.50508	0.888488	3.61362	1.13069	3.94767	1.35774	4.74622
0.71027	2.65535	0.707162	2.65577	0.840977	2.92452	1.13301	3.93115	1.35491	4.70193	0.719347	2.50527	0.885506	3.62276	1.13376	3.93856	1.35974	4.72935
0.706572	2.65585	0.703462	2.65628	0.842956	2.91677	1.13508	3.9187	1.35703	4.6858	0.723043	2.50555	0.882501	3.63192	1.13687	3.92965	1.36173	4.7126
0.702872	2.65636	0.699759	2.65677	0.844956	2.90916	1.13713	3.90633	1.35917	4.66991	0.72676	2.5059	0.879474	3.64109	1.14001	3.92094	1.36371	4.69599
0.699169	2.65685	0.696054	2.65727	0.846975	2.90169	1.13917	3.89402	1.36133	4.65426	0.730496	2.50631	0.876426	3.65028	1.14317	3.91241	1.36567	4.6795
0.695463	2.65735	0.692346	2.65776	0.849015	2.89436	1.14119	3.88178	1.36352	4.63885	0.734249	2.50677	0.873358	3.6595	1.14637	3.90406	1.36763	4.66314
0.691755	2.65784	0.688637	2.65825	0.851076	2.88718	1.1432	3.86961	1.36573	4.62367	0.738018	2.50728	0.87027	3.66875	1.14959	3.89588	1.36958	4.6469
0.688045	2.65832	0.684925	2.65873	0.853158	2.88014	1.14519	3.85751	1.36797	4.60872	0.7418	2.50783	0.867164	3.67804	1.15284	3.88787	1.37151	4.6308
0.684332	2.65881	0.681211	2.65921	0.855262	2.87325	1.14717	3.84547	1.37023	4.59399	0.745596	2.50842	0.864039	3.68736	1.15612	3.88003	1.37344	4.61481
0.680618	2.65929	0.677495	2.6597	0.857389	2.86649	1.14913	3.8335	1.37251	4.57948	0.749402	2.50904	0.860898	3.69672	1.15942	3.87235	1.37536	4.59895
0.676902	2.65977	0.673777	2.66018	0.859539	2.85988	1.15108	3.8216	1.37481	4.56517	0.753218	2.50969	0.85774	3.70614	1.16274	3.86482	1.37727	4.58322
0.673184	2.66025	0.670058	2.66065	0.861713	2.85341	1.15301	3.80976	1.37714	4.55108	0.757044	2.51037	0.854568	3.7156	1.16609	3.85743	1.37917	4.56761
0.669465	2.66073	0.666338	2.66113	0.863911	2.84708	1.15493	3.79799	1.37948	4.53719	0.760878	2.51106	0.851381	3.72512	1.16945	3.85019	1.38106	4.55212
0.665745	2.66121	0.662616	2.66161	0.866133	2.84089	1.15684	3.78628	1.38185	4.5235	0.76472	2.51178	0.84818	3.7347	1.17284	3.84309	1.38295	4.53675
0.662023	2.66169	0.658893	2.66209	0.868381	2.83484	1.15873	3.77464	1.38423	4.51	0.768568	2.51251	0.844967	3.74435	1.17625	3.83612	1.38483	4.5215
0.6583	2.66217	0.65517	2.66257	0.870656	2.82894	1.16061	3.76307	1.38664	4.4967	0.772422	2.51325	0.841743	3.75408	1.17968	3.82927	1.3867	4.50638
0.654575	2.66265	0.651445	2.66306	0.872957	2.82318	1.16247	3.75156	1.38907	4.48357	0.776282	2.514	0.838509	3.76388	1.18313	3.82255	1.38856	4.49138
0.65085	2.66313	0.647719	2.66354	0.875286	2.81756	1.16433	3.74012	1.39151	4.47063	0.780147	2.51476	0.835265	3.77377	1.18659	3.81594	1.39042	4.47649
0.647125	2.66362	0.643992	2.66403	0.877643	2.81208	1.16617	3.72874	1.39397	4.45787	0.784017	2.51553	0.832012	3.78375	1.19007	3.80945	1.39228	4.46173
0.643398	2.66411	0.640265	2.66452	0.880029	2.80674	1.168	3.71743	1.39645	4.44528	0.78789	2.51631	0.828753	3.79383	1.19356	3.80306	1.39413	4.44709
0.639671	2.6646	0.636538	2.66502	0.882445	2.80155	1.16981	3.70619	1.39895	4.43286	0.791768	2.51709	0.825487	3.80401	1.19707	3.79678	1.39598	4.43258
0.635943	2.6651	0.63281	2.66552	0.88489	2.7965	1.17162	3.69502	1.40146	4.4206	0.795649	2.51787	0.822215	3.81431	1.20059	3.79059	1.39782	4.41818
0.632215	2.6656	0.629081	2.66602	0.887367	2.79159	1.17341	3.68391			0.799533	2.51866	0.818939	3.82472	1.20413	3.7845	1.39966	4.40391
0.628487	2.6661	0.625353	2.66653	0.889875	2.78683	1.1752	3.67286			0.80342	2.51945	0.81566	3.83526	1.20767	3.7785	1.4015	4.38975
0.624758	2.66661	0.621624	2.66705	0.892416	2.78221	1.17697	3.66189			0.807309	2.52024	0.812378	3.84593	1.21123	3.77259		
0.621029	2.66713	0.617896	2.66757	0.894989	2.77773	1.17873	3.65098			0.811201	2.52103	0.809096	3.85674	1.21479	3.76676		
0.617301	2.66765	0.614167	2.6681	0.897596	2.7734	1.18049	3.64014			0.815095	2.52182	0.805813	3.86771	1.21836	3.761		
0.613573	2.66818	0.610439	2.66864	0.900236	2.76921	1.18223	3.62937			0.818991	2.5226	0.802531	3.87883	1.22194	3.75532		
0.609845	2.66872	0.606711	2.66918	0.902911	2.76516	1.18397	3.61866			0.822889	2.52339	0.799251	3.89011	1.22553	3.74971		
0.606117	2.66927	0.602984	2.66974	0.90562	2.76125	1.1857	3.60802			0.826788	2.52418	0.795974	3.90157	1.22912	3.74417		
0.60239	2.66983	0.599257	2.6703	0.908364	2.75748	1.18741	3.59745			0.830689	2.52496	0.792702	3.91322	1.23272	3.73868		
0.598663	2.67039	0.595531	2.67088	0.911144	2.75385	1.18913	3.58695			0.83459	2.52574	0.789434	3.92505	1.23632	3.73326		
0.594937	2.67097	0.591806	2.67146	0.913958	2.75036	1.19083	3.57652			0.838494	2.52651	0.786173	3.93709	1.23992	3.72789		
0.591212	2.67156	0.588082	2.67206	0.916807	2.747	1.19253	3.56615			0.842398	2.52729	0.782919	3.94934	1.24353	3.72257		
0.587488	2.67216	0.584359	2.67267	0.919691	2.74378	1.19422	3.55586			0.846303	2.52805	0.779674	3.96182	1.24713	3.7173		
0.583765	2.67277	0.580637	2.6733	0.922611	2.74068	1.1959	3.54563			0.850208	2.52882	0.776438	3.97453	1.25073	3.71207		
0.580044	2.6734	0.576917	2.67394	0.925564	2.73772	1.19758	3.53547			0.854115	2.52958	0.773213	3.98748	1.25434	3.70689		
0.576323	2.67404	0.573198	2.67459	0.928552	2.73488	1.19925	3.52538			0.858022	2.53033	0.770001	4.00069	1.25794	3.70174		
0.572605	2.6747	0.56948	2.67527	0.931572	2.73216	1.20091	3.51536			0.86193	2.53108	0.766801	4.01417	1.26154	3.69662		
0.568888	2.67538	0.565765	2.67596	0.934626	2.72956	1.20257	3.50541			0.865838	2.53183	0.763615	4.02793	1.26513	3.69154		
0.565172	2.67607	0.562051	2.67667	0.937712	2.72708	1.20423	3.49553			0.869747	2.53257	0.760445	4.04198	1.26872	3.68648		
0.561459	2.67678	0.55834	2.6774	0.940829	2.72471	1.20588	3.48572			0.873656	2.5333	0.757292	4.05634	1.2723	3.68144		
0.557748	2.67751	0.554631	2.67815	0.943977	2.72244	1.20753	3.47598			0.877565	2.53403	0.754156	4.07102	1.27587	3.67643		
0.55404	2.67827	0.550925	2.67892	0.947154	2.72028	1.20917	3.46631			0.881474	2.53476	0.751039	4.08603	1.27943	3.67143		
0.550334	2.67905	0.547221	2.67972	0.95036	2.71822	1.21081	3.45671			0.885383	2.53547	0.747942	4.10139	1.28299	3.66645		
0.546631	2.67985	0.543521	2.68055	0.953593	2.71625	1.21245	3.44717			0.889293	2.53619	0.744867	4.11711	1.28653	3.66147		
0.542931	2.68068	0.539823	2.6814	0.956852	2.71438	1.21408	3.43771			0.893202	2.53689	0.741815	4.13322	1.29007	3.65651		
0.539234	2.68154	0.536129	2.68228	0.960137	2.71259	1.21571	3.42832			0.897112	2.53759	0.738786	4.14971	1.29359	3.65155		
0.53554	2.68242	0.532439	2.68319	0.963447	2.71089	1.21734	3.41899			0.901021	2.53829	0.735782	4.16662	1.2971	3.64659		
0.531851	2.68334	0.528753	2.68414	0.966779	2.70926	1.21897	3.40974			0.90493	2.53898	0.732805	4.18396	1.30059	3.64163		
0.528165	2.68429	0.525071	2.68512	0.970134	2.70771	1.22059	3.40055			0.908839	2.53966	0.729855	4.20174	1.30406	3.63667		
0.524484	2.68528	0.521393	2.68615	0.97351	2.70623	1.22221	3.39144			0.912748	2.54034	0.726934	4.21999	1.30752	3.63169		
0.520807	2.68631	0.517721	2.68721	0.976906	2.70482	1.22384	3.38239			0.916656	2.54101	0.724043	4.23873	1.31096	3.62671		
0.517136	2.68738	0.514054	2.68831	0.980322	2.70347	1.22546	3.37341			0.920565	2.54167	0.721183	4.25797	1.31438	3.62171		
0.513469	2.68849	0.510392	2.68947	0.983755	2.70218	1.22708	3.36451			0.924472	2.54233	0.718356	4.27773	1.31779	3.6167		
0.509809	2.68966	0.506737	2.69067	0.987206	2.70095	1.2287	3.35567			0.92838	2.54298	0.715563	4.29804	1.32117	3.61167		
0.506155	2.69087	0.503088	2.69193	0.990673	2.69978	1.23032	3.3469			0.932287	2.54363	0.712805	4.31892	1.32452	3.60662		
0.502507	2.69213	0.499447	2.69324	0.994156	2.69865	1.23194	3.3382			0.936193	2.54426	0.710083	4.34038	1.32786	3.60155		
0.498867	2.69346	0.495813	2.69462	0.997653	2.69758	1.23356	3.32957			0.940099	2.5449	0.707399	4.36246	1.33117	3.59644		
0.495234	2.69484	0.492187	2.69606	1.00116	2.69655	1.23518	3.321			0.944005	2.54552	0.704754	4.38518	1.33445	3.59131		
0.491609	2.6963	0.48857	2.69758	1.00469	2.69556	1.2368	3.31251			0.947909	2.54614	0.702148	4.40856	1.33771	3.58615		
0.487994	2.69783	0.484962	2.69917	1.00822	2.69461	1.23842	3.30408			0.951814	2.54676	0.699584	4.43263	1.34094	3.58096		
0.484388	2.69943	0.481365	2.70084	1.01177	2.6937	1.24004	3.29572			0.955717	2.54736	0.697061	4.45741	1.34415	3.57573		
0.480792	2.70112	0.477778	2.70261	1.01533	2.69283	1.24167	3.28743			0.95962	2.54796	0.694582	4.48294	1.34732	3.57047		
0.477208	2.7029	0.474204	2.70447	1.0189	2.69199	1.2433	3.2792			0.963522	2.54856	0.692147	4.50923	1.35046	3.56516		
0.473635	2.70478	0.470642	2.70643	1.02248	2.69119	1.24493	3.27105			0.967423	2.54914	0.689758	4.53632	1.35358	3.55982		
0.470075	2.70676	0.467094	2.70851	1.02607	2.69041	1.24656	3.26296			0.971323	2.54972	0.687415	4.56424	1.35666	3.55443		
0.46653	2.70886	0.463561	2.71071	1.02967	2.68967	1.24819	3.25493			0.975223	2.5503	0.68512	4.59302	1.35971	3.549		
0.462999	2.71108	0.460044	2.71305	1.03327	2.68895	1.24982	3.24698			0.979122	2.55086	0.682873	4.62268	1.36273	3.54353		
0.459485	2.71343	0.456545	2.71552	1.03689	2.68825	1.25146	3.23909			0.983019	2.55142	0.680675	4.65327	1.36572	3.53802		
0.455988	2.71593	0.453064	2.71816	1.04051	2.68759	1.2531	3.23126			0.986916	2.55198	0.678526	4.68481	1.36867	3.53245		
0.452511	2.71859	0.449604	2.72096	1.04414	2.68694	1.25475	3.2235			0.990812	2.55252	0.676429	4.71734	1.37159	3.52685		
0.449054	2.72142	0.446166	2.72395	1.04777	2.68631	1.25639	3.21581			0.994706	2.55306	0.674383	4.75089	1.37447	3.52119		
0.445619	2.72444	0.442751	2.72713	1.05141	2.68571	1.25804	3.20818			0.9986	2.5536	0.672388	4.7855	1.37732	3.5155		
0.442209	2.72766	0.439363	2.73054	1.05506	2.68512	1.2597	3.20062			1.00249	2.55412	0.670447	4.82121	1.38013	3.50975		
0.438825	2.7311	0.436003	2.73418	1.05871	2.68456	1.26136	3.19312			1.00638	2.55464	0.668558	4.85806	1.38291	3.50396		
0.435469	2.73479	0.432672	2.73808	1.06237	2.68401	1.26302	3.18569			1.01027	2.55515	0.666723	4.89607	1.38566	3.49812		
0.432144	2.73873	0.429375	2.74226	1.06603	2.68347	1.26468	3.17832			1.01416	2.55566	0.664942	4.9353	1.38837	3.49224		
0.428852	2.74296	0.426113	2.74675	1.0697	2.68296	1.26635	3.17101			1.01805	2.55616	0.663215	4.97579	1.39105	3.48632		
0.425596	2.74749	0.422889	2.75157	1.07337	2.68245	1.26803	3.16377			1.02193	2.55665	0.661542	5.01757	1.39369	3.48036		
0.422378	2.75237	0.419706	2.75675	1.07704	2.68196	1.2697	3.15659			1.02582	2.55713	0.659924	5.0607	1.3963	3.47435		
0.419202	2.75761	0.416567	2.76232	1.08072	2.68149	1.27139	3.14947			1.0297	2.55761	0.65836	5.10522	1.39888	3.4683		
0.416071	2.76324	0.413475	2.76831	1.0844	2.68102	1.27308	3.14241			1.03358	2.55807	0.656851	5.15117	1.40142	3.46222		
0.412987	2.76931	0.410434	2.77477	1.08809	2.68057	1.27477	3.13542			1.03746	2.55853	0.655396	5.1986				
0.409954	2.77584	0.407447	2.78172	1.09178	2.68013	1.27647	3.12849			1.04134	2.55899	0.653996	5.24758				
0.406976	2.78287	0.404518	2.7892	1.09547	2.6797	1.27817	3.12162			1.04521	2.55943	0.65265	5.29814				
0.404056	2.79045	0.401648	2.79726	1.09917	2.67928	1.27988	3.11481			1.04909	2.55987	0.651358	5.35034				
0.401197	2.7986	0.398843	2.80593	1.10286	2.67887	1.28159	3.10806			1.05296	2.5603	0.650119	5.40424				
0.398402	2.80737	0.396105	2.81525	1.10657	2.67847	1.28331	3.10138			1.05683	2.56072	0.648934	5.4599				
0.395675	2.8168	0.393437	2.82527	1.11027	2.67807	1.28503	3.09475			1.06069	2.56113	0.647802	5.51738				
0.393018	2.82693	0.390841	2.83602	1.11397	2.67769	1.28676	3.08818			1.06456	2.56154	0.646722	5.57674				
0.390434	2.83781	0.388321	2.84756	1.11768	2.67731	1.2885	3.08167			1.06842	2.56193	0.645695	5.63805				
0.387925	2.84947	0.385877	2.85991	1.12139	2.67694	1.29024	3.07522			1.07228	2.56232	0.644718	5.70138				
0.385494	2.86195	0.383512	2.87311	1.1251	2.67657	1.29199	3.06883			1.07614	2.56269	0.643792	5.7668				
0.383142	2.8753	0.381227	2.88721	1.12881	2.67622	1.29375	3.0625			1.07999	2.56306	0.642917	5.83439				
0.38087	2.88955	0.379022	2.90225	1.13253	2.67586	1.29551	3.05623			1.08384	2.56342	0.642091	5.90423				
0.378678	2.90473	0.376899	2.91824	1.13624	2.67552	1.29727	3.05001			1.08769	2.56377	0.641313	5.9764				
0.376568	2.92089	0.374858	2.93524	1.13996	2.67518	1.29905	3.04385			1.09153	2.56411	0.640583	6.05099				
0.37454	2.93805	0.372898	2.95327	1.14368	2.67484	1.30083	3.03775			1.09537	2.56443	0.639901	6.12809				
0.372593	2.95624	0.371018	2.97236	1.14739	2.67451	1.30262	3.03171			1.09921	2.56475	0.639265	6.20781				
0.370726	2.97551	0.369219	2.99256	1.15111	2.67418	1.30441	3.02572			1.10304	2.56505	0.638674	6.29024				
0.36894	2.99588	0.367499	3.01387	1.15483	2.67386	1.30621	3.01979			1.10687	2.56535	0.638128	6.37549				
0.367232	3.01738	0.365858	3.03635	1.15856	2.67354	1.30802	3.01391			1.1107	2.56563	0.637625	6.46368				
0.365603	3.04005	0.364293	3.06002	1.16228	2.67323	1.30983	3.00809			1.11452	2.56589	0.637166	6.55494				
0.364051	3.06391	0.362805	3.08492	1.166	2.67291	1.31166	3.00232			1.11833	2.56615	0.636748	6.64938				
0.362574	3.08901	0.361391	3.11108	1.16972	2.6726	1.31349	2.99661			1.12214	2.56639	0.636372	6.74714				
0.361172	3.11537	0.36005	3.13854	1.17345	2.6723	1.31533	2.99096			1.12594	2.56661	0.636035	6.84838				
0.359843	3.14304	0.358781	3.16733	1.17717	2.67199	1.31717	2.98535			1.12974	2.56682	0.635738	6.95324				
