Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Sym6		Sym7		Asym1		Asym2		Asym3		Asym4		Asym5		Asym6		Asym7	
303  Points		303  Points		312  Points		294  Points		288  Points		224  Points		183  Points		115  Points		310  Points		307  Points		295  Points		263  Points		219  Points		183  Points		113  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.201	2.56388	2.20143	2.56391	0.453235	246.219	0.866029	424.234	1.29904	1843.62	1.35844	3780.41	1.73205	1473.79	2.16506	5684.2	0.216683	99.387	0.649519	4474.76	0.905646	619.956	1.08254	924.16	1.51554	7810.87	1.81126	2545.28	1.94856	1481.51
2.19324	2.56349	2.19367	2.56351	0.455357	96.2038	0.866048	175.531	1.29899	361.122	1.35855	417.783	1.73206	425.807	2.16506	661.416	0.21746	42.8689	0.6495	213.818	0.905794	208.071	1.08257	266.391	1.51554	491.023	1.81131	502.571	1.94858	463.095
2.18548	2.56308	2.18591	2.5631	0.458639	60.1436	0.866082	110.662	1.29888	200.149	1.35883	221.154	1.73207	248.855	2.16504	351.135	0.218842	27.4749	0.649447	109.517	0.906089	125.051	1.08265	155.635	1.51554	253.479	1.81144	278.83	1.94861	274.445
2.17772	2.56267	2.17814	2.56269	0.462557	43.9768	0.866132	80.8048	1.2987	138.424	1.35928	150.417	1.7321	175.8	2.16501	239.008	0.220805	20.3365	0.64936	73.6021	0.906529	89.4167	1.08276	109.938	1.51554	170.834	1.81164	192.953	1.94866	195.009
2.16995	2.56224	2.17037	2.56227	0.466844	34.8114	0.866198	63.6382	1.29847	105.786	1.3599	113.997	1.73213	135.905	2.16497	181.157	0.22332	16.2413	0.649241	55.4194	0.907112	69.6134	1.08292	84.9928	1.51554	128.829	1.81191	147.532	1.94873	151.239
2.16218	2.56182	2.1626	2.56184	0.471366	28.9126	0.866282	52.4899	1.29819	85.5929	1.36068	91.8033	1.73216	110.769	2.16492	145.852	0.226348	13.6005	0.649091	44.4354	0.907837	57.0135	1.08311	69.2804	1.51554	103.405	1.81225	119.432	1.94882	123.518
2.1544	2.56138	2.15483	2.56141	0.476054	24.8001	0.866383	44.6676	1.29785	71.8654	1.36162	76.8661	1.73221	93.481	2.16486	122.062	0.229374	11.9695	0.648914	37.0808	0.908701	48.2949	1.08335	58.4765	1.51554	86.3609	1.81267	100.333	1.94893	104.388
2.14662	2.56094	2.14705	2.56097	0.480869	21.7705	0.866502	38.8763	1.29747	61.9261	1.36271	66.1296	1.73226	80.8618	2.1648	104.943	0.232216	10.8961	0.648711	31.8113	0.909701	41.906	1.08363	50.5926	1.51553	74.1406	1.81315	86.5099	1.94905	90.3907
2.13884	2.5605	2.13927	2.56052	0.485786	19.4465	0.866641	34.4162	1.29705	54.3966	1.36395	58.0424	1.73233	71.2452	2.16472	92.0347	0.234736	10.1667	0.648487	27.85	0.910833	37.0248	1.08395	44.5865	1.51553	64.95	1.81371	76.0421	1.9492	79.7054
2.13106	2.56005	2.13149	2.56007	0.490787	17.608	0.866801	30.8759	1.29661	48.495	1.36532	51.7332	1.7324	63.6736	2.16463	81.9528	0.23683	9.66908	0.648244	24.7635	0.912092	33.1753	1.08432	39.8593	1.51553	57.7867	1.81434	67.8412	1.94936	71.2812
2.12328	2.55959	2.1237	2.55961	0.495862	16.1175	0.866982	27.9978	1.29613	43.7448	1.36683	46.6749	1.73248	57.5575	2.16454	73.8609	0.238424	9.34024	0.647986	22.2906	0.913476	30.0628	1.08473	36.0422	1.51553	52.0465	1.81503	61.2434	1.94955	64.4691
2.11549	2.55913	2.11592	2.55915	0.501001	14.885	0.867187	25.612	1.29563	39.8389	1.36847	42.53	1.73257	52.514	2.16444	67.2225	0.239468	9.14429	0.647719	20.2651	0.914978	27.495	1.08519	32.896	1.51553	47.3437	1.8158	55.8211	1.94975	58.8471
2.10771	2.55866	2.10813	2.55869	0.506195	13.8492	0.867417	23.6025	1.29512	36.5706	1.37022	39.0722	1.73266	48.2839	2.16433	61.6784	0.240999	8.88047	0.647446	18.5755	0.916594	25.3409	1.0857	30.2583	1.51553	43.4203	1.81663	51.2863	1.94997	54.1284
2.09992	2.55819	2.10034	2.55821	0.511439	12.9666	0.867673	21.8869	1.2946	33.7955	1.3721	36.1445	1.73277	44.6851	2.16422	56.9785	0.242703	8.61531	0.647173	17.1449	0.918318	23.5087	1.08626	28.0155	1.51553	40.0976	1.81752	47.4379	1.95022	50.1117
