Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
395  Points		395  Points		378  Points		362  Points		233  Points		115  Points		401  Points		378  Points		299  Points		243  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.40154	2.69067	1.40058	2.69042	0.433105	0.257515	0.866025	-0.00505249	1.17365	0.0151066	1.29904	0.00400533	0.216546	0.128858	1.40059	2.64598	0.782451	0.0635359	1.08253	-0.000302454
1.39766	2.69022	1.39669	2.69	0.433477	0.351967	0.866018	-0.00806165	1.17367	0.0247006	1.29904	0.0065573	0.216732	0.181591	1.39678	2.64619	0.782543	0.0895682	1.08253	-0.000412678
1.39377	2.68941	1.39281	2.6892	0.434121	0.533809	0.866002	-0.0140862	1.17372	0.0438146	1.29906	0.0116497	0.21707	0.286541	1.39296	2.64652	0.78271	0.141371	1.08253	-0.000670107
1.38989	2.68858	1.38893	2.68839	0.435018	0.700033	0.865977	-0.0200563	1.1738	0.0628532	1.29908	0.0167077	0.217559	0.39024	1.38914	2.64674	0.782951	0.192755	1.08253	-0.000891998
1.38601	2.68773	1.38505	2.6875	0.436142	0.848569	0.865944	-0.0259905	1.1739	0.0818141	1.29911	0.0218431	0.218196	0.492244	1.38532	2.64689	0.783266	0.243668	1.08253	-0.00104281
1.38213	2.68684	1.38117	2.68661	0.437467	0.979089	0.865902	-0.031853	1.17403	0.100693	1.29914	0.0270602	0.21898	0.592174	1.38149	2.64696	0.783654	0.29393	1.08253	-0.00119795
1.37826	2.68594	1.37729	2.68571	0.438968	1.0924	0.865852	-0.0375722	1.17419	0.119481	1.29918	0.0322943	0.219906	0.689641	1.37767	2.64697	0.784115	0.343405	1.08252	-0.00128851
1.37438	2.68502	1.37342	2.68478	0.440621	1.19019	0.865793	-0.0432246	1.17438	0.138088	1.29923	0.0376355	0.22097	0.784307	1.37385	2.6469	0.784646	0.392038	1.08252	-0.00132314
1.3705	2.68405	1.36954	2.68381	0.442404	1.27436	0.865727	-0.0488164	1.17459	0.156551	1.29929	0.0430444	0.22217	0.876008	1.37003	2.64676	0.785246	0.439719	1.08252	-0.00131915
1.36663	2.68307	1.36567	2.68281	0.4443	1.34683	0.865652	-0.0542139	1.17483	0.174874	1.29936	0.0485156	0.223499	0.964486	1.36621	2.64657	0.785915	0.486302	1.08252	-0.00123794
1.36276	2.68205	1.3618	2.68184	0.446292	1.40946	0.86557	-0.0594424	1.1751	0.19299	1.29943	0.0541113	0.224954	1.04952	1.36239	2.64625	0.78665	0.531787	1.08252	-0.00107551
1.35889	2.68104	1.35793	2.68079	0.448368	1.46373	0.865481	-0.0645528	1.17539	0.210838	1.29951	0.0598095	0.226529	1.13105	1.35857	2.64583	0.78745	0.576027	1.08252	-0.000823891
1.35502	2.67998	1.35406	2.6797	0.450517	1.51111	0.865384	-0.069427	1.1757	0.228443	1.29961	0.0656394	0.228219	1.209	1.35476	2.64536	0.788313	0.619026	1.08251	-0.000467143
1.35115	2.67889	1.35019	2.67863	0.452731	1.55264	0.86528	-0.0741216	1.17605	0.245855	1.2997	0.0716598	0.230019	1.2833	1.35094	2.64478	0.789237	0.660784	1.08251	-4.6617e-005
1.34729	2.6778	1.34633	2.6775	0.455	1.58919	0.86517	-0.0786768	1.17641	0.262954	1.29981	0.0777677	0.231924	1.3539	1.34712	2.64406	0.790221	0.701162	1.08251	0.000501467
1.34342	2.67665	1.34246	2.67635	0.457318	1.62163	0.865053	-0.0829532	1.17681	0.279721	1.29993	0.0840511	0.233927	1.42091	1.3433	2.64329	0.791261	0.740169	1.08252	0.00115818
1.33956	2.67544	1.3386	2.67515	0.459681	1.65055	0.864931	-0.086965	1.17722	0.29619	1.30005	0.0905387	0.236025	1.48439	1.33949	2.64241	0.792357	0.777826	1.08252	0.00195892
1.3357	2.67427	1.33474	2.67392	0.462083	1.67645	0.864802	-0.0907405	1.17766	0.312356	1.30019	0.0971418	0.238213	1.54441	1.33568	2.64137	0.793507	0.814102	1.08252	0.0029012
1.33184	2.67304	1.33088	2.67271	0.46452	1.69977	0.864669	-0.0942633	1.17812	0.328134	1.30033	0.103976	0.240187	1.59393	1.33186	2.64024	0.794707	0.849009	1.08253	0.00390687
1.32798	2.67173	1.32703	2.67146	0.46699	1.72077	0.86453	-0.0975003	1.17861	0.343503	1.30049	0.111053	0.241918	1.63423	1.32805	2.63894	0.795958	0.882494	1.08253	0.00511255
1.32413	2.67044	1.32317	2.67012	0.469488	1.73985	0.864387	-0.100459	1.17911	0.358495	1.30066	0.118321	0.243382	1.66617	1.32425	2.63751	0.797255	0.9146	1.08254	0.00649851
