Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
395  Points		394  Points		374  Points		355  Points		227  Points		396  Points		379  Points		289  Points		231  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.932972	1.96759	0.930982	1.96714	0.728547	1.00179	0.964249	1.65242	1.26434	0.367596	0.544687	1.33979	1.03182	1.29191	0.995357	0.794139	1.19948	1.59079
0.930133	1.967	0.928143	1.96698	0.729989	0.996589	0.966643	1.6638	1.26487	0.37755	0.546622	1.3416	1.02995	1.29075	0.996507	0.79861	1.20178	1.59799
0.927294	1.96707	0.925304	1.96745	0.731424	0.99179	0.969052	1.67459	1.26543	0.387764	0.54856	1.34393	1.02809	1.28982	0.997663	0.803593	1.20409	1.60478
0.924455	1.96773	0.922464	1.96862	0.732852	0.987449	0.971477	1.68485	1.26599	0.398181	0.550502	1.34675	1.02623	1.28913	0.998826	0.809196	1.20641	1.61114
0.921614	1.96905	0.919621	1.97036	0.734274	0.983521	0.973916	1.69456	1.26657	0.408809	0.552448	1.35002	1.02437	1.28869	0.999999	0.815368	1.20874	1.61703
0.91877	1.97103	0.916776	1.97282	0.735691	0.980055	0.976369	1.70362	1.26717	0.41969	0.554399	1.35374	1.02251	1.28856	1.00118	0.822115	1.21108	1.6225
0.915924	1.97366	0.913926	1.97598	0.737104	0.977004	0.978834	1.71218	1.26779	0.430733	0.556356	1.35788	1.02065	1.28866	1.00237	0.829481	1.21343	1.62754
0.913073	1.97709	0.911072	1.9799	0.738512	0.974306	0.981311	1.72016	1.26842	0.442041	0.558319	1.36247	1.01879	1.28909	1.00357	0.837412	1.21578	1.63219
0.910216	1.98125	0.908211	1.98457	0.739916	0.972079	0.9838	1.72756	1.26906	0.453627	0.560289	1.36744	1.01693	1.28979	1.00479	0.845955	1.21814	1.63641
0.907354	1.98612	0.905343	1.98997	0.741318	0.970233	0.986298	1.73444	1.26973	0.465353	0.562267	1.37282	1.01507	1.29082	1.00602	0.85506	1.2205	1.64025
0.904483	1.99176	0.902466	1.99621	0.742717	0.96876	0.988807	1.74074	1.27041	0.477332	0.564252	1.37862	1.0132	1.29216	1.00726	0.864776	1.22287	1.64363
0.901604	1.9982	0.89958	2.00322	0.744114	0.967731	0.991323	1.74653	1.2711	0.489583	0.566246	1.38478	1.01134	1.29382	1.00851	0.875128	1.22525	1.6466
0.898715	2.00546	0.896684	2.011	0.745511	0.967033	0.993848	1.75173	1.27182	0.502045	0.56825	1.3913	1.00947	1.29588	1.00978	0.886016	1.22763	1.64923
0.895815	2.01352	0.893775	2.0196	0.746906	0.966721	0.99638	1.75638	1.27255	0.514757	0.570263	1.39823	1.0076	1.29825	1.01107	0.89754	1.23001	1.65142
0.892902	2.02231	0.890853	2.02897	0.748301	0.966821	0.998919	1.7605	1.27331	0.527669	0.572286	1.4055	1.00572	1.30094	1.01237	0.90971	1.2324	1.65324
0.889977	2.03191	0.887918	2.03914	0.749697	0.967274	1.00146	1.76409	1.27408	0.540826	0.57432	1.41309	1.00384	1.30406	1.0137	0.92246	1.23478	1.65467
0.887037	2.04233	0.884967	2.05003	0.751094	0.96805	1.00401	1.76717	1.27487	0.554253	0.576365	1.42106	1.00196	1.30757	1.01504	0.935793	1.23717	1.65571
0.884081	2.05343	0.882	2.06163	0.752491	0.96917	1.00656	1.76967	1.27568	0.567888	0.578422	1.42936	1.00007	1.31144	1.0164	0.949748	1.23956	1.65638
0.881109	2.06523	0.879016	2.07392	0.753891	0.970683	1.00912	1.77168	1.27651	0.581736	0.580491	1.43802	0.99817	1.31574	1.01778	0.964379	1.24195	1.65668
0.878119	2.07769	0.876013	2.08677	0.755294	0.972501	1.01168	1.7732	1.27736	0.595838	0.582573	1.44707	0.996268	1.32046	1.01918	0.979604	1.24434	1.65661
0.875111	2.09075	0.872992	2.10025	0.756699	0.974618	1.01424	1.77418	1.27823	0.610214	0.584669	1.45643	0.994358	1.32558	1.02061	0.995383	1.24674	1.65617
0.872084	2.10441	0.86995	2.11425	0.758107	0.977105	1.0168	1.77467	1.27912	0.624799	0.586778	1.46617	0.992441	1.33113	1.02206	1.01184	1.24913	1.6554
0.869036	2.11855	0.866888	2.12869	0.759519	0.979887	1.01936	1.77466	1.28003	0.639562	0.588901	1.47624	0.990516	1.33717	1.02353	1.0289	1.25151	1.65425
0.865968	2.13306	0.863805	2.1435	0.760936	0.982962	1.02192	1.77414	1.28096	0.654634	0.591039	1.48673	0.988581	1.3437	1.02503	1.04654	1.2539	1.65275
0.862879	2.14795	0.860701	2.15856	0.762357	0.986368	1.02448	1.77315	1.28192	0.669934	0.593193	1.49761	0.986637	1.35067	1.02655	1.06485	1.25629	1.65095
0.859767	2.16315	0.857574	2.17389	0.763783	0.990048	1.02704	1.7717	1.2829	0.685421	0.595363	1.50884	0.984682	1.35809	1.0281	1.08375	1.25867	1.6488
0.856634	2.17854	0.854425	2.18938	0.765215	0.994049	1.0296	1.76977	1.2839	0.701147	0.597549	1.52057	0.982716	1.36598	1.02968	1.10323	1.26105	1.64633
0.853478	2.194	0.851254	2.2049	0.766653	0.998283	1.03215	1.76734	1.28492	0.717104	0.599752	1.53277	0.980739	1.37444	1.03128	1.1233	1.26342	1.64352
0.850301	2.20955	0.84806	2.22042	0.768097	1.00282	1.0347	1.76448	1.28597	0.733322	0.601973	1.54542	0.978749	1.38336	1.03292	1.14395	1.26579	1.64036
0.8471	2.22504	0.844844	2.23585	0.769548	1.00765	1.03724	1.76121	1.28704	0.749707	0.604213	1.5586	0.976745	1.39279	1.03459	1.16519	1.26815	1.63695
0.843877	2.24043	0.841606	2.25113	0.771006	1.01266	1.03978	1.75746	1.28813	0.766323	0.606473	1.57233	0.974728	1.40278	1.03628	1.18702	1.27051	1.63323
0.840632	2.25569	0.838346	2.26621	0.772471	1.01799	1.04232	1.75327	1.28925	0.783163	0.608752	1.58666	0.972696	1.41324	1.03801	1.20939	1.27287	1.62917
0.837366	2.27067	0.835064	2.28101	0.773944	1.02362	1.04484	1.74869	1.29039	0.80019	0.611053	1.60167	0.970648	1.4242	1.03978	1.2323	1.27522	1.62487
0.834078	2.2854	0.831761	2.29552	0.775426	1.02948	1.04737	1.74365	1.29156	0.817455	0.613376	1.61745	0.968585	1.43573	1.04157	1.25573	1.27756	1.62031
0.830768	2.29976	0.828437	2.30966	0.776916	1.03552	1.04988	1.73824	1.29275	0.834877	0.615722	1.63402	0.966504	1.44779	1.0434	1.27967	1.2799	1.61542
0.827439	2.31377	0.825093	2.32337	0.778415	1.04183	1.05238	1.73246	1.29397	0.852524	0.618093	1.65142	0.964405	1.46035	1.04526	1.30413	1.28222	1.61023
0.824089	2.32744	0.82173	2.33672	0.779924	1.04839	1.05488	1.72623	1.29521	0.870356	0.620489	1.66983	0.962288	1.47344	1.04717	1.32903	1.28454	1.60486
0.82072	2.34063	0.818348	2.34959	0.781442	1.05519	1.05737	1.71968	1.29648	0.888317	0.622913	1.68928	0.960152	1.48704	1.0491	1.35438	1.28686	1.59924
0.817332	2.35333	0.814947	2.362	0.78297	1.06222	1.05984	1.71278	1.29778	0.90649	0.625366	1.70992	0.957995	1.50113	1.05107	1.38012	1.28916	1.59332
0.813927	2.36561	0.811529	2.37392	0.784508	1.06946	1.06231	1.70548	1.2991	0.924804	0.627849	1.73185	0.955818	1.51575	1.05309	1.40625	1.29146	1.58721
0.810503	2.37742	0.808095	2.38539	0.786057	1.07697	1.06477	1.69788	1.30045	0.943264	0.630365	1.7552	0.95362	1.53085	1.05513	1.43279	1.29374	1.58089
0.807064	2.38874	0.804643	2.39639	0.787617	1.08464	1.06721	1.68994	1.30182	0.961905	0.632916	1.78012	0.951399	1.54641	1.05722	1.45965	1.29602	1.57433
0.803608	2.39958	0.801177	2.40689	0.789188	1.09254	1.06965	1.68165	1.30322	0.980674	0.635504	1.80665	0.949156	1.56244	1.05935	1.48677	1.29829	1.56757
0.800137	2.40992	0.797695	2.41691	0.790771	1.10067	1.07207	1.67311	1.30465	0.999543	0.638131	1.83493	0.946889	1.57891	1.06151	1.51418	1.30054	1.5606
0.796651	2.41984	0.7942	2.42648	0.792365	1.10901	1.07448	1.66426	1.30611	1.01854	0.640801	1.86507	0.944598	1.5958	1.06372	1.54183	1.30279	1.55349
0.793151	2.42927	0.790691	2.43564	0.793972	1.11758	1.07687	1.65511	1.30759	1.03766	0.643515	1.8971	0.942282	1.61309	1.06596	1.56961	1.30503	1.5462
0.789638	2.43824	0.787169	2.4443	0.795592	1.12637	1.07925	1.64574	1.30911	1.05682	0.646278	1.93106	0.939941	1.63077	1.06825	1.59757	1.30726	1.53871
0.786113	2.44681	0.783635	2.45253	0.797224	1.13538	1.08162	1.63611	1.31064	1.07607	0.64909	1.96682	0.937575	1.64876	1.07058	1.62564	1.30947	1.53108
0.782575	2.45495	0.780089	2.46037	0.798869	1.14453	1.08398	1.62624	1.31221	1.09547	0.651955	2.00426	0.935182	1.66708	1.07294	1.65378	1.31168	1.52335
0.779026	2.46264	0.776532	2.46782	0.800528	1.15395	1.08632	1.61618	1.31381	1.11484	0.654876	2.04316	0.932762	1.68572	1.07535	1.68195	1.31387	1.51549
0.775466	2.46998	0.772965	2.4749	0.8022	1.16363	1.08864	1.60591	1.31543	1.13423	0.657853	2.08326	0.930315	1.70461	1.0778	1.71006	1.31605	1.5075
0.771895	2.47695	0.769388	2.48159	0.803887	1.17346	1.09095	1.5954	1.31708	1.15374	0.66089	2.12411	0.927841	1.72372	1.08029	1.73814	1.31822	1.4994
0.768315	2.48351	0.765801	2.48793	0.805588	1.18353	1.09325	1.58475	1.31876	1.1732	0.663985	2.16523	0.92534	1.74296	1.08282	1.76609	1.32038	1.49125
0.764726	2.48975	0.762206	2.49396	0.807303	1.19384	1.09553	1.57398	1.32047	1.19263	0.66714	2.20615	0.92281	1.76241	1.08539	1.79391	1.32253	1.483
0.761128	2.4957	0.758602	2.49963	0.809034	1.20431	1.09779	1.56306	1.3222	1.21213	0.670354	2.24631	0.920252	1.78197	1.08799	1.82156	1.32466	1.4747
0.757522	2.50131	0.75499	2.50505	0.81078	1.21507	1.10004	1.552	1.32397	1.23154	0.673625	2.28533	0.917666	1.80152	1.09064	1.84896	1.32678	1.46637
0.753907	2.50658	0.75137	2.51017	0.812542	1.22609	1.10227	1.54079	1.32576	1.25088	0.676951	2.3227	0.915051	1.82116	1.09333	1.87611	1.32889	1.45796
0.750286	2.51164	0.747744	2.51498	0.814319	1.23728	1.10449	1.52955	1.32758	1.27018	0.68033	2.35809	0.912409	1.84079	1.09606	1.9029	1.33099	1.44955
0.746657	2.51641	0.74411	2.51957	0.816113	1.24873	1.10669	1.51825	1.32943	1.28943	0.683758	2.39128	0.909737	1.86036	1.09883	1.92941	1.33308	1.44116
0.743022	2.52089	0.74047	2.5239	0.817924	1.26046	1.10887	1.50685	1.3313	1.30857	0.687233	2.42204	0.907038	1.87986	1.10163	1.95551	1.33515	1.4328
0.73938	2.52517	0.736824	2.52802	0.819752	1.27241	1.11104	1.49536	1.3332	1.32759	0.69075	2.45039	0.904311	1.89917	1.10447	1.9812	1.33721	1.4244
0.735732	2.52919	0.733172	2.53187	0.821597	1.28461	1.11319	1.48391	1.33513	1.34651	0.694306	2.47635	0.901556	1.91831	1.10735	2.0065	1.33926	1.41607
0.732079	2.53297	0.729515	2.53554	0.82346	1.29711	1.11532	1.47247	1.33709	1.36527	0.697899	2.49992	0.898773	1.93725	1.11026	2.03123	1.3413	1.4078
0.72842	2.53659	0.725853	2.539	0.825342	1.30989	1.11744	1.461	1.33907	1.38385	0.701523	2.52126	0.895963	1.95593	1.11321	2.0555	1.34333	1.39963
0.724756	2.54002	0.722186	2.54225	0.827242	1.32297	1.11954	1.44955	1.34108	1.40225	0.705177	2.54054	0.893127	1.97433	1.1162	2.07928	1.34534	1.39152
0.721088	2.54321	0.718514	2.54539	0.829161	1.33633	1.12162	1.43815	1.34312	1.4205	0.708857	2.55787	0.890264	1.99238	1.11921	2.10248	1.34734	1.38348
0.717415	2.54623	0.714838	2.54829	0.831099	1.35	1.12369	1.42677	1.34519	1.43856	0.712561	2.57345	0.887375	2.01008	1.12227	2.12511	1.34934	1.37561
0.713737	2.54912	0.711158	2.55102	0.833058	1.36402	1.12574	1.41548	1.34727	1.45642	0.716286	2.58743	0.884461	2.02741	1.12535	2.14712	1.35132	1.36783
0.710056	2.55181	0.707474	2.55363	0.835037	1.37831	1.12778	1.40427	1.34939	1.47399	0.72003	2.59995	0.881523	2.04427	1.12846	2.16856	1.35328	1.3602
0.706371	2.55435	0.703786	2.55606	0.837037	1.393	1.12979	1.39313	1.35153	1.4913	0.723791	2.61119	0.87856	2.06063	1.13161	2.18935	1.35524	1.35277
0.702682	2.55679	0.700095	2.55836	0.839058	1.40804	1.1318	1.38211	1.35369	1.50839	0.727568	2.62128	0.875574	2.07658	1.13478	2.20952	1.35719	1.34546
0.69899	2.55903	0.696401	2.56054	0.841101	1.42343	1.13378	1.37121	1.35588	1.5252	0.731358	2.63032	0.872565	2.09199	1.13799	2.22905	1.35913	1.3384
0.695295	2.56116	0.692703	2.56257	0.843167	1.43922	1.13576	1.36046	1.3581	1.54174	0.735161	2.63843	0.869535	2.10685	1.14122	2.24787	1.36105	1.3315
0.691597	2.56316	0.689003	2.56448	0.845256	1.45546	1.13771	1.3498	1.36033	1.55796	0.738975	2.64574	0.866483	2.12119	1.14448	2.26606	1.36297	1.32483
0.687896	2.56503	0.6853	2.56627	0.847369	1.47208	1.13965	1.33931	1.36259	1.57387	0.742799	2.65232	0.863412	2.13492	1.14776	2.28358	1.36488	1.31842
0.684192	2.56679	0.681595	2.56794	0.849506	1.48907	1.14158	1.32898	1.36488	1.58944	0.746631	2.65825	0.86032	2.14804	1.15107	2.30044	1.36678	1.31221
0.680486	2.56842	0.677887	2.56953	0.851667	1.50657	1.14349	1.31887	1.36718	1.60466	0.750472	2.6636	0.857211	2.1605	1.1544	2.31659	1.36866	1.30632
0.676778	2.56998	0.674177	2.57101	0.853855	1.52455	1.14538	1.30894	1.36951	1.61955	0.75432	2.6684	0.854084	2.17239	1.15776	2.33203	1.37055	1.3007
0.673067	2.57142	0.670465	2.57236	0.856068	1.54295	1.14727	1.29914	1.37186	1.63414	0.758175	2.67273	0.85094	2.18364	1.16113	2.34682	1.37242	1.29533
0.669355	2.57276	0.666752	2.5736	0.858309	1.56186	1.14914	1.28956	1.37423	1.64832	0.762036	2.67666	0.84778	2.1942	1.16453	2.36091	1.37429	1.2903
0.66564	2.57397	0.663036	2.57476	0.860577	1.58124	1.15099	1.28019	1.37662	1.66212	0.765902	2.68024	0.844606	2.20411	1.16795	2.37429	1.37614	1.28559
0.661924	2.57509	0.659319	2.57584	0.862874	1.60111	1.15283	1.27103	1.37903	1.67553	0.769773	2.68349	0.841417	2.21332	1.17138	2.38699	1.378	1.28122
0.658206	2.57614	0.6556	2.57683	0.865199	1.62151	1.15466	1.26214	1.38145	1.68854	0.773649	2.6864	0.838216	2.22185	1.17484	2.39902	1.37984	1.2772
0.654487	2.57708	0.65188	2.57771	0.867554	1.64241	1.15647	1.25344	1.3839	1.70115	0.777528	2.68906	0.835003	2.22967	1.17831	2.41034	1.38168	1.27351
0.650767	2.57793	0.648159	2.5785	0.86994	1.66381	1.15828	1.24495	1.38636	1.7134	0.781411	2.69145	0.83178	2.23676	1.1818	2.42098	1.38352	1.27023
0.647046	2.57875	0.644437	2.57922	0.872357	1.68568	1.16007	1.23672	1.38885	1.72519	0.785298	2.6936	0.828546	2.24316	1.1853	2.43092	1.38535	1.26735
0.643323	2.57944	0.640714	2.57986	0.874806	1.70804	1.16185	1.22872	1.39134	1.73655	0.789187	2.69559	0.825304	2.24886	1.18881	2.44017	1.38718	1.26485
0.639599	2.58001	0.636989	2.58039	0.877288	1.73086	1.16362	1.22095	1.39386	1.7475	0.793079	2.69739	0.822055	2.25381	1.19234	2.44875	1.389	1.26279
0.635875	2.58057	0.633265	2.58088	0.879803	1.75414	1.16537	1.21344	1.39639	1.75803	0.796974	2.69903	0.818798	2.25801	1.19588	2.45663	1.39082	1.26114
0.63215	2.58103	0.629539	2.58126	0.882352	1.77783	1.16712	1.2062	1.39893	1.76813	0.800871	2.7005	0.815536	2.26149	1.19943	2.46383	1.39264	1.25991
0.628424	2.58135	0.625813	2.58159	0.884935	1.80183	1.16885	1.19918	1.40149	1.77306	0.804769	2.70182	0.81227	2.26428	1.203	2.47036	1.39446	1.25919
0.624698	2.58164	0.622087	2.5818	0.887553	1.82621	1.17058	1.19241			0.80867	2.703	0.809	2.26627	1.20657	2.47618	1.39628	1.25894
0.620972	2.58186	0.61836	2.58194	0.890207	1.85089	1.1723	1.18591			0.812572	2.7041	0.805728	2.26754	1.21014	2.48133	1.39809	1.25914
0.617245	2.58199	0.614633	2.58206	0.892896	1.87571	1.174	1.17966			0.816476	2.70509	0.802454	2.26803	1.21373	2.48581	1.39991	1.25986
0.613518	2.58204	0.610906	2.58202	0.895622	1.90072	1.1757	1.17367			0.820381	2.70595	0.79918	2.26776	1.21732	2.48959	1.40173	1.26037
0.609791	2.58199	0.60718	2.58193	0.898383	1.92586	1.17739	1.1679			0.824288	2.70671	0.795908	2.26679	1.22092	2.49272		
0.606065	2.58189	0.603453	2.58176	0.901181	1.95099	1.17907	1.16241			0.828195	2.70742	0.792637	2.26498	1.22452	2.49513		
0.602338	2.58169	0.599727	2.58149	0.904015	1.97608	1.18075	1.15722			0.832103	2.70803	0.789369	2.26241	1.22812	2.49681		
0.598612	2.58143	0.596001	2.58116	0.906886	2.00101	1.18241	1.1522			0.836012	2.70856	0.786106	2.25909	1.23172	2.49787		
0.594886	2.58107	0.592276	2.58074	0.909792	2.02574	1.18407	1.14746			0.839922	2.70904	0.782848	2.25501	1.23533	2.49822		
0.591161	2.58056	0.588551	2.58025	0.912733	2.05019	1.18573	1.14296			0.843833	2.70946	0.779596	2.25014	1.23894	2.49781		
0.587437	2.58006	0.584827	2.57963	0.91571	2.07424	1.18737	1.1387			0.847744	2.70982	0.776352	2.24444	1.24254	2.49676		
0.583713	2.57942	0.581104	2.57891	0.918721	2.09788	1.18901	1.13474			0.851655	2.71007	0.773117	2.23794	1.24614	2.49499		
0.57999	2.57866	0.577382	2.57813	0.921766	2.12097	1.19065	1.13096			0.855567	2.71031	0.769892	2.23066	1.24974	2.49249		
0.576269	2.57788	0.573662	2.57723	0.924844	2.14354	1.19228	1.12743			0.859479	2.71054	0.766678	2.22253	1.25334	2.4893		
0.572549	2.57696	0.569943	2.57623	0.927954	2.16552	1.1939	1.12416			0.863392	2.71069	0.763476	2.21361	1.25693	2.48536		
0.56883	2.57593	0.566225	2.57512	0.931095	2.1868	1.19552	1.1211			0.867304	2.71076	0.760287	2.20391	1.26051	2.48069		
0.565113	2.57476	0.562509	2.57391	0.934267	2.2074	1.19714	1.11828			0.871217	2.7108	0.757114	2.19335	1.26409	2.47527		
0.561397	2.5735	0.558795	2.5726	0.937468	2.2273	1.19875	1.11567			0.87513	2.71082	0.753956	2.18191	1.26766	2.46912		
0.557684	2.57216	0.555082	2.57109	0.940696	2.2464	1.20036	1.1133			0.879042	2.71079	0.750815	2.16964	1.27122	2.46224		
0.553972	2.57066	0.551372	2.56951	0.943952	2.26474	1.20197	1.11116			0.882955	2.71074	0.747693	2.15654	1.27477	2.45462		
0.550263	2.56904	0.547665	2.56783	0.947234	2.28234	1.20357	1.10921			0.886868	2.71064	0.74459	2.14256	1.2783	2.4462		
0.546556	2.56727	0.54396	2.56594	0.950541	2.29915	1.20517	1.10747			0.89078	2.71052	0.741508	2.12773	1.28183	2.43704		
0.542852	2.56535	0.540258	2.5639	0.953871	2.31518	1.20676	1.10594			0.894692	2.71035	0.738447	2.11203	1.28534	2.42708		
0.53915	2.56325	0.536558	2.56174	0.957224	2.33048	1.20836	1.10463			0.898604	2.71012	0.735411	2.09545	1.28883	2.41635		
0.535452	2.56104	0.532862	2.55939	0.960599	2.34505	1.20995	1.10353			0.902516	2.70993	0.732398	2.07795	1.29231	2.40491		
0.531757	2.55867	0.52917	2.55682	0.963994	2.35882	1.21155	1.10262			0.906427	2.70969	0.729412	2.05958	1.29578	2.39267		
0.528066	2.55606	0.525482	2.55408	0.967408	2.37193	1.21314	1.1019			0.910338	2.70938	0.726453	2.04034	1.29922	2.37962		
0.524379	2.55324	0.521797	2.55118	0.970841	2.38438	1.21473	1.1014			0.914248	2.70905	0.723522	2.02018	1.30265	2.36582		
0.520695	2.55024	0.518117	2.54802	0.974291	2.39613	1.21632	1.10104			0.918158	2.7087	0.720621	1.99912	1.30605	2.35126		
0.517017	2.54704	0.514442	2.54462	0.977758	2.40728	1.2179	1.10086			0.922068	2.70834	0.717751	1.97722	1.30943	2.33589		
0.513343	2.54355	0.510771	2.54098	0.98124	2.4178	1.21949	1.10088			0.925977	2.70794	0.714913	1.95435	1.31279	2.31981		
0.509674	2.5398	0.507106	2.53706	0.984738	2.42775	1.22108	1.10107			0.929885	2.70749	0.712109	1.93059	1.31613	2.30302		
0.506011	2.53582	0.503447	2.53282	0.988249	2.43719	1.22267	1.10142			0.933792	2.70704	0.70934	1.906	1.31944	2.28548		
0.502354	2.53152	0.499795	2.52827	0.991773	2.44605	1.22426	1.10193			0.937699	2.70659	0.706607	1.88048	1.32273	2.26725		
0.498703	2.52687	0.496149	2.52344	0.99531	2.45444	1.22585	1.10266			0.941606	2.70604	0.703912	1.85411	1.32599	2.24829		
0.495059	2.52189	0.49251	2.51817	0.998859	2.46236	1.22745	1.10353			0.945511	2.70551	0.701255	1.82687	1.32922	2.22866		
0.491423	2.51654	0.48888	2.51254	1.00242	2.46981	1.22904	1.10452			0.949416	2.70495	0.698638	1.79876	1.33242	2.20845		
0.487795	2.51075	0.485257	2.50647	1.00599	2.47686	1.23063	1.10567			0.95332	2.70434	0.696062	1.76985	1.33559	2.18761		
0.484175	2.50453	0.481644	2.4999	1.00957	2.4835	1.23223	1.10698			0.957223	2.70371	0.693529	1.74008	1.33874	2.16617		
0.480565	2.49787	0.478041	2.49284	1.01316	2.48979	1.23383	1.10844			0.961125	2.70306	0.691039	1.70954	1.34185	2.14421		
0.476964	2.49064	0.474448	2.48523	1.01676	2.49568	1.23543	1.11005			0.965026	2.70237	0.688594	1.67821	1.34493	2.12177		
0.473375	2.48282	0.470866	2.47705	1.02036	2.50126	1.23703	1.11181			0.968926	2.70163	0.686195	1.64615	1.34797	2.09883		
0.469797	2.47445	0.467297	2.46816	1.02398	2.50654	1.23864	1.11368			0.972825	2.70092	0.683842	1.61339	1.35098	2.07553		
0.466232	2.4654	0.463741	2.45859	1.0276	2.51145	1.24025	1.11571			0.976722	2.70013	0.681537	1.57987	1.35396	2.05186		
0.46268	2.45557	0.4602	2.44823	1.03123	2.51614	1.24186	1.11786			0.980619	2.6993	0.679281	1.54572	1.35691	2.02788		
0.459143	2.44499	0.456674	2.43704	1.03486	2.52057	1.24348	1.12011			0.984515	2.69844	0.677075	1.51097	1.35982	2.00365		
0.455622	2.43358	0.453165	2.42499	1.0385	2.52473	1.24509	1.12251			0.988409	2.69753	0.674919	1.47567	1.36269	1.9792		
0.452118	2.42115	0.449674	2.41186	1.04215	2.52864	1.24672	1.12503			0.992302	2.69661	0.672815	1.43978	1.36553	1.95463		
0.448633	2.40771	0.446202	2.3977	1.0458	2.53235	1.24834	1.12769			0.996193	2.69563	0.670763	1.40339	1.36833	1.93		
0.445168	2.39322	0.442752	2.38233	1.04946	2.53585	1.24997	1.13044			1.00008	2.69463	0.668764	1.36656	1.3711	1.90531		
0.441724	2.37749	0.439325	2.36567	1.05312	2.53911	1.2516	1.13328			1.00397	2.69358	0.666818	1.32931	1.37383	1.88066		
0.438304	2.36047	0.435923	2.34771	1.05679	2.5422	1.25324	1.13628			1.00786	2.69247	0.664927	1.29171	1.37653	1.8561		
0.43491	2.34203	0.432548	2.32821	1.06046	2.5451	1.25489	1.13939			1.01174	2.69133	0.663089	1.2538	1.37919	1.83167		
0.431544	2.32205	0.429202	2.30707	1.06414	2.54783	1.25653	1.14259			1.01563	2.69013	0.661307	1.21563	1.38182	1.80744		
0.428207	2.30042	0.425888	2.28422	1.06782	2.55044	1.25818	1.14591			1.01951	2.68884	0.65958	1.17723	1.38441	1.78346		
0.424903	2.27701	0.422608	2.25952	1.0715	2.55288	1.25984	1.14929			1.02339	2.68753	0.657909	1.13866	1.38697	1.75975		
0.421634	2.25179	0.419365	2.2329	1.07519	2.55513	1.2615	1.15278			1.02727	2.68619	0.656293	1.09998	1.38949	1.7364		
0.418402	2.22456	0.416162	2.2042	1.07887	2.55724	1.26317	1.15643			1.03114	2.68471	0.654733	1.06127	1.39198	1.71344		
0.415212	2.19516	0.413002	2.17332	1.08257	2.55929	1.26484	1.16012			1.03502	2.6832	0.653229	1.02253	1.39444	1.69087		
0.412066	2.1636	0.409888	2.14012	1.08626	2.56119	1.26652	1.16387			1.03889	2.68164	0.651782	0.983807	1.39686	1.66878		
0.408966	2.12978	0.406824	2.10463	1.08996	2.56291	1.2682	1.16779			1.04276	2.67998	0.650389	0.94517	1.39925	1.64722		
0.405917	2.09356	0.403813	2.06676	1.09366	2.56454	1.26989	1.17181			1.04663	2.67823	0.649053	0.906641	1.40162	1.63657		
0.402923	2.05495	0.400858	2.02645	1.09736	2.56608	1.27158	1.17583			1.05049	2.67641	0.647772	0.868328				
0.399985	2.01392	0.397963	1.98379	1.10107	2.56752	1.27328	1.17996			1.05435	2.67447	0.646546	0.830228				
0.397109	1.97054	0.395131	1.93874	1.10478	2.56882	1.27499	1.18423			1.05821	2.67244	0.645376	0.792406				
0.394297	1.92486	0.392366	1.8915	1.10848	2.57005	1.2767	1.18859			1.06207	2.67033	0.644259	0.754848				
0.391552	1.87693	0.389671	1.84212	1.1122	2.57119	1.27842	1.19301			1.06592	2.6681	0.643196	0.717599				
0.388879	1.82699	0.387049	1.79083	1.11591	2.57219	1.28014	1.19745			1.06977	2.66574	0.642187	0.680747				
0.386278	1.77515	0.384501	1.73784	1.11962	2.57313	1.28188	1.20206			1.07362	2.6632	0.641231	0.644323				
0.383754	1.72166	0.382032	1.68335	1.12334	2.57401	1.28361	1.20674			1.07746	2.66054	0.640327	0.608317				
0.381308	1.66682	0.379642	1.62768	1.12705	2.57477	1.28536	1.21142			1.0813	2.65779	0.639475	0.57278				
0.378943	1.61082	0.377333	1.57106	1.13077	2.57545	1.28711	1.21625			1.08513	2.6548	0.638674	0.537739				
0.376658	1.55398	0.375107	1.51378	1.13449	2.57608	1.28887	1.22116			1.08896	2.65165	0.637923	0.503181				
0.374457	1.49656	0.372963	1.45612	1.1382	2.57658	1.29064	1.22614			1.09278	2.64832	0.637221	0.469221				
0.372338	1.43883	0.370903	1.39837	1.14192	2.57705	1.29241	1.23119			1.0966	2.64475	0.636568	0.435798				
0.370303	1.3811	0.368926	1.34072	1.14564	2.57743	1.29419	1.23628			1.10042	2.64099	0.635963	0.402936				
0.368351	1.32349	0.367033	1.28337	1.14936	2.57773	1.29598	1.2415			1.10423	2.63695	0.635405	0.370685				
0.366482	1.26629	0.365222	1.22653	1.15308	2.57799	1.29777	1.24678			1.10803	2.6327	0.634893	0.339067				
0.364696	1.20967	0.363492	1.17035	1.15681	2.57812	1.29958	1.2521			1.11183	2.62812	0.634426	0.308058				
0.36299	1.15371	0.361843	1.11489	1.16053	2.57818	1.30139	1.25754			1.11562	2.62322	0.634004	0.277681				
