Sym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4	
395  Points		395  Points		385  Points		364  Points		237  Points		123  Points		403  Points		378  Points		311  Points		251  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.4007	2.70351	1.40104	2.7036	0.433016	0.104855	0.866025	-0.00613822	1.13311	0.0122045	1.29904	0.00289938	0.216531	0.113076	1.40119	2.63498	0.755454	0.0965233	1.08253	-0.001452
1.3968	2.70331	1.39714	2.70336	0.433167	0.182685	0.866016	-0.0108922	1.13313	0.0243002	1.29904	0.00401859	0.216694	0.165691	1.39739	2.6357	0.755594	0.128857	1.08253	-0.00264107
1.3929	2.70284	1.39324	2.70287	0.433543	0.33568	0.865994	-0.02032	1.13318	0.0484292	1.29905	0.00627758	0.217009	0.270434	1.39358	2.63707	0.755826	0.19319	1.08252	-0.00496317
1.389	2.70235	1.38934	2.70239	0.434136	0.482222	0.865958	-0.0296543	1.13327	0.0725173	1.29906	0.00852504	0.217475	0.373939	1.38977	2.63835	0.756151	0.256746	1.08252	-0.00726361
1.3851	2.70182	1.38544	2.70188	0.434935	0.620107	0.865908	-0.0389478	1.13339	0.0965237	1.29908	0.0108227	0.218089	0.475846	1.38596	2.63958	0.756568	0.319257	1.0825	-0.00959399
1.3812	2.70125	1.38154	2.70129	0.435926	0.747854	0.865845	-0.0481598	1.13355	0.12044	1.29909	0.0131475	0.218849	0.575729	1.38215	2.64072	0.757073	0.380485	1.08249	-0.0118378
1.3773	2.70063	1.37764	2.7007	0.437094	0.864774	0.865769	-0.057282	1.13374	0.144248	1.29911	0.0155267	0.219751	0.673176	1.37834	2.64175	0.757666	0.440173	1.08247	-0.0139815
1.3734	2.69998	1.37374	2.70004	0.438423	0.970733	0.86568	-0.0662248	1.13397	0.167841	1.29914	0.0180145	0.220792	0.767948	1.37453	2.64272	0.758344	0.498245	1.08245	-0.0161451
1.36951	2.69935	1.36984	2.69938	0.439896	1.06605	0.865578	-0.0749549	1.13423	0.191298	1.29917	0.0205731	0.221968	0.859714	1.37071	2.64363	0.759104	0.55455	1.08242	-0.0182017
1.36561	2.69866	1.36595	2.69872	0.4415	1.15143	0.865464	-0.083553	1.13452	0.214554	1.2992	0.0232001	0.223274	0.948251	1.3669	2.64443	0.759945	0.608859	1.08239	-0.0201908
1.36172	2.69794	1.36205	2.69798	0.44322	1.22764	0.865337	-0.0919601	1.13484	0.237554	1.29923	0.0258906	0.224705	1.03348	1.36308	2.64516	0.760862	0.661228	1.08236	-0.0221183
