Sym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
1.35751	2.64207	1.35431	2.64065	0.456614	1.70625	0.865865	-0.0152809	1.2513	0.0481027	0.227453	1.17902	1.35824	2.60036	0.838166	0.457318	1.08287	0.0389234
1.3537	2.64036	1.3505	2.63886	0.45909	1.72461	0.865842	-0.0158695	1.25137	0.0508963	0.229211	1.25565	1.35449	2.5959	0.83885	0.490177	1.08293	0.0424263
1.34989	2.63863	1.34669	2.63711	0.461592	1.7411	0.865819	-0.0163145	1.25144	0.0534804	0.231077	1.3287	1.35074	2.59106	0.839581	0.522423	1.083	0.0459897
1.34608	2.63685	1.34288	2.6353	0.464116	1.75608	0.865795	-0.0166185	1.25152	0.0558655	0.233047	1.39806	1.34701	2.58586	0.840358	0.554028	1.08306	0.0496741
1.34228	2.63498	1.33908	2.63342	0.466661	1.76977	0.865771	-0.0167137	1.2516	0.0580722	0.235113	1.46389	1.34328	2.58014	0.84118	0.58494	1.08314	0.053454
1.33847	2.63308	1.33528	2.63151	0.469225	1.78243	0.865747	-0.0166844	1.25169	0.0600686	0.23699	1.51846	1.33956	2.57399	0.842047	0.615124	1.08322	0.0573517
1.33468	2.63118	1.33148	2.6295	0.471807	1.79419	0.865723	-0.0164794	1.25178	0.0618641	0.238642	1.56292	1.33585	2.56731	0.842956	0.644582	1.0833	0.0613385
1.33088	2.6292	1.32769	2.62748	0.474405	1.80512	0.8657	-0.0160694	1.25187	0.0634775	0.240044	1.59827	1.33215	2.56004	0.843908	0.673324	1.0834	0.0654303
1.32709	2.62714	1.3239	2.6254	0.477018	1.81534	0.865677	-0.0155424	1.25196	0.0648734	0.241174	1.62531	1.32846	2.55215	0.8449	0.70129	1.08349	0.0696589
1.3233	2.62509	1.32011	2.6233	0.479645	1.82487	0.865655	-0.0147813	1.25206	0.0660537	0.242017	1.64461	1.32478	2.54364	0.845932	0.728511	1.0836	0.0740144
1.31951	2.62296	1.31633	2.62114	0.482286	1.83382	0.865634	-0.0137719	1.25215	0.0670229	0.242561	1.65685	1.32111	2.53437	0.847003	0.754901	1.08371	0.0785507
1.31572	2.62075	1.31255	2.61889	0.484939	1.84226	0.865615	-0.0125586	1.25225	0.0678626	0.243351	1.67408	1.31746	2.52433	0.848111	0.780509	1.08382	0.0832287
1.31194	2.61853	1.30877	2.61657	0.487604	1.85014	0.865598	-0.0111576	1.25235	0.0685165	0.244219	1.69228	1.31383	2.51356	0.849256	0.805357	1.08395	0.0880437
1.30816	2.61621	1.30499	2.61421	0.49028	1.85747	0.865583	-0.00952723	1.25245	0.0689455	0.245414	1.71649	1.31021	2.50183	0.850436	0.829345	1.08408	0.0929863
1.30439	2.61384	1.30122	2.61184	0.492966	1.86438	0.86557	-0.0076582	1.25255	0.0692175	0.246949	1.74603	1.30661	2.48913	0.85165	0.852566	1.08422	0.0981107
1.30062	2.61145	1.29745	2.60936	0.495662	1.87086	0.865561	-0.00553145	1.25265	0.0693221	0.24884	1.78035	1.30302	2.47554	0.852897	0.874983	1.08436	0.103452
1.29685	2.60894	1.29369	2.60682	0.498367	1.87687	0.865554	-0.00310902	1.25275	0.0693115	0.251104	1.81851	1.29946	2.46086	0.854176	0.896601	1.08451	0.108935
1.29309	2.6064	1.28993	2.60424	0.50108	1.88245	0.865552	-0.00046142	1.25285	0.069144	0.25376	1.85977	1.29592	2.44514	0.855485	0.917425	1.08468	0.114627
1.28933	2.60382	1.28617	2.60155	0.503801	1.88759	0.865553	0.00241679	1.25295	0.0688088	0.256473	1.89849	1.2924	2.42835	0.856824	0.937393	1.08485	0.120519
1.28557	2.60114	1.28242	2.59881	0.506529	1.89239	0.865559	0.00560973	1.25305	0.0683583	0.25924	1.93465	1.28891	2.41036	0.858192	0.9566	1.08502	0.126589
1.28182	2.59835	1.27867	2.59598	0.509264	1.89678	0.865569	0.00906593	1.25314	0.0678234	0.262058	1.96841	1.28544	2.3913	0.859586	0.975021	1.08521	0.132869
1.27807	2.59555	1.27492	2.5931	0.512004	1.90074	0.865585	0.0128289	1.25324	0.0671931	0.264923	1.99994	1.282	2.3712	0.861006	0.992672	1.08541	0.13935
1.27433	2.59267	1.27118	2.59019	0.514751	1.90433	0.865606	0.0169125	1.25334	0.0664451	0.267831	2.02929	1.2786	2.34996	0.862451	1.00952	1.08561	0.146088
1.27059	2.58969	1.26745	2.58716	0.517502	1.90755	0.865634	0.0212711	1.25343	0.0656083	0.270781	2.0566	1.27522	2.32771	0.86392	1.02556	1.08583	0.153044
1.26685	2.58665	1.26371	2.58401	0.520257	1.9104	0.865668	0.0259599	1.25353	0.0647405	0.273768	2.08193	1.27188	2.30459	0.865412	1.04087	1.08605	0.160219
1.26312	2.58351	1.25999	2.58081	0.523017	1.91289	0.865709	0.0309431	1.25362	0.0638104	0.276791	2.10541	1.26857	2.28061	0.866925	1.05544	1.08629	0.167683
1.25939	2.5803	1.25626	2.57755	0.525424	1.91472	0.865757	0.0362218	1.25371	0.0628292	0.279846	2.12718	1.26529	2.25596	0.868459	1.06921	1.08654	0.175361
1.25567	2.57703	1.25255	2.57419	0.527478	1.91609	0.865813	0.0418722	1.2538	0.0618189	0.282931	2.14725	1.26206	2.23074	0.870012	1.08225	1.0868	0.183246
1.25195	2.57365	1.24883	2.57075	0.529177	1.91708	0.865878	0.0478262	1.25389	0.0607504	0.286044	2.16575	1.25885	2.20513	0.871583	1.09456	1.08707	0.191473
1.24824	2.57017	1.24512	2.56724	0.530521	1.91775	0.865951	0.0541677	1.25398	0.0597121	0.289183	2.18276	1.25569	2.17933	0.873171	1.10614	1.08735	0.199941
1.24453	2.56667	1.24142	2.56359	0.53151	1.91813	0.866034	0.060845	1.25406	0.058661	0.292346	2.1983	1.25256	2.15344	0.874776	1.117	1.08765	0.208676
1.24083	2.56302	1.23772	2.55989	0.532143	1.9184	0.866127	0.0678274	1.25415	0.0575841	0.295529	2.21252	1.24947	2.12766	0.876396	1.12714	1.08795	0.217723
1.23713	2.55925	1.23403	2.55607	0.533053	1.91873	0.86623	0.0752006	1.25423	0.0565289	0.298733	2.22541	1.24642	2.10217	0.87803	1.13659	1.08827	0.227028
1.23344	2.55544	1.23035	2.55216	0.534042	1.91899	0.866344	0.0829156	1.25431	0.0555171	0.301953	2.23706	1.24341	2.07704	0.879677	1.1453	1.08861	0.236628
1.22976	2.55155	1.22666	2.54816	0.535387	1.9194	0.866469	0.0910213	1.25439	0.0545189	0.30519	2.24753	1.24043	2.05242	0.881336	1.15335	1.08896	0.246527
1.22608	2.54751	1.22299	2.54404	0.537089	1.91973	0.866607	0.0995424	1.25447	0.0535479	0.308442	2.25687	1.23748	2.02845	0.883006	1.16073	1.08932	0.256731
1.2224	2.54338	1.21932	2.53982	0.539148	1.91993	0.866757	0.108382	1.25454	0.0526313	0.311705	2.26509	1.23457	2.00518	0.884687	1.16743	1.0897	0.26725
1.21874	2.53915	1.21566	2.53548	0.541563	1.91988	0.866919	0.117564	1.25462	0.0517503	0.31498	2.27224	1.23169	1.98268	0.886376	1.17344	1.09009	0.278107
1.21507	2.5348	1.212	2.53106	0.544334	1.91951	0.867096	0.127212	1.25469	0.0509404	0.318265	2.27842	1.22885	1.96097	0.888074	1.1788	1.0905	0.289275
1.21142	2.53033	1.20835	2.52653	0.547104	1.91881	0.867287	0.137207	1.25477	0.0501996	0.321558	2.28359	1.22603	1.94011	0.889779	1.18351	1.09093	0.300771
1.20777	2.5258	1.20471	2.52188	0.549873	1.91769	0.867492	0.147602	1.25484	0.0495235	0.324857	2.28783	1.22325	1.92006	0.891491	1.18758	1.09137	0.312557
1.20413	2.52114	1.20107	2.51711	0.55264	1.91621	0.867713	0.158431	1.25491	0.0489039	0.328162	2.29119	1.22049	1.90085	0.893208	1.19102	1.09183	0.324704
1.20049	2.51635	1.19744	2.51226	0.555405	1.91438	0.867949	0.169616	1.25498	0.0483238	0.331471	2.2936	1.21776	1.88248	0.894929	1.19382	1.09231	0.337204
1.19686	2.51146	1.19382	2.50725	0.558166	1.91222	0.868202	0.181218	1.25505	0.047896	0.334783	2.29518	1.21505	1.86486	0.896654	1.19604	1.0928	0.350048
1.19324	2.50644	1.1902	2.50214	0.560925	1.90967	0.868473	0.193217	1.25512	0.047553	0.338097	2.29596	1.21237	1.84801	0.898382	1.19763	1.09332	0.363211
1.18963	2.50131	1.1866	2.49689	0.563679	1.90671	0.86876	0.205644	1.25518	0.0472334	0.341411	2.29588	1.20972	1.83189	0.900111	1.1986	1.09385	0.376718
1.18602	2.49603	1.183	2.49153	0.566429	1.9034	0.869066	0.218484	1.25525	0.0470335	0.344724	2.295	1.20709	1.81641	0.901842	1.19901	1.0944	0.390623
1.18242	2.49067	1.1794	2.48607	0.569174	1.89973	0.869391	0.231715	1.25532	0.0469268	0.348036	2.29335	1.20448	1.80165	0.903572	1.19881	1.09498	0.404811
1.17883	2.48516	1.17582	2.48044	0.571913	1.8957	0.86969	0.243554	1.25539	0.046933	0.351345	2.29095	1.20189	1.78742	0.905302	1.19804	1.09557	0.419343
1.17525	2.47955	1.17224	2.47473	0.574646	1.89127	0.869956	0.253905	1.25546	0.0470188	0.354649	2.28777	1.19932	1.77378	0.907031	1.19672	1.09619	0.434271
1.17167	2.47381	1.16867	2.46887	0.577373	1.88645	0.870185	0.262646	1.25552	0.0471903	0.357949	2.28387	1.19677	1.76069	0.908757	1.19488	1.09683	0.449552
1.16811	2.46792	1.16512	2.46288	0.580092	1.8813	0.870372	0.269712	1.25559	0.0475333	0.361242	2.27925	1.19423	1.74806	0.910259	1.1928	1.09749	0.465172
1.16455	2.46191	1.16157	2.45676	0.582803	1.87575	0.870512	0.275069	1.25566	0.0479264	0.364528	2.27394	1.19172	1.73592	0.911537	1.19069	1.09817	0.481106
1.161	2.45576	1.15802	2.45051	0.585507	1.86983	0.870604	0.27837	1.25573	0.0484196	0.367807	2.26791	1.18922	1.72417	0.912591	1.1888	1.09888	0.497372
1.15746	2.44952	1.15449	2.44418	0.588201	1.86354	0.870737	0.283176	1.2558	0.0490397	0.371075	2.26116	1.18674	1.71281	0.913424	1.18714	1.09961	0.51401
1.15393	2.44314	1.15097	2.43767	0.590886	1.85688	0.870884	0.288597	1.25587	0.0497674	0.374334	2.2538	1.18428	1.70182	0.914036	1.18581	1.10036	0.530955
1.15041	2.4366	1.14745	2.43101	0.593561	1.84985	0.871089	0.295923	1.25594	0.0506367	0.377582	2.24572	1.18183	1.6912	0.914427	1.18497	1.10114	0.548218
1.14689	2.42996	1.14395	2.42428	0.596226	1.84241	0.871356	0.305474	1.25602	0.0515696	0.380817	2.23699	1.1794	1.68086	0.914989	1.18364	1.10194	0.565825
1.14339	2.4232	1.14046	2.41743	0.59888	1.83459	0.871689	0.317157	1.25609	0.0526298	0.384039	2.22761	1.17698	1.6708	0.915599	1.18212	1.10277	0.583753
1.1399	2.41628	1.13697	2.41038	0.601522	1.82644	0.872097	0.331141	1.25617	0.053798	0.387247	2.21758	1.17457	1.66108	0.916427	1.18005	1.10363	0.601958
1.13642	2.40925	1.1335	2.40325	0.604152	1.81793	0.872587	0.347639	1.25625	0.055109	0.390441	2.20696	1.17218	1.65153	0.917472	1.17719	1.10451	0.620425
1.13294	2.40214	1.13003	2.39602	0.60677	1.80902	0.8731	0.364458	1.25633	0.0565592	0.393618	2.19571	1.1698	1.64224	0.918732	1.17353	1.10542	0.639194
1.12948	2.39488	1.12658	2.38865	0.609375	1.7997	0.873639	0.381729	1.25641	0.058068	0.396779	2.18383	1.16744	1.6332	0.920205	1.16887	1.10635	0.658275
1.12603	2.38747	1.12314	2.38117	0.611965	1.79006	0.874202	0.39941	1.2565	0.0596939	0.399923	2.17133	1.16509	1.62433	0.921888	1.1631	1.10719	0.675035
1.12259	2.37997	1.11971	2.37361	0.614542	1.78011	0.874792	0.417443	1.25658	0.061481	0.403047	2.15827	1.16275	1.61568	0.923563	1.15696	1.10792	0.689496
1.11916	2.37237	1.11629	2.36588	0.617104	1.76975	0.875407	0.435907	1.25667	0.0633706	0.406153	2.14464	1.16043	1.60716	0.925228	1.15037	1.10854	0.701585
1.11574	2.36464	1.11288	2.35805	0.619651	1.75904	0.87605	0.454734	1.25677	0.0653919	0.409238	2.13046	1.15811	1.59884	0.926884	1.14334	1.10904	0.711166
1.11233	2.35679	1.10948	2.35015	0.622182	1.74801	0.87672	0.473962	1.25686	0.0675303	0.412303	2.11575	1.15581	1.59069	0.928529	1.13598	1.1094	0.718193
1.10894	2.34886	1.10609	2.34211	0.624697	1.7366	0.877418	0.493574	1.25696	0.0697564	0.415346	2.10049	1.15352	1.58268	0.930163	1.12823	1.10964	0.722749
1.10555	2.34083	1.10272	2.334	0.627195	1.72489	0.878145	0.51356	1.25706	0.0721577	0.418367	2.08473	1.15124	1.57479	0.931786	1.12008	1.10999	0.729382
1.10218	2.33269	1.09936	2.32578	0.629676	1.71288	0.878901	0.533881	1.25717	0.0746897	0.421364	2.0685	1.14897	1.56706	0.933396	1.11164	1.11036	0.736525
1.09882	2.32447	1.096	2.31748	0.63214	1.7005	0.879686	0.554551	1.25727	0.076922	0.424338	2.05181	1.14672	1.55944	0.934995	1.10292	1.11088	0.746261
1.09547	2.31615	1.09267	2.30913	0.634585	1.68783	0.880502	0.57558	1.25735	0.0789657	0.427287	2.03468	1.14447	1.55196	0.93658	1.09387	1.11155	0.758716
1.09213	2.30779	1.08934	2.30072	0.637012	1.67487	0.881348	0.596897	1.25742	0.0807243	0.430211	2.01711	1.14224	1.54462	0.938152	1.08458	1.11237	0.773869
1.08881	2.29935	1.08602	2.29218	0.63942	1.66165	0.882225	0.618542	1.25748	0.0820973	0.43311	1.99916	1.14001	1.53734	0.939711	1.07507	1.11336	0.791671
1.0855	2.29082	1.08272	2.2836	0.641809	1.64816	0.883133	0.640498	1.25752	0.0830129	0.435983	1.98089	1.1378	1.53017	0.941256	1.0653	1.11451	0.812249
1.0822	2.28225	1.07943	2.275	0.644178	1.63434	0.884074	0.662718	1.25755	0.083753	0.438828	1.96231	1.1356	1.52315	0.942786	1.05536	1.1157	0.833011
1.07891	2.27361	1.07615	2.26629	0.646527	1.62033	0.885046	0.685217	1.25759	0.0848315	0.441647	1.94338	1.1334	1.51623	0.944302	1.04526	1.11692	0.853829
1.07563	2.26489	1.07289	2.25759	0.648856	1.60607	0.886052	0.708003	1.25763	0.0858402	0.444438	1.92422	1.13122	1.50933	0.945804	1.03497	1.11817	0.874712
1.07237	2.25617	1.06964	2.24884	0.651163	1.59158	0.88709	0.730967	1.25769	0.0874235	0.447202	1.90486	1.12905	1.50258	0.94729	1.02459	1.11944	0.895701
1.06912	2.24746	1.0664	2.24005	0.65345	1.5769	0.888162	0.754169	1.25777	0.0893371	0.449937	1.88529	1.12688	1.49596	0.948761	1.01417	1.12075	0.916705
1.06588	2.23866	1.06317	2.23126	0.655715	1.56206	0.889267	0.777598	1.25787	0.0917301	0.452644	1.86562	1.12473	1.48939	0.950218	1.00364	1.12209	0.937717
1.06266	2.22987	1.05996	2.22247	0.657959	1.54702	0.890407	0.801141	1.25798	0.0947006	0.455323	1.84578	1.12258	1.4829	0.951659	0.993073	1.12346	0.95877
1.05944	2.22106	1.05675	2.21368	0.660181	1.53184	0.89158	0.824888	1.25812	0.0982182	0.457973	1.8259	1.12045	1.47651	0.953085	0.982477	1.12486	0.979771
1.05625	2.21225	1.05357	2.2049	0.662381	1.51653	0.892788	0.848773	1.25827	0.101845	0.460594	1.80604	1.11832	1.47019	0.954495	0.971906	1.12629	1.00067
1.05306	2.20347	1.05039	2.19611	0.664559	1.50107	0.89403	0.872727	1.25842	0.105562	0.463186	1.78615	1.1162	1.46399	0.95589	0.96142	1.12775	1.02156
1.04988	2.19471	1.04723	2.18732	0.666715	1.48562	0.895307	0.896826	1.25857	0.109435	0.46575	1.76635	1.11409	1.4579	0.95727	0.950977	1.12924	1.04237
1.04672	2.18599	1.04408	2.17861	0.668848	1.47001	0.896619	0.92096	1.25873	0.113459	0.468285	1.74667	1.11199	1.45186	0.958635	0.940591	1.13076	1.06299
1.04357	2.17725	1.04094	2.16998	0.670958	1.45434	0.897966	0.945149	1.2589	0.117595	0.470792	1.72713	1.1099	1.44593	0.959986	0.930345	1.13231	1.08351
1.04044	2.16855	1.03781	2.16136	0.673046	1.4387	0.899348	0.969365	1.25907	0.121897	0.473271	1.7078	1.10782	1.44007	0.961321	0.920242	1.13388	1.10389
1.03731	2.15996	1.0347	2.15276	0.675111	1.42305	0.900764	0.993558	1.25925	0.126318	0.475722	1.68869	1.10575	1.4343	0.962642	0.910282	1.13549	1.12403
1.0342	2.15141	1.0316	2.14429	0.677154	1.40738	0.902216	1.01774	1.25944	0.130873	0.478146	1.66983	1.10368	1.42861	0.963949	0.900542	1.13713	1.14403
1.0311	2.14296	1.02851	2.1359	0.679174	1.39175	0.903702	1.04184	1.25963	0.135567	0.480543	1.65136	1.10162	1.42301	0.965242	0.890985	1.13879	1.16381
1.02802	2.13456	1.02543	2.12755	0.681172	1.37621	0.905223	1.0659	1.25983	0.140404	0.482913	1.63322	1.09957	1.41754	0.966521	0.881665	1.14049	1.18329
1.02494	2.12626	1.02237	2.11934	0.683147	1.36071	0.906779	1.08984	1.26004	0.145423	0.485257	1.61544	1.09753	1.41215	0.967787	0.872647	1.14221	1.20255
1.02188	2.11806	1.01931	2.11128	0.6851	1.34534	0.908369	1.11363	1.26025	0.150496	0.487576	1.59812	1.0955	1.40686	0.96904	0.863853	1.14396	1.22156
1.01883	2.10996	1.01627	2.1033	0.68703	1.33011	0.909994	1.13729	1.26047	0.155742	0.489871	1.58126	1.09347	1.40164	0.970281	0.855355	1.14574	1.24025
1.01579	2.10202	1.01324	2.09545	0.688939	1.31499	0.911652	1.16076	1.2607	0.161185	0.492141	1.56488	1.09145	1.39655	0.971509	0.847151	1.14754	1.25861
1.01276	2.09421	1.01022	2.08773	0.690827	1.30007	0.913345	1.18403	1.26094	0.166763	0.494388	1.54904	1.08944	1.39156	0.972726	0.839277	1.14937	1.27665
1.00974	2.08656	1.00721	2.08021	0.692692	1.28532	0.91507	1.20705	1.26118	0.172445	0.496613	1.53372	1.08743	1.38664	0.973932	0.831824	1.15123	1.29442
1.00674	2.07902	1.00422	2.07286	0.694537	1.27081	0.916829	1.22988	1.26143	0.178289	0.498816	1.519	1.08543	1.38185	0.975127	0.824655	1.15311	1.31181
1.00374	2.07165	1.00123	2.06563	0.696361	1.25652	0.918621	1.25239	1.26169	0.184287	0.500998	1.50489	1.08344	1.37717	0.976313	0.817885	1.15501	1.32881
1.00076	2.06451	0.998254	2.05864	0.698164	1.24242	0.920444	1.27464	1.26197	0.190436	0.50316	1.4914	1.08146	1.37257	0.977488	0.811533	1.15694	1.34544
0.997781	2.05757	0.995288	2.05184	0.699947	1.22863	0.9223	1.29656	1.26224	0.196733	0.505303	1.47846	1.07948	1.36815	0.978655	0.805501	1.1589	1.36171
0.994816	2.05078	0.992331	2.04527	0.701711	1.21514	0.924187	1.3181	1.26253	0.203177	0.507428	1.46621	1.07751	1.36384	0.979814	0.799922	1.16087	1.3776
0.991861	2.04423	0.989384	2.03895	0.703455	1.20192	0.926105	1.33939	1.26283	0.209842	0.509536	1.45466	1.07554	1.35961	0.980964	0.794825	1.16287	1.39309
0.988915	2.03795	0.986445	2.03282	0.705181	1.189	0.928054	1.36025	1.26314	0.21658	0.511627	1.44369	1.07358	1.35554	0.982108	0.790116	1.1649	1.40816
0.985978	2.03191	0.983516	2.027	0.706888	1.17643	0.930032	1.38067	1.26346	0.223501	0.513703	1.4334	1.07163	1.35158	0.983245	0.785857	1.16694	1.4228
0.983049	2.02613	0.980594	2.02145	0.708577	1.16421	0.932039	1.40077	1.26378	0.230624	0.515765	1.42383	1.06968	1.34778	0.984377	0.782043	1.169	1.43708
0.980129	2.02057	0.97768	2.0162	0.710248	1.15236	0.934076	1.42042	1.26412	0.237847	0.517813	1.4149	1.06774	1.34411	0.985503	0.778671	1.17109	1.45088
0.977216	2.01538	0.974774	2.01128	0.711903	1.14082	0.93614	1.43958	1.26447	0.245268	0.519849	1.40663	1.0658	1.34059	0.986625	0.77585	1.17319	1.46427
0.974311	2.01049	0.971874	2.00663	0.713542	1.12967	0.938231	1.45835	1.26483	0.252896	0.521874	1.39905	1.06387	1.33722	0.987743	0.77345	1.17531	1.47726
0.971412	2.00592	0.968981	2.00238	0.715164	1.11897	0.94035	1.47668	1.2652	0.260629	0.523888	1.39215	1.06194	1.33398	0.988857	0.771482	1.17746	1.48976
0.96852	2.00176	0.966094	1.99849	0.716772	1.1086	0.942494	1.49448	1.26558	0.268524	0.525893	1.38588	1.06002	1.33095	0.98997	0.770094	1.17961	1.50187
0.965634	1.9979	0.963212	1.99497	0.718365	1.09866	0.944664	1.5118	1.26598	0.276646	0.527889	1.38029	1.0581	1.32803	0.99108	0.769181	1.18179	1.51356
0.962753	1.99443	0.960335	1.99188	0.719943	1.08915	0.946858	1.52867	1.26638	0.284918	0.529877	1.37534	1.05619	1.32528	0.99219	0.768724	1.18398	1.52479
0.959876	1.99146	0.957462	1.98922	0.721509	1.07999	0.949077	1.54497	1.2668	0.293339	0.531859	1.37099	1.05427	1.32277	0.993299	0.768789	1.18619	1.53557
0.957004	1.98887	0.954592	1.98704	0.723061	1.07128	0.951318	1.56078	1.26723	0.301944	0.533835	1.36732	1.05237	1.3204	0.994409	0.769371	1.18842	1.54591
0.954135	1.98671	0.951726	1.98533	0.724601	1.06301	0.953582	1.57612	1.26767	0.310751	0.535806	1.36424	1.05046	1.31821	0.99552	0.770504	1.19066	1.55583
0.951269	1.98508	0.948861	1.98409	0.72613	1.05513	0.955868	1.59089	1.26812	0.319732	0.537773	1.36171	1.04856	1.31626	0.996634	0.772096	1.19291	1.56534
0.948405	1.98396	0.945998	1.98338	0.727647	1.04772	0.958175	1.60509	1.26859	0.32891	0.539737	1.35982	1.04666	1.31449	0.997749	0.77421	1.19517	1.57441
0.945542	1.98333	0.943136	1.98328	0.729154	1.04071	0.960502	1.61882	1.26907	0.33826	0.541699	1.35851	1.04477	1.31291	0.998869	0.776842	1.19745	1.58301
0.942679	1.98331	0.940273	1.98374	0.730651	1.0341	0.962848	1.63202	1.26957	0.347805	0.543659	1.35771	1.04287	1.31158	0.999992	0.780026	1.19974	1.5912
0.939816	1.98386	0.937409	1.98481	0.732139	1.02797	0.965213	1.64462	1.27008	0.357522	0.545618	1.35749	1.04098	1.31047	1.00112	0.783741	1.20205	1.59899
0.936952	1.98503	0.934543	1.9865	0.733619	1.02223	0.967596	1.65671	1.2706	0.367434	0.547577	1.35782	1.03909	1.30957	1.00225	0.78798	1.20436	1.60632
0.934086	1.98686	0.931675	1.98885	0.73509	1.01691	0.969995	1.66825	1.27114	0.377554	0.549538	1.35864	1.0372	1.30894	1.0034	0.792736	1.20668	1.61322
0.931217	1.98927	0.928802	1.99188	0.736554	1.01205	0.972412	1.67925	1.27169	0.38785	0.5515	1.35994	1.03531	1.30855	1.00454	0.798043	1.20902	1.6197
0.928343	1.99241	0.925925	1.99558	0.738012	1.00761	0.974843	1.6897	1.27226	0.398345	0.553463	1.36175	1.03342	1.30844	1.0057	0.80392	1.21136	1.62584
0.925465	1.99626	0.923041	2.00007	0.739463	1.00356	0.977289	1.69961	1.27284	0.409049	0.555431	1.36405	1.03153	1.30858	1.00686	0.810264	1.21371	1.6315
0.922581	2.00083	0.920151	2.00523	0.740909	0.99992	0.979749	1.70896	1.27344	0.419968	0.557401	1.36678	1.02965	1.30901	1.00804	0.817208	1.21607	1.63676
0.919689	2.00615	0.917253	2.01115	0.74235	0.996673	0.982223	1.71774	1.27405	0.43103	0.559376	1.36997	1.02776	1.30971	1.00922	0.824708	1.21843	1.64161
0.916789	2.01218	0.914345	2.01786	0.743786	0.993841	0.984708	1.72601	1.27468	0.442347	0.561356	1.37362	1.02586	1.31069	1.01042	0.832706	1.22081	1.64606
0.91388	2.01897	0.911428	2.02529	0.745219	0.9914	0.987205	1.73373	1.27533	0.453902	0.563341	1.37764	1.02397	1.31205	1.01163	0.841319	1.22319	1.65015
0.910961	2.02655	0.908499	2.03348	0.746648	0.989337	0.989713	1.74089	1.27599	0.465612	0.565333	1.38207	1.02208	1.31367	1.01285	0.85046	1.22557	1.6538
0.90803	2.03488	0.905557	2.04247	0.748075	0.987719	0.992231	1.74755	1.27667	0.477546	0.567331	1.38695	1.02018	1.31559	1.01408	0.860157	1.22796	1.65706
0.905087	2.04393	0.902603	2.05216	0.749499	0.986435	0.994758	1.75366	1.27737	0.489665	0.569337	1.39218	1.01828	1.31791	1.01533	0.870426	1.23035	1.65997
0.90213	2.05376	0.899633	2.06253	0.750922	0.985536	0.997293	1.75924	1.27809	0.502024	0.57135	1.39776	1.01638	1.32055	1.01659	0.881237	1.23275	1.66249
0.899158	2.06425	0.896649	2.07361	0.752344	0.984977	0.999836	1.7643	1.27882	0.514612	0.573372	1.40374	1.01447	1.32358	1.01787	0.892648	1.23515	1.66462
