Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Asym3	
0.171533	8.83712	0.0425406	2.17372	0.449324	23.6267	0.63378	33.3101	0.346292	18.0383	0.347573	17.8397	0.856373	43.9877
0.177214	8.82257	0.045107	2.22791	0.44907	22.8029	0.636217	32.291	0.349342	17.5782	0.350648	17.394	0.855192	42.4532
0.182859	8.80722	0.0477168	2.28067	0.448859	22.0359	0.638703	31.3419	0.352449	17.1513	0.353779	16.98	0.85404	41.0196
0.188465	8.79103	0.0503678	2.33204	0.448696	21.3205	0.641235	30.456	0.355612	16.7541	0.356963	16.5945	0.852919	39.6777
0.194029	8.77396	0.0530577	2.38203	0.448585	20.6519	0.643811	29.6272	0.358826	16.3838	0.360198	16.2348	0.851829	38.4189
0.19955	8.75596	0.0557844	2.43069	0.448528	20.0261	0.64643	28.8504	0.362089	16.0378	0.363482	15.8984	0.85077	37.236
0.205023	8.73701	0.0585458	2.47803	0.448531	19.4396	0.649091	28.1208	0.365399	15.7139	0.36681	15.5833	0.849743	36.1224
0.210447	8.71705	0.06134	2.52408	0.448598	18.8891	0.651791	27.4344	0.368752	15.4102	0.370182	15.2875	0.848749	35.0724
0.215818	8.69604	0.0641652	2.56889	0.448732	18.3719	0.654529	26.7876	0.372147	15.1249	0.373594	15.0095	0.847788	34.0808
0.221132	8.67393	0.0670197	2.61247	0.448938	17.8854	0.657304	26.177	0.375582	14.8563	0.377044	14.7476	0.846861	33.143
0.226386	8.65068	0.0699016	2.65486	0.449221	17.4273	0.660114	25.5998	0.379053	14.6032	0.380529	14.5006	0.845968	32.2548
0.231577	8.62623	0.0728096	2.69609	0.449585	16.9958	0.662958	25.0534	0.382558	14.3642	0.384049	14.2672	0.845111	31.4126
0.2367	8.60053	0.075742	2.73619	0.450035	16.5889	0.665834	24.5353	0.386096	14.1382	0.3876	14.0464	0.844289	30.6129
0.241753	8.57354	0.0786975	2.7752	0.450575	16.2051	0.668742	24.0436	0.389664	13.9242	0.39118	13.8372	0.843503	29.8528
0.246729	8.54521	0.0816746	2.81313	0.45121	15.8428	0.67168	23.5763	0.39326	13.7213	0.394788	13.6387	0.842753	29.1294
0.251627	8.51548	0.0846721	2.85002	0.451946	15.5007	0.674648	23.1317	0.396883	13.5287	0.39842	13.4502	0.842041	28.4403
0.256441	8.48432	0.0876887	2.8859	0.452786	15.1777	0.677643	22.7081	0.400529	13.3455	0.402077	13.2708	0.841367	27.7833
0.261167	8.45167	0.0907234	2.9208	0.453735	14.8725	0.680665	22.3042	0.404198	13.1711	0.405754	13.0999	0.840731	27.1562
0.265801	8.4175	0.093775	2.95475	0.4548	14.5843	0.683714	21.9186	0.407888	13.0049	0.409452	12.937	0.840134	26.5571
0.270338	8.38178	0.0968425	2.98777	0.455983	14.3121	0.686787	21.5502	0.411596	12.8462	0.413167	12.7814	0.839576	25.9842
0.274775	8.34448	0.0999248	3.01989	0.457291	14.0549	0.689885	21.1978	0.41532	12.6947	0.416899	12.6327	0.839059	25.4361
0.279108	8.30557	0.103021	3.05114	0.458727	13.8121	0.693005	20.8604	0.41906	12.5497	0.420644	12.4904	0.838582	24.9112
0.283333	8.26505	0.10613	3.08154	0.460296	13.5829	0.696148	20.5372	0.422814	12.4109	0.424403	12.354	0.838146	24.4082
0.287446	8.22291	0.109252	3.11112	0.462001	13.3666	0.699313	20.2272	0.426579	12.2778	0.428172	12.2232	0.837753	23.9258
0.291445	8.17917	0.112385	3.1399	0.463846	13.1626	0.702498	19.9297	0.430354	12.1501	0.431951	12.0977	0.837402	23.4628
0.295328	8.13383	0.115529	3.16791	0.465835	12.9702	0.705703	19.6439	0.434138	12.0274	0.435738	11.977	0.837094	23.0183
0.299091	8.08693	0.118683	3.19517	0.467969	12.789	0.708928	19.3693	0.437928	11.9094	0.439531	11.8609	0.83683	22.5911
0.302734	8.03852	0.121846	3.2217	0.470251	12.6183	0.712171	19.105	0.441724	11.7958	0.443329	11.7491	0.836611	22.1805
0.306256	7.98865	0.125018	3.24753	0.472682	12.4576	0.715431	18.8507	0.445524	11.6864	0.44713	11.6413	0.836436	21.7854
0.309656	7.9374	0.127788	3.26948	0.475263	12.3064	0.718709	18.6057	0.449326	11.5808	0.450933	11.5373	0.836308	21.4053
0.312936	7.88485	0.130155	3.28779	0.477994	12.1642	0.722003	18.3695	0.45313	11.4788	0.454736	11.4368	0.836225	21.0392
0.316095	7.83109	0.132115	3.30265	0.480874	12.0305	0.725313	18.1418	0.456932	11.3803	0.458538	11.3396	0.83619	20.6865
0.319137	7.77623	0.133666	3.31424	0.483902	11.905	0.728639	17.922	0.460733	11.285	0.462337	11.2456	0.836203	20.3466
0.322063	7.72037	0.134808	3.32266	0.487076	11.787	0.731979	17.7097	0.46453	11.1927	0.466133	11.1545	0.836263	20.0188
0.324877	7.66365	0.135539	3.32801	0.490393	11.6763	0.735332	17.5046	0.468322	11.1032	0.469923	11.0662	0.836373	19.7026
0.327581	7.60618	0.136591	3.33565	0.493849	11.5724	0.7387	17.3063	0.472108	11.0164	0.473706	10.9805	0.836533	19.3975
0.330182	7.54809	0.137735	3.34387	0.497441	11.4748	0.74208	17.1144	0.475887	10.9322	0.477481	10.8973	0.836743	19.103
0.332682	7.48951	0.139292	3.35493	0.501164	11.3832	0.745473	16.9288	0.479656	10.8503	0.481246	10.8164	0.837004	18.8186
0.335086	7.43058	0.141263	3.36871	0.505013	11.2972	0.748878	16.749	0.483416	10.7707	0.485	10.7376	0.837317	18.5438
0.3374	7.37141	0.143649	3.38509	0.508984	11.2164	0.752294	16.5748	0.487163	10.6931	0.488743	10.661	0.837683	18.2783
0.339629	7.31213	0.146452	3.40389	0.513071	11.1405	0.755721	16.406	0.490898	10.6176	0.492472	10.5862	0.838101	18.0216
0.341779	7.25286	0.149673	3.42495	0.517268	11.0692	0.759158	16.2423	0.494619	10.5439	0.496186	10.5133	0.838574	17.7734
0.343854	7.19371	0.152899	3.44547	0.521569	11.0021	0.762606	16.0835	0.498324	10.472	0.499884	10.4421	0.839101	17.5334
0.34586	7.13479	0.156129	3.46546	0.52597	10.939	0.766063	15.9293	0.502012	10.4017	0.503092	10.3814	0.839683	17.3012
0.347803	7.0762	0.159362	3.48495	0.530464	10.8795	0.76953	15.7796	0.505211	10.3418	0.505817	10.3306	0.840321	17.0766
0.349688	7.01803	0.162599	3.50394	0.535046	10.8234	0.773005	15.6342	0.507928	10.2916	0.508062	10.2892	0.841015	16.8591
0.351519	6.96036	0.165839	3.52246	0.539709	10.7705	0.776489	15.4929	0.510165	10.2507	0.509831	10.2568	0.841767	16.6486
0.353301	6.90326	0.169082	3.5405	0.54445	10.7205	0.779982	15.3555	0.511929	10.2188	0.511129	10.2332	0.842576	16.4447
0.35504	6.84681	0.172327	3.5581	0.549262	10.6732	0.783482	15.2218	0.513223	10.1955	0.511959	10.2182	0.843443	16.2473
0.356739	6.79106	0.175575	3.57526	0.55414	10.6284	0.786989	15.0918	0.514049	10.1806	0.513149	10.1968	0.844369	16.0561
0.358403	6.73606	0.178825	3.592	0.559079	10.5859	0.790504	14.9652	0.515236	10.1594	0.51444	10.1736	0.845355	15.8709
0.360037	6.68187	0.182076	3.60832	0.564075	10.5455	0.794026	14.842	0.516522	10.1366	0.516192	10.1424	0.846401	15.6914
0.361642	6.62853	0.185329	3.62424	0.569124	10.5071	0.797555	14.7219	0.518267	10.1057	0.518399	10.1034	0.847507	15.5174
0.363224	6.57605	0.188584	3.63978	0.57422	10.4705	0.80109	14.6049	0.520467	10.0671	0.521057	10.0568	0.848674	15.3488
0.364786	6.52448	0.19184	3.65493	0.578697	10.4401	0.804631	14.4909	0.523114	10.021	0.524158	10.0029	0.849902	15.1854
0.36633	6.47384	0.195096	3.66972	0.582538	10.415	0.808179	14.3798	0.526203	9.96766	0.527693	9.94212	0.851191	15.027
0.36786	6.42413	0.198354	3.68415	0.58573	10.3949	0.811733	14.2714	0.529723	9.90749	0.531202	9.88238	0.852543	14.8734
0.369378	6.37539	0.201612	3.69824	0.588263	10.3794	0.815292	14.1656	0.533216	9.84833	0.534684	9.82363	0.853957	14.7244
0.370886	6.32761	0.204871	3.71199	0.590131	10.3682	0.818858	14.0624	0.536682	9.79013	0.538138	9.76581	0.855434	14.5799
0.372388	6.2808	0.20813	3.72542	0.591329	10.3611	0.822429	13.9617	0.54012	9.73283	0.541563	9.70888	0.856973	14.4398
0.373885	6.23496	0.211389	3.73853	0.593053	10.351	0.826006	13.8633	0.543528	9.67638	0.544959	9.65278	0.858576	14.3039
0.375379	6.1901	0.214649	3.75133	0.594931	10.3402	0.829589	13.7673	0.546906	9.62075	0.548324	9.59748	0.860241	14.1721
0.376871	6.14621	0.217908	3.76383	0.597491	10.3258	0.833178	13.6735	0.550253	9.56588	0.551657	9.54292	0.861969	14.0442
0.378365	6.10329	0.221167	3.77605	0.600738	10.308	0.836772	13.5818	0.553568	9.51174	0.554958	9.48908	0.863761	13.92
0.37986	6.06132	0.224426	3.78797	0.604678	10.2869	0.840373	13.4922	0.55685	9.45829	0.558227	9.43591	0.865615	13.7996
0.38136	6.02031	0.227685	3.79963	0.609315	10.263	0.843979	13.4047	0.560099	9.40549	0.561461	9.38338	0.867532	13.6827
0.38267	5.98534	0.230943	3.81101	0.614657	10.2364	0.847592	13.3191	0.563314	9.35332	0.564662	9.33146	0.869511	13.5693
0.38379	5.95609	0.234201	3.82214	0.620016	10.2107	0.851212	13.2354	0.566495	9.30174	0.567828	9.28013	0.871553	13.4592
0.38472	5.93229	0.237458	3.83301	0.62539	10.1859	0.854838	13.1535	0.569641	9.25073	0.57096	9.22934	0.873657	13.3523
0.385457	5.91371	0.240714	3.84364	0.630777	10.1617	0.858472	13.0734	0.572752	9.20026	0.574055	9.17909	0.875823	13.2485
0.386	5.90019	0.24397	3.85403	0.636174	10.1383	0.862113	12.9951	0.575827	9.1503	0.577115	9.12935	0.878049	13.1478
0.386348	5.8916	0.247225	3.86418	0.641578	10.1154	0.865762	12.9185	0.578866	9.10084	0.580139	9.08009	0.880336	13.05
0.386849	5.87933	0.250479	3.87411	0.646987	10.0931	0.869419	12.8435	0.581868	9.05186	0.583126	9.0313	0.882683	12.9549
0.387394	5.8661	0.253731	3.88382	0.652399	10.0714	0.873085	12.7702	0.584835	9.00333	0.586077	8.98297	0.885089	12.8626
0.388138	5.84829	0.256983	3.89331	0.657811	10.0501	0.876761	12.6984	0.587764	8.95525	0.588991	8.93507	0.887554	12.773
0.389083	5.82607	0.260234	3.9026	0.663222	10.0292	0.880447	12.6282	0.590658	8.9076	0.591869	8.88759	0.890076	12.6859
0.39023	5.79964	0.263483	3.91168	0.668628	10.0086	0.884143	12.5594	0.593514	8.86036	0.59471	8.84052	0.892655	12.6013
0.391582	5.76924	0.266732	3.92056	0.674029	9.98839	0.887851	12.4921	0.596334	8.81352	0.597514	8.79386	0.89529	12.519
0.393145	5.73515	0.269979	3.92925	0.679421	9.96845	0.891571	12.4263	0.599118	8.76708	0.600283	8.74758	0.897981	12.4391
0.394719	5.70189	0.273225	3.93775	0.684803	9.94875	0.895304	12.3619	0.601865	8.72103	0.603015	8.70169	0.900725	12.3613
0.396306	5.66945	0.276469	3.94607	0.690173	9.92925	0.899051	12.2988	0.604577	8.67535	0.605712	8.65617	0.903521	12.2857
0.397905	5.63782	0.279712	3.95422	0.695528	9.90993	0.902813	12.2372	0.607253	8.63005	0.608373	8.61102	0.90637	12.2122
0.399518	5.60697	0.282954	3.96218	0.700867	9.89075	0.906591	12.1768	0.609894	8.58511	0.610999	8.56624	0.909269	12.1407
0.401144	5.57689	0.286195	3.96998	0.706187	9.87167	0.910386	12.1178	0.6125	8.54054	0.613591	8.52181	0.912217	12.0712
0.402784	5.54756	0.289434	3.97762	0.711487	9.85266	0.914198	12.06	0.615072	8.49632	0.616148	8.47775	0.915214	12.0034
0.404439	5.51897	0.292671	3.98509	0.716765	9.8337	0.91803	12.0035	0.61761	8.45246	0.618672	8.43404	0.918257	11.9375
0.406108	5.4911	0.295907	3.99241	0.722018	9.81476	0.921882	11.9483	0.620115	8.40896	0.621164	8.39069	0.921345	11.8733
0.407792	5.46394	0.299141	3.99957	0.727245	9.7958	0.925755	11.8943	0.622588	8.36581	0.623623	8.34769	0.924477	11.8108
0.409491	5.43745	0.302374	4.00659	0.732444	9.77682	0.92965	11.8415	0.625029	8.32301	0.62605	8.30504	0.927653	11.7499
0.411205	5.41164	0.305606	4.01346	0.737612	9.75777	0.93357	11.7899	0.627438	8.28057	0.628447	8.26275	0.930869	11.6906
0.412935	5.38649	0.308835	4.02019	0.742748	9.73863	0.937514	11.7395	0.629818	8.23848	0.630814	8.22081	0.934125	11.6327
0.414679	5.36197	0.312063	4.02678	0.74785	9.71939	0.941485	11.6903	0.632167	8.19675	0.633151	8.17922	0.937419	11.5763
0.41644	5.33808	0.31529	4.03324	0.752916	9.70001	0.945483	11.6422	0.634488	8.15536	0.63546	8.13799	0.94075	11.5213
0.418216	5.3148	0.318515	4.03956	0.757943	9.68049	0.94951	11.5953	0.636781	8.11434	0.637742	8.09712	0.944116	11.4676
0.420007	5.29211	0.321738	4.04576	0.762931	9.66079	0.953568	11.5495	0.639047	8.07368	0.639997	8.05661	0.947517	11.4152
0.421815	5.27	0.32496	4.05183	0.767877	9.6409	0.957656	11.5048	0.641287	8.03337	0.642225	8.01645	0.950949	11.364
0.423638	5.24845	0.32818	4.05778	0.772779	9.6208	0.961777	11.4613	0.643501	7.99343	0.644429	7.97666	0.953965	11.3203
0.425476	5.22745	0.331398	4.06361	0.777635	9.60047	0.965931	11.4188	0.645691	7.95385	0.646609	7.93724	0.956554	11.2838
0.42733	5.20699	0.334615	4.06933	0.782444	9.5799	0.97012	11.3774	0.647858	7.91464	0.648766	7.89818	0.958707	11.2541
0.4292	5.18706	0.33783	4.07493	0.787204	9.55907	0.9738	11.3422	0.650001	7.87579	0.6509	7.85949	0.960417	11.2309
0.431086	5.16763	0.341043	4.08042	0.791913	9.53797	0.976958	11.3129	0.652123	7.83731	0.653013	7.82117	0.961678	11.214
0.432986	5.1487	0.344254	4.0858	0.79657	9.51659	0.979586	11.289	0.654224	7.79921	0.655106	7.78323	0.962487	11.2032
0.434903	5.13025	0.347464	4.09108	0.801174	9.49491	0.981673	11.2704	0.656306	7.76148	0.657179	7.74566	0.963652	11.1879
0.436834	5.11227	0.350672	4.09625	0.805721	9.47292	0.983214	11.2569	0.658368	7.72413	0.659234	7.70846	0.964921	11.1713
0.438781	5.09475	0.353879	4.10133	0.810213	9.45062	0.984202	11.2483	0.660412	7.68715	0.66127	7.67164	0.966652	11.149
0.440743	5.07768	0.357084	4.1063	0.814646	9.428	0.985627	11.2361	0.662439	7.65055	0.66329	7.6352	0.96885	11.121
0.44272	5.06105	0.360287	4.11118	0.81902	9.40505	0.98718	11.2229	0.66445	7.61433	0.665294	7.59914	0.97152	11.0878
0.444711	5.04483	0.363488	4.11596	0.823334	9.38177	0.989301	11.2052	0.666445	7.57849	0.667283	7.56347	0.974667	11.0494
0.446718	5.02903	0.366688	4.12066	0.827587	9.35816	0.991996	11.1831	0.668425	7.54304	0.669258	7.52817	0.978297	11.0062
0.448739	5.01364	0.369886	4.12526	0.831778	9.33421	0.995274	11.1569	0.670392	7.50796	0.671219	7.49326	0.981947	10.9639
0.450775	4.99863	0.373082	4.12977	0.835907	9.30992	0.999149	11.1269	0.672346	7.47327	0.673168	7.45873	0.985614	10.9224
0.452824	4.984	0.376276	4.1342	0.839973	9.28531	1.00363	11.0933	0.674288	7.43897	0.675104	7.42459	0.989297	10.8817
0.454889	4.96975	0.379469	4.13855	0.843975	9.26036			0.676218	7.40504	0.67703	7.39083	0.992995	10.8418
0.456967	4.95586	0.38266	4.14281	0.847914	9.23509			0.678138	7.3715	0.678946	7.35745	0.996707	10.8026
0.459059	4.94232	0.38585	4.147	0.851789	9.20949			0.680048	7.33835	0.680852	7.32446	1.00043	10.7641
0.461165	4.92912	0.389038	4.1511	0.855601	9.18359			0.681949	7.30558	0.682749	7.29185		
0.463284	4.91625	0.392224	4.15513	0.859349	9.15738			0.683842	7.27319	0.684639	7.25962		
0.465417	4.90371	0.395408	4.15908	0.863034	9.13088			0.685727	7.24118	0.686521	7.22777		
0.467563	4.89149	0.398591	4.16296	0.866656	9.10409			0.687605	7.20955	0.688396	7.19631		
0.469722	4.87957	0.401772	4.16677	0.870215	9.07704			0.689477	7.17831	0.690266	7.16522		
0.471894	4.86796	0.404951	4.17051	0.873713	9.04972			0.691343	7.14744	0.69213	7.13451		
0.474079	4.85663	0.408129	4.17418	0.877151	9.02216			0.693204	7.11695	0.693989	7.10418		
0.476276	4.84559	0.411305	4.17778	0.880528	8.99437			0.695061	7.08683	0.695844	7.07422		
0.478486	4.83482	0.414479	4.18131	0.883847	8.96636			0.696914	7.05709	0.697695	7.04464		
0.480708	4.82433	0.417652	4.18479	0.887107	8.93814			0.698763	7.02772	0.699544	7.01542		
0.482942	4.81409	0.420823	4.1882	0.890311	8.90974			0.70061	6.99872	0.70139	6.98657		
0.485189	4.80411	0.423992	4.19154	0.893459	8.88117			0.702455	6.97008	0.703234	6.95809		
0.487446	4.79438	0.42716	4.19483	0.896552	8.85244			0.704298	6.94181	0.705076	6.92998		
0.489716	4.78489	0.430326	4.19806	0.899592	8.82358			0.70614	6.9139	0.706918	6.90222		
0.491997	4.77564	0.433491	4.20123	0.902581	8.79458			0.707981	6.88636	0.708759	6.87483		
0.494289	4.76662	0.436654	4.20434	0.905519	8.76548			0.709822	6.85917	0.7106	6.84779		
0.496592	4.75781	0.439815	4.20739	0.908408	8.73629			0.711663	6.83233	0.712441	6.8211		
0.498906	4.74923	0.442975	4.2104	0.91125	8.70701			0.713504	6.80584	0.714283	6.79476		
0.501231	4.74086	0.446133	4.21335	0.914045	8.67768			0.715347	6.77971	0.716126	6.76877		
0.503567	4.73269	0.44929	4.21624	0.916795	8.64829			0.717191	6.75392	0.71797	6.74312		
0.505913	4.72473	0.452445	4.21909	0.919502	8.61887			0.719036	6.72847	0.719817	6.71782		
0.508269	4.71696	0.455598	4.22188	0.922167	8.58943			0.720884	6.70336	0.721665	6.69285		
0.510636	4.70938	0.45875	4.22463	0.924792	8.55999			0.722734	6.67858	0.723516	6.66822		
0.513012	4.70198	0.461901	4.22733	0.927377	8.53054			0.724587	6.65414	0.72537	6.64392		
0.515398	4.69477	0.465049	4.22998	0.929924	8.50112			0.726442	6.63003	0.727227	6.61994		
0.517794	4.68773	0.468197	4.23258	0.932435	8.47173			0.728301	6.60624	0.729088	6.59629		
0.5202	4.68086	0.471342	4.23514	0.934911	8.44238			0.730164	6.58278	0.730952	6.57296		
0.522614	4.67416	0.474486	4.23766	0.937354	8.41308			0.732031	6.55964	0.73282	6.54995		
0.525038	4.66763	0.477629	4.24013	0.939763	8.38385			0.733901	6.53681	0.734693	6.52726		
0.527471	4.66125	0.48077	4.24256	0.942142	8.35469			0.735776	6.51429	0.73657	6.50487		
0.529913	4.65502	0.48391	4.24494	0.944491	8.32561			0.737656	6.49208	0.738452	6.48279		
0.532364	4.64895	0.487048	4.24729	0.946811	8.29663			0.739541	6.47018	0.740338	6.46101		
0.534823	4.64302	0.490185	4.24959	0.949103	8.26775			0.74143	6.44857	0.74223	6.43954		
0.537291	4.63723	0.49332	4.25186	0.951369	8.23898			0.743325	6.42727	0.744127	6.41836		
0.539767	4.63158	0.496454	4.25408	0.953609	8.21032			0.745225	6.40626	0.74603	6.39747		
0.542252	4.62607	0.499586	4.25627	0.955826	8.18179			0.747131	6.38554	0.747938	6.37687		
0.544744	4.62069	0.502717	4.25842	0.958019	8.15339			0.749043	6.3651	0.749852	6.35656		
0.547245	4.61544	0.505846	4.26054	0.96019	8.12513			0.75096	6.34495	0.751772	6.33653		
0.549753	4.61031	0.508974	4.26262	0.96234	8.09701			0.752884	6.32509	0.753698	6.31677		
0.552269	4.6053	0.512101	4.26466	0.96447	8.06904			0.754814	6.30549	0.755631	6.2973		
0.554792	4.60042	0.515226	4.26667	0.966581	8.04122			0.75675	6.28617	0.75757	6.27809		
0.557323	4.59564	0.51835	4.26864	0.968673	8.01357			0.758692	6.26712	0.759515	6.25915		
0.559861	4.59099	0.521472	4.27058	0.970748	7.98608			0.760642	6.24834	0.761467	6.24048		
0.562407	4.58644	0.524593	4.27249	0.972806	7.95876			0.762598	6.22981	0.763426	6.22207		
0.564959	4.582	0.527712	4.27437	0.974849	7.93161			0.764561	6.21155	0.765392	6.20391		
0.567519	4.57766	0.53083	4.27621	0.976876	7.90463			0.766531	6.19354	0.767365	6.18601		
0.570085	4.57343	0.533947	4.27802	0.97889	7.87783			0.768507	6.17579	0.769345	6.16836		
0.572658	4.56929	0.537062	4.27981	0.98089	7.85122			0.770491	6.15828	0.771332	6.15096		
0.575238	4.56525	0.540176	4.28156	0.982877	7.82479			0.772482	6.14102	0.773326	6.1338		
0.577824	4.56131	0.543289	4.28329	0.984852	7.79855			0.774481	6.124	0.775327	6.11688		
0.580416	4.55745	0.5464	4.28498	0.986815	7.7725			0.776487	6.10722	0.777336	6.1002		
0.583015	4.55369	0.54951	4.28665	0.988768	7.74664			0.7785	6.09067	0.779352	6.08375		
0.58562	4.55002	0.552619	4.28829	0.990711	7.72097			0.78052	6.07436	0.781376	6.06753		
0.588231	4.54643	0.555726	4.2899	0.992644	7.6955			0.782548	6.05827	0.783407	6.05155		
0.590848	4.54292	0.558832	4.29148	0.994569	7.67023			0.784584	6.04241	0.785446	6.03578		
0.593471	4.53949	0.561937	4.29304	0.996485	7.64515			0.786627	6.02678	0.787493	6.02024		
0.596099	4.53615	0.565041	4.29457	0.998393	7.62027			0.788678	6.01136	0.789547	6.00491		
0.598733	4.53288	0.568143	4.29608	1.00029	7.5956			0.790737	5.99616	0.791609	5.9898		
0.601373	4.52968	0.571244	4.29756					0.792803	5.98117	0.793678	5.9749		
0.604018	4.52656	0.574343	4.29902					0.794877	5.96639	0.795756	5.96021		
0.606669	4.52351	0.577442	4.30046					0.796959	5.95182	0.797841	5.94573		
0.609325	4.52053	0.580539	4.30187					0.799048	5.93745	0.799933	5.93145		
0.611986	4.51762	0.583634	4.30325					0.801146	5.92329	0.802034	5.91736		
0.614652	4.51477	0.586729	4.30462					0.803251	5.90932	0.804142	5.90348		
0.617323	4.51199	0.589822	4.30596					0.805364	5.89555	0.806259	5.88979		
0.619999	4.50928	0.592914	4.30728					0.807485	5.88197	0.808383	5.87629		
0.62268	4.50662	0.596005	4.30858					0.809613	5.86858	0.810515	5.86298		
0.625366	4.50402	0.599095	4.30985					0.81175	5.85538	0.812654	5.84986		
0.628056	4.50149	0.602184	4.31111					0.813894	5.84236	0.814802	5.83692		
0.630751	4.49901	0.605271	4.31234					0.816046	5.82952	0.816957	5.82416		
0.633451	4.49658	0.608357	4.31356					0.818206	5.81687	0.819121	5.81157		
0.636155	4.49421	0.611442	4.31475					0.820374	5.80439	0.821292	5.79917		
0.638863	4.4919	0.614526	4.31593					0.822549	5.79208	0.823471	5.78693		
0.641576	4.48963	0.617608	4.31708					0.824733	5.77994	0.825657	5.77487		
0.644293	4.48742	0.62069	4.31822					0.826924	5.76798	0.827852	5.76297		
0.647014	4.48526	0.62377	4.31934					0.829123	5.75618	0.830054	5.75124		
0.649739	4.48314	0.626849	4.32044					0.831329	5.74454	0.832264	5.73967		
0.652468	4.48107	0.629927	4.32152					0.833543	5.73306	0.834481	5.72826		
