Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Asym3	
343  Points		344  Points		201  Points		140  Points		289  Points		289  Points		143  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00436912	9.01424	5.43199e-005	0.0842682	0.459115	5004.15	0.59512	5900.79	0.297571	1094.85	0.297607	533.987	0.892583	1644.99
0.0104615	9.01373	0.000227891	0.172575	0.459087	598.027	0.595194	766.236	0.297697	314.12	0.297791	241.468	0.892204	732.198
0.0165525	9.01289	0.000520238	0.260581	0.459015	317.968	0.595382	409.845	0.297961	183.515	0.298115	156.149	0.891565	470.619
0.0226415	9.0117	0.000930582	0.348223	0.458901	216.512	0.595683	279.844	0.298365	129.749	0.298576	115.499	0.890704	346.527
0.0287278	9.01014	0.00145777	0.435378	0.458744	164.105	0.596097	212.547	0.298905	100.456	0.299175	91.7426	0.889664	274.055
0.0348103	9.00816	0.00210034	0.521924	0.458547	132.094	0.596621	171.42	0.299582	82.0456	0.299908	76.1779	0.888487	226.527
0.0408885	9.00583	0.0028564	0.607726	0.45831	110.509	0.597255	143.696	0.300393	69.4176	0.300775	65.2035	0.887205	192.949
0.0469615	9.00309	0.00372401	0.692702	0.458037	94.9653	0.597996	123.749	0.301336	60.228	0.301773	57.0591	0.885847	167.963
0.0530284	8.99995	0.00470089	0.776751	0.45773	83.2368	0.598843	108.718	0.302409	53.2487	0.302901	50.7821	0.884434	148.645
0.0590885	8.99643	0.00578438	0.859759	0.45739	74.0707	0.599794	96.9887	0.303609	47.7742	0.304154	45.802	0.882983	133.262
0.0651408	8.99248	0.00697194	0.941666	0.457021	66.709	0.600845	87.5857	0.304935	43.3699	0.305531	41.7589	0.881506	120.724
0.0711846	8.98813	0.00826062	1.02238	0.456626	60.666	0.601994	79.8824	0.306382	39.754	0.307029	38.4147	0.880013	110.308
0.0772187	8.98335	0.0096474	1.10184	0.456209	55.6161	0.603238	73.4588	0.307947	36.7354	0.308644	35.6056	0.878514	101.519
0.0832424	8.97813	0.0111291	1.17998	0.455771	51.3329	0.604576	68.0227	0.309629	34.1799	0.310373	33.2151	0.877013	94.0032
0.0892545	8.97246	0.0127026	1.25675	0.455318	47.654	0.606002	63.3644	0.311422	31.9908	0.312212	31.1581	0.875515	87.5032
0.0952541	8.96634	0.0143646	1.3321	0.454852	44.46	0.607516	59.3295	0.313323	30.0964	0.314158	29.3711	0.874026	81.8266
0.10124	8.95974	0.0161117	1.40599	0.454377	41.6611	0.609113	55.8019	0.315329	28.4425	0.316208	27.8056	0.872548	76.8266
0.107211	8.95265	0.0179406	1.47839	0.453896	39.1884	0.61079	52.6928	0.317437	26.9873	0.318357	26.424	0.871083	72.3895
0.113167	8.94506	0.0198481	1.54928	0.453414	36.9882	0.612546	49.9326	0.319643	25.6981	0.320603	25.1968	0.869635	68.4256
0.119105	8.93695	0.0218307	1.61863	0.452934	35.0182	0.614376	47.4664	0.321942	24.5489	0.322941	24.1003	0.868205	64.8634
0.125024	8.9283	0.0238854	1.68645	0.45246	33.2442	0.616279	45.2504	0.324332	23.519	0.325368	23.1155	0.866794	61.645
0.130924	8.9191	0.0260086	1.75272	0.451996	31.6388	0.618251	43.2487	0.326809	22.5913	0.327881	22.2266	0.865405	58.7234
0.136802	8.90932	0.0281974	1.81744	0.451544	30.1793	0.620289	41.4323	0.32937	21.7519	0.330475	21.421	0.864039	56.0595
0.142658	8.89894	0.0304487	1.88062	0.45111	28.8471	0.622392	39.7769	0.33201	20.9894	0.333148	20.6879	0.862696	53.6208
0.148489	8.88793	0.0327595	1.94226	0.450696	27.6265	0.624556	38.2623	0.334726	20.2939	0.335896	20.0183	0.861378	51.3803
0.154294	8.87627	0.0351269	2.00237	0.450307	26.5045	0.626779	36.8717	0.337516	19.6575	0.338716	19.4047	0.860086	49.315
0.160071	8.86394	0.037548	2.06097	0.449946	25.47	0.629059	35.5906	0.340376	19.0732	0.341604	18.8406	0.858821	47.4052
0.165818	8.8509	0.0400201	2.11808	0.449617	24.5134	0.631393	34.4069	0.343302	18.5351	0.344557	18.3205	0.857583	45.6343
