Sym0		Asym0		Sym1		Asym1		Asym2	
337  Points		334  Points		215  Points		288  Points		288  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00474149	9.01415	0.000292971	0.19565	0.459115	2743.79	0.346125	1002.27	0.346133	828.613
0.0104032	9.01373	0.000589855	0.277504	0.459098	577.135	0.346237	355.665	0.346257	331.069
0.0160638	9.01297	0.000988766	0.359066	0.459058	322.457	0.346455	216.313	0.346487	206.979
0.0217228	9.0119	0.00148896	0.440278	0.458997	223.707	0.346779	155.521	0.346823	150.651
0.0273793	9.01051	0.0020895	0.521072	0.458915	171.242	0.347209	121.489	0.347265	118.507
0.0330329	9.00877	0.00278934	0.601389	0.458811	138.694	0.347742	99.7515	0.34781	97.7416
0.0386829	9.00671	0.00358703	0.681128	0.458687	116.53	0.348379	84.6765	0.348459	83.2317
0.0443287	9.00432	0.00448123	0.760244	0.458543	100.461	0.349118	73.6166	0.34921	72.529
0.0499696	9.00159	0.0054703	0.838667	0.458381	88.2771	0.349958	65.1627	0.350061	64.3151
0.0556049	8.99851	0.00655263	0.916354	0.4582	78.7195	0.350898	58.4958	0.351012	57.8172
0.0612339	8.99508	0.00772621	0.993226	0.458003	71.0213	0.351934	53.1075	0.35206	52.5524
0.066856	8.99129	0.00898923	1.06925	0.457791	64.6874	0.353067	48.6654	0.353203	48.2033
0.0724705	8.98715	0.0103397	1.14437	0.457564	59.3844	0.354293	44.9432	0.35444	44.5528
0.0780764	8.98263	0.0117753	1.21855	0.457324	54.8794	0.355611	41.7811	0.355769	41.4472
0.0836733	8.97773	0.013294	1.29175	0.457074	51.0046	0.357018	39.0635	0.357186	38.7748
0.0892601	8.97246	0.0148936	1.36392	0.456813	47.6365	0.358513	36.7044	0.358691	36.4525
0.094836	8.96677	0.0165717	1.43505	0.456545	44.6817	0.360093	34.6385	0.36028	34.4169
0.1004	8.96069	0.0183262	1.50511	0.456271	42.0687	0.361755	32.8156	0.361951	32.6193
0.105952	8.95419	0.0201545	1.57407	0.455992	39.7413	0.363497	31.1961	0.363703	31.021
0.11149	8.94725	0.0220546	1.64191	0.455711	37.6554	0.365317	29.7485	0.365531	29.5916
0.117014	8.93987	0.0240239	1.70862	0.45543	35.7753	0.367212	28.4477	0.367435	28.3063
0.122522	8.93203	0.0260602	1.77419	0.455151	34.0722	0.36918	27.273	0.369411	27.1449
0.128013	8.92372	0.0281613	1.8386	0.454876	32.5223	0.371217	26.2074	0.371457	26.0909
0.133487	8.91492	0.0303248	1.90186	0.454608	31.1061	0.373323	25.2369	0.37357	25.1306
0.138941	8.90561	0.0325486	1.96395	0.454348	29.8072	0.375493	24.3496	0.375747	24.2523
0.144376	8.89577	0.0348303	2.02489	0.454099	28.6118	0.377726	23.5357	0.377988	23.4463
0.149789	8.88539	0.0371679	2.08466	0.453864	27.5083	0.380019	22.7868	0.380287	22.7043
0.155179	8.87445	0.0395593	2.14327	0.453645	26.4866	0.38237	22.0955	0.382645	22.0193
0.160544	8.86291	0.0420023	2.20073	0.453445	25.5383	0.384776	21.4557	0.385057	21.3851
0.165884	8.85077	0.044495	2.25706	0.453267	24.656	0.387235	20.8621	0.387522	20.7965
0.171196	8.83798	0.0470354	2.31225	0.453112	23.8332	0.389745	20.31	0.390037	20.2489
0.176479	8.82454	0.0496217	2.36631	0.452985	23.0645	0.392303	19.7953	0.392601	19.7383
0.18173	8.8104	0.0522518	2.41927	0.452887	22.3448	0.394907	19.3145	0.395209	19.2611
0.186949	8.79555	0.0549241	2.47113	0.452823	21.6701	0.397554	18.8645	0.397862	18.8144
0.192132	8.77995	0.0576369	2.52191	0.452795	21.0364	0.400243	18.4424	0.400556	18.3954
0.197279	8.76357	0.0603884	2.57162	0.452806	20.4404	0.402972	18.0458	0.403289	18.0016
0.202385	8.74637	0.0631771	2.62028	0.452859	19.8791	0.405738	17.6725	0.406059	17.6309
0.207451	8.72833	0.0660013	2.66791	0.452959	19.3499	0.40854	17.3207	0.408865	17.2814
0.212471	8.7094	0.0688595	2.71452	0.453108	18.8504	0.411375	16.9884	0.411703	16.9513
0.217446	8.68955	0.0717504	2.76014	0.453309	18.3786	0.414241	16.6743	0.414573	16.6392
0.22237	8.66874	0.0746725	2.80477	0.453568	17.9323	0.417137	16.3768	0.417473	16.3435
0.227242	8.64694	0.0776243	2.84844	0.453887	17.5101	0.420061	16.0946	0.420399	16.0631
0.232059	8.62409	0.0806047	2.89117	0.454269	17.1102	0.42301	15.8267	0.423352	15.7967
0.236818	8.60018	0.0836125	2.93297	0.45472	16.7314	0.425984	15.572	0.426328	15.5435
0.241515	8.57514	0.0866463	2.97386	0.455243	16.3722	0.428981	15.3296	0.429327	15.3024
0.246147	8.54895	0.0897051	3.01387	0.455843	16.0316	0.431998	15.0985	0.432347	15.0725
0.250712	8.52156	0.0927877	3.053	0.456522	15.7085	0.435034	14.8779	0.435385	14.8532
0.255204	8.49294	0.0958931	3.09129	0.457286	15.4019	0.438087	14.6673	0.43844	14.6436
0.259622	8.46306	0.0990202	3.12874	0.458138	15.1109	0.441157	14.4658	0.441511	14.4432
0.263962	8.43188	0.102168	3.16538	0.459084	14.8347	0.44424	14.273	0.444597	14.2513
0.26822	8.39936	0.105336	3.20123	0.460126	14.5726	0.447337	14.0881	0.447695	14.0673
0.272394	8.36549	0.108523	3.23629	0.461269	14.3238	0.450445	13.9108	0.450804	13.8908
0.276479	8.33025	0.111727	3.27059	0.462518	14.0878	0.453563	13.7406	0.453923	13.7214
0.280473	8.29362	0.114949	3.30416	0.463875	13.8639	0.456689	13.5769	0.45705	13.5585
0.284372	8.25559	0.118188	3.33699	0.465345	13.6515	0.459823	13.4195	0.460184	13.4017
0.288175	8.21616	0.121442	3.36911	0.46693	13.4502	0.462962	13.2678	0.463324	13.2507
0.291879	8.17534	0.124711	3.40055	0.468635	13.2594	0.466105	13.1217	0.466468	13.1052
0.295481	8.13314	0.127994	3.4313	0.470462	13.0786	0.469252	12.9807	0.469614	12.9648
0.298981	8.0896	0.131291	3.46139	0.472412	12.9075	0.4724	12.8446	0.472762	12.8293
0.302376	8.04474	0.134601	3.49084	0.474489	12.7455	0.475548	12.7131	0.475911	12.6982
0.305666	7.99861	0.137923	3.51966	0.476694	12.5922	0.478696	12.5859	0.479058	12.5715
0.308852	7.95126	0.141256	3.54786	0.479027	12.4473	0.481841	12.4628	0.482204	12.4488
0.311932	7.90276	0.144601	3.57546	0.48149	12.3104	0.484984	12.3435	0.485345	12.33
0.314908	7.85318	0.147957	3.60248	0.484082	12.181	0.488121	12.2279	0.488483	12.2148
0.317781	7.8026	0.151322	3.62892	0.486802	12.0589	0.491254	12.1157	0.491614	12.103
0.320552	7.75111	0.154697	3.6548	0.48965	11.9436	0.494379	12.0068	0.494738	11.9944
0.323225	7.69879	0.158081	3.68014	0.492624	11.8348	0.497496	11.9009	0.497855	11.8889
0.325801	7.64576	0.161474	3.70494	0.495721	11.7321	0.500605	11.798	0.500962	11.7863
0.328284	7.59211	0.164875	3.72923	0.49894	11.6353	0.503703	11.6978	0.504059	11.6865
0.330676	7.53794	0.168283	3.753	0.502277	11.544	0.50679	11.6003	0.507144	11.5892
0.332983	7.48337	0.171699	3.77628	0.505728	11.4579	0.509864	11.5053	0.510218	11.4945
0.335207	7.42849	0.175122	3.79908	0.50929	11.3768	0.512926	11.4126	0.513277	11.402
0.337354	7.37342	0.17811	3.81856	0.51296	11.3002	0.515973	11.3221	0.516323	11.3118
0.339427	7.31825	0.180661	3.83489	0.516732	11.2279	0.519004	11.2338	0.519353	11.2238
0.34143	7.26309	0.182773	3.8482	0.520603	11.1597	0.52202	11.1475	0.522366	11.1377
