Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3	
405  Points		428  Points		149  Points		112  Points		103  Points		297  Points		123  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000374464	9.01494	0.000339466	0.210289	0.322781	532.506	0.459116	6921.71	0.64552	1006.25	0.161541	202.204	0.484155	706.572
0.0087726	9.01387	0.000839095	0.329577	0.322956	210.005	0.459166	460.075	0.645633	410.392	0.162155	93.6988	0.484303	299.523
0.0171687	9.0128	0.00155193	0.446257	0.323282	130.907	0.459305	238.016	0.645841	257.831	0.163213	61.3057	0.484571	190.132
0.0255608	9.01099	0.00246703	0.559497	0.323758	95.1883	0.459532	160.596	0.646143	188.018	0.164707	45.8284	0.484957	139.343
0.0339468	9.00848	0.00357113	0.668618	0.324384	74.8647	0.459849	121.233	0.646541	148.008	0.166619	36.8164	0.485463	110.032
0.0423246	9.00521	0.00484962	0.773125	0.325157	61.7625	0.460256	97.4128	0.647032	122.082	0.168934	30.9552	0.486087	90.9646
0.0506922	9.00121	0.00628678	0.872624	0.326074	52.6238	0.460755	81.4558	0.647618	103.924	0.17163	26.8631	0.486829	77.5775
0.0590473	8.99645	0.00786671	0.966884	0.327135	45.8942	0.461346	70.0262	0.648298	90.5017	0.174687	23.8619	0.487688	67.6678
0.0673878	8.99092	0.00957388	1.05581	0.328334	40.7377	0.462032	61.4413	0.649071	80.181	0.178082	21.5793	0.488663	60.0413
0.0757112	8.98458	0.0113933	1.13938	0.32967	36.665	0.462814	54.7606	0.649937	72.0011	0.181792	19.7941	0.489753	53.9942
0.0840151	8.97742	0.0133108	1.21769	0.331139	33.3705	0.463694	49.4171	0.650896	65.3611	0.185796	18.3668	0.490957	49.0851
0.0922968	8.96941	0.0153137	1.29089	0.332737	30.6534	0.464675	45.0486	0.651946	59.8656	0.19007	17.2048	0.492275	45.023
0.100554	8.96051	0.01739	1.35917	0.33446	28.3765	0.465759	41.413	0.653088	55.2441	0.194596	16.2444	0.493705	41.6082
0.108783	8.95068	0.0195294	1.42277	0.336304	26.4427	0.466948	38.3424	0.65432	51.3049	0.199352	15.4406	0.495244	38.6993
0.116981	8.93989	0.0217224	1.48195	0.338265	24.7815	0.468246	35.7165	0.655642	47.9087	0.204322	14.7603	0.496893	36.1931
0.125145	8.92809	0.0239611	1.53698	0.340339	23.3403	0.469655	33.447	0.657053	44.9515	0.209486	14.1791	0.49865	34.0128
