Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Asym3	
345  Points		344  Points		206  Points		142  Points		293  Points		293  Points		145  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.573262	3.92221	0.549073	4.71447	0.979034	2.91747			0.767796	3.00071	0.767337	2.99792		
0.57585	3.93227	0.552178	4.71201	0.98095	2.89927			0.769777	3.01284	0.769316	3.01		
0.578443	3.94217	0.555281	4.70953	0.982854	2.8821			0.771766	3.02508	0.771303	3.0222		
0.581044	3.95188	0.558383	4.70705	0.984747	2.86594			0.773763	3.03735	0.773299	3.03452		
0.583651	3.9614	0.561483	4.70457	0.98663	2.85077			0.775768	3.04981	0.775302	3.04694		
0.586263	3.97082	0.564582	4.70214	0.988503	2.83656			0.777781	3.06231	0.777313	3.05937		
0.588883	3.98004	0.567679	4.69973	0.990368	2.82329			0.779803	3.07482	0.779333	3.0719		
0.591508	3.9891	0.570774	4.69728	0.992223	2.81085			0.781833	3.08745	0.781361	3.08454		
0.594139	3.99803	0.573868	4.69487	0.994071	2.79925			0.783871	3.10013	0.783397	3.09718		
0.596775	4.00675	0.57696	4.69247	0.995912	2.78848			0.785917	3.1129	0.785442	3.10992		
0.599418	4.01535	0.580051	4.69008	0.997745	2.77848			0.787972	3.1257	0.787495	3.12271		
0.602066	4.02379	0.58314	4.68774	0.999573	2.76929			0.790036	3.13847	0.789556	3.13553		
0.60472	4.03206	0.586228	4.68538	1.00139	2.76491			0.792108	3.15128	0.791626	3.14831		
0.607379	4.04023	0.589314	4.68301					0.794188	3.16416	0.793705	3.16117		
0.610043	4.04825	0.592398	4.68064					0.796277	3.17707	0.795791	3.17407		
0.612713	4.05609	0.595481	4.67831					0.798374	3.19	0.797887	3.187		
0.615388	4.06385	0.598562	4.67606					0.80048	3.20289	0.799991	3.19994		
0.618067	4.0714	0.601642	4.67379					0.802594	3.21581	0.802103	3.21283		
0.620752	4.07885	0.604721	4.67147					0.804717	3.22879	0.804224	3.22575		
0.623442	4.08621	0.607797	4.66917					0.806849	3.2417	0.806353	3.23868		
0.626136	4.09335	0.610873	4.66698					0.808989	3.25458	0.808491	3.25162		
0.628835	4.10045	0.613947	4.6647					0.811137	3.26755	0.810638	3.26451		
0.631539	4.10741	0.617019	4.66247					0.813294	3.28045	0.812793	3.27743		
0.634247	4.11421	0.62009	4.66027					0.815459	3.29328	0.814956	3.29032		
0.63696	4.12087	0.623159	4.65803					0.817633	3.30616	0.817128	3.30318		
0.639677	4.12741	0.626227	4.65592					0.819816	3.31902	0.819308	3.31603		
0.642398	4.13389	0.629294	4.65373					0.822006	3.33183	0.821497	3.32883		
0.645124	4.14024	0.632359	4.65149					0.824206	3.3446	0.823695	3.34165		
0.647854	4.14647	0.635423	4.64939					0.826413	3.35735	0.8259	3.35443		
0.650587	4.15259	0.638485	4.64731					0.828629	3.37005	0.828114	3.36714		
0.653325	4.1586	0.641546	4.64512					0.830854	3.38272	0.830337	3.37981		
0.656067	4.16451	0.644606	4.643					0.833087	3.39537	0.832568	3.39241		
0.658812	4.17026	0.647664	4.64095					0.835328	3.40796	0.834807	3.40503		
0.661562	4.17593	0.650721	4.63889					0.837577	3.42052	0.837054	3.41761		
0.664315	4.18156	0.653776	4.63682					0.839835	3.43302	0.83931	3.43011		
0.667071	4.18707	0.65683	4.63481					0.8421	3.44543	0.841574	3.44258		
0.669832	4.19242	0.659883	4.63276					0.844374	3.4578	0.843846	3.45492		
0.672595	4.19768	0.662935	4.6307					0.846656	3.4702	0.846126	3.46731		
0.675362	4.2029	0.665985	4.62869					0.848947	3.48251	0.848414	3.47967		
0.678133	4.20799	0.669033	4.6267					0.851245	3.49467	0.850711	3.49185		
0.680907	4.21298	0.672081	4.62477					0.853551	3.50687	0.853015	3.50401		
0.683684	4.2179	0.675127	4.62283					0.855866	3.51897	0.855328	3.51619		
0.686465	4.22275	0.678172	4.62087					0.858188	3.53098	0.857648	3.52824		
0.689248	4.22745	0.681216	4.6189					0.860518	3.54299	0.859977	3.54022		
0.692035	4.23213	0.684258	4.61699					0.862856	3.55495	0.862313	3.55217		
0.694824	4.2367	0.687299	4.6151					0.865202	3.56678	0.864657	3.56399		
0.697617	4.24115	0.690339	4.61323					0.867556	3.57855	0.867009	3.57581		
0.700413	4.24561	0.693378	4.61135					0.869917	3.59029	0.869369	3.58757		
0.703211	4.24991	0.696415	4.60949					0.872287	3.60191	0.871736	3.5992		
0.706012	4.25413	0.699451	4.60767					0.874663	3.61346	0.874111	3.61082		
0.708816	4.25832	0.702486	4.60583					0.877048	3.62499	0.876494	3.62232		
0.711623	4.26243	0.70552	4.60403					0.87944	3.63645	0.878884	3.63377		
0.714433	4.2664	0.708552	4.60225					0.881839	3.64778	0.881282	3.64519		
0.717245	4.27035	0.711584	4.60048					0.884246	3.65908	0.883687	3.65644		
0.720059	4.27424	0.714614	4.59872					0.88666	3.67028	0.886099	3.66766		
0.722877	4.27806	0.717643	4.59695					0.889082	3.68142	0.888519	3.67887		
0.725696	4.28177	0.720671	4.59519					0.891511	3.69253	0.890947	3.68996		
0.728518	4.28539	0.723698	4.59348					0.893947	3.70347	0.893381	3.70094		
0.731343	4.28902	0.726724	4.5918					0.896391	3.71438	0.895823	3.71187		
0.73417	4.29259	0.729748	4.59008					0.898841	3.72522	0.898272	3.72267		
0.736999	4.29603	0.732771	4.58844					0.901299	3.73597	0.900728	3.73346		
0.73983	4.29941	0.735794	4.58679					0.903764	3.74663	0.903191	3.74418		
0.742664	4.30281	0.738815	4.58514					0.906236	3.75725	0.905662	3.75478		
0.745499	4.30606	0.741835	4.58353					0.908715	3.76778	0.908139	3.76536		
0.748337	4.30924	0.744854	4.5819					0.9112	3.77818	0.910623	3.77583		
0.751177	4.31244	0.747873	4.58026					0.913693	3.78856	0.913114	3.78614		
0.75402	4.31554	0.750889	4.57871					0.916192	3.79887	0.915612	3.79647		
0.756864	4.31854	0.753906	4.57716					0.918698	3.80905	0.918116	3.80671		
0.75971	4.32154	0.75692	4.57561					0.921211	3.81917	0.920627	3.81681		
0.762558	4.32454	0.759934	4.57411					0.92373	3.8292	0.923145	3.82688		
0.765408	4.32739	0.762947	4.57258					0.926256	3.83918	0.92567	3.83688		
0.76826	4.33016	0.765959	4.57104					0.928789	3.8491	0.928201	3.84681		
0.771113	4.33295	0.76897	4.56955					0.931328	3.85887	0.930738	3.85664		
0.773969	4.33568	0.77198	4.56813					0.933874	3.86857	0.933282	3.86637		
0.776826	4.3384	0.774989	4.56664					0.936425	3.87824	0.935833	3.876		
0.779685	4.341	0.777997	4.56517					0.938984	3.88784	0.938389	3.88558		
0.782546	4.34354	0.781004	4.56376					0.941548	3.8973	0.940952	3.89508		
0.785408	4.34611	0.784011	4.56239					0.944119	3.90669	0.943522	3.90454		
0.788272	4.34858	0.787016	4.56097					0.946696	3.91605	0.946097	3.91389		
0.791138	4.35101	0.79002	4.55959					0.949279	3.92528	0.948679	3.92311		
0.794005	4.35337	0.793024	4.55823					0.951868	3.93441	0.951266	3.93234		
0.796874	4.35573	0.796026	4.55687					0.954463	3.94353	0.95386	3.9414		
0.799744	4.35806	0.799028	4.55552					0.957064	3.95254	0.956459	3.95044		
0.802616	4.36025	0.802029	4.55417					0.959671	3.96145	0.959065	3.95942		
0.80549	4.36249	0.805029	4.55293					0.962283	3.97036	0.961676	3.96825		
0.808364	4.3647	0.808028	4.55164					0.964902	3.97911	0.964294	3.97707		
0.811241	4.36684	0.811026	4.55037					0.967526	3.98778	0.966917	3.98578		
0.814118	4.36889	0.814023	4.54911					0.970156	3.99642	0.969545	3.99443		
0.816997	4.37095	0.81702	4.54781					0.972792	4.00493	0.97218	4.00301		
0.819877	4.37302	0.820016	4.54659					0.975433	4.01344	0.97482	4.01144		
0.822759	4.37499	0.82301	4.54541					0.97808	4.02183	0.977465	4.01985		
0.825642	4.3769	0.826005	4.5442					0.980732	4.03012	0.980116	4.0282		
0.828526	4.37879	0.828998	4.54297					0.98339	4.03836	0.982773	4.03646		
0.831412	4.38067	0.831991	4.54179					0.986053	4.04651	0.985435	4.04463		
0.834298	4.38249	0.834982	4.54068					0.988722	4.05458	0.988102	4.05271		
0.837186	4.38428	0.837973	4.53955					0.991396	4.0626	0.990775	4.06078		
0.840075	4.38611	0.840964	4.53837					0.994075	4.07055	0.993453	4.06871		
0.842965	4.38785	0.843953	4.53726					0.996759	4.07841	0.996136	4.07655		
0.845856	4.3895	0.846942	4.53619					0.999449	4.08622	0.998824	4.08441		
0.848749	4.39115	0.84993	4.53508					1.00214	4.0901	1.00152	4.08831		
0.851642	4.3928	0.852918	4.53401										
0.854537	4.39441	0.855904	4.53296										
0.857432	4.39599	0.85889	4.53191										
0.860329	4.39755	0.861876	4.53087										
0.863227	4.39906	0.86486	4.52983										
0.866125	4.40054	0.867844	4.52885										
0.869025	4.40201	0.870827	4.52789										
0.871926	4.40341	0.87381	4.52689										
0.874827	4.40484	0.876792	4.52588										
0.877729	4.40623	0.879774	4.52495										
0.880633	4.40754	0.882754	4.52403										
0.883537	4.40887	0.885734	4.5231										
0.886442	4.41021	0.888714	4.52216										
0.889348	4.41145	0.891693	4.52123										
0.892254	4.41269	0.894671	4.52041										
0.895162	4.41393	0.897649	4.51952										
0.89807	4.41512	0.900626	4.51867										
0.90098	4.41634	0.903603	4.51783										
0.903889	4.41747	0.906579	4.51694										
0.9068	4.4186	0.909555	4.51614										
0.909711	4.41974	0.91253	4.51532										
0.912624	4.42082	0.915504	4.5145										
0.915536	4.42188	0.918478	4.51372										
0.91845	4.42293	0.921451	4.51297										
0.921364	4.42397	0.924424	4.51218										
0.924279	4.42501	0.927397	4.51143										
0.927195	4.42595	0.930369	4.51068										
0.930111	4.42693	0.93334	4.50995										
0.933028	4.42789	0.936311	4.50927										
0.935945	4.42878	0.939282	4.50852										
0.938863	4.42975	0.942251	4.50783										
0.941782	4.43064	0.945221	4.50713										
0.944701	4.43151	0.94819	4.50646										
0.947621	4.43235	0.951159	4.50582										
0.950541	4.43319	0.954127	4.50514										
0.953462	4.43407	0.957095	4.50449										
0.956383	4.43488	0.960062	4.50385										
0.959305	4.43564	0.963029	4.50322										
0.962228	4.43644	0.965996	4.50259										
0.965151	4.4372	0.968962	4.50202										
0.968074	4.43794	0.971928	4.50143										
0.970998	4.43868	0.974893	4.50087										
0.973923	4.43941	0.977858	4.50028										
0.976848	4.44008	0.980823	4.49967										
0.979773	4.44078	0.983787	4.49911										
0.982699	4.44144	0.986751	4.49857										
0.985625	4.44214	0.989714	4.49809										
0.988552	4.44279	0.992678	4.49755										
0.991479	4.44343	0.99564	4.49701										
0.994407	4.44406	0.998603	4.49649										
0.997335	4.44464	1.00157	4.49617										
1.00026	4.44497												
