Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Asym3	
345  Points		344  Points		206  Points		142  Points		293  Points		293  Points		145  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.562981	4.63737	0.536636	4.37506	0.971239	7.99987			0.759951	6.26915	0.7595	6.27334		
0.565541	4.63331	0.539747	4.37692	0.973209	7.97284			0.761901	6.25126	0.761448	6.25539		
0.568108	4.62936	0.542857	4.37875	0.975164	7.94597			0.763858	6.23362	0.763403	6.23769		
0.570682	4.6255	0.545966	4.38055	0.977106	7.91927			0.765823	6.21624	0.765366	6.22025		
0.573262	4.62174	0.549073	4.38231	0.979034	7.89276			0.767796	6.1991	0.767337	6.20305		
0.57585	4.61807	0.552178	4.38404	0.98095	7.86642			0.769777	6.18221	0.769316	6.18611		
0.578443	4.61449	0.555281	4.38574	0.982854	7.84027			0.771766	6.16556	0.771303	6.1694		
0.581044	4.611	0.558383	4.38741	0.984747	7.81431			0.773763	6.14915	0.773299	6.15294		
0.583651	4.6076	0.561483	4.38905	0.98663	7.78853			0.775768	6.13298	0.775302	6.13671		
0.586263	4.60428	0.564582	4.39066	0.988503	7.76295			0.777781	6.11703	0.777313	6.12071		
0.588883	4.60104	0.567679	4.39224	0.990368	7.73756			0.779803	6.10132	0.779333	6.10494		
0.591508	4.59789	0.570774	4.39379	0.992223	7.71236			0.781833	6.08583	0.781361	6.0894		
0.594139	4.59481	0.573868	4.39532	0.994071	7.68736			0.783871	6.07057	0.783397	6.07409		
0.596775	4.5918	0.57696	4.39682	0.995912	7.66255			0.785917	6.05552	0.785442	6.05899		
0.599418	4.58887	0.580051	4.39829	0.997745	7.63794			0.787972	6.04069	0.787495	6.04411		
0.602066	4.58602	0.58314	4.39973	0.999573	7.61353			0.790036	6.02607	0.789556	6.02945		
0.60472	4.58323	0.586228	4.40115	1.00139	7.58932			0.792108	6.01167	0.791626	6.01499		
0.607379	4.58051	0.589314	4.40254					0.794188	5.99747	0.793705	6.00075		
0.610043	4.57786	0.592398	4.40391					0.796277	5.98347	0.795791	5.9867		
0.612713	4.57528	0.595481	4.40525					0.798374	5.96968	0.797887	5.97286		
0.615388	4.57275	0.598562	4.40657					0.80048	5.95609	0.799991	5.95922		
0.618067	4.57029	0.601642	4.40787					0.802594	5.94269	0.802103	5.94578		
0.620752	4.56789	0.604721	4.40914					0.804717	5.92948	0.804224	5.93253		
0.623442	4.56555	0.607797	4.41039					0.806849	5.91647	0.806353	5.91947		
0.626136	4.56327	0.610873	4.41161					0.808989	5.90364	0.808491	5.9066		
0.628835	4.56104	0.613947	4.41282					0.811137	5.89099	0.810638	5.89391		
0.631539	4.55887	0.617019	4.414					0.813294	5.87853	0.812793	5.88141		
0.634247	4.55674	0.62009	4.41516					0.815459	5.86625	0.814956	5.86908		
0.63696	4.55468	0.623159	4.4163					0.817633	5.85414	0.817128	5.85694		
0.639677	4.55266	0.626227	4.41742					0.819816	5.84221	0.819308	5.84497		
0.642398	4.55069	0.629294	4.41852					0.822006	5.83045	0.821497	5.83317		
0.645124	4.54877	0.632359	4.41959					0.824206	5.81886	0.823695	5.82153		
0.647854	4.54689	0.635423	4.42065					0.826413	5.80743	0.8259	5.81007		
0.650587	4.54506	0.638485	4.42169					0.828629	5.79617	0.828114	5.79877		
0.653325	4.54328	0.641546	4.42271					0.830854	5.78507	0.830337	5.78763		
0.656067	4.54154	0.644606	4.42371					0.833087	5.77413	0.832568	5.77666		
0.658812	4.53984	0.647664	4.42469					0.835328	5.76335	0.834807	5.76584		
0.661562	4.53818	0.650721	4.42566					0.837577	5.75272	0.837054	5.75517		
0.664315	4.53657	0.653776	4.42661					0.839835	5.74224	0.83931	5.74466		
0.667071	4.53499	0.65683	4.42753					0.8421	5.73191	0.841574	5.7343		
0.669832	4.53345	0.659883	4.42845					0.844374	5.72173	0.843846	5.72408		
0.672595	4.53195	0.662935	4.42934					0.846656	5.7117	0.846126	5.71402		
0.675362	4.53048	0.665985	4.43022					0.848947	5.70181	0.848414	5.70409		
0.678133	4.52905	0.669033	4.43108					0.851245	5.69206	0.850711	5.69431		
0.680907	4.52766	0.672081	4.43193					0.853551	5.68245	0.853015	5.68467		
0.683684	4.52629	0.675127	4.43276					0.855866	5.67298	0.855328	5.67516		
0.686465	4.52497	0.678172	4.43357					0.858188	5.66364	0.857648	5.66579		
0.689248	4.52367	0.681216	4.43437					0.860518	5.65443	0.859977	5.65655		
0.692035	4.5224	0.684258	4.43515					0.862856	5.64535	0.862313	5.64745		
0.694824	4.52117	0.687299	4.43592					0.865202	5.63641	0.864657	5.63847		
0.697617	4.51996	0.690339	4.43668					0.867556	5.62759	0.867009	5.62962		
0.700413	4.51879	0.693378	4.43742					0.869917	5.61889	0.869369	5.6209		
0.703211	4.51764	0.696415	4.43814					0.872287	5.61032	0.871736	5.6123		
0.706012	4.51652	0.699451	4.43886					0.874663	5.60187	0.874111	5.60382		
0.708816	4.51543	0.702486	4.43956					0.877048	5.59354	0.876494	5.59547		
0.711623	4.51436	0.70552	4.44024					0.87944	5.58533	0.878884	5.58723		
0.714433	4.51332	0.708552	4.44091					0.881839	5.57723	0.881282	5.5791		
0.717245	4.51231	0.711584	4.44157					0.884246	5.56925	0.883687	5.57109		
0.720059	4.51132	0.714614	4.44222					0.88666	5.56138	0.886099	5.5632		
0.722877	4.51035	0.717643	4.44286					0.889082	5.55362	0.888519	5.55541		
0.725696	4.50941	0.720671	4.44348					0.891511	5.54597	0.890947	5.54774		
0.728518	4.50849	0.723698	4.44409					0.893947	5.53843	0.893381	5.54017		
0.731343	4.50759	0.726724	4.44469					0.896391	5.53099	0.895823	5.53271		
0.73417	4.50671	0.729748	4.44527					0.898841	5.52366	0.898272	5.52535		
0.736999	4.50586	0.732771	4.44585					0.901299	5.51643	0.900728	5.5181		
0.73983	4.50502	0.735794	4.44641					0.903764	5.5093	0.903191	5.51095		
0.742664	4.50421	0.738815	4.44697					0.906236	5.50227	0.905662	5.50389		
0.745499	4.50341	0.741835	4.44751					0.908715	5.49534	0.908139	5.49694		
0.748337	4.50264	0.744854	4.44804					0.9112	5.48851	0.910623	5.49008		
0.751177	4.50188	0.747873	4.44856					0.913693	5.48177	0.913114	5.48332		
0.75402	4.50114	0.750889	4.44907					0.916192	5.47512	0.915612	5.47665		
0.756864	4.50042	0.753906	4.44957					0.918698	5.46857	0.918116	5.47008		
0.75971	4.49972	0.75692	4.45007					0.921211	5.4621	0.920627	5.4636		
0.762558	4.49903	0.759934	4.45055					0.92373	5.45573	0.923145	5.4572		
0.765408	4.49836	0.762947	4.45102					0.926256	5.44945	0.92567	5.4509		
0.76826	4.49771	0.765959	4.45148					0.928789	5.44325	0.928201	5.44468		
0.771113	4.49707	0.76897	4.45194					0.931328	5.43714	0.930738	5.43855		
0.773969	4.49644	0.77198	4.45238					0.933874	5.43111	0.933282	5.4325		
0.776826	4.49584	0.774989	4.45281					0.936425	5.42516	0.935833	5.42653		
0.779685	4.49524	0.777997	4.45324					0.938984	5.4193	0.938389	5.42065		
0.782546	4.49466	0.781004	4.45366					0.941548	5.41352	0.940952	5.41485		
0.785408	4.4941	0.784011	4.45407					0.944119	5.40781	0.943522	5.40913		
0.788272	4.49355	0.787016	4.45447					0.946696	5.40219	0.946097	5.40348		
0.791138	4.49301	0.79002	4.45486					0.949279	5.39664	0.948679	5.39792		
0.794005	4.49249	0.793024	4.45525					0.951868	5.39116	0.951266	5.39243		
0.796874	4.49197	0.796026	4.45562					0.954463	5.38577	0.95386	5.38701		
0.799744	4.49147	0.799028	4.45599					0.957064	5.38044	0.956459	5.38167		
0.802616	4.49099	0.802029	4.45636					0.959671	5.37519	0.959065	5.3764		
0.80549	4.49051	0.805029	4.45671					0.962283	5.37001	0.961676	5.3712		
0.808364	4.49005	0.808028	4.45706					0.964902	5.3649	0.964294	5.36608		
0.811241	4.48959	0.811026	4.4574					0.967526	5.35985	0.966917	5.36102		
0.814118	4.48915	0.814023	4.45773					0.970156	5.35488	0.969545	5.35603		
0.816997	4.48872	0.81702	4.45806					0.972792	5.34997	0.97218	5.35111		
0.819877	4.4883	0.820016	4.45838					0.975433	5.34513	0.97482	5.34625		
0.822759	4.48789	0.82301	4.45869					0.97808	5.34036	0.977465	5.34146		
0.825642	4.48749	0.826005	4.459					0.980732	5.33565	0.980116	5.33674		
0.828526	4.4871	0.828998	4.4593					0.98339	5.331	0.982773	5.33207		
0.831412	4.48671	0.831991	4.45959					0.986053	5.32642	0.985435	5.32747		
0.834298	4.48634	0.834982	4.45988					0.988722	5.32189	0.988102	5.32294		
0.837186	4.48598	0.837973	4.46016					0.991396	5.31743	0.990775	5.31846		
0.840075	4.48562	0.840964	4.46043					0.994075	5.31302	0.993453	5.31404		
0.842965	4.48528	0.843953	4.4607					0.996759	5.30868	0.996136	5.30968		
0.845856	4.48494	0.846942	4.46097					0.999449	5.30439	0.998824	5.30538		
0.848749	4.48461	0.84993	4.46122					1.00214	5.30016	1.00152	5.30113		
0.851642	4.48429	0.852918	4.46148										
0.854537	4.48398	0.855904	4.46172										
0.857432	4.48367	0.85889	4.46197										
0.860329	4.48337	0.861876	4.4622										
0.863227	4.48308	0.86486	4.46243										
0.866125	4.4828	0.867844	4.46266										
0.869025	4.48252	0.870827	4.46288										
0.871926	4.48225	0.87381	4.4631										
0.874827	4.48199	0.876792	4.46331										
0.877729	4.48173	0.879774	4.46352										
0.880633	4.48148	0.882754	4.46372										
0.883537	4.48123	0.885734	4.46392										
0.886442	4.48099	0.888714	4.46412										
0.889348	4.48076	0.891693	4.46431										
0.892254	4.48053	0.894671	4.46449										
0.895162	4.48031	0.897649	4.46467										
0.89807	4.4801	0.900626	4.46485										
0.90098	4.47989	0.903603	4.46503										
0.903889	4.47968	0.906579	4.46519										
0.9068	4.47948	0.909555	4.46536										
0.909711	4.47928	0.91253	4.46552										
0.912624	4.47909	0.915504	4.46568										
0.915536	4.47891	0.918478	4.46584										
0.91845	4.47873	0.921451	4.46599										
0.921364	4.47855	0.924424	4.46614										
0.924279	4.47838	0.927397	4.46628										
0.927195	4.47821	0.930369	4.46642										
0.930111	4.47804	0.93334	4.46656										
0.933028	4.47788	0.936311	4.4667										
0.935945	4.47773	0.939282	4.46683										
0.938863	4.47758	0.942251	4.46696										
0.941782	4.47743	0.945221	4.46708										
0.944701	4.47728	0.94819	4.46721										
0.947621	4.47714	0.951159	4.46733										
0.950541	4.477	0.954127	4.46745										
0.953462	4.47687	0.957095	4.46756										
0.956383	4.47674	0.960062	4.46767										
0.959305	4.47661	0.963029	4.46778										
0.962228	4.47649	0.965996	4.46789										
0.965151	4.47637	0.968962	4.46799										
0.968074	4.47625	0.971928	4.4681										
0.970998	4.47613	0.974893	4.4682										
0.973923	4.47602	0.977858	4.46829										
0.976848	4.47591	0.980823	4.46839										
0.979773	4.4758	0.983787	4.46848										
0.982699	4.4757	0.986751	4.46857										
0.985625	4.4756	0.989714	4.46866										
0.988552	4.4755	0.992678	4.46875										
0.991479	4.4754	0.99564	4.46883										
0.994407	4.47531	0.998603	4.46891										
0.997335	4.47522	1.00157	4.46899										
1.00026	4.47513												
