Sym0		Asym0		Sym1		Sym2		Asym1		Asym3	
356  Points		361  Points		186  Points		132  Points		290  Points		141  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00312886	9.0142	0.000466488	0.246707	0.459113	3425.9	0.500079	891.808	0.250031	594.087	0.75	1653.55
0.00976802	9.01381	0.000898548	0.341988	0.458994	527.226	0.500423	385.737	0.250236	216.199	0.750003	630.181
0.0164057	9.01292	0.00146834	0.436487	0.458705	285.415	0.501029	246.341	0.250632	132.329	0.750009	389.269
0.023041	9.01161	0.00217329	0.529998	0.45826	195.527	0.501882	181.155	0.251217	95.499	0.750016	281.614
0.0296728	9.00984	0.00301046	0.622363	0.457673	148.581	0.502965	143.416	0.25199	74.8378	0.750027	220.606
0.0363003	9.00762	0.0039761	0.713368	0.456966	119.723	0.504256	118.828	0.252946	61.6384	0.750041	181.326
0.0429223	9.00495	0.00506634	0.802871	0.456159	100.179	0.505735	101.55	0.254084	52.4936	0.750057	153.921
0.0495378	9.00181	0.0062769	0.89074	0.455272	86.0628	0.507382	88.7538	0.255399	45.7962	0.750077	133.714
0.0561457	8.99819	0.00760312	0.976837	0.454326	75.3871	0.509179	78.9021	0.256886	40.6889	0.750101	118.198
0.0627449	8.9941	0.00904014	1.06105	0.453336	67.0305	0.511111	71.0876	0.258542	36.6727	0.750129	105.91
0.0693343	8.98951	0.0105832	1.14332	0.452319	60.3116	0.513164	64.7407	0.260361	33.4372	0.75016	95.9375
0.0759126	8.98442	0.0122269	1.22354	0.451288	54.7927	0.515325	59.4857	0.262338	30.7795	0.750197	87.6825
0.0824788	8.97881	0.0139665	1.30167	0.450254	50.1796	0.517586	55.0648	0.264467	28.561	0.750239	80.7368
0.0890315	8.97268	0.0157967	1.37767	0.449227	46.2672	0.519937	51.2953	0.266742	26.6841	0.750287	74.8119
0.0955692	8.966	0.0177125	1.45151	0.448216	42.9079	0.522372	48.0442	0.269158	25.078	0.75034	69.6983
0.102091	8.95876	0.0197091	1.52318	0.447227	39.9933	0.524883	45.2124	0.27171	23.6899	0.7504	65.2402
0.108595	8.95093	0.0217814	1.59268	0.446268	37.4413	0.527467	42.7242	0.27439	22.48	0.750468	61.3193
0.115079	8.9425	0.0239249	1.66001	0.445344	35.1892	0.530118	40.5213	0.277195	21.4173	0.750543	57.8442
0.121543	8.93345	0.0261351	1.72519	0.444461	33.1879	0.532832	38.5579	0.280117	20.4777	0.750626	54.743
0.127984	8.92375	0.0284075	1.78825	0.443622	31.3984	0.535606	36.7973	0.283153	19.642	0.750719	51.9586
0.1344	8.91338	0.0307381	1.84922	0.442833	29.7895	0.538437	35.2101	0.286295	18.8945	0.750821	49.445
0.140791	8.90231	0.0331229	1.90813	0.442097	28.336	0.541323	33.7721	0.289539	18.2228	0.750933	47.1646
0.147152	8.8905	0.0355581	1.96504	0.441418	27.017	0.54426	32.4635	0.29288	17.6164	0.751056	45.0865
0.153483	8.87792	0.0380401	2.01998	0.4408	25.8154	0.547248	31.268	0.296313	17.0668	0.75119	43.1851
0.159781	8.86455	0.0405657	2.07301	0.440246	24.7167	0.550284	30.1717	0.299834	16.5667	0.751337	41.4388
0.166044	8.85033	0.0431315	2.12417	0.439759	23.7089	0.553366	29.1629	0.303437	16.1102	0.751496	39.8296
0.172269	8.83524	0.0457348	2.17353	0.439344	22.7818	0.556494	28.2319	0.307118	15.692	0.75167	38.3419
0.178453	8.81923	0.0483725	2.22114	0.439002	21.9267	0.559665	27.37	0.310873	15.3077	0.751857	36.9628
0.184592	8.80225	0.0510422	2.26705	0.438739	21.1359	0.562879	26.5701	0.314699	14.9537	0.75206	35.6807
0.190685	8.78425	0.0537413	2.31132	0.438557	20.4032	0.566133	25.8258	0.31859	14.6267	0.752279	34.4859
0.196728	8.76519	0.0564676	2.354	0.438461	19.7229	0.569428	25.1316	0.322544	14.3238	0.752514	33.3699
0.202716	8.74501	0.0592189	2.39515	0.438453	19.09	0.572762	24.4829	0.326556	14.0427	0.752766	32.3253
0.208646	8.72365	0.0619932	2.43482	0.438539	18.5004	0.576134	23.8753	0.330624	13.7811	0.753037	31.3455
0.214515	8.70106	0.0647888	2.47308	0.438721	17.9504	0.579543	23.3052	0.334744	13.5372	0.753326	30.4247
0.220317	8.67717	0.0676038	2.50996	0.439005	17.4365	0.582989	22.7693	0.338912	13.3094	0.753635	29.5579
0.226049	8.65193	0.0704366	2.54552	0.439395	16.9559	0.58647	22.2648	0.343127	13.096	0.753965	28.7405
