Sym0		Asym0		Sym1		Sym2		Asym1		Asym3	
356  Points		364  Points		181  Points		128  Points		287  Points		139  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00230573	9.01439	0.00033863	0.21026	0.459115	15307.3	0.478894	740.499	0.239359	1974.71	0.718072	1934.31
0.00916267	9.01386	0.00073225	0.308803	0.458907	580.367	0.479545	340.721	0.239499	271.56	0.718088	634.379
0.0160182	9.01299	0.00127341	0.406583	0.458342	295.429	0.480609	221.666	0.239851	146.013	0.718121	379.42
0.0228712	9.01164	0.00195918	0.503295	0.45749	197.862	0.482005	164.569	0.240412	100.031	0.71817	270.659
0.0297206	9.00983	0.00278609	0.598718	0.45643	148.534	0.483663	131.087	0.241182	76.224	0.718235	210.371
0.0365653	9.00753	0.00375008	0.692642	0.455232	118.747	0.485523	109.098	0.242156	61.6982	0.718316	172.058
0.0434041	9.00474	0.00484667	0.784901	0.453952	98.8065	0.487546	93.5596	0.24333	51.9319	0.718414	145.558
0.0502359	9.00145	0.00607079	0.875307	0.452626	84.5229	0.489701	82.0022	0.244702	44.93	0.718529	126.139
0.0570594	8.99765	0.00741714	0.963724	0.451285	73.79	0.491967	73.0731	0.246264	39.6752	0.71866	111.299
0.0638736	8.99334	0.00888011	1.05002	0.449947	65.4324	0.494329	65.9699	0.248013	35.5944	0.718808	99.5888
0.070677	8.98851	0.010454	1.13411	0.448628	58.7421	0.496776	60.1863	0.249941	32.3403	0.718973	90.114
0.0774685	8.98314	0.0121329	1.2159	0.447338	53.2673	0.4993	55.3873	0.252043	29.6898	0.719155	82.2906
0.0842466	8.97721	0.0139111	1.29535	0.446085	48.7061	0.501895	51.3425	0.254312	27.4934	0.719355	75.722
0.0910099	8.97072	0.0157826	1.3724	0.444875	44.8489	0.504556	47.8881	0.256741	25.6468	0.719571	70.1291
0.0977569	8.96363	0.0177418	1.44705	0.443715	41.5457	0.507279	44.9043	0.259325	24.0754	0.719806	65.3099
0.104486	8.95594	0.019783	1.51927	0.442608	38.6865	0.510061	42.302	0.262055	22.724	0.720058	61.1145
0.111196	8.94763	0.0219008	1.58907	0.441557	36.1885	0.5129	40.013	0.264926	21.5512	0.720327	57.4294
0.117884	8.93866	0.02409	1.65649	0.440567	33.9882	0.515793	37.9844	0.26793	20.5255	0.720616	54.1671
0.124549	8.92901	0.0263456	1.72153	0.439639	32.0366	0.518738	36.1748	0.271062	19.6219	0.720922	51.259
0.13119	8.91866	0.0286628	1.78425	0.438778	30.2944	0.521735	34.5508	0.274315	18.8209	0.721247	48.6507
0.137803	8.90758	0.031037	1.84469	0.437985	28.7307	0.524782	33.0858	0.277683	18.1069	0.721591	46.2982
0.144387	8.89573	0.033464	1.9029	0.437263	27.32	0.527877	31.7578	0.281159	17.4672	0.721955	44.1658
0.150939	8.88307	0.0359396	1.95894	0.436615	26.0417	0.531019	30.5487	0.284739	16.8913	0.722337	42.2242
0.157457	8.86958	0.0384603	2.01286	0.436042	24.8788	0.534208	29.4436	0.288417	16.3707	0.72274	40.449
0.163938	8.85521	0.0410221	2.06474	0.435549	23.8169	0.537442	28.4298	0.292187	15.8982	0.723162	38.8199
0.17038	8.83992	0.043622	2.11463	0.435138	22.8441	0.54072	27.4968	0.296044	15.4678	0.723606	37.3197
0.176779	8.82365	0.0462064	2.16025	0.434811	21.9503	0.544043	26.6353	0.299984	15.0745	0.724069	35.9338
0.183132	8.80637	0.0489236	2.20873	0.434572	21.1269	0.547408	25.8378	0.304001	14.7139	0.724554	34.6497
0.189435	8.78801	0.0516197	2.25307	0.434423	20.3665	0.550815	25.0975	0.308092	14.3823	0.725061	33.4568
0.195686	8.76853	0.0543425	2.29569	0.434369	19.6627	0.554264	24.4086	0.312251	14.0766	0.725589	32.3458
0.201879	8.74787	0.0570899	2.33666	0.434412	19.01	0.557754	23.7661	0.316475	13.794	0.72614	31.3086
0.208012	8.72596	0.0598597	2.37604	0.434557	18.4037	0.561284	23.1656	0.32076	13.5321	0.726713	30.3382
0.214079	8.70273	0.0626498	2.4139	0.434807	17.8395	0.564853	22.6032	0.325103	13.2888	0.72731	29.4285
0.220075	8.67813	0.0654584	2.4503	0.435167	17.3139	0.568462	22.0756	0.329499	13.0623	0.72793	28.5741
0.225996	8.65208	0.0682839	2.48529	0.435642	16.8236	0.572108	21.5797	0.333944	12.851	0.728574	27.7701
0.231837	8.62451	0.0711246	2.51894	0.436235	16.3657	0.575792	21.1129	0.338437	12.6534	0.729242	27.0123
0.237592	8.59536	0.0739792	2.5513	0.436952	15.9378	0.579514	20.6727	0.342973	12.4684	0.729936	26.297
0.243256	8.56454	0.0768464	2.58243	0.437797	15.5375	0.583271	20.257	0.347549	12.2948	0.730655	25.6208
0.248822	8.532	0.0793542	2.60859	0.438777	15.1629	0.587065	19.8639	0.352163	12.1315	0.731401	24.9805
0.254285	8.49766	0.0814982	2.63021	0.439897	14.8122	0.590894	19.4918	0.356812	11.9778	0.732173	24.3736
0.259638	8.46146	0.0832752	2.64763	0.441161	14.4838	0.594758	19.139	0.361492	11.8327	0.732972	23.7976
0.264877	8.42334	0.0846827	2.66112	0.442577	14.1762	0.598656	18.8041	0.366201	11.6956	0.733799	23.2502
0.269994	8.38326	0.0857188	2.67088	0.444148	13.8881	0.602588	18.4859	0.370937	11.5659	0.734654	22.7294
0.274983	8.34117	0.0863825	2.67705	0.44588	13.6183	0.606554	18.1832	0.375697	11.4429	0.735538	22.2335
0.279841	8.29705	0.0873374	2.68584	0.447778	13.3657	0.610552	17.895	0.380479	11.3261	0.736452	21.7607
0.28456	8.25089	0.0883761	2.69526	0.449847	13.1294	0.614582	17.6202	0.38528	11.215	0.737397	21.3097
0.289138	8.20269	0.0897903	2.70788	0.452091	12.9083	0.618644	17.3581	0.390097	11.1093	0.738372	20.8788
0.293569	8.15246	0.0915813	2.72351	0.454513	12.7015	0.622738	17.1078	0.394929	11.0084	0.739379	20.4671
0.297852	8.10026	0.0937503	2.74193	0.457116	12.5084	0.626862	16.8686	0.399773	10.912	0.740419	20.0731
0.301983	8.04614	0.096299	2.76291	0.459901	12.328	0.631017	16.6397	0.404628	10.8199	0.741491	19.696
0.305961	7.99019	0.0992287	2.78615	0.46287	12.1596	0.635201	16.4207	0.40949	10.7316	0.742598	19.3347
0.309787	7.93251	0.102163	2.80856	0.466023	12.0025	0.639415	16.2108	0.414358	10.6469	0.74374	18.9883
0.31346	7.87321	0.105102	2.83016	0.469357	11.8561	0.643658	16.0096	0.419229	10.5655	0.744917	18.656
