Sym0		Asym0		Sym1		Asym1		Asym2		Asym3	
342  Points		342  Points		210  Points		292  Points		292  Points		144  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.668167	4.64917	0.662851	4.6094			0.836731	5.83282	0.836194	5.83505		
0.671004	4.64812	0.665933	4.61022			0.839087	5.82314	0.838548	5.82534		
0.673844	4.6471	0.669013	4.61101			0.841453	5.81362	0.840911	5.81578		
0.676689	4.64611	0.672091	4.61179			0.843828	5.80425	0.843284	5.80638		
0.679536	4.64516	0.675166	4.61255			0.846213	5.79503	0.845667	5.79712		
0.682388	4.64424	0.67824	4.61328			0.848608	5.78595	0.84806	5.78802		
0.685242	4.64335	0.681311	4.61399			0.851013	5.77703	0.850462	5.77905		
0.6881	4.64249	0.684381	4.61469			0.853427	5.76824	0.852875	5.77024		
0.690961	4.64166	0.687448	4.61536			0.855851	5.75959	0.855296	5.76156		
0.693825	4.64085	0.690513	4.61602			0.858285	5.75109	0.857727	5.75302		
0.696692	4.64008	0.693577	4.61665			0.860727	5.74272	0.860168	5.74462		
0.699563	4.63933	0.696638	4.61727			0.86318	5.73448	0.862618	5.73635		
0.702436	4.6386	0.699698	4.61787			0.865641	5.72637	0.865078	5.72821		
0.705312	4.63791	0.702756	4.61846			0.868112	5.7184	0.867546	5.72021		
0.708191	4.63723	0.705811	4.61902			0.870592	5.71055	0.870024	5.71233		
0.711073	4.63658	0.708865	4.61957			0.873081	5.70283	0.872512	5.70458		
0.713957	4.63596	0.711917	4.6201			0.87558	5.69523	0.875008	5.69695		
0.716844	4.63535	0.714967	4.62062			0.878087	5.68775	0.877513	5.68945		
0.719734	4.63477	0.718016	4.62112			0.880603	5.68039	0.880027	5.68206		
0.722626	4.63421	0.721062	4.6216			0.883128	5.67315	0.88255	5.6748		
0.725521	4.63366	0.724107	4.62207			0.885662	5.66603	0.885082	5.66765		
0.728418	4.63314	0.72715	4.62252			0.888205	5.65902	0.887623	5.66061		
0.731318	4.63264	0.730192	4.62296			0.890756	5.65212	0.890172	5.65369		
0.734219	4.63216	0.733231	4.62339			0.893316	5.64533	0.89273	5.64688		
0.737123	4.63169	0.736269	4.6238			0.895885	5.63866	0.895297	5.64017		
0.74003	4.63125	0.739305	4.6242			0.898461	5.63208	0.897872	5.63358		
0.742938	4.63081	0.74234	4.62458			0.901047	5.62562	0.900455	5.62709		
0.745849	4.6304	0.745373	4.62495			0.90364	5.61925	0.903047	5.6207		
0.748762	4.63	0.748404	4.62531			0.906242	5.61299	0.905647	5.61442		
0.751677	4.62962	0.751434	4.62565			0.908852	5.60683	0.908255	5.60823		
0.754593	4.62926	0.754463	4.62599			0.91147	5.60077	0.910871	5.60215		
0.757512	4.6289	0.757489	4.62631			0.914096	5.5948	0.913495	5.59616		
0.760433	4.62857	0.760515	4.62662			0.91673	5.58893	0.916128	5.59026		
0.763355	4.62824	0.763538	4.62692			0.919372	5.58315	0.918768	5.58447		
0.766279	4.62793	0.766561	4.6272			0.922022	5.57747	0.921416	5.57876		
0.769205	4.62763	0.769582	4.62748			0.924679	5.57187	0.924071	5.57314		
0.772133	4.62735	0.772601	4.62774			0.927345	5.56637	0.926735	5.56762		
0.775063	4.62708	0.775619	4.628			0.930017	5.56095	0.929406	5.56218		
0.777994	4.62682	0.778636	4.62824			0.932697	5.55562	0.932084	5.55683		
0.780926	4.62657	0.781651	4.62848			0.935385	5.55037	0.93477	5.55156		
0.783861	4.62633	0.784665	4.6287			0.93808	5.54521	0.937463	5.54638		
0.786796	4.6261	0.787678	4.62892			0.940782	5.54013	0.940164	5.54128		
0.789734	4.62589	0.790689	4.62913			0.943492	5.53512	0.942872	5.53626		
0.792672	4.62568	0.793699	4.62932			0.946208	5.5302	0.945587	5.53132		
0.795613	4.62548	0.796708	4.62951			0.948932	5.52536	0.948309	5.52646		
0.798554	4.6253	0.799716	4.6297			0.951663	5.52059	0.951038	5.52167		
0.801497	4.62512	0.802723	4.62987			0.9544	5.5159	0.953774	5.51697		
0.804441	4.62495	0.805728	4.63003			0.957145	5.51128	0.956517	5.51233		
0.807387	4.62479	0.808732	4.63019			0.959896	5.50674	0.959266	5.50777		
0.810334	4.62464	0.811735	4.63034			0.962654	5.50226	0.962023	5.50328		
0.813282	4.62449	0.814737	4.63048			0.965418	5.49786	0.964786	5.49886		
0.816231	4.62436	0.817738	4.63062			0.968189	5.49353	0.967555	5.49451		
0.819181	4.62423	0.820738	4.63074			0.970967	5.48926	0.970331	5.49023		
0.822133	4.62411	0.823737	4.63087			0.973751	5.48507	0.973114	5.48602		
0.825085	4.62399	0.826735	4.63098			0.976541	5.48093	0.975903	5.48187		
0.828039	4.62389	0.829731	4.63109			0.979338	5.47687	0.978698	5.47779		
0.830994	4.62379	0.832727	4.63119			0.98214	5.47286	0.981499	5.47377		
0.83395	4.62369	0.835722	4.63129			0.984949	5.46892	0.984307	5.46982		
0.836906	4.6236	0.838716	4.63138			0.987764	5.46504	0.98712	5.46592		
0.839864	4.62352	0.841709	4.63146			0.990585	5.46122	0.98994	5.46209		
0.842823	4.62344	0.844701	4.63154			0.993412	5.45746	0.992765	5.45832		
0.845782	4.62337	0.847692	4.63161			0.996245	5.45376	0.995597	5.4546		
0.848743	4.62331	0.850683	4.63168			0.999083	5.45012	0.998434	5.45095		
0.851704	4.62325	0.853672	4.63175			1.00193	5.44653	1.00128	5.44735		
0.854666	4.62319	0.856661	4.6318								
0.857629	4.62314	0.859649	4.63186								
0.860593	4.62309	0.862636	4.63191								
0.863557	4.62305	0.865623	4.63195								
0.866523	4.62302	0.868608	4.63199								
0.869489	4.62298	0.871593	4.63203								
0.872455	4.62295	0.874578	4.63206								
0.875423	4.62293	0.877561	4.63209								
0.878391	4.62291	0.880544	4.63212								
0.88136	4.62289	0.883526	4.63214								
0.884329	4.62287	0.886508	4.63216								
0.887299	4.62286	0.889489	4.63217								
0.89027	4.62285	0.892469	4.63219								
0.893241	4.62285	0.895449	4.63219								
0.896212	4.62284	0.898429	4.6322								
0.899185	4.62284	0.901407	4.6322								
0.902157	4.62285	0.904386	4.6322								
0.905131	4.62285	0.907363	4.6322								
0.908104	4.62286	0.910341	4.6322								
0.911078	4.62287	0.913317	4.63219								
0.914053	4.62288	0.916294	4.63218								
0.917028	4.6229	0.919269	4.63217								
0.920004	4.62291	0.922245	4.63215								
0.922979	4.62293	0.92522	4.63214								
0.925956	4.62295	0.928194	4.63212								
0.928932	4.62297	0.931168	4.6321								
0.931909	4.623	0.934142	4.63208								
0.934887	4.62302	0.937116	4.63205								
0.937865	4.62305	0.940089	4.63203								
0.940843	4.62308	0.943061	4.632								
0.943821	4.62311	0.946034	4.63198								
0.9468	4.62314	0.949006	4.63195								
0.949779	4.62317	0.951978	4.63192								
0.952758	4.6232	0.954949	4.63188								
0.955737	4.62324	0.95792	4.63185								
0.958717	4.62327	0.960891	4.63182								
0.961697	4.62331	0.963862	4.63178								
0.964677	4.62335	0.966832	4.63175								
0.967658	4.62339	0.969802	4.63171								
0.970638	4.62342	0.972772	4.63167								
0.973619	4.62346	0.975742	4.63163								
0.9766	4.6235	0.978711	4.63159								
0.979581	4.62354	0.981681	4.63155								
0.982563	4.62359	0.98465	4.63151								
0.985544	4.62363	0.987619	4.63147								
0.988526	4.62367	0.990587	4.63143								
0.991508	4.62371	0.993556	4.63139								
0.99449	4.62376	0.996524	4.63134								
0.997472	4.6238	0.999493	4.6313								
1.00045	4.62384	1.00246	4.63126								
