Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		491  Points		473  Points		206  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00765283	9.53153	0.000267251	0.50558	0.00385348	9.53267	0.279587	0.300862	0.139789	0.525475
0.0165333	9.52942	0.000738297	0.624865	0.012735	9.53106	0.279867	0.409027	0.140279	0.831571
0.0254099	9.52399	0.00143162	0.855208	0.0216136	9.52662	0.280349	0.623657	0.141339	1.4358
0.0342802	9.51614	0.00233188	1.0676	0.0304868	9.51978	0.281029	0.83429	0.142954	2.0203
0.0431421	9.50577	0.00342098	1.25948	0.0393526	9.51051	0.281904	1.03949	0.145103	2.57854
0.0519932	9.4928	0.00467878	1.42966	0.0482086	9.49869	0.282966	1.23793	0.147759	3.1057
0.0608309	9.47704	0.00608499	1.57813	0.0570524	9.48414	0.284211	1.42842	0.150891	3.59864
0.0696526	9.45827	0.00761946	1.70573	0.0658813	9.46667	0.285628	1.60965	0.154465	4.0557
0.0784554	9.43624	0.00926344	1.81401	0.0746925	9.44611	0.28721	1.78053	0.158448	4.47654
0.087236	9.41066	0.0109997	1.90474	0.083483	9.42204	0.288946	1.94012	0.162806	4.86191
0.0959911	9.38117	0.0128127	1.98008	0.0922494	9.39427	0.290825	2.08762	0.167508	5.21328
0.104717	9.3473	0.0146893	2.04205	0.100988	9.36238	0.292836	2.22237	0.172521	5.53251
0.113409	9.30858	0.0166179	2.09253	0.109695	9.32578	0.294966	2.344	0.177817	5.82176
0.122062	9.26439	0.0185885	2.13336	0.118366	9.28399	0.297204	2.45256	0.183369	6.08334
0.130672	9.21402	0.0205931	2.16623	0.126995	9.23638	0.299536	2.54847	0.189152	6.31953
0.139232	9.15664	0.0223623	2.18943	0.135577	9.1821	0.301953	2.63256	0.195145	6.53248
0.147734	9.09116	0.0238838	2.20579	0.144105	9.12021	0.304442	2.70631	0.201325	6.72432
0.156172	9.01654	0.0251497	2.21719	0.152571	9.04966	0.306995	2.7718	0.207675	6.89697
0.164536	8.93138	0.026155	2.22505	0.160968	8.9692	0.309607	2.83164	0.214177	7.05215
0.172815	8.83409	0.0268963	2.23034	0.169284	8.87728	0.312272	2.88915	0.220816	7.19141
