Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		208  Points		390  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000222218	9.52782	0.00027093	0.193099	0.00529331	9.5287	0.279521	853.95	0.1399	211.155
0.00909984	9.52845	0.000744146	0.318725	0.0141699	9.52788	0.279694	222.151	0.140598	88.191
0.0179753	9.5273	0.00143939	0.440659	0.0230433	9.52634	0.280068	127.843	0.141861	56.1615
0.0268465	9.52541	0.00234136	0.557712	0.031911	9.52397	0.280642	89.8798	0.143671	41.5519
0.0357112	9.52272	0.00343185	0.668996	0.040771	9.52083	0.281411	69.4138	0.146006	33.2638
0.0445671	9.51923	0.00469085	0.773871	0.0496209	9.51688	0.28237	56.6349	0.148836	27.9712
0.0534121	9.51494	0.00609798	0.871983	0.0584583	9.51209	0.283514	47.9111	0.152129	24.3301
0.0622433	9.50978	0.00763324	0.963193	0.0672806	9.50643	0.284834	41.5865	0.155853	21.6932
0.0710582	9.50372	0.00927775	1.04755	0.0760849	9.49984	0.286322	36.7981	0.159973	19.7105
0.0798539	9.49672	0.0110144	1.12526	0.0848682	9.49227	0.287967	33.0519	0.164456	18.1764
0.0886272	9.48871	0.0128278	1.19662	0.0936271	9.48367	0.289761	30.0448	0.169271	16.9619
0.0973746	9.47964	0.0147046	1.26201	0.102358	9.47395	0.29169	27.5804	0.174386	15.9823
0.106092	9.46942	0.0166333	1.32184	0.111057	9.46303	0.293742	25.5258	0.179775	15.18
0.114776	9.45795	0.018604	1.37653	0.119719	9.45081	0.295907	23.7879	0.18541	14.514
0.12342	9.44514	0.0206086	1.42652	0.128338	9.43717	0.29817	22.2996	0.191268	13.9548
0.13202	9.43086	0.0223778	1.46656	0.13691	9.42199	0.30052	21.0113	0.197327	13.4805
0.14057	9.41497	0.0238993	1.49831	0.145428	9.4051	0.302946	19.8856	0.203568	13.0746
0.149061	9.39729	0.0251652	1.52303	0.153883	9.38633	0.305438	18.8937	0.209971	12.7245
0.157487	9.37765	0.0261705	1.54164	0.162266	9.36547	0.307988	18.0133	0.216521	12.4201
0.165837	9.35584	0.0269118	1.55484	0.170569	9.34229	0.310591	17.2268	0.223203	12.1539
0.174101	9.33158	0.027387	1.56306	0.178779	9.31652	0.313245	16.5203	0.230002	11.9194
0.182267	9.3046	0.0280713	1.57461	0.186882	9.28785	0.315952	15.8826	0.236907	11.7118
0.19032	9.27458	0.0288165	1.58679	0.194863	9.25593	0.318718	15.3048	0.243907	11.5269
0.198244	9.24115	0.0298319	1.60276	0.202705	9.22037	0.321551	14.7797	0.25099	11.3614
0.20602	9.2039	0.0311191	1.62204	0.210388	9.18074	0.324469	14.3013	0.258148	11.2125
0.213627	9.16238	0.0326793	1.64405	0.217888	9.13655	0.327489	13.8651	0.265371	11.0779
0.221041	9.11609	0.0345136	1.6682	0.22518	9.08732	0.330635	13.4671	0.272651	10.9557
0.228237	9.06454	0.0366226	1.69386	0.232238	9.03253	0.333936	13.1042	0.279981	10.8443
0.235185	9.00721	0.0387348	1.71753	0.239032	8.97168	0.337422	12.774	0.287354	10.7422
0.241857	8.94361	0.0408489	1.73942	0.245534	8.90431	0.341124	12.4741	0.294762	10.6483
0.248224	8.87335	0.0429643	1.75968	0.251714	8.8301	0.345075	12.2029	0.3022	10.5615
0.254259	8.79611	0.0450803	1.77848	0.257548	8.74882	0.349305	11.9584	0.309661	10.481
0.259939	8.7118	0.0471963	1.79595	0.263017	8.66048	0.353838	11.7392	0.31714	10.406
0.265246	8.62048	0.049312	1.81221	0.268106	8.5653	0.358694	11.5435	0.324631	10.3358
0.270171	8.52249	0.0514271	1.82737	0.272813	8.46374	0.363882	11.3696	0.332127	10.2698
0.274715	8.4184	0.0535414	1.84153	0.277141	8.35648	0.369404	11.2156	0.339625	10.2076
0.278885	8.30895	0.0556547	1.85478	0.281105	8.24438	0.375251	11.0797	0.347117	10.1486
0.282698	8.19507	0.0577671	1.8672	0.284724	8.12842	0.381408	10.96	0.3546	10.0924
0.286176	8.07775	0.0598783	1.87886	0.288024	8.00958	0.387852	10.8546	0.362067	10.0387
0.289348	7.95799	0.0619883	1.88982	0.290661	7.90446	0.394559	10.7616	0.369513	9.98719
0.292241	7.83676	0.0640971	1.90014	0.29275	7.81418	0.4015	10.6796	0.376932	9.93748
0.294886	7.71492	0.0662048	1.90987	0.294375	7.73932	0.408648	10.6068	0.384319	9.88933
0.29731	7.59325	0.0683114	1.91906	0.295599	7.68014	0.415977	10.5421	0.391669	9.84247
0.29954	7.4724	0.0704168	1.92775	0.296467	7.63667	0.423461	10.4843	0.398974	9.79667
0.3016	7.35289	0.0725211	1.93598	0.297009	7.60889	0.431079	10.4322	0.406228	9.75171
0.303512	7.23517	0.0746244	1.94378	0.29777	7.56902	0.438809	10.3851	0.413426	9.70739
0.305296	7.11955	0.0767267	1.95119	0.298574	7.52581	0.446633	10.3422	0.420561	9.66351
0.306967	7.0063	0.078828	1.95823	0.299631	7.46727	0.454535	10.3029	0.427625	9.61989
0.308541	6.89559	0.0809284	1.96493	0.300911	7.39371	0.4625	10.2667	0.434613	9.57636
0.31003	6.78754	0.0830279	1.97131	0.302381	7.30559	0.470516	10.233	0.441515	9.53276
0.311446	6.68224	0.0851265	1.97739	0.304008	7.20359	0.478571	10.2015	0.448326	9.48893
0.312798	6.57972	0.0872244	1.98321	0.305759	7.0886	0.486656	10.1718	0.455038	9.44473
0.314095	6.47999	0.0893215	1.98876	0.307403	6.97602	0.49476	10.1436	0.461642	9.40003
0.315343	6.38306	0.0914179	1.99407	0.308953	6.86602	0.502876	10.1168	0.468132	9.3547
0.31655	6.28887	0.0935136	1.99915	0.310421	6.75871	0.510996	10.091	0.474499	9.30864
0.31772	6.19741	0.0956086	2.00402	0.311819	6.65416	0.519113	10.0661	0.480737	9.26172
0.318858	6.1086	0.097703	2.0087	0.313155	6.5524	0.527221	10.0419	0.486838	9.21388
0.319969	6.02239	0.0997969	2.01318	0.314438	6.45343	0.535313	10.0182	0.492796	9.16503
0.321057	5.93871	0.10189	2.01749	0.315674	6.35724	0.543384	9.99499	0.498605	9.11512
0.322123	5.8575	0.103983	2.02163	0.31687	6.2638	0.551428	9.97205	0.504258	9.06409
0.323173	5.77868	0.106075	2.02562	0.318031	6.17306	0.55944	9.94931	0.509752	9.01191
0.324207	5.70218	0.108167	2.02946	0.319162	6.08496	0.567416	9.92667	0.515083	8.95859
0.325229	5.62793	0.110258	2.03315	0.320266	5.99945	0.57535	9.90404	0.520247	8.90412
0.32624	5.55585	0.112349	2.03672	0.321348	5.91645	0.583238	9.88134	0.525242	8.84852
0.327242	5.48587	0.11444	2.04016	0.32241	5.83589	0.591075	9.85851	0.530069	8.79184
0.328237	5.41793	0.11653	2.04348	0.323455	5.75771	0.598857	9.83547	0.534726	8.73411
0.329226	5.35194	0.11862	2.04669	0.324486	5.68182	0.60658	9.81217	0.539216	8.67542
0.33021	5.28785	0.120709	2.04979	0.325504	5.60817	0.614241	9.78856	0.543539	8.61583
0.331191	5.22559	0.122798	2.05278	0.326513	5.53667	0.621834	9.76458	0.5477	8.55543
0.332169	5.1651	0.124887	2.05568	0.327513	5.46725	0.629356	9.7402	0.551701	8.4943
0.333146	5.10631	0.126975	2.05849	0.328506	5.39984	0.636804	9.71538	0.555547	8.43255
0.334122	5.04916	0.129064	2.06121	0.329493	5.33438	0.644173	9.69007	0.559242	8.37028
0.335098	4.99361	0.131152	2.06385	0.330476	5.27079	0.651461	9.66425	0.562793	8.30757
0.336075	4.93958	0.133239	2.0664	0.331456	5.20901	0.658664	9.6379	0.565773	8.25266
0.337053	4.88704	0.135327	2.06888	0.332434	5.14899	0.665778	9.61097	0.568233	8.2057
0.338033	4.83592	0.137414	2.07129	0.33341	5.09065	0.672801	9.58346	0.570213	8.16679
0.339016	4.78618	0.139501	2.07362	0.334386	5.03394	0.67973	9.55533	0.571744	8.13599
0.340001	4.73777	0.141587	2.07589	0.335363	4.97881	0.686561	9.52659	0.572852	8.11333
0.34099	4.69065	0.143674	2.0781	0.33634	4.92519	0.693291	9.4972	0.573552	8.09883
0.341982	4.64478	0.14576	2.08024	0.337318	4.87303	0.699919	9.46716	0.574549	8.07798
0.342978	4.6001	0.147846	2.08232	0.338299	4.8223	0.706441	9.43646	0.575617	8.05531
0.343979	4.55658	0.149932	2.08435	0.339282	4.77292	0.712855	9.40509	0.577046	8.0245
0.344984	4.51418	0.152018	2.08632	0.340269	4.72487	0.71916	9.37305	0.578816	7.98555
0.345994	4.47287	0.154104	2.08825	0.341258	4.67809	0.725352	9.34034	0.580901	7.93851
0.347009	4.4326	0.156189	2.09012	0.342252	4.63254	0.731432	9.30696	0.583273	7.88345
0.34803	4.39335	0.158274	2.09194	0.343249	4.58818	0.737396	9.27292	0.585901	7.82049
0.349056	4.35508	0.16036	2.09372	0.344251	4.54497	0.743243	9.23822	0.588434	7.75783
0.350087	4.31776	0.162445	2.09545	0.345258	4.50287	0.748974	9.20287	0.590877	7.69551
0.351124	4.28135	0.164529	2.09714	0.346269	4.46185	0.754586	9.16689	0.593236	7.63361
0.352167	4.24584	0.166614	2.09879	0.347286	4.42186	0.760079	9.13028	0.595515	7.57215
0.353217	4.21118	0.168699	2.10039	0.348307	4.38288	0.765454	9.09308	0.597719	7.51119
0.354272	4.17736	0.170783	2.10196	0.349335	4.34486	0.77071	9.05529	0.599852	7.45076
0.355334	4.14435	0.172867	2.1035	0.350368	4.30779	0.775847	9.01694	0.601919	7.3909
0.356401	4.11212	0.174952	2.10499	0.351407	4.27163	0.780866	8.97806	0.603922	7.33163
0.357476	4.08065	0.177036	2.10645	0.352451	4.23636	0.785769	8.93867	0.605867	7.27297
0.358556	4.04991	0.17912	2.10788	0.353502	4.20193	0.790555	8.8988	0.607756	7.21495
0.359644	4.01989	0.181204	2.10928	0.354559	4.16833	0.795226	8.85848	0.609592	7.15759
0.360738	3.99056	0.183287	2.11065	0.355623	4.13553	0.799784	8.81773	0.61138	7.10089
0.361838	3.9619	0.185371	2.11198	0.356692	4.10351	0.80423	8.7766	0.613121	7.04488
0.362802	3.93746	0.187455	2.11329	0.357768	4.07224	0.808566	8.7351	0.614819	6.98956
0.363628	3.917	0.189538	2.11457	0.358851	4.0417	0.812794	8.69328	0.616475	6.93494
0.364314	3.90034	0.191622	2.11582	0.35994	4.01187	0.816393	8.6566	0.618093	6.88103
0.364858	3.88733	0.193705	2.11704	0.361035	3.98272	0.819398	8.62516	0.619676	6.82782
0.36526	3.87786	0.195788	2.11824	0.362138	3.95424	0.82184	8.59907	0.621224	6.77532
0.365517	3.87183	0.197871	2.11941	0.363246	3.9264	0.823745	8.57837	0.62274	6.72354
0.365887	3.86323	0.199955	2.12056	0.364362	3.89919	0.82513	8.56313	0.624225	6.67246
0.36629	3.85395	0.202038	2.12169	0.365484	3.87259	0.82601	8.55336	0.625683	6.62209
