Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		208  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000108607	9.53091	0.000269242	0.50682	0.0051973	9.52985	0.279519	0.177516	0.139891	0.734634
0.00898851	9.52976	0.000741443	0.626014	0.0140762	9.52804	0.279684	0.285887	0.140576	1.03839
0.0178663	9.52632	0.00143575	0.856229	0.0229518	9.52329	0.280051	0.501355	0.141826	1.63646
0.0267398	9.52054	0.00233693	1.06851	0.0318218	9.51621	0.280618	0.713518	0.143625	2.21247
0.0356067	9.51242	0.00342681	1.26025	0.0406842	9.50666	0.281381	0.920972	0.145949	2.76046
0.0444651	9.50183	0.00468527	1.43029	0.0495364	9.49452	0.282334	1.12238	0.148769	3.27606
0.0533124	9.48855	0.006092	1.57863	0.0583762	9.47968	0.283472	1.31638	0.152053	3.75677
0.062146	9.47246	0.00762686	1.70611	0.0672008	9.46194	0.284787	1.50173	0.155769	4.20141
0.0709633	9.4534	0.00927114	1.81429	0.0760075	9.44104	0.286271	1.67715	0.159882	4.61
0.0797613	9.43109	0.0110076	1.90497	0.0847931	9.41668	0.287912	1.84168	0.164359	4.98354
0.088537	9.40515	0.0128208	1.9802	0.0935544	9.38853	0.289702	1.99436	0.169168	5.32369
0.0972868	9.37524	0.0146975	2.04212	0.102288	9.35618	0.291629	2.13442	0.174279	5.63243
0.106007	9.34099	0.0166261	2.09258	0.110989	9.31916	0.29368	2.26138	0.179664	5.91205
0.114693	9.30179	0.0185968	2.13335	0.119653	9.27685	0.295842	2.37497	0.185296	6.16476
0.12334	9.257	0.0206014	2.16626	0.128275	9.22854	0.298105	2.47552	0.191151	6.39282
0.131942	9.20594	0.0223706	2.18945	0.136849	9.17353	0.300455	2.56361	0.197208	6.59846
0.140494	9.1477	0.0238921	2.20574	0.145369	9.11076	0.302882	2.6404	0.203447	6.78363
0.148988	9.08133	0.025158	2.2172	0.153826	9.03911	0.305375	2.70769	0.209849	6.95021
0.157416	9.00555	0.0261632	2.22509	0.162212	8.95735	0.307928	2.76786	0.216398	7.09982
0.165769	8.91896	0.0269045	2.23014	0.170517	8.86391	0.310533	2.82404	0.223078	7.23411
0.174035	8.81999	0.0273798	2.2332	0.178729	8.75694	0.31319	2.87978	0.229878	7.35445
0.182204	8.7067	0.0280641	2.23732	0.186835	8.63449	0.315899	2.93927	0.236783	7.46197
0.190259	8.57695	0.0288093	2.2413	0.194819	8.49431	0.318667	3.00719	0.243782	7.55778
0.198186	8.42841	0.0298247	2.24616	0.202663	8.33385	0.321503	3.08832	0.250866	7.6429
0.205965	8.25849	0.0311119	2.25135	0.210348	8.15042	0.324422	3.1876	0.258024	7.71814
0.213575	8.06447	0.0326721	2.25656	0.21785	7.94138	0.327442	3.30983	0.265248	7.78418
0.220992	7.84372	0.0345064	2.26134	0.225146	7.70422	0.330589	3.45945	0.272529	7.84177
0.228191	7.59388	0.0366155	2.26531	0.232206	7.43696	0.333889	3.64011	0.27986	7.89146
0.235142	7.31342	0.0387276	2.26806	0.239004	7.13863	0.337372	3.85421	0.287234	7.93365
0.241818	7.00176	0.0408418	2.26984	0.245508	6.80945	0.341071	4.10268	0.294643	7.96874
0.248189	6.65996	0.0429572	2.27077	0.251692	6.45169	0.345017	4.38435	0.302083	7.99716
0.254229	6.29124	0.0450731	2.27112	0.25753	6.06978	0.34924	4.69566	0.309545	8.01915
0.259913	5.90096	0.0471891	2.271	0.263003	5.67035	0.353767	5.03074	0.317025	8.03485
0.265224	5.4965	0.0493049	2.27051	0.268096	5.26179	0.358615	5.3815	0.324517	8.04456
0.270155	5.08682	0.05142	2.26975	0.272807	4.85342	0.363795	5.73848	0.332015	8.0484
0.274703	4.6815	0.0535343	2.26878	0.27714	4.45469	0.369308	6.09195	0.339515	8.04634
0.278878	4.28951	0.0556476	2.26771	0.281108	4.07391	0.375146	6.43288	0.347009	8.03847
0.282696	3.91848	0.0577599	2.26655	0.284732	3.71759	0.381295	6.75389	0.354493	8.02479
0.28618	3.57405	0.0598711	2.26535	0.288036	3.3894	0.387731	7.04963	0.361962	8.00527
0.289356	3.2596	0.0619811	2.26409	0.290677	3.12797	0.394431	7.31707	0.36941	7.97984
0.292254	2.97641	0.06409	2.26284	0.292768	2.92405	0.401366	7.55502	0.376832	7.94832
0.294902	2.72416	0.0661977	2.26163	0.294395	2.7683	0.408509	7.76389	0.384221	7.91063
0.29733	2.50142	0.0683043	2.2604	0.295621	2.6532	0.415833	7.94514	0.391572	7.86659
0.299563	2.30591	0.0704097	2.2592	0.29649	2.57317	0.423314	8.10072	0.39888	7.81602
0.301627	2.135	0.072514	2.25805	0.297033	2.52394	0.430928	8.23309	0.406137	7.75867
0.303542	1.98608	0.0746173	2.25692	0.297795	2.45588	0.438655	8.34455	0.413337	7.69429
0.305327	1.85657	0.0767195	2.25585	0.2986	2.38543	0.446477	8.43738	0.420474	7.62274
0.307001	1.74396	0.0788208	2.25487	0.299658	2.29494	0.454377	8.51377	0.427541	7.54372
0.308577	1.6461	0.0809213	2.25391	0.30094	2.18866	0.462342	8.57544	0.434531	7.45701
0.310068	1.56112	0.0830208	2.25295	0.302412	2.07148	0.470357	8.62406	0.441437	7.36248
0.311486	1.48725	0.0851194	2.25207	0.304041	1.9485	0.478412	8.66109	0.44825	7.25992
0.31284	1.42302	0.0872172	2.25126	0.305795	1.82419	0.486496	8.6877	0.454965	7.1492
0.314138	1.3672	0.0893144	2.25045	0.30744	1.71586	0.4946	8.70488	0.461572	7.0303
0.315387	1.31871	0.0914107	2.24968	0.308992	1.6217	0.502716	8.71347	0.468065	6.90332
0.316595	1.27658	0.0935064	2.24897	0.310462	1.5399	0.510837	8.71423	0.474436	6.76831
0.317766	1.23993	0.0956014	2.24828	0.311862	1.46883	0.518954	8.7077	0.480677	6.62551
0.318905	1.20816	0.0976958	2.24765	0.313199	1.407	0.527063	8.69443	0.486781	6.47541
0.320017	1.18072	0.0997897	2.24707	0.314483	1.3533	0.535155	8.67483	0.492743	6.31847
0.321106	1.15697	0.101883	2.24649	0.315721	1.30661	0.543227	8.64919	0.498555	6.15525
0.322173	1.1365	0.103976	2.24591	0.316918	1.26601	0.551272	8.61791	0.504213	5.98649
