Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		491  Points		473  Points		208  Points		390  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00887709	9.53334	0.000267543	0.19195	0.00510095	9.53357	0.279516	1081.71	0.139882	225.876
0.0177572	9.53222	0.000738743	0.317669	0.0139822	9.53278	0.279674	235.001	0.140554	90.6223
0.026633	9.53032	0.00143217	0.439691	0.02286	9.53121	0.280035	131.98	0.141792	57.1124
0.0355023	9.52764	0.00233256	0.556843	0.0317325	9.52888	0.280595	91.8932	0.143579	42.0513
0.044363	9.52417	0.00342171	0.668225	0.0405971	9.52575	0.281351	70.5992	0.145892	33.5687
0.0532126	9.51987	0.0046797	0.773211	0.0494517	9.5218	0.282298	57.4141	0.148702	28.1752
0.0620486	9.51471	0.00608593	0.871411	0.0582938	9.51702	0.283431	48.4615	0.151978	24.4752
0.0708683	9.50866	0.00762049	0.962708	0.0671208	9.51135	0.284741	41.9955	0.155685	21.8012
0.0796688	9.50166	0.00926446	1.04714	0.0759298	9.50476	0.286219	37.1137	0.159791	19.7937
0.0884469	9.49366	0.0110007	1.12493	0.0847178	9.49719	0.287857	33.3027	0.164262	18.2422
0.097199	9.48458	0.0128138	1.19635	0.0934814	9.48857	0.289644	30.2489	0.169066	17.0151
0.105921	9.47435	0.0146904	1.2618	0.102217	9.47885	0.291568	27.7497	0.174172	16.0263
0.11461	9.46288	0.016619	1.32167	0.11092	9.46792	0.293617	25.6686	0.179553	15.2168
0.123259	9.45007	0.0185896	1.37641	0.119587	9.45569	0.295778	23.9101	0.185181	14.5453
0.131864	9.43578	0.0205942	1.42643	0.128211	9.44204	0.29804	22.4055	0.191034	13.9818
0.140418	9.41987	0.0223633	1.4665	0.136788	9.42684	0.300391	21.104	0.197089	13.5041
0.148915	9.40219	0.0238848	1.49827	0.14531	9.40994	0.302818	19.9675	0.203326	13.0955
0.157345	9.38255	0.0251507	1.523	0.15377	9.39116	0.305313	18.9668	0.209726	12.743
0.1657	9.36072	0.026156	1.54163	0.162158	9.37028	0.307867	18.0791	0.216274	12.4368
0.17397	9.33646	0.0268973	1.55483	0.170465	9.34709	0.310475	17.2864	0.222954	12.169
0.18214	9.30948	0.0273726	1.56306	0.178679	9.3213	0.313134	16.5747	0.229753	11.9332
0.190199	9.27945	0.0280569	1.57461	0.186787	9.29261	0.315846	15.9325	0.236658	11.7245
0.198128	9.24602	0.028802	1.5868	0.194774	9.26068	0.318616	15.3508	0.243657	11.5387
0.20591	9.20878	0.0298175	1.60279	0.202621	9.22511	0.321454	14.8222	0.250741	11.3724
0.213522	9.16726	0.0311047	1.62207	0.210308	9.18546	0.324374	14.3407	0.2579	11.2228
0.220943	9.12099	0.0326648	1.64409	0.217813	9.14128	0.327396	13.9017	0.265124	11.0877
0.228145	9.06947	0.0344992	1.66825	0.225111	9.09205	0.330543	13.5012	0.272406	10.965
0.2351	9.01217	0.0366083	1.69392	0.232175	9.03727	0.333841	13.136	0.279738	10.8531
0.241779	8.94862	0.0387204	1.7176	0.238975	8.97643	0.337322	12.8036	0.287113	10.7506
0.248154	8.87841	0.0408346	1.73949	0.245483	8.9091	0.341017	12.5018	0.294524	10.6563
0.254198	8.80125	0.04295	1.75976	0.251671	8.83492	0.344959	12.2286	0.301965	10.5692
0.259886	8.71701	0.045066	1.77857	0.257512	8.75369	0.349176	11.9823	0.309429	10.4885
0.265203	8.62577	0.047182	1.79603	0.262989	8.6654	0.353696	11.7614	0.31691	10.4132
0.270138	8.52787	0.0492977	1.8123	0.268087	8.57028	0.358536	11.564	0.324404	10.3428
0.274692	8.42385	0.0514128	1.82746	0.272802	8.46877	0.363707	11.3886	0.331904	10.2766
0.278872	8.31448	0.0535271	1.84163	0.277139	8.36157	0.369212	11.2333	0.339404	10.2142
