Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		491  Points		473  Points		207  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00854202	9.5385	0.000262438	0.50245	0.00481131	9.53969	0.279511	0.145792	0.139857	0.678805
0.017429	9.53627	0.000730568	0.621896	0.0136994	9.53793	0.279647	0.254684	0.140489	0.983767
0.0263118	9.53061	0.00142127	0.852645	0.0225842	9.53325	0.279986	0.47135	0.14169	1.58466
0.0351882	9.52251	0.00231938	1.06541	0.0314635	9.52621	0.280525	0.684955	0.143442	2.16404
0.044056	9.51195	0.00340655	1.25767	0.0403353	9.51669	0.281262	0.894051	0.145722	2.71577
0.0529127	9.49873	0.00466292	1.42818	0.0491969	9.5046	0.282191	1.09728	0.148503	3.23542
0.0617558	9.4827	0.00606782	1.57694	0.058046	9.4898	0.283307	1.2933	0.151751	3.7202
0.0705827	9.46368	0.00760137	1.70482	0.0668801	9.47206	0.284601	1.48086	0.155435	4.16878
0.0793903	9.44138	0.00924456	1.81329	0.0756962	9.45116	0.286066	1.65873	0.159519	4.58123
0.0881757	9.41546	0.0109802	1.90427	0.0844913	9.42679	0.287692	1.82589	0.163971	4.95847
0.096935	9.38559	0.0127929	1.97971	0.093262	9.39863	0.289469	1.98133	0.168759	5.30198
0.105665	9.35133	0.0146692	2.04177	0.102005	9.36626	0.291384	2.12428	0.173851	5.61386
0.11436	9.31212	0.0165976	2.09234	0.110715	9.32921	0.293427	2.25424	0.17922	5.89632
0.123017	9.26738	0.0185681	2.1332	0.119389	9.2869	0.295585	2.37091	0.184838	6.15156
0.131629	9.21636	0.0205725	2.16615	0.12802	9.23859	0.297845	2.47438	0.190682	6.38198
0.14019	9.15819	0.0223417	2.18941	0.136604	9.18351	0.300195	2.56531	0.19673	6.58968
0.148694	9.09181	0.0238632	2.20574	0.145133	9.12074	0.302625	2.64477	0.202962	6.77671
0.157132	9.0161	0.0251291	2.2172	0.153599	9.0491	0.305124	2.71442	0.209358	6.94496
0.165495	8.92965	0.0261343	2.22509	0.161995	8.96734	0.307683	2.77651	0.215903	7.09609
0.173771	8.8308	0.0268756	2.23014	0.170309	8.87392	0.310297	2.83398	0.222581	7.23173
0.18195	8.71776	0.0273509	2.2332	0.17853	8.76707	0.312964	2.89039	0.229378	7.35322
0.190016	8.58828	0.0280352	2.23732	0.186645	8.64476	0.315683	2.94982	0.236283	7.46179
0.197953	8.44007	0.0287804	2.2413	0.194639	8.50474	0.318461	3.01683	0.243283	7.55861
0.205743	8.27065	0.0297958	2.24621	0.202493	8.34451	0.321305	3.09627	0.250367	7.64458
0.213365	8.07721	0.031083	2.25146	0.210188	8.16146	0.32423	3.19297	0.257527	7.72057
0.220794	7.85715	0.0326433	2.25661	0.217701	7.95291	0.327255	3.31182	0.264754	7.78737
0.228006	7.60821	0.0344776	2.26135	0.225007	7.71635	0.330401	3.4573	0.272038	7.84561
0.234971	7.32874	0.0365867	2.26536	0.232079	7.44985	0.333697	3.63313	0.279373	7.89581
0.241662	7.01823	0.0386989	2.2681	0.238889	7.15232	0.337171	3.84203	0.286751	7.93848
0.248049	6.67765	0.0408131	2.26988	0.245407	6.82407	0.340856	4.08508	0.294166	7.9741
0.254105	6.31012	0.0429286	2.27084	0.251605	6.46737	0.344783	4.36141	0.30161	8.00293
0.259807	5.9209	0.0450445	2.27113	0.257458	6.08647	0.348983	4.66791	0.309078	8.02528
0.265138	5.51732	0.0471606	2.27099	0.262947	5.68789	0.353482	4.99893	0.316564	8.04141
0.270088	5.10823	0.0492763	2.27051	0.268057	5.28002	0.358298	5.34668	0.324063	8.05149
0.274657	4.70313	0.0513914	2.26976	0.272785	4.87208	0.363444	5.70197	0.331567	8.05561
0.278852	4.311	0.0535057	2.2688	0.277136	4.47346	0.368923	6.05505	0.339073	8.05388
0.28269	3.93947	0.0556191	2.26773	0.281121	4.09253	0.374727	6.39684	0.346575	8.04632
0.286193	3.59425	0.0577314	2.26658	0.284762	3.73569	0.380843	6.71978	0.354067	8.03289
0.289387	3.27874	0.0598426	2.26534	0.288082	3.40669	0.387249	7.01819	0.361543	8.01365
0.292302	2.9943	0.0619526	2.26406	0.290737	3.1445	0.393921	7.28872	0.368999	7.98849
0.294967	2.7408	0.0640614	2.26284	0.292839	2.93982	0.400831	7.52999	0.376429	7.95729
0.297409	2.51674	0.0661692	2.2616	0.294475	2.78343	0.407952	7.74221	0.383827	7.91988
0.299656	2.31992	0.0682757	2.26036	0.295708	2.6679	0.415257	7.92662	0.391187	7.8761
0.301732	2.14783	0.0703811	2.2592	0.296582	2.58714	0.422722	8.08524	0.398503	7.82582
0.303659	1.99775	0.0724854	2.25806	0.297128	2.53767	0.430323	8.22033	0.405769	7.76878
0.305455	1.86713	0.0745887	2.25694	0.297894	2.46951	0.43804	8.33421	0.412979	7.70478
0.307138	1.75356	0.076691	2.25587	0.298703	2.3986	0.445853	8.42925	0.420126	7.63355
0.308722	1.6548	0.0787923	2.25486	0.299768	2.30761	0.453747	8.50749	0.427204	7.55488
0.310221	1.56899	0.0808927	2.25388	0.301057	2.20062	0.461706	8.57081	0.434204	7.46858
0.311646	1.4944	0.0829922	2.25295	0.302537	2.08272	0.469718	8.62092	0.44112	7.37444
0.313006	1.42953	0.0850908	2.25205	0.304174	1.95889	0.47777	8.65923	0.447945	7.27228
0.31431	1.37311	0.0871886	2.25123	0.305937	1.83367	0.485853	8.68694	0.454672	7.16201
0.315565	1.32407	0.0892857	2.25045	0.307591	1.72444	0.493957	8.70508	0.461291	7.04357
0.316777	1.28142	0.0913821	2.2497	0.309151	1.62954	0.502074	8.71454	0.467796	6.91705
0.317952	1.24433	0.0934778	2.24899	0.310628	1.54705	0.510196	8.71605	0.47418	6.78254
0.319096	1.21217	0.0955728	2.24831	0.312033	1.47529	0.518316	8.71019	0.480435	6.64028
0.320211	1.18433	0.0976673	2.24764	0.313377	1.41294	0.526426	8.69752	0.486554	6.49069
0.321303	1.16023	0.0997611	2.24705	0.314666	1.35865	0.534522	8.67848	0.49253	6.33417
0.322373	1.13949	0.101854	2.24646	0.315908	1.31148	0.542598	8.65336	0.498357	6.17143
0.323426	1.12173	0.103947	2.24591	0.31711	1.2705	0.550647	8.62253	0.504029	6.00314
0.324463	1.10651	0.106039	2.24541	0.318276	1.23485	0.558665	8.58629	0.509543	5.83024
0.325488	1.09363	0.108131	2.24491	0.319411	1.20395	0.566647	8.5448	0.514893	5.6537
0.326501	1.08283	0.110223	2.24443	0.320519	1.17722	0.574587	8.49828	0.520078	5.47444
0.327505	1.07383	0.112313	2.24398	0.321605	1.15411	0.582482	8.44693	0.525094	5.29359
0.328502	1.06651	0.114404	2.24357	0.32267	1.13425	0.590327	8.39087	0.529942	5.1123
0.329493	1.06067	0.116494	2.24318	0.323718	1.11721	0.598118	8.33025	0.534621	4.93157
0.330479	1.05609	0.118584	2.2428	0.324752	1.10268	0.60585	8.26525	0.539131	4.75242
0.331461	1.05271	0.120673	2.24243	0.325773	1.0904	0.613519	8.19597	0.543476	4.57583
0.33244	1.05043	0.122762	2.2421	0.326784	1.08013	0.621122	8.12253	0.547658	4.40267
0.333418	1.04908	0.124851	2.24175	0.327786	1.07166	0.628654	8.04507	0.55168	4.23367
0.334395	1.04858	0.12694	2.24143	0.32878	1.06471	0.636113	7.9637	0.555547	4.06948
0.335372	1.04889	0.129028	2.24116	0.32977	1.05922	0.643494	7.87852	0.559263	3.91066
0.33635	1.04989	0.131116	2.24084	0.330754	1.05505	0.650794	7.78967	0.562834	3.75745
0.337328	1.05152	0.133203	2.24057	0.331736	1.05198	0.658009	7.69724	0.565832	3.62875
0.338309	1.05376	0.135291	2.24033	0.332714	1.04993	0.665137	7.60135	0.568306	3.52272
0.339292	1.05649	0.137378	2.24006	0.333692	1.04886	0.672173	7.50216	0.570297	3.43766
0.340278	1.05966	0.139465	2.23985	0.334669	1.04863	0.679116	7.39972	0.571838	3.3721
0.341266	1.0633	0.141552	2.2396	0.335646	1.04909	0.685962	7.29423	0.572952	3.32495
0.342259	1.06735	0.143638	2.23936	0.336624	1.05028	0.692708	7.1858	0.573657	3.2952
0.343255	1.07172	0.145725	2.23917	0.337603	1.05208	0.699352	7.07462	0.574659	3.253
0.344256	1.07644	0.147811	2.23897	0.338584	1.05445	0.705891	6.96088	0.575734	3.20802
0.345261	1.0814	0.149897	2.23879	0.339568	1.05735	0.712323	6.84465	0.577172	3.1481
0.346271	1.08664	0.151982	2.23859	0.340554	1.06067	0.718645	6.72623	0.578952	3.07452
0.347286	1.09214	0.154068	2.23842	0.341544	1.06442	0.724856	6.60586	0.58105	2.9887
0.348306	1.09786	0.156153	2.23826	0.342538	1.06852	0.730954	6.48368	0.583437	2.89222
0.349332	1.10374	0.158239	2.23807	0.343535	1.073	0.736938	6.35996	0.586081	2.78695
0.350363	1.10978	0.160324	2.23794	0.344537	1.07779	0.742806	6.23498	0.58863	2.68729
0.3514	1.116	0.162409	2.23777	0.345544	1.08287	0.748556	6.10902	0.591088	2.59315
0.352442	1.12237	0.164494	2.23761	0.346555	1.08819	0.754189	5.98233	0.593462	2.50433
0.353491	1.12888	0.166578	2.23749	0.347571	1.0937	0.759704	5.85524	0.595755	2.42059
0.354546	1.13546	0.168663	2.23736	0.348593	1.09946	0.7651	5.72798	0.597972	2.34162
0.355607	1.14216	0.170747	2.23722	0.34962	1.10542	0.770377	5.60082	0.600118	2.26724
0.356674	1.14898	0.172832	2.23707	0.350653	1.11151	0.775536	5.47409	0.602197	2.1972
0.357748	1.15581	0.174916	2.237	0.351691	1.11778	0.780577	5.34808	0.604212	2.13127
0.358828	1.16274	0.177	2.23686	0.352736	1.12421	0.785502	5.22299	0.606168	2.06923
0.359915	1.16977	0.179084	2.23671	0.353786	1.13072	0.79031	5.09908	0.608068	2.01081
0.361008	1.1768	0.181168	2.23664	0.354843	1.13731	0.795003	4.97664	0.609915	1.95586
0.362107	1.1839	0.183252	2.23653	0.355905	1.14405	0.799583	4.85584	0.611713	1.90418
0.363071	1.19008	0.185336	2.23644	0.356975	1.15089	0.804052	4.73685	0.613464	1.85556
0.363897	1.1954	0.187419	2.23632	0.35805	1.15776	0.80841	4.61986	0.61517	1.80983
0.364582	1.19984	0.189503	2.23622	0.359132	1.16471	0.81266	4.50504	0.616836	1.76678
0.365126	1.20323	0.191586	2.23614	0.36022	1.17173	0.816278	4.40678	0.618463	1.72629
0.365527	1.20574	0.19367	2.23602	0.361315	1.1788	0.819299	4.3244	0.620053	1.68821
0.365784	1.20745	0.195753	2.23596	0.362417	1.18588	0.821755	4.25735	0.621608	1.65236
0.366154	1.20989	0.197836	2.23586	0.363525	1.19298	0.823669	4.20507	0.623132	1.61869
0.366557	1.21244	0.199919	2.23577	0.36464	1.20015	0.825062	4.16694	0.624625	1.58702
0.367106	1.21596	0.202002	2.23573	0.365761	1.20736	0.825947	4.14272	0.626089	1.5572
0.367803	1.22039	0.204085	2.23564	0.36689	1.21456	0.82721	4.10823	0.627526	1.52914
0.36865	1.22572	0.206168	2.23555	0.368025	1.22178	0.828571	4.07102	0.628938	1.50273
0.369647	1.232	0.208251	2.23547	0.369166	1.22898	0.830402	4.021	0.630326	1.47792
0.370799	1.2392	0.210334	2.2354	0.370315	1.23617	0.832685	3.95871	0.631692	1.45464
0.371957	1.24642	0.212416	2.23532	0.37147	1.24343	0.835399	3.88466	0.633037	1.43271
0.373121	1.25366	0.214499	2.23528	0.372632	1.25064	0.838518	3.79973	0.634362	1.41204
0.374293	1.26083	0.216581	2.23523	0.3738	1.25781	0.842013	3.70478	0.635668	1.39266
0.375471	1.26801	0.218664	2.23513	0.374975	1.26497	0.845421	3.61249	0.636957	1.37447
0.376655	1.27518	0.220746	2.23508	0.376157	1.27218	0.848745	3.52298	0.638229	1.35736
0.377847	1.28232	0.222829	2.23502	0.377346	1.27934	0.851986	3.43615	0.639486	1.34126
0.379045	1.28945	0.224911	2.23495	0.378541	1.28644	0.855148	3.35197	0.640729	1.32617
0.38025	1.29656	0.226993	2.23491	0.379743	1.29357	0.858232	3.27052	0.641957	1.312
0.381461	1.30363	0.229076	2.23486	0.380952	1.30066	0.861242	3.19166	0.643173	1.29869
0.382679	1.31065	0.231158	2.2348	0.382167	1.30771	0.864179	3.1154	0.644377	1.28625
0.383903	1.31763	0.23324	2.23473	0.383388	1.31472	0.867047	3.04167	0.64557	1.27458
0.385134	1.32464	0.235322	2.2347	0.384617	1.3217	0.869847	2.97042	0.646752	1.26365
0.386371	1.33159	0.237404	2.23468	0.385851	1.32867	0.872582	2.90161	0.647925	1.25342
0.387615	1.33851	0.239486	2.2346	0.387092	1.3356	0.875254	2.83517	0.649088	1.24388
0.388866	1.34541	0.241568	2.23452	0.38834	1.34251	0.877865	2.77104	0.650243	1.23493
0.390122	1.35219	0.24365	2.23448	0.389594	1.34933	0.880418	2.70913	0.651389	1.22658
0.391385	1.35899	0.245732	2.23446	0.390854	1.35615	0.882913	2.64942	0.652528	1.21885
0.392655	1.36575	0.247813	2.23441	0.392121	1.36292	0.885355	2.59185	0.65366	1.21158
0.39393	1.37247	0.249895	2.23435	0.393394	1.36968	0.887743	2.53633	0.654786	1.20483
0.395212	1.37916	0.251977	2.23433	0.394673	1.37636	0.890081	2.48282	0.655906	1.19863
0.3965	1.38576	0.254059	2.23431	0.395959	1.38299	0.892369	2.43124	0.657019	1.19286
0.397794	1.39236	0.25614	2.23427	0.39725	1.3896	0.894611	2.38154	0.658128	1.18749
0.399095	1.39892	0.258222	2.23421	0.398548	1.39617	0.896807	2.33365	0.659232	1.18253
0.400401	1.40539	0.260304	2.23414	0.399852	1.40267	0.89896	2.28755	0.660332	1.17804
0.401713	1.41184	0.262385	2.23411	0.401162	1.40915	0.90107	2.24312	0.661427	1.17389
0.403032	1.41826	0.264467	2.23409	0.402478	1.41561	0.903139	2.20032	0.662519	1.17002
0.404356	1.42465	0.266548	2.23408	0.4038	1.42195	0.90517	2.15914	0.663608	1.16658
0.405687	1.43096	0.268629	2.23404	0.405127	1.42827	0.907163	2.11944	0.664693	1.16343
0.407023	1.43719	0.270711	2.23399	0.406461	1.43458	0.909119	2.08124	0.665776	1.16058
0.408365	1.44342	0.272792	2.23396	0.407801	1.44081	0.911041	2.04449	0.666856	1.15805
0.409712	1.44961	0.274874	2.23391	0.409146	1.44701	0.912929	2.00905	0.667933	1.15576
0.411066	1.45574	0.276955	2.23388	0.410497	1.45318	0.914784	1.97499	0.669009	1.15374
0.412425	1.46181	0.279036	2.23387	0.411854	1.45927	0.916609	1.94222	0.670083	1.152
0.41379	1.46785	0.281117	2.23383	0.413216	1.46532	0.918404	1.9106	0.671156	1.1505
0.41516	1.4738	0.283199	2.23377	0.414584	1.47131	0.920169	1.88021	0.672227	1.14921
0.416536	1.47974	0.28528	2.23377	0.415958	1.47727	0.921907	1.85099	0.673297	1.14812
0.417917	1.48564	0.287361	2.23374	0.417337	1.48318	0.923618	1.82283	0.674367	1.14724
