Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		491  Points		473  Points		208  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00876566	9.53356	0.00026583	0.504636	0.00500453	9.5348	0.279514	0.161671	0.139873	0.706768
0.017648	9.53129	0.000735997	0.623986	0.0138881	9.533	0.279665	0.270299	0.140532	1.01113
0.0265262	9.52558	0.00142856	0.85445	0.0227682	9.52826	0.280018	0.486395	0.141757	1.61066
0.0353979	9.51746	0.00232817	1.06694	0.0316429	9.52121	0.280571	0.699299	0.143533	2.18833
0.0442609	9.50686	0.00341669	1.25894	0.04051	9.51166	0.281321	0.907577	0.145835	2.73819
0.0531129	9.49364	0.00467406	1.42921	0.0493669	9.49957	0.282263	1.1099	0.148635	3.25584
0.0619513	9.4776	0.00607987	1.5778	0.0582114	9.48477	0.283389	1.30493	0.151902	3.73854
0.0707734	9.45856	0.00761411	1.70548	0.0670407	9.46697	0.284694	1.49137	0.155602	4.18516
0.0795763	9.43622	0.00925784	1.81377	0.075852	9.44608	0.286168	1.66804	0.159701	4.59565
0.0883567	9.41029	0.0109939	1.90459	0.0846424	9.42174	0.287802	1.83387	0.164165	4.97104
0.0971113	9.38041	0.0128068	1.97997	0.0934084	9.39356	0.289586	1.98793	0.168964	5.31291
0.105836	9.34613	0.0146833	2.04196	0.102146	9.36123	0.291507	2.12941	0.174065	5.62319
0.114527	9.30695	0.0166118	2.09248	0.110852	9.32418	0.293553	2.25784	0.179442	5.90418
0.123179	9.2622	0.0185824	2.1333	0.119521	9.28186	0.295714	2.37304	0.185067	6.15819
0.131786	9.21115	0.020587	2.16617	0.128148	9.23356	0.297975	2.47506	0.190917	6.38746
0.140343	9.15292	0.0223561	2.18942	0.136727	9.17849	0.300326	2.56455	0.196969	6.5941
0.148841	9.08657	0.0238776	2.20577	0.145251	9.11574	0.302754	2.64267	0.203204	6.7802
0.157274	9.01084	0.0251435	2.21722	0.153713	9.04414	0.30525	2.7111	0.209604	6.9476
0.165632	8.92429	0.0261488	2.22497	0.162104	8.96238	0.307806	2.77222	0.21615	7.09798
0.173904	8.82537	0.02689	2.23025	0.170413	8.86889	0.310416	2.82904	0.22283	7.23292
0.182077	8.7122	0.0273653	2.23339	0.17863	8.76197	0.313078	2.88514	0.229628	7.35382
0.190138	8.58261	0.0280497	2.23732	0.18674	8.6396	0.315792	2.94458	0.236533	7.4619
0.19807	8.43426	0.0287948	2.2413	0.194729	8.49952	0.318564	3.01199	0.243533	7.55821
0.205854	8.26455	0.0298103	2.24616	0.202578	8.3392	0.321405	3.09224	0.250617	7.64377
0.21347	8.07081	0.0310974	2.25139	0.210268	8.15595	0.324327	3.19025	0.257776	7.71937
0.220893	7.85041	0.0326577	2.25661	0.217776	7.94714	0.327349	3.31077	0.265001	7.78577
0.228098	7.60104	0.034492	2.26134	0.225077	7.71027	0.330496	3.45828	0.272284	7.8437
0.235057	7.32109	0.0366011	2.26535	0.232143	7.44339	0.333793	3.63656	0.279617	7.89365
0.24174	7.00999	0.0387132	2.26809	0.238946	7.14546	0.337272	3.84801	0.286993	7.93605
0.248119	6.66881	0.0408274	2.26986	0.245458	6.81678	0.340964	4.09375	0.294405	7.97142
0.254167	6.30068	0.0429429	2.27082	0.251649	6.4595	0.3449	4.37282	0.301847	8.00004
0.25986	5.91091	0.0450588	2.27111	0.257494	6.07811	0.349112	4.68172	0.309312	8.02219
0.265181	5.50689	0.0471748	2.27097	0.262975	5.67913	0.353624	5.01475	0.316795	8.03816
