Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		209  Points		391  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00783547	9.44042	0.000335825	0.213889	0.00337512	9.44059	0.279547	483.374	0.139775	561.22
0.0166293	9.43941	0.000845184	0.337832	0.0121701	9.43997	0.279769	185.275	0.140209	118.746
0.0254192	9.43764	0.00157241	0.457964	0.0209623	9.43862	0.280188	114.751	0.141205	66.8444
0.034203	9.43512	0.002502	0.573173	0.0297494	9.43648	0.280801	83.2395	0.142748	46.8927
0.0429787	9.43183	0.00361577	0.682623	0.0385296	9.4336	0.281604	65.4117	0.144817	36.4242
0.051744	9.42777	0.00489385	0.78571	0.0473004	9.42994	0.282592	53.9628	0.147386	30.0326
0.0604963	9.42286	0.00631631	0.882134	0.0560596	9.42545	0.283759	46.0013	0.150426	25.7613
0.0692331	9.41709	0.00786363	0.971783	0.0648046	9.42013	0.285096	40.1533	0.153905	22.7303
0.0779517	9.41042	0.00951735	1.05471	0.0735328	9.41392	0.286596	35.6823	0.15779	20.4853
0.0866489	9.40278	0.0112609	1.13114	0.0822413	9.40678	0.288248	32.1577	0.162049	18.768
0.0953215	9.39411	0.0130794	1.20137	0.0909268	9.39864	0.290043	29.3113	0.166648	17.4209
0.103966	9.38435	0.0149598	1.26577	0.0995859	9.38944	0.291968	26.9668	0.171559	16.3425
0.112578	9.3734	0.0168909	1.32473	0.108215	9.3791	0.294013	25.0039	0.176752	15.4647
0.121152	9.36117	0.0188633	1.37868	0.116809	9.36754	0.296165	23.3378	0.182201	14.7399
0.129685	9.34754	0.0208689	1.42802	0.125364	9.35463	0.298412	21.9065	0.187882	14.1341
0.13817	9.33237	0.0226385	1.46758	0.133873	9.34027	0.300743	20.6643	0.193772	13.6225
0.1466	9.31553	0.0241603	1.49898	0.142332	9.3243	0.303147	19.5763	0.199851	13.1861
0.154967	9.29683	0.0254263	1.52343	0.150732	9.30656	0.305616	18.6157	0.2061	12.8109
0.163264	9.27607	0.0264315	1.54185	0.159066	9.28687	0.308141	17.7615	0.212503	12.4858
0.171479	9.25303	0.0271728	1.55491	0.167324	9.26502	0.310719	16.9973	0.219043	12.2021
0.179602	9.22742	0.0276481	1.56306	0.175495	9.24074	0.313348	16.3098	0.225707	11.953
0.187618	9.19896	0.0283324	1.5745	0.183567	9.21377	0.31603	15.6886	0.232483	11.7329
0.195514	9.16731	0.0290775	1.58657	0.191526	9.18379	0.31877	15.1251	0.239357	11.5373
0.203271	9.13208	0.0300928	1.6024	0.199356	9.15042	0.32158	14.6124	0.246321	11.3627
0.210869	9.09286	0.0313799	1.62152	0.207037	9.11328	0.324474	14.1451	0.253363	11.2059
0.218288	9.04918	0.03294	1.64336	0.21455	9.07192	0.32747	13.7185	0.260476	11.0646
0.225501	9.00056	0.0347741	1.66733	0.22187	9.02586	0.330593	13.3291	0.267649	10.9365
0.232482	8.9465	0.0368829	1.69282	0.228972	8.97463	0.333869	12.9738	0.274877	10.8199
0.239203	8.88654	0.0389948	1.71635	0.235829	8.91772	0.337327	12.6502	0.282151	10.7133
