Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
388  Points		388  Points		388  Points		376  Points		369  Points		360  Points		150  Points		388  Points		380  Points		366  Points		178  Points		138  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20478	2.64101	0.346237	0.245617	2.20464	2.64095	0.692229	0.100279	1.28762	-0.199542	1.38454	0.257696	2.0766	-0.257355	0.346146	0.177726	0.858395	-0.125683	1.03836	0.137673	1.71626	-1.27403	1.7312	1.29887
2.19869	2.63998	0.346804	0.342838	2.19854	2.63991	0.69246	0.166144	1.28716	-0.293709	1.38514	0.36766	2.07601	-0.390154	0.346556	0.275341	0.858105	-0.175944	1.03868	0.208488	1.71332	-1.4939	1.7342	1.53391
2.1926	2.63784	0.347819	0.535548	2.19245	2.63781	0.692995	0.29716	1.28627	-0.475868	1.38624	0.581171	2.0748	-0.64185	0.347417	0.46916	0.857583	-0.274872	1.03933	0.348715	1.70936	-1.79043	1.73828	1.8597
2.18651	2.63561	0.349275	0.724093	2.18637	2.63559	0.693831	0.426186	1.28497	-0.643459	1.38782	0.779751	2.07304	-0.862379	0.348722	0.659338	0.856836	-0.369896	1.04029	0.485541	1.70505	-1.89586	1.74278	1.99287
2.18043	2.63333	0.351161	0.907238	2.18029	2.63327	0.694962	0.5524	1.2833	-0.793263	1.38984	0.960405	2.07082	-1.04782	0.35046	0.844504	0.855876	-0.459894	1.04157	0.617763	1.70061	-1.93482	1.74748	2.05903
2.17436	2.63099	0.353462	1.08383	2.17422	2.63089	0.696381	0.675118	1.28131	-0.923829	1.39225	1.12184	2.06821	-1.19891	0.352619	1.02345	0.854714	-0.543871	1.04314	0.744438	1.69613	-1.94666	1.75228	2.09806
2.16829	2.62857	0.356162	1.25281	2.16815	2.62849	0.698078	0.793625	1.27904	-1.03489	1.39501	1.26401	2.06529	-1.31914	0.355183	1.19517	0.853366	-0.621004	1.045	0.864781	1.69163	-1.94538	1.75716	2.12395
2.16223	2.62607	0.359243	1.41353	2.16209	2.62602	0.700043	0.907371	1.27653	-1.12737	1.39808	1.38796	2.06212	-1.41313	0.358134	1.35887	0.851848	-0.690748	1.04713	0.978171	1.68715	-1.93674	1.76208	2.14256
2.15617	2.62349	0.362685	1.56542	2.15603	2.62344	0.702265	1.01592	1.27383	-1.20283	1.40142	1.49524	2.05876	-1.48539	0.361454	1.51385	0.850178	-0.752747	1.04952	1.08432	1.68269	-1.92349	1.76705	2.15665
2.15012	2.62081	0.366467	1.70798	2.14998	2.62076	0.704731	1.1189	1.27098	-1.26293	1.40498	1.58762	2.05527	-1.54004	0.36512	1.65967	0.848375	-0.806725	1.05214	1.18302	1.67827	-1.90695	1.77204	2.1676
2.14408	2.61811	0.370567	1.84104	2.14394	2.61804	0.707428	1.21603	1.26801	-1.30946	1.40875	1.66691	2.05166	-1.58049	0.369113	1.79605	0.846456	-0.852645	1.05498	1.27415	1.67389	-1.88793	1.77705	2.17625
2.13804	2.61533	0.374963	1.9645	2.1379	2.61524	0.710343	1.30717	1.26494	-1.34406	1.41268	1.73475	2.04797	-1.60946	0.373409	1.92283	0.84444	-0.890579	1.05802	1.3579	1.66956	-1.86696	1.78208	2.183
2.13201	2.61241	0.379633	2.07834	2.13187	2.61234	0.713461	1.39217	1.2618	-1.3683	1.41675	1.79273	2.04423	-1.6291	0.377986	2.03995	0.842346	-0.920525	1.06124	1.43443	1.66528	-1.84413	1.78712	2.18814
2.12599	2.60942	0.384555	2.18261	2.12584	2.6094	0.716768	1.47099	1.25862	-1.38346	1.42095	1.84217	2.04045	-1.64106	0.382823	2.14755	0.840192	-0.942769	1.06464	1.50392	1.66105	-1.81971	1.79218	2.19192
2.11997	2.60639	0.389705	2.27753	2.11983	2.6063	0.720249	1.54367	1.25542	-1.39062	1.42525	1.88414	2.03666	-1.64666	0.387897	2.24571	0.837995	-0.95752	1.06818	1.56672	1.65688	-1.79379	1.79724	2.19443
2.11396	2.60324	0.395065	2.36324	2.11382	2.60311	0.723891	1.61023	1.25221	-1.3908	1.42965	1.9196	2.03285	-1.64695	0.393186	2.33458	0.835773	-0.964904	1.07187	1.62319	1.65277	-1.76642	1.8023	2.19562
2.10795	2.59995	0.400611	2.43996	2.10781	2.59988	0.72768	1.67075	1.249	-1.38466	1.43411	1.94944	2.02906	-1.64269	0.39867	2.41441	0.833542	-0.965169	1.07567	1.67357	1.64873	-1.73761	1.80737	2.19567
2.10196	2.5966	0.406325	2.50791	2.10182	2.59658	0.731601	1.72537	1.24582	-1.37288	1.43864	1.97424	2.02527	-1.63447	0.404328	2.4855	0.831319	-0.958522	1.07959	1.71817	1.64475	-1.70731	1.81244	2.1946
2.09597	2.59319	0.412185	2.56728	2.09583	2.59311	0.735642	1.77419	1.24266	-1.35607	1.44322	1.99456	2.02151	-1.6228	0.409384	2.54063	0.829119	-0.945082	1.0836	1.7574	1.64085	-1.67563	1.8175	2.19238
2.08999	2.58966	0.418172	2.61828	2.08985	2.58954	0.739789	1.81733	1.23956	-1.33452	1.44785	2.01087	2.01779	-1.60801	0.413777	2.58253	0.826958	-0.925012	1.0877	1.79149	1.63702	-1.64253	1.82255	2.18897
2.08402	2.58598	0.424268	2.66109	2.08388	2.58592	0.744029	1.8549	1.23651	-1.30856	1.4525	2.02349	2.01409	-1.59045	0.417461	2.61371	0.82485	-0.898497	1.09187	1.82069	1.63327	-1.60789	1.8276	2.18442
2.07806	2.5822	0.430453	2.69588	2.07792	2.58213	0.748349	1.88704	1.23352	-1.27854	1.45718	2.03278	2.01045	-1.57035	0.420403	2.63606	0.822811	-0.865535	1.0961	1.84527	1.6296	-1.57173	1.83264	2.17877
2.0721	2.57839	0.436709	2.72268	2.07196	2.57828	0.752737	1.91391	1.23061	-1.24465	1.46188	2.03898	2.00685	-1.54786	0.422582	2.65143	0.820856	-0.826123	1.10038	1.86549	1.62602	-1.53403	1.83766	2.17185
2.06616	2.57442	0.443017	2.74165	2.06602	2.57431	0.757181	1.93557	1.22778	-1.20705	1.46659	2.04236	2.0033	-1.52311	0.423983	2.66059	0.818999	-0.780333	1.10471	1.88155	1.62252	-1.49476	1.84266	2.16372
2.06022	2.57028	0.449361	2.75285	2.06008	2.57018	0.761669	1.95215	1.22504	-1.16583	1.47131	2.04297	1.99982	-1.49617	0.426005	2.67284	0.817255	-0.728157	1.10907	1.89352	1.61912	-1.45385	1.84764	2.15443
2.0543	2.56604	0.455721	2.75628	2.05416	2.56596	0.76619	1.96379	1.2224	-1.12112	1.47602	2.04096	1.9964	-1.46719	0.428213	2.68532	0.815638	-0.669581	1.11345	1.90171	1.61581	-1.41129	1.8526	2.14384
2.04838	2.56173	0.46208	2.75193	2.04824	2.5616	0.770732	1.9705	1.21986	-1.073	1.48073	2.03652	1.99305	-1.43625	0.431231	2.70057	0.814165	-0.60443	1.11784	1.90623	1.6126	-1.36697	1.85753	2.13194
2.04248	2.55729	0.468421	2.73987	2.04234	2.55715	0.775283	1.97242	1.21744	-1.02144	1.48542	2.02968	1.98977	-1.40331	0.435072	2.7172	0.812849	-0.53265	1.12224	1.90713	1.6095	-1.32088	1.86244	2.11878
2.03658	2.55266	0.474724	2.71999	2.03644	2.55256	0.779834	1.9696	1.21515	-0.966589	1.49009	2.02053	1.98657	-1.36841	0.439745	2.73326	0.811707	-0.454202	1.12664	1.90463	1.60651	-1.27302	1.86731	2.10423
2.0307	2.54793	0.480973	2.69232	2.03056	2.54785	0.784373	1.96206	1.21298	-0.908444	1.49474	2.00914	1.98346	-1.33163	0.445257	2.74666	0.810753	-0.36901	1.13103	1.89873	1.60363	-1.22329	1.87215	2.08826
2.02482	2.54309	0.487149	2.6569	2.02468	2.54298	0.788889	1.94998	1.21096	-0.84694	1.49937	1.9955	1.98043	-1.29294	0.451609	2.75494	0.810004	-0.276995	1.13541	1.8895	1.60086	-1.17167	1.87695	2.07089
2.01896	2.53811	0.493234	2.61366	2.01882	2.53799	0.793372	1.93336	1.20907	-0.782159	1.50395	1.97972	1.97749	-1.25232	0.457971	2.75561	0.809475	-0.178072	1.13975	1.87713	1.59822	-1.11814	1.88171	2.05205
2.01311	2.53296	0.49921	2.56265	2.01297	2.53285	0.797811	1.91221	1.20735	-0.714195	1.5085	1.96185	1.97465	-1.20984	0.464325	2.74854	0.809182	-0.072292	1.14407	1.86168	1.5957	-1.06266	1.88642	2.03172
2.00727	2.52766	0.50506	2.50405	2.00713	2.52754	0.802196	1.88667	1.20578	-0.643012	1.51301	1.94179	1.97191	-1.16545	0.470655	2.73373	0.809141	0.0402513	1.14835	1.84317	1.59332	-1.00516	1.89108	2.00989
2.00145	2.52226	0.510766	2.43806	2.00131	2.52212	0.806517	1.85685	1.20438	-0.568616	1.51746	1.91961	1.96927	-1.11914	0.476941	2.71113	0.809368	0.15929	1.15258	1.82166	1.59107	-0.945672	1.89569	1.98644
1.99563	2.51672	0.516311	2.36481	1.99549	2.51656	0.810765	1.82291	1.20315	-0.49116	1.52186	1.8954	1.96674	-1.07092	0.483166	2.68071	0.809795	0.268199	1.15675	1.79726	1.58895	-0.884196	1.90025	1.96143
1.98983	2.51099	0.521679	2.28481	1.98969	2.51086	0.814399	1.78999	1.20211	-0.410664	1.52621	1.86918	1.96433	-1.02077	0.489312	2.6425	0.810336	0.36469	1.16087	1.77006	1.58698	-0.820715	1.90475	1.93478
1.98404	2.50509	0.526855	2.1985	1.98391	2.50496	0.817442	1.75947	1.20126	-0.327234	1.53049	1.8409	1.96203	-0.968723	0.495361	2.59648	0.810911	0.446977	1.16492	1.74011	1.58517	-0.755204	1.90918	1.90646
1.97827	2.49909	0.531825	2.10645	1.97813	2.49894	0.819917	1.73265	1.2006	-0.241014	1.5347	1.81063	1.95986	-0.914807	0.501294	2.54278	0.811449	0.513553	1.1689	1.70747	1.5835	-0.687756	1.91354	1.87655
1.97251	2.49294	0.536576	2.00942	1.97238	2.49276	0.821847	1.71048	1.20015	-0.152144	1.53885	1.77844	1.95781	-0.858978	0.507095	2.48158	0.811892	0.563332	1.1728	1.67229	1.58199	-0.618413	1.91784	1.84494
1.96677	2.48658	0.541098	1.90825	1.96663	2.48641	0.823249	1.69359	1.1999	-0.0608294	1.54291	1.74431	1.95589	-0.801298	0.512746	2.41297	0.812198	0.595573	1.17662	1.63474	1.58065	-0.547182	1.92206	1.81159
1.96104	2.48008	0.545382	1.80389	1.9609	2.47994	0.82414	1.68244	1.19987	0.0327319	1.5469	1.70834	1.95411	-0.741823	0.51823	2.33728	0.812667	0.64227	1.18034	1.59488	1.57947	-0.474153	1.9262	1.7766
1.95532	2.47345	0.549422	1.69735	1.95519	2.47329	0.825409	1.66607	1.20005	0.128296	1.5508	1.67061	1.95247	-0.680513	0.523532	2.25498	0.813217	0.693617	1.18398	1.5528	1.57846	-0.399433	1.93026	1.73996
1.94962	2.46665	0.553215	1.58973	1.94949	2.4665	0.826775	1.64787	1.20046	0.225528	1.55461	1.63119	1.95097	-0.617513	0.528637	2.16655	0.814034	0.764503	1.18751	1.50877	1.57762	-0.323163	1.93423	1.70168
1.94394	2.4597	0.556759	1.4821	1.9438	2.45952	0.828607	1.6224	1.20109	0.324117	1.55832	1.59014	1.94962	-0.552889	0.53353	2.07268	0.815181	0.855439	1.19094	1.46298	1.57697	-0.245476	1.93811	1.66182
