Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		381  Points		386  Points		373  Points		366  Points		337  Points		128  Points		380  Points		378  Points		366  Points		173  Points		125  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20333	2.51425	0.346226	211.125	2.20392	2.51426	0.692354	348.149	1.38444	15703.5	1.42625	653.357	2.07666	14125.2	0.346316	158.576	2.20096	2.56472	1.03833	41456.2	1.73053	1860.64	1.90095	6976.64
2.19752	2.51425	0.346784	87.8534	2.19812	2.51425	0.692847	161.275	1.38382	577.663	1.42793	317.998	2.07658	846.06	0.346982	77.2563	2.1962	2.56608	1.03866	445.309	1.7303	534.46	1.90114	736.913
2.19173	2.51427	0.347798	55.6059	2.19233	2.51426	0.693698	105.051	1.38217	293.894	1.43052	210.44	2.07637	436.047	0.348103	51.2013	2.19145	2.56745	1.03962	224.063	1.72982	311.968	1.90164	389.101
2.18595	2.51429	0.34926	40.7915	2.18654	2.51429	0.6949	77.9835	1.37969	196.807	1.4338	157.471	2.07603	293.673	0.349669	38.3995	2.18671	2.56884	1.04118	149.869	1.7291	220.204	1.90244	264.425
2.18018	2.51433	0.351161	32.307	2.18077	2.51432	0.696441	62.0811	1.37662	147.742	1.43757	125.964	2.07556	221.356	0.351671	30.8118	2.18197	2.57024	1.04328	112.73	1.72814	170.099	1.90355	200.33
2.17443	2.51438	0.353485	26.8261	2.17502	2.51437	0.698311	51.6286	1.37315	118.119	1.44168	105.079	2.07496	177.59	0.354093	25.8068	2.17724	2.57166	1.04586	90.4569	1.72696	138.522	1.90493	161.306
2.16868	2.51445	0.356217	23.0051	2.16927	2.51444	0.700493	44.2425	1.36941	98.2889	1.44605	90.2241	2.07424	148.251	0.356918	22.268	2.17252	2.57309	1.04887	75.6249	1.72557	116.794	1.90659	135.058
2.16295	2.51453	0.359339	20.197	2.16354	2.51452	0.702973	38.7517	1.36551	84.0833	1.45061	79.118	2.0734	127.212	0.360129	19.6409	2.1678	2.57454	1.05225	65.0465	1.72399	100.925	1.90851	116.201
2.15723	2.51462	0.362831	18.0521	2.15781	2.51461	0.705734	34.5139	1.36149	73.4065	1.4553	70.5016	2.07244	111.384	0.363706	17.6188	2.16308	2.57599	1.05593	57.1258	1.72222	88.8234	1.91068	102.003
2.15152	2.51473	0.366673	16.3646	2.1521	2.51472	0.708758	31.1471	1.35742	65.0892	1.46011	63.6227	2.07137	99.0441	0.367627	16.0183	2.15836	2.57746	1.05987	50.9757	1.72028	79.288	1.91307	90.9296
2.14583	2.51486	0.370843	15.0055	2.14641	2.51484	0.712028	28.4099	1.35331	58.4277	1.465	58.004	2.07019	89.1516	0.371872	14.723	2.15364	2.57893	1.06403	46.0639	1.7182	71.5797	1.91568	82.0544
2.14014	2.515	0.375321	13.8898	2.14073	2.51498	0.715525	26.1426	1.34919	52.9729	1.46996	53.3285	2.06891	81.0434	0.376419	13.6556	2.14893	2.58041	1.06838	42.0517	1.71598	65.2182	1.91848	74.7834
2.13448	2.51516	0.380084	12.9595	2.13506	2.51514	0.719232	24.235	1.34508	48.4246	1.47498	49.3772	2.06753	74.276	0.381247	12.7624	2.14421	2.5819	1.07289	38.7132	1.71365	59.8784	1.92147	68.719
2.12882	2.51533	0.385112	12.1732	2.1294	2.51531	0.723132	22.6086	1.341	44.5747	1.48004	45.994	2.06606	68.5417	0.386333	12.0054	2.13948	2.58339	1.07753	35.8925	1.71121	55.332	1.92462	63.5846
2.12318	2.51553	0.390382	11.501	2.12376	2.51551	0.727209	21.2062	1.33694	41.2743	1.48515	43.0645	2.06451	63.6202	0.391658	11.3565	2.13475	2.58488	1.08229	33.4779	1.70869	51.4144	1.92792	59.1822
2.11755	2.51574	0.395876	10.9205	2.11813	2.51571	0.731446	19.9851	1.33293	38.414	1.49028	40.5033	2.06288	59.35	0.396477	10.8629	2.13002	2.58637	1.08715	31.3878	1.70608	48.0033	1.93136	55.3662
2.11194	2.51597	0.401572	10.4147	2.11251	2.51594	0.73583	18.9125	1.32897	35.9117	1.49543	38.245	2.06118	55.6094	0.400706	10.4863	2.12527	2.58786	1.09208	29.561	1.70342	45.0065	1.93493	52.0271
2.10634	2.51621	0.407452	9.97054	2.10691	2.51619	0.740344	17.9632	1.32506	33.7046	1.5006	36.2389	2.05942	52.3057	0.404281	10.2015	2.12052	2.58934	1.09709	27.9508	1.70071	42.3528	1.93861	49.0809
2.10076	2.51648	0.413498	9.57769	2.10133	2.51645	0.744975	17.1173	1.32121	31.7436	1.50579	34.4448	2.0576	49.3664	0.407155	9.99143	2.11575	2.59082	1.10216	26.5208	1.69796	39.9867	1.94239	46.4625
2.09519	2.51677	0.41969	9.22793	2.09576	2.51674	0.749711	16.3588	1.31743	29.9902	1.51099	32.8309	2.05573	46.7343	0.409293	9.84482	2.11097	2.59229	1.10727	25.2423	1.69518	37.8638	1.94626	44.12
2.08964	2.51707	0.426012	8.91465	2.09021	2.51704	0.754538	15.6749	1.31372	28.4134	1.51619	31.3711	2.05381	44.3636	0.410672	9.75425	2.10617	2.59375	1.11242	24.0925	1.69239	35.9486	1.95022	42.0121
2.0841	2.5174	0.432447	8.6325	2.08467	2.51736	0.759445	15.0552	1.31009	26.988	1.5214	30.0445	2.05185	42.2172	0.412669	9.62829	2.10136	2.59519	1.11761	23.0528	1.68959	34.2123	1.95424	40.1053
2.07858	2.51775	0.438978	8.37702	2.07914	2.51771	0.76442	14.491	1.30654	25.6936	1.52661	28.8334	2.04987	40.2647	0.414857	9.49676	2.09652	2.59662	1.12282	22.108	1.68679	32.631	1.95833	38.3722
2.07307	2.51811	0.44559	8.14457	2.07363	2.51808	0.769453	13.9751	1.30308	24.5132	1.53181	27.7234	2.04786	38.4812	0.417863	9.32629	2.09166	2.59803	1.12804	21.2457	1.684	31.185	1.96248	36.79
2.06758	2.5185	0.452266	7.93207	2.06814	2.51846	0.774532	13.5016	1.29971	23.4326	1.537	26.7023	2.04583	36.8455	0.421709	9.12352	2.08678	2.59941	1.13328	20.4555	1.68122	29.8578	1.96667	35.3399
2.06211	2.51892	0.458991	7.73692	2.06267	2.51887	0.779648	13.0652	1.29643	22.4401	1.54218	25.7597	2.04379	35.3401	0.426423	8.89562	2.08187	2.60077	1.13853	19.7285	1.67847	28.6356	1.97089	34.0059
2.05665	2.51935	0.465751	7.55695	2.05721	2.5193	0.784792	12.6618	1.29326	21.5254	1.54734	24.8868	2.04174	33.9502	0.43203	8.64977	2.07693	2.6021	1.14377	19.0574	1.67576	27.5065	1.97516	32.7746
2.05121	2.51981	0.47253	7.39026	2.05176	2.51976	0.789952	12.2876	1.29019	20.6801	1.55249	24.0761	2.0397	32.663	0.438556	8.39271	2.07196	2.6034	1.14901	18.4359	1.67308	26.4604	1.97944	31.6346
2.04578	2.52029	0.479312	7.23524	2.04634	2.52024	0.79512	11.9395	1.28723	19.8968	1.55761	23.321	2.03766	31.4676	0.445163	8.15887	2.06696	2.60467	1.15424	17.8587	1.67046	25.4887	1.98375	30.5758
2.04037	2.52079	0.486084	7.09049	2.04093	2.52074	0.800288	11.6147	1.28438	19.1691	1.56271	22.6161	2.03563	30.3547	0.451835	7.94517	2.06192	2.6059	1.15946	17.321	1.66788	24.5839	1.98806	29.59
2.03498	2.52132	0.492829	6.9548	2.03553	2.52126	0.805445	11.3108	1.28166	18.4917	1.56778	21.9563	2.03363	29.3161	0.458558	7.74898	2.05685	2.60709	1.16465	16.8188	1.66537	23.7394	1.99239	28.6698
2.02961	2.52187	0.499533	6.8271	2.03016	2.52181	0.810584	11.0257	1.27906	17.8596	1.57282	21.3373	2.03165	28.3448	0.465316	7.56809	2.05174	2.60825	1.16982	16.3487	1.66292	22.9496	1.99671	27.8087
2.02425	2.52244	0.50618	6.70646	2.0248	2.52238	0.81504	10.7911	1.27659	17.2688	1.57782	20.7555	2.0297	27.4344	0.472094	7.4006	2.0466	2.60936	1.17495	15.9075	1.66054	22.2096	2.00103	27.0012
2.01891	2.52304	0.512756	6.59205	2.01946	2.52298	0.818817	10.6006	1.27426	16.7155	1.58279	20.2074	2.02779	26.5797	0.478877	7.24487	2.04142	2.61044	1.18006	15.4926	1.65824	21.5148	2.00534	26.2422
2.01359	2.52367	0.519244	6.48315	2.01413	2.5236	0.821924	10.4491	1.27207	16.1965	1.58771	19.6902	2.02593	25.7756	0.48565	7.0995	2.0362	2.61147	1.18512	15.1016	1.65602	20.8616	2.00963	25.5276
2.00828	2.52432	0.525629	6.37909	2.00882	2.52425	0.824368	10.3329	1.27003	15.709	1.59258	19.2012	2.02411	25.0181	0.492397	6.96326	2.03094	2.61246	1.19013	14.7323	1.6539	20.2463	2.0139	24.8534
2.00299	2.52499	0.531897	6.27932	2.00353	2.52492	0.826158	10.2495	1.26814	15.2504	1.5974	18.738	2.02235	24.3032	0.499104	6.83508	2.02565	2.6134	1.1951	14.383	1.65186	19.6659	2.01814	24.2161
1.99772	2.52569	0.538031	6.1833	1.99826	2.52562	0.8273	10.1969	1.26641	14.8184	1.60217	18.2987	2.02065	23.6276	0.505755	6.71401	2.02031	2.6143	1.20001	14.0519	1.64993	19.1178	2.02235	23.6129
1.99246	2.52642	0.544016	6.09058	1.993	2.52634	0.828936	10.1225	1.26484	14.411	1.60688	17.8812	2.01902	22.9883	0.512336	6.59923	2.01495	2.61516	1.20486	13.7375	1.64811	18.5994	2.02652	23.0408
1.98723	2.52717	0.549839	6.00076	1.98776	2.52709	0.830707	10.0431	1.26344	14.0263	1.61152	17.484	2.01746	22.3825	0.51883	6.48999	2.00954	2.61598	1.20965	13.4386	1.6464	18.1085	2.03064	22.4975
1.98201	2.52795	0.555485	5.91346	1.98254	2.52787	0.833104	9.93739	1.26222	13.6627	1.6161	17.1055	2.01598	21.8079	0.525223	6.38564	2.0041	2.61676	1.21437	13.1538	1.64481	17.6432	2.03472	21.9807
1.9768	2.52875	0.560942	5.82839	1.97733	2.52867	0.836112	9.80746	1.26118	13.3188	1.62061	16.7442	2.01459	21.2621	0.531498	6.28561	1.99863	2.6175	1.21901	12.8821	1.64334	17.2017	2.03874	21.4885
1.97161	2.52958	0.566197	5.74524	1.97214	2.5295	0.839715	9.65559	1.26032	12.9932	1.62504	16.3991	2.01328	20.7432	0.537641	6.18936	1.99312	2.6182	1.22358	12.6226	1.64199	16.7823	2.0427	21.019
1.96644	2.53044	0.571239	5.6638	1.96697	2.53035	0.843888	9.48428	1.25966	12.6846	1.6294	16.0689	2.01208	20.2493	0.543637	6.09644	1.98758	2.61886	1.22806	12.3743	1.64079	16.3836	2.04659	20.5707
1.96129	2.53132	0.576059	5.58385	1.96182	2.53123	0.848598	9.29615	1.2592	12.392	1.63367	15.7525	2.01097	19.7789	0.54947	6.00645	1.98201	2.61949	1.23246	12.1364	1.63972	16.0042	2.05041	20.142
