Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
399  Points		396  Points		399  Points		388  Points		372  Points		362  Points		165  Points		396  Points		391  Points		378  Points		362  Points		173  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20176	2.36037	0.346113	0.118992	2.20104	2.35942	0.692291	0.124163	1.04741	-0.0229545	1.38445	0.0504403	1.7457	-0.0102491	0.346322	0.2779	0.698261	-0.0386195	1.03833	0.0438333	1.39656	-0.00957761	1.73056	0.0409696
2.19632	2.35667	0.346388	0.211712	2.1956	2.35572	0.692577	0.170952	1.04736	-0.0343448	1.38457	0.0753252	1.74567	-0.0185965	0.346963	0.369505	0.698172	-0.0544868	1.03843	0.0760351	1.39654	-0.0189543	1.73065	0.061689
2.19089	2.34921	0.34709	0.395829	2.19017	2.34822	0.69308	0.263932	1.04725	-0.0567968	1.3848	0.124785	1.74561	-0.0351428	0.348027	0.550788	0.69801	-0.0856827	1.03868	0.140121	1.39647	-0.0375628	1.73084	0.1029
2.18548	2.34162	0.348215	0.576491	2.18476	2.34061	0.693795	0.355263	1.0471	-0.0783367	1.38514	0.173532	1.74551	-0.0512432	0.349505	0.727319	0.697777	-0.115555	1.03908	0.203327	1.39636	-0.0556637	1.73113	0.143574
2.18008	2.33392	0.349751	0.752218	2.17937	2.33292	0.694719	0.444321	1.04689	-0.0987113	1.3856	0.22137	1.74538	-0.0666715	0.351384	0.897789	0.697476	-0.143805	1.03962	0.26536	1.39621	-0.0729689	1.73151	0.183466
2.1747	2.32613	0.351686	0.92174	2.17399	2.3251	0.695846	0.530665	1.04664	-0.117634	1.38617	0.267972	1.7452	-0.0811951	0.353648	1.06104	0.697113	-0.16991	1.0403	0.325924	1.39603	-0.0892689	1.73197	0.222382
2.16935	2.31824	0.354005	1.08383	2.16864	2.31715	0.697168	0.613778	1.04635	-0.134753	1.38684	0.313057	1.745	-0.0946417	0.35628	1.21594	0.696692	-0.193409	1.04112	0.384577	1.3958	-0.104291	1.73253	0.26015
2.16401	2.31023	0.356688	1.2375	2.1633	2.30915	0.698678	0.693211	1.04602	-0.149801	1.38761	0.356499	1.74477	-0.106813	0.359259	1.36176	0.69622	-0.213967	1.04208	0.441019	1.39555	-0.117781	1.73317	0.296501
2.15869	2.30211	0.359715	1.38195	2.15798	2.30107	0.700367	0.768508	1.04566	-0.162465	1.38848	0.397971	1.74451	-0.117533	0.362564	1.49782	0.695705	-0.231059	1.04316	0.495016	1.39526	-0.129529	1.7339	0.331264
2.15338	2.29394	0.363065	1.51653	2.15268	2.29283	0.702225	0.839269	1.04527	-0.172412	1.38945	0.437265	1.74423	-0.126595	0.366172	1.6236	0.695154	-0.244297	1.04436	0.546247	1.39495	-0.139327	1.7347	0.364315
2.1481	2.28564	0.366714	1.64082	2.1474	2.28453	0.70424	0.905204	1.04486	-0.179415	1.3905	0.474249	1.74392	-0.13388	0.370057	1.73871	0.694578	-0.25334	1.04568	0.594437	1.39462	-0.146911	1.73558	0.395482
2.14283	2.27726	0.370637	1.7544	2.14214	2.27614	0.706402	0.96603	1.04444	-0.183242	1.39164	0.508668	1.74361	-0.13922	0.374195	1.84296	0.693985	-0.257729	1.04711	0.639401	1.39427	-0.152119	1.73653	0.424562
2.13759	2.26877	0.37481	1.85707	2.1369	2.26764	0.708698	1.02147	1.04402	-0.183643	1.39285	0.540444	1.74328	-0.142357	0.378562	1.93625	0.693388	-0.257059	1.04863	0.680842	1.39391	-0.154772	1.73754	0.451449
2.13237	2.2602	0.379207	1.94872	2.13167	2.25907	0.711116	1.07127	1.04359	-0.180345	1.39413	0.569427	1.74295	-0.143283	0.383131	2.01838	0.692799	-0.25096	1.05025	0.718606	1.39356	-0.15473	1.73861	0.476072
2.12716	2.25158	0.383803	2.02927	2.12647	2.25041	0.713642	1.11527	1.04318	-0.173162	1.39548	0.595385	1.74262	-0.14184	0.387876	2.08934	0.69223	-0.239053	1.05195	0.752608	1.3932	-0.151791	1.73974	0.498292
2.12197	2.24281	0.388572	2.09868	2.12129	2.24167	0.716263	1.15333	1.0428	-0.161946	1.39688	0.618297	1.7423	-0.137929	0.392773	2.14923	0.691696	-0.220953	1.05372	0.782597	1.39286	-0.145765	1.74091	0.517975
2.11681	2.234	0.393488	2.15692	2.11613	2.23283	0.718964	1.18527	1.04244	-0.146398	1.39833	0.638121	1.74198	-0.131424	0.397794	2.19796	0.69121	-0.196252	1.05556	0.808519	1.39253	-0.136643	1.74213	0.535077
2.11167	2.2251	0.398526	2.20404	2.11099	2.22394	0.721733	1.21108	1.04212	-0.126435	1.39982	0.654698	1.74169	-0.122224	0.402916	2.23557	0.69079	-0.164575	1.05745	0.830259	1.39222	-0.124258	1.74338	0.549578
2.10654	2.21615	0.403659	2.24006	2.10586	2.21495	0.724553	1.23061	1.04185	-0.101964	1.40135	0.66793	1.74142	-0.110343	0.408111	2.2621	0.690451	-0.125537	1.05939	0.847739	1.39195	-0.108497	1.74466	0.561368
2.10144	2.20713	0.408863	2.265	2.10076	2.2059	0.727412	1.24389	1.04165	-0.0727972	1.4029	0.677914	1.74118	-0.0956617	0.413355	2.2775	0.690211	-0.0788086	1.06136	0.860946	1.39172	-0.0892801	1.74597	0.570447
2.09636	2.198	0.414112	2.27885	2.09568	2.19681	0.730293	1.25089	1.04152	-0.0388529	1.40448	0.684625	1.74098	-0.0781648	0.418621	2.28187	0.690087	-0.0240046	1.06336	0.869854	1.39154	-0.0665933	1.7473	0.576813
2.09129	2.18884	0.419379	2.28157	2.09063	2.18764	0.733184	1.25157	1.04147	-4.16749e-005	1.40606	0.68794	1.74082	-0.0578193	0.423885	2.27516	0.6901	0.0391864	1.06538	0.874415	1.39142	-0.0404092	1.74863	0.580462
2.08625	2.1796	0.424641	2.27325	2.08559	2.17839	0.736069	1.24603	1.04152	0.0436697	1.40765	0.687978	1.74071	-0.0346333	0.429121	2.25763	0.690268	0.111076	1.0674	0.874674	1.39136	-0.0106845	1.74997	0.581388
2.08124	2.17036	0.42987	2.25396	2.08057	2.1691	0.738934	1.23439	1.04167	0.092201	1.40924	0.684831	1.74066	-0.0086959	0.43364	2.23365	0.690612	0.191794	1.06941	0.870724	1.39137	0.0226061	1.75132	0.579652
2.07624	2.16101	0.435042	2.22373	2.07558	2.15977	0.741766	1.21673	1.04194	0.145611	1.41081	0.678465	1.74067	0.0200344	0.437448	2.20667	0.691153	0.281453	1.07142	0.862532	1.39146	0.0593775	1.75265	0.575301
2.07126	2.15163	0.440132	2.18268	2.07061	2.1504	0.744549	1.1932	1.04234	0.203798	1.41237	0.668955	1.74075	0.0515673	0.440559	2.17992	0.691911	0.380205	1.07339	0.850322	1.39164	0.0995221	1.75397	0.568356
2.06631	2.14224	0.445115	2.13112	2.06566	2.14096	0.747272	1.16402	1.04288	0.26656	1.4139	0.656526	1.74091	0.0857024	0.442989	2.15598	0.692908	0.48784	1.07534	0.834178	1.39192	0.143043	1.75527	0.559007
2.06138	2.13275	0.449967	2.06939	2.06073	2.13146	0.749921	1.12938	1.04357	0.333856	1.4154	0.64119	1.74115	0.122332	0.444758	2.1369	0.694163	0.60416	1.07724	0.814196	1.3923	0.189803	1.75655	0.547267
2.05647	2.12323	0.454665	1.998	2.05582	2.12199	0.752484	1.08963	1.04442	0.405385	1.41686	0.623116	1.74147	0.16146	0.445882	2.12376	0.695696	0.728695	1.0791	0.790637	1.39279	0.239597	1.7578	0.533236
