Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		382  Points		387  Points		374  Points		366  Points		349  Points		140  Points		382  Points		380  Points		366  Points		174  Points		129  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20231	2.56821	0.346318	0.28844	2.20469	2.5697	0.692219	0.0811568	1.37544	-1.25056	1.38455	1.25496	2.07665	-0.0642974	0.346249	0.254152	0.916936	-0.206734	1.03834	0.156875	1.73054	-0.129427	1.8342	0.253378
2.19639	2.56638	0.346983	0.386445	2.19876	2.56787	0.692406	0.154664	1.37255	-1.55451	1.38744	1.58231	2.0765	-0.106579	0.346835	0.352418	0.916458	-0.286654	1.03871	0.258662	1.73024	-0.221522	1.83479	0.356536
2.19047	2.56263	0.348101	0.580632	2.19284	2.56414	0.692933	0.300699	1.36827	-1.92281	1.39185	1.99159	2.07616	-0.190576	0.347875	0.547239	0.915613	-0.441966	1.03954	0.458701	1.72952	-0.401203	1.83585	0.557245
2.18456	2.5588	0.349663	0.770446	2.18693	2.56034	0.693794	0.444381	1.36368	-2.00273	1.39663	2.10564	2.07562	-0.27295	0.349361	0.737883	0.914419	-0.586843	1.04082	0.649892	1.72839	-0.569916	1.83736	0.745162
2.17866	2.55487	0.351657	0.95459	2.18102	2.55647	0.694984	0.584673	1.35902	-2.01961	1.40157	2.15541	2.0749	-0.353105	0.351281	0.9231	0.912905	-0.718834	1.04254	0.829392	1.72689	-0.72431	1.83929	0.917602
2.17277	2.55082	0.354068	1.13201	2.17513	2.55247	0.696492	0.720678	1.35436	-2.01639	1.40658	2.18486	2.07399	-0.430576	0.353621	1.10179	0.911102	-0.836478	1.04465	0.995326	1.72505	-0.862369	1.8416	1.07323
2.16689	2.54668	0.356881	1.30184	2.16925	2.54835	0.698309	0.85155	1.34972	-2.0043	1.41165	2.20551	2.07291	-0.504733	0.356365	1.27298	0.909044	-0.939124	1.04713	1.14672	1.72291	-0.983287	1.84424	1.21184
2.16102	2.54242	0.360076	1.46337	2.16337	2.54414	0.700422	0.976624	1.34511	-1.98745	1.41676	2.22148	2.07166	-0.575191	0.359495	1.436	0.906768	-1.02686	1.04994	1.28334	1.72051	-1.08736	1.84719	1.33401
2.15516	2.53808	0.363634	1.616	2.15751	2.53983	0.702816	1.09545	1.34055	-1.96759	1.4219	2.23452	2.07026	-0.641619	0.362992	1.5902	0.904306	-1.10024	1.05305	1.40561	1.71789	-1.17552	1.8504	1.44096
2.1493	2.53358	0.367533	1.75947	2.15165	2.53537	0.705477	1.20763	1.33603	-1.94544	1.42707	2.24551	2.0687	-0.703796	0.366834	1.73528	0.90169	-1.16006	1.05643	1.51429	1.71508	-1.24902	1.85384	1.53415
2.14346	2.52897	0.371753	1.89362	2.1458	2.53085	0.708389	1.31299	1.33157	-1.92143	1.43226	2.25481	2.06701	-0.761499	0.371	1.87105	0.898952	-1.2074	1.06004	1.61035	1.71212	-1.30937	1.85748	1.61498
2.13763	2.52429	0.376272	2.0183	2.13997	2.52621	0.711536	1.41134	1.32716	-1.89576	1.43748	2.26266	2.06519	-0.814577	0.375468	1.99734	0.896118	-1.24335	1.06386	1.69504	1.70904	-1.35808	1.86129	1.68496
2.13181	2.51947	0.381067	2.13363	2.13415	2.52139	0.714902	1.50271	1.32282	-1.86859	1.44271	2.26928	2.06325	-0.86309	0.380217	2.11429	0.893214	-1.26888	1.06786	1.76935	1.70586	-1.39654	1.86525	1.74551
2.12601	2.51453	0.386118	2.2397	2.12833	2.51651	0.718471	1.58718	1.31854	-1.83995	1.44795	2.27475	2.0612	-0.907017	0.385225	2.22198	0.890263	-1.28501	1.07203	1.83439	1.7026	-1.42599	1.86935	1.79777
2.12021	2.50947	0.391403	2.3367	2.12253	2.51152	0.722227	1.66485	1.31433	-1.80991	1.4532	2.27911	2.05906	-0.946312	0.390471	2.32053	0.887284	-1.29259	1.07633	1.89117	1.69928	-1.44761	1.87355	1.84281
2.11443	2.50426	0.396902	2.42495	2.11674	2.50637	0.726154	1.73589	1.31019	-1.77841	1.45847	2.28232	2.05684	-0.981102	0.395934	2.41042	0.884298	-1.29229	1.08075	1.94055	1.69592	-1.46236	1.87785	1.88155
2.10865	2.49896	0.402594	2.50461	2.11097	2.50111	0.730237	1.80048	1.30612	-1.74544	1.46374	2.28442	2.05454	-1.01157	0.400856	2.48189	0.881321	-1.28489	1.08528	1.98337	1.69253	-1.47106	1.88223	1.91479
2.10289	2.49357	0.40846	2.57589	2.1052	2.49573	0.734463	1.85892	1.30213	-1.71106	1.46901	2.28548	2.05217	-1.03779	0.40516	2.53781	0.878368	-1.27088	1.08991	2.02023	1.68913	-1.47439	1.88669	1.94311
2.09715	2.48799	0.414481	2.63914	2.09945	2.49024	0.738816	1.9114	1.29823	-1.67511	1.47428	2.28546	2.04975	-1.05984	0.408788	2.58055	0.875456	-1.25063	1.09461	2.05176	1.68572	-1.47293	1.8912	1.96708
2.09141	2.48231	0.420639	2.69459	2.09371	2.48461	0.743284	1.95807	1.2944	-1.63756	1.47956	2.28434	2.04728	-1.07792	0.411699	2.61214	0.872597	-1.22449	1.09937	2.07842	1.68233	-1.46715	1.89576	1.98719
2.08569	2.47653	0.426916	2.74242	2.08798	2.47884	0.747852	1.99927	1.29067	-1.59843	1.48482	2.28208	2.04477	-1.0922	0.413861	2.63435	0.869805	-1.19278	1.1042	2.10068	1.67895	-1.45751	1.90037	2.00376
2.07998	2.47061	0.433295	2.7828	2.08227	2.47302	0.75251	2.03514	1.28703	-1.55767	1.49009	2.27867	2.04224	-1.10274	0.415254	2.6479	0.867092	-1.15574	1.10907	2.11892	1.6756	-1.44436	1.90501	2.01712
2.07429	2.46456	0.439758	2.81587	2.07657	2.46702	0.757244	2.06588	1.28348	-1.51518	1.49534	2.27412	2.03968	-1.10975	0.417268	2.66647	0.864471	-1.11344	1.11398	2.13334	1.67229	-1.42789	1.90968	2.02758
2.06861	2.45838	0.446289	2.84187	2.07089	2.46087	0.762043	2.09168	1.28004	-1.47085	1.50058	2.2684	2.03712	-1.11338	0.419474	2.6858	0.861954	-1.06597	1.11891	2.14431	1.66901	-1.40835	1.91437	2.03533
2.06294	2.45211	0.452873	2.86084	2.06522	2.45465	0.766897	2.11268	1.27669	-1.42468	1.50581	2.26148	2.03455	-1.11368	0.422498	2.7105	0.859552	-1.01337	1.12387	2.15196	1.66579	-1.38597	1.91907	2.04049
2.05729	2.44572	0.459491	2.87277	2.05956	2.44829	0.771793	2.12903	1.27346	-1.37664	1.51102	2.2533	2.03198	-1.11076	0.426361	2.73918	0.857278	-0.955633	1.12884	2.15651	1.66262	-1.36084	1.92378	2.04326
2.05166	2.43916	0.46613	2.87775	2.05392	2.4418	0.776722	2.14085	1.27034	-1.32657	1.51621	2.24381	2.02942	-1.10477	0.431085	2.77013	0.855142	-0.892742	1.13382	2.15813	1.65951	-1.33314	1.9285	2.04375
2.04604	2.43249	0.472772	2.87583	2.04829	2.43518	0.781672	2.14832	1.26734	-1.27439	1.52137	2.23305	2.02688	-1.0958	0.436689	2.80129	0.853158	-0.8246	1.1388	2.1569	1.65647	-1.30292	1.93322	2.04203
2.04043	2.42575	0.479401	2.86703	2.04268	2.42847	0.786636	2.15147	1.26446	-1.22013	1.52651	2.22096	2.02436	-1.08394	0.44319	2.83043	0.851337	-0.751087	1.14378	2.1529	1.6535	-1.27026	1.93792	2.03815
