Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
385  Points		381  Points		385  Points		374  Points		365  Points		333  Points		124  Points		381  Points		377  Points		365  Points		173  Points		122  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20005	2.51661	0.346126	550.69	2.20016	2.51661	0.692263	617.003	1.38426	913.784	1.44215	1256.55	2.07665	2170.68	0.346226	211.368	2.20142	2.57317	1.03846	751.87	1.73047	904.961	1.92277	1395.4
2.1943	2.51668	0.346483	118.015	2.19441	2.51668	0.692628	201.969	1.38334	361.916	1.44302	417.65	2.07654	636.179	0.346784	87.8954	2.19668	2.57457	1.03925	281.75	1.73018	410.034	1.92307	521.819
2.18857	2.51676	0.347299	66.2365	2.18867	2.51675	0.693361	120.863	1.38169	225.411	1.44471	250.708	2.07631	372.668	0.347799	55.6229	2.19193	2.57597	1.04073	173.572	1.72967	265.003	1.92365	320.998
2.18284	2.51685	0.348569	46.1636	2.18294	2.51685	0.694455	86.3303	1.37945	163.499	1.44708	179.319	2.07596	263.485	0.349264	40.8008	2.18719	2.57738	1.04283	125.591	1.72895	195.707	1.9245	231.864
2.17713	2.51696	0.350281	35.5322	2.17723	2.51696	0.6959	67.2266	1.37672	128.133	1.45003	139.731	2.0755	203.755	0.351167	32.3132	2.18244	2.57881	1.04547	98.5294	1.72803	155.094	1.92561	181.533
2.17143	2.51708	0.352425	28.9692	2.17153	2.51708	0.697684	55.1139	1.37364	105.245	1.45343	114.582	2.07492	166.078	0.353494	26.8307	2.1777	2.58024	1.04857	81.1706	1.72691	128.402	1.92698	149.206
2.16574	2.51722	0.354984	24.5275	2.16584	2.51722	0.699792	46.7577	1.37028	89.2156	1.45719	97.1973	2.07424	140.141	0.35623	23.0087	2.17296	2.58168	1.05206	69.0986	1.7256	109.516	1.9286	126.696
2.16006	2.51738	0.357942	21.3311	2.16016	2.51737	0.702209	40.6518	1.36674	77.3626	1.46122	84.4664	2.07344	121.194	0.359357	20.2002	2.16821	2.58312	1.05588	60.2224	1.72412	95.4454	1.93045	110.125
2.1544	2.51755	0.36128	18.9274	2.1545	2.51754	0.704916	35.9997	1.36305	68.2412	1.46548	74.7432	2.07254	106.745	0.362855	18.055	2.16346	2.58456	1.05995	53.4242	1.72248	84.5541	1.93252	97.4197
2.14875	2.51774	0.364978	17.059	2.14885	2.51773	0.707896	32.3409	1.35927	61.0047	1.46991	67.0754	2.07154	95.3605	0.366704	16.3673	2.15871	2.58601	1.06425	48.0525	1.72069	75.8724	1.93481	87.372
2.14312	2.51794	0.369015	15.5686	2.14322	2.51794	0.71113	29.3905	1.35543	55.1239	1.47448	60.8744	2.07044	86.1585	0.370882	15.0082	2.15394	2.58746	1.06874	43.702	1.71877	68.7888	1.93729	79.2286
2.1375	2.51816	0.373369	14.3549	2.1376	2.51816	0.714601	26.9627	1.35156	50.2509	1.47916	55.7563	2.06925	78.5652	0.375368	13.8926	2.14917	2.5889	1.07338	40.1074	1.71672	62.8983	1.93995	72.4965
2.13189	2.5184	0.378019	13.3494	2.13199	2.5184	0.718289	24.9313	1.34767	46.1474	1.48394	51.4605	2.06798	72.1922	0.380141	12.9622	2.14439	2.59034	1.07814	37.0879	1.71456	57.9225	1.94279	66.8391
