Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
387  Points		387  Points		388  Points		374  Points		368  Points		360  Points		149  Points		387  Points		381  Points		367  Points		176  Points		136  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20044	2.50224	0.34615	356.547	2.2056	2.50252	0.69232	372.425	1.30573	14445.5	1.38444	5650.51	2.07659	1717.35	0.34611	3325.32	0.870455	743.862	1.03833	11469.9	1.72907	866.243	1.74289	761.055
2.19438	2.50191	0.346569	105.718	2.19954	2.50219	0.692727	166.267	1.30542	544.429	1.38483	542.559	2.07613	590.384	0.346358	143.629	0.870194	250.23	1.03852	433.091	1.72535	400.922	1.74683	379.954
2.18833	2.50159	0.347439	62.2023	2.19348	2.50186	0.693444	107.116	1.30456	277.261	1.38585	285.166	2.07524	356.327	0.347059	73.5471	0.869679	150.334	1.03906	220.827	1.72101	260.33	1.75136	253.641
2.18228	2.50127	0.348754	44.1851	2.18742	2.50154	0.694464	79.0859	1.30319	185.836	1.38745	193.584	2.07394	255.054	0.348209	49.5581	0.868917	107.375	1.03994	148.294	1.71649	192.469	1.75611	190.627
2.17623	2.50096	0.350504	34.3618	2.18137	2.50122	0.695782	62.7479	1.30136	139.631	1.38958	146.664	2.07226	198.516	0.349797	37.4769	0.86792	83.4557	1.04116	111.712	1.71191	152.5	1.76096	152.866
2.17019	2.50065	0.352676	28.1965	2.17533	2.50091	0.697388	52.0597	1.29914	111.731	1.39218	118.161	2.07025	162.421	0.351812	30.2216	0.866703	68.2059	1.04271	89.6759	1.70733	126.16	1.76588	127.712
2.16416	2.50035	0.355254	23.979	2.16929	2.5006	0.699272	44.5302	1.2966	93.0476	1.39516	99.0221	2.06794	137.372	0.354239	25.3963	0.865282	57.6295	1.04456	74.9597	1.70277	107.495	1.77084	109.755
2.15814	2.50005	0.35822	20.9209	2.16326	2.5003	0.701423	38.9448	1.29379	79.6565	1.39848	85.2898	2.06539	118.968	0.357062	21.9651	0.863676	49.8602	1.04669	64.4425	1.69823	93.5778	1.77584	96.2938
2.15212	2.49976	0.361555	18.6081	2.15724	2.50001	0.703829	34.6404	1.29079	69.5858	1.40208	74.9606	2.06262	104.87	0.36026	19.4072	0.861905	43.909	1.0491	56.5563	1.69373	82.802	1.78086	85.8276
2.14611	2.49948	0.365238	16.8023	2.15122	2.49972	0.706475	31.2247	1.28762	61.7358	1.40591	66.911	2.05968	93.7252	0.363815	17.4319	0.859989	39.2031	1.05176	50.4271	1.68927	74.2127	1.7859	77.4571
2.1401	2.4992	0.369249	15.3567	2.14521	2.49944	0.709348	28.4503	1.28434	55.4445	1.40993	60.4627	2.05659	84.6922	0.367705	15.8644	0.857949	35.3879	1.05466	45.529	1.68486	67.2062	1.79096	70.6102
2.13411	2.49893	0.373564	14.1758	2.13921	2.49916	0.712434	26.1537	1.28097	50.2897	1.41411	55.182	2.05339	77.2225	0.371908	14.593	0.855804	32.2318	1.05776	41.5266	1.6805	61.3826	1.79603	64.9057
2.12812	2.49867	0.378161	13.1949	2.13321	2.49889	0.715718	24.2225	1.27754	45.9892	1.41843	50.7785	2.05009	70.9424	0.376402	13.5432	0.853576	29.5775	1.06106	38.1962	1.67619	56.4661	1.80112	60.0797
2.12214	2.49841	0.38302	12.3687	2.12723	2.49863	0.719186	22.5768	1.27408	42.3472	1.42287	47.0506	2.04672	65.5887	0.381166	12.6632	0.851283	27.3142	1.06454	35.3824	1.67193	52.2606	1.80621	55.9437
2.11616	2.49817	0.388117	11.6641	2.12125	2.49838	0.722822	21.1584	1.2706	39.2235	1.42739	43.8542	2.04329	60.9706	0.386176	11.9162	0.848943	25.3615	1.06817	32.9744	1.66773	48.6226	1.81131	52.3596
2.1102	2.49793	0.393432	11.0571	2.11527	2.49813	0.726614	19.9237	1.26713	36.5154	1.432	41.0833	2.03983	56.9464	0.391411	11.275	0.846575	23.6598	1.07195	30.8907	1.6636	45.4449	1.81641	49.2238
