Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		382  Points		387  Points		374  Points		366  Points		349  Points		140  Points		382  Points		380  Points		366  Points		174  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20231	2.50824	0.346318	157.479	2.20469	2.50831	0.692219	5995.44	1.37544	2769.82	1.38455	2995.15	2.07665	3515.22	0.346249	192.46	0.916936	530.178	1.03834	1739.78	1.73054	3967.99	1.8342	1152.66
2.19639	2.50808	0.346983	76.9957	2.19876	2.50814	0.692406	285.781	1.37255	489.503	1.38744	500.944	2.0765	716.491	0.346835	84.4609	0.916458	227.021	1.03871	357.654	1.73024	630.664	1.83479	470.618
2.19047	2.50793	0.348101	51.0867	2.19284	2.50799	0.692933	146.49	1.36827	267.691	1.39185	274.145	2.07616	398.835	0.347875	54.2381	0.915613	144.321	1.03954	199.466	1.72952	342.416	1.83585	295.815
2.18456	2.50779	0.349663	38.3347	2.18693	2.50785	0.693794	98.5833	1.36368	183.815	1.39663	189.132	2.07562	276.273	0.349361	40.0586	0.914419	105.693	1.04082	138.426	1.72839	234.889	1.83736	215.818
2.17866	2.50766	0.351657	30.7696	2.18102	2.50771	0.694984	74.3692	1.35902	139.729	1.40157	144.613	2.0749	211.286	0.351281	31.8516	0.912905	83.3013	1.04254	106.095	1.72689	178.661	1.83929	169.976
2.17277	2.50754	0.354068	25.7764	2.17513	2.50759	0.696492	59.7722	1.35436	112.549	1.40658	117.222	2.07399	171.012	0.353621	26.5162	0.911102	68.6771	1.04465	86.0942	1.72505	144.077	1.8416	140.277
2.16689	2.50743	0.356881	22.2446	2.16925	2.50748	0.698309	50.0228	1.34972	94.1164	1.41165	98.6709	2.07291	143.602	0.356365	22.7805	0.909044	58.3699	1.04713	72.5099	1.72291	120.648	1.84424	119.479
2.16102	2.50733	0.360076	19.6217	2.16337	2.50737	0.700422	43.0572	1.34511	80.7955	1.41676	85.2748	2.07166	123.737	0.359495	20.0267	0.906768	50.7105	1.04994	62.6884	1.72051	103.721	1.84719	104.108
2.15516	2.50724	0.363634	17.6023	2.15751	2.50728	0.702816	37.8374	1.34055	70.7198	1.4219	75.1477	2.07026	108.675	0.362992	17.9182	0.904306	44.7928	1.05305	55.261	1.71789	90.9163	1.8504	92.2871
2.1493	2.50717	0.367533	16.0036	2.15165	2.5072	0.705477	33.784	1.33603	62.8332	1.42707	67.2233	2.0687	96.8615	0.366834	16.2563	0.90169	40.0822	1.05643	49.4504	1.71508	80.8899	1.85384	82.9166
2.14346	2.5071	0.371753	14.7095	2.1458	2.50713	0.708389	30.548	1.33157	56.493	1.43226	60.8536	2.06701	87.3456	0.371	14.9158	0.898952	36.243	1.06004	44.7827	1.71212	72.8251	1.85748	75.3075
2.13763	2.50705	0.376272	13.6427	2.13997	2.50707	0.711536	27.9069	1.32716	51.2856	1.43748	55.6221	2.06519	79.5156	0.375468	13.8139	0.896118	33.0539	1.06386	40.9521	1.70904	66.1971	1.86129	69.0066
2.13181	2.50701	0.381067	12.7499	2.13415	2.50702	0.714902	25.712	1.32282	46.933	1.44271	51.2488	2.06325	72.9592	0.380217	12.894	0.893214	30.3626	1.06786	37.7529	1.70586	60.653	1.86525	63.7039
2.12601	2.50698	0.386118	11.993	2.12833	2.50699	0.718471	23.8603	1.31854	43.2412	1.44795	47.5385	2.0612	67.3885	0.385225	12.1158	0.890263	28.0613	1.07203	35.0416	1.7026	55.9471	1.86935	59.18
2.12021	2.50697	0.391403	11.3441	2.12253	2.50697	0.722227	22.2779	1.31433	40.0709	1.4532	44.3512	2.05906	62.5964	0.390471	11.4499	0.887284	26.0713	1.07633	32.7148	1.69928	51.9027	1.87355	55.2754
2.11443	2.50697	0.396902	10.7824	2.11674	2.50697	0.726154	20.9107	1.31019	37.3193	1.45847	41.5835	2.05684	58.4301	0.395934	10.8743	0.884298	24.3337	1.08075	30.6964	1.69592	48.3897	1.87785	51.8711
2.10865	2.50698	0.402594	10.2919	2.11097	2.50698	0.730237	19.7181	1.30612	34.9091	1.46374	39.1576	2.05454	54.7744	0.400856	10.4333	0.881321	22.8039	1.08528	28.9292	1.69253	45.31	1.88223	48.8769
2.10289	2.50701	0.40846	9.86026	2.1052	2.507	0.734463	18.6691	1.30213	32.7809	1.46901	37.0139	2.05217	51.5407	0.40516	10.095	0.878368	21.447	1.08991	27.3691	1.68913	42.5882	1.88669	46.223
2.09715	2.50706	0.414481	9.4777	2.09945	2.50704	0.738816	17.7393	1.29823	30.8883	1.47428	35.1058	2.04975	48.66	0.408788	9.83795	0.875456	20.2359	1.09461	25.9817	1.68572	40.1657	1.8912	43.8545
2.09141	2.50712	0.420639	9.13645	2.09371	2.50709	0.743284	16.9097	1.2944	29.1946	1.47956	33.3964	2.04728	46.0774	0.411699	9.64777	0.872597	19.1485	1.09937	24.7399	1.68233	37.9959	1.89576	41.7277
2.08569	2.50719	0.426916	8.83024	2.08798	2.50716	0.747852	16.1651	1.29067	27.6704	1.48482	31.8562	2.04477	43.7491	0.413861	9.51469	0.869805	18.1673	1.1042	23.6219	1.67895	36.0414	1.90037	39.8073
2.07998	2.50729	0.433295	8.55393	2.08227	2.50725	0.75251	15.4931	1.28703	26.2917	1.49009	30.4612	2.04224	41.6392	0.415254	9.43235	0.867092	17.278	1.10907	22.61	1.6756	34.2719	1.90501	38.0647
2.07429	2.5074	0.439758	8.3033	2.07657	2.50735	0.757244	14.8835	1.28348	25.039	1.49534	29.1916	2.03968	39.7185	0.417268	9.31765	0.864471	16.4686	1.11398	21.6898	1.67229	32.6626	1.90968	36.4763
2.06861	2.50753	0.446289	8.07482	2.07089	2.50747	0.762043	14.328	1.28004	23.8961	1.50058	28.0313	2.03712	37.9628	0.419474	9.19765	0.861954	15.7292	1.11891	20.8492	1.66901	31.1929	1.91437	35.0223
2.06294	2.50767	0.452873	7.86556	2.06522	2.50761	0.766897	13.8197	1.27669	22.8495	1.50581	26.9666	2.03455	36.3518	0.422498	9.04177	0.859552	15.0516	1.12387	20.0783	1.66579	29.8456	1.91907	33.6864
2.05729	2.50784	0.459491	7.67302	2.05956	2.50777	0.771793	13.3527	1.27346	21.8877	1.51102	25.9861	2.03198	34.8684	0.426361	8.85582	0.857278	14.4288	1.12884	19.3688	1.66262	28.6062	1.92378	32.4546
2.05166	2.50802	0.46613	7.49508	2.05392	2.50795	0.776722	12.9222	1.27034	21.0012	1.51621	25.0801	2.02942	33.4982	0.431085	8.64611	0.855142	13.8548	1.13382	18.7133	1.65951	27.4624	1.9285	31.3152
2.04604	2.50823	0.472772	7.32993	2.04829	2.50814	0.781672	12.5238	1.26734	20.1818	1.52137	24.2404	2.02688	32.2287	0.436689	8.41898	0.853158	13.3245	1.1388	18.106	1.65647	26.4038	1.93322	30.258
2.04043	2.50845	0.479401	7.176	2.04268	2.50836	0.786636	12.154	1.26446	19.4223	1.52651	23.4598	2.02436	31.0495	0.44319	8.18042	0.851337	12.8336	1.14378	17.5415	1.6535	25.4215	1.93792	29.2745
2.03484	2.5087	0.486002	7.03194	2.03708	2.5086	0.791601	11.8097	1.26171	18.7166	1.53162	22.7322	2.02188	29.9514	0.449751	7.9624	0.849692	12.3782	1.14874	17.0155	1.6506	24.5076	1.94262	28.357
2.02927	2.50896	0.492559	6.89656	2.0315	2.50885	0.796559	11.4882	1.25909	18.0596	1.5367	22.0523	2.01943	28.9264	0.456355	7.76223	0.848235	11.9552	1.15368	16.524	1.6478	23.6555	1.9473	27.4992
