Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
388  Points		388  Points		388  Points		376  Points		369  Points		360  Points		150  Points		388  Points		380  Points		366  Points		178  Points		138  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20478	2.50136	0.346237	200.088	2.20464	2.50135	0.692229	1169.12	1.28762	1068.69	1.38454	949.442	2.0766	2155.31	0.346146	371.743	0.858395	511.796	1.03836	971.915	1.71626	1169.58	1.7312	1194.11
2.19869	2.50099	0.346804	85.8889	2.19854	2.50098	0.69246	238.821	1.28716	366.478	1.38514	367.833	2.07601	634.694	0.346556	107.01	0.858105	215.354	1.03868	307.688	1.71332	453.882	1.7342	461.569
2.1926	2.50063	0.347819	54.816	2.19245	2.50062	0.692995	133.092	1.28627	221.022	1.38624	228.26	2.0748	371.943	0.347417	62.6435	0.857583	136.297	1.03933	182.878	1.70936	281.043	1.73828	286.628
2.18651	2.50027	0.349275	40.3665	2.18637	2.50026	0.693831	92.335	1.28497	158.11	1.38782	165.602	2.07304	262.887	0.348722	44.4043	0.856836	99.639	1.04029	130.19	1.70505	203.234	1.74278	208.168
2.18043	2.49991	0.351161	32.0402	2.18029	2.49991	0.694962	70.758	1.2833	122.987	1.38984	130.039	2.07082	203.16	0.35046	34.4916	0.855876	78.4718	1.04157	101.143	1.70061	158.981	1.74748	163.631
2.17436	2.49956	0.353462	26.6414	2.17422	2.49956	0.696381	57.4142	1.28131	100.559	1.39225	107.135	2.06821	165.451	0.352619	28.2816	0.854714	64.6815	1.04314	82.7539	1.69613	130.427	1.75228	134.928
2.16829	2.49922	0.356162	22.8679	2.16815	2.49921	0.698078	48.3552	1.27904	84.9902	1.39501	91.1617	2.06529	139.472	0.355183	24.0386	0.853366	54.9793	1.045	70.0744	1.69163	110.479	1.75716	114.891
2.16223	2.49888	0.359243	20.0894	2.16209	2.49887	0.700043	41.8089	1.27653	73.5472	1.39808	79.3913	2.06212	120.484	0.358134	20.9645	0.851848	47.7788	1.04713	60.8086	1.68715	95.7563	1.76208	100.11
