Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
397  Points		396  Points		398  Points		388  Points		371  Points		361  Points		162  Points		396  Points		386  Points		378  Points		361  Points		172  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20024	2.29579	0.346111	0.108087	2.20381	2.30103	0.692236	0.0880876	1.06947	-0.0248517	1.38445	0.0591264	1.78246	-0.018401	0.346151	0.175975	0.712947	-0.0527373	1.03837	0.0844637	1.42594	-0.0412008	1.73059	0.0710435
2.19495	2.29182	0.34636	0.201581	2.1985	2.29713	0.69244	0.137017	1.06942	-0.0396543	1.38459	0.0881848	1.78242	-0.0325984	0.346557	0.269104	0.712825	-0.0706713	1.03856	0.119563	1.42584	-0.0550287	1.73075	0.0970337
2.18967	2.28384	0.347041	0.387289	2.1932	2.28923	0.692869	0.234366	1.06929	-0.068901	1.38486	0.146063	1.78231	-0.0607616	0.347393	0.453717	0.71262	-0.105943	1.03892	0.189338	1.42568	-0.0823034	1.73104	0.14871
2.18441	2.27581	0.348147	0.569667	2.18793	2.2812	0.693521	0.330333	1.0691	-0.0972918	1.38527	0.203152	1.78214	-0.0883771	0.348651	0.63449	0.712336	-0.139792	1.03944	0.258064	1.42546	-0.108655	1.73144	0.199695
2.17916	2.26764	0.34967	0.747216	2.18268	2.27312	0.694393	0.42427	1.06884	-0.124557	1.3858	0.259177	1.7819	-0.11519	0.350321	0.81	0.711975	-0.171821	1.04011	0.325422	1.42518	-0.133891	1.73196	0.249663
2.17394	2.25936	0.351596	0.918622	2.17744	2.26494	0.695479	0.515611	1.06852	-0.150303	1.38646	0.313877	1.78161	-0.140911	0.352389	0.978941	0.711543	-0.201529	1.04094	0.390997	1.42485	-0.157704	1.73259	0.298403
2.16874	2.25108	0.353909	1.0828	2.17223	2.25665	0.696772	0.603882	1.06815	-0.174182	1.38725	0.366953	1.78125	-0.165326	0.354838	1.14024	0.711045	-0.228498	1.04191	0.4544	1.42445	-0.179768	1.73334	0.345712
2.16355	2.24273	0.356592	1.23873	2.16703	2.24834	0.698266	0.688653	1.06772	-0.195867	1.38815	0.418175	1.78084	-0.188229	0.357651	1.2929	0.710489	-0.252334	1.04303	0.515359	1.42402	-0.199947	1.73419	0.391258
