Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
387  Points		386  Points		387  Points		374  Points		367  Points		357  Points		147  Points		385  Points		381  Points		366  Points		176  Points		135  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.20227	2.5036	0.346111	1978.85	2.20064	2.50352	0.692236	918.349	1.32342	1065.25	1.38461	934.997	2.07658	1374.6	0.346222	213.681	0.882343	1281.57	1.03839	783.088	1.73054	5917.89	1.76481	2026.72
2.19624	2.50331	0.346373	139.537	2.19461	2.50323	0.6925	226.22	1.32265	372.604	1.38554	365.745	2.07619	543.778	0.34677	88.2888	0.882116	294.443	1.0388	285.901	1.7297	665.316	1.76602	555.671
2.19022	2.50303	0.34709	72.4661	2.18859	2.50295	0.693081	129.1	1.3212	225.57	1.38722	227.575	2.07546	338.824	0.347769	55.7762	0.88161	166.239	1.03957	174.988	1.72771	352.075	1.76837	322.367
2.1842	2.50275	0.348256	49.0702	2.18257	2.50267	0.693975	90.4088	1.31916	161.572	1.38955	165.362	2.07441	245.991	0.349211	40.8794	0.880831	115.736	1.04071	126.174	1.72487	239.081	1.77154	227.326
2.17819	2.50247	0.349861	37.2015	2.17656	2.5024	0.695177	69.6335	1.31664	125.731	1.39242	130.006	2.07305	193.017	0.351085	32.3585	0.879795	88.7063	1.0422	98.7343	1.72149	180.79	1.77527	175.763
2.17218	2.50221	0.351894	30.0459	2.17056	2.50214	0.696677	56.6829	1.31376	102.803	1.39573	107.216	2.07142	158.758	0.353379	26.8581	0.878517	71.8596	1.04402	81.1646	1.71776	145.211	1.77936	143.407
2.16618	2.50195	0.35434	25.2752	2.16456	2.50188	0.698465	47.8461	1.31059	86.8706	1.39938	91.3121	2.06953	134.779	0.356075	23.0251	0.877016	60.3471	1.04615	68.96	1.71381	121.231	1.7837	121.215
2.16019	2.50169	0.357181	21.8772	2.15857	2.50163	0.700531	41.438	1.30722	75.153	1.40331	79.5859	2.06742	117.051	0.359155	20.209	0.875315	51.9775	1.04857	59.9946	1.70974	103.972	1.78822	105.05
2.15421	2.50145	0.3604	19.3409	2.15259	2.50138	0.702862	36.5828	1.3037	66.1727	1.40746	70.5846	2.0651	103.411	0.362599	18.0582	0.873434	45.6157	1.05126	53.1339	1.70559	90.9572	1.79287	92.7509
2.14823	2.50121	0.363975	17.3806	2.14661	2.50115	0.705445	32.7804	1.30008	59.0706	1.41178	63.4583	2.0626	92.5876	0.366387	16.3662	0.871398	40.6151	1.0542	47.7174	1.7014	80.7922	1.79761	83.0792
2.14226	2.50098	0.367886	15.8238	2.14065	2.50092	0.708264	29.7244	1.29639	53.3136	1.41625	57.6771	2.05994	83.7899	0.370497	15.0034	0.86923	36.58	1.05737	43.3347	1.6972	72.6341	1.80243	75.2746
2.1363	2.50076	0.372111	14.5605	2.13469	2.5007	0.711306	27.2165	1.29266	48.5531	1.42083	52.8933	2.05716	76.4969	0.374908	13.8846	0.86695	33.2549	1.06073	39.7169	1.69299	65.9425	1.8073	68.844
2.13035	2.50054	0.376628	13.5168	2.12874	2.50049	0.714556	25.1228	1.28892	44.5513	1.42551	48.8696	2.05426	70.3528	0.379596	12.9515	0.864581	30.4674	1.06429	36.6809	1.6888	60.355	1.81222	63.4542
2.1244	2.50034	0.381414	12.6417	2.1228	2.50029	0.717998	23.3496	1.28518	41.1407	1.43026	45.4382	2.05127	65.1057	0.384541	12.1627	0.862144	28.0969	1.06801	34.0975	1.68464	55.6198	1.81717	58.8712
2.11847	2.50014	0.386449	11.8986	2.11687	2.50009	0.721619	21.8293	1.28145	38.1999	1.43507	42.4774	2.04821	60.5724	0.38972	11.4881	0.859658	26.0565	1.07188	31.873	1.68051	51.5559	1.82216	54.9267
2.11254	2.49996	0.391711	11.2606	2.11094	2.49991	0.725403	20.512	1.27775	35.6383	1.43994	39.8966	2.04508	56.6166	0.395112	10.9053	0.857142	24.282	1.07588	29.9379	1.67643	48.0306	1.82716	51.4958
2.10663	2.49978	0.397178	10.7075	2.10503	2.49974	0.729336	19.3601	1.2741	33.3876	1.44485	37.627	2.04191	53.1347	0.400698	10.3973	0.854613	22.7249	1.07999	28.2393	1.67239	44.9437	1.83218	48.4843
2.10072	2.49962	0.40283	10.2239	2.09912	2.49957	0.733404	18.3445	1.27049	31.3948	1.44979	35.6155	2.03871	50.0464	0.405707	10.0053	0.852088	21.348	1.08421	26.7365	1.6684	42.2186	1.83721	45.8197
2.09482	2.49946	0.408648	9.79782	2.09323	2.49942	0.737593	17.4426	1.26694	29.6184	1.45475	33.8204	2.03549	47.2888	0.41007	9.70273	0.849584	20.122	1.08852	25.3977	1.66447	39.7956	1.84225	43.4452
2.08894	2.49932	0.414611	9.41968	2.08734	2.49928	0.74189	16.6364	1.26346	28.0253	1.45973	32.2085	2.03225	44.8114	0.413738	9.47185	0.847115	19.0239	1.09291	24.1974	1.6606	37.6273	1.84729	41.316
2.08306	2.49919	0.420702	9.08196	2.08147	2.49915	0.746283	15.9116	1.26005	26.5889	1.46473	30.7531	2.02902	42.574	0.416673	9.30042	0.844696	18.035	1.09737	23.1151	1.6568	35.6759	1.85233	39.3957
2.07719	2.49907	0.426901	8.77852	2.07561	2.49904	0.750758	15.2565	1.25673	25.2874	1.46973	29.4323	2.02579	40.5433	0.418849	9.18014	0.842343	17.1404	1.10188	22.1343	1.65307	33.9107	1.85737	37.6549
2.07134	2.49896	0.433191	8.50435	2.06975	2.49893	0.755304	14.6614	1.25349	24.1032	1.47474	28.2282	2.02258	38.6923	0.42025	9.10558	0.840068	16.3275	1.10643	21.2413	1.64941	32.3065	1.8624	36.0697
2.06549	2.49887	0.439554	8.25531	2.06391	2.49884	0.759909	14.1184	1.25035	23.0213	1.47974	27.1259	2.01939	36.9981	0.422273	9.00155	0.837885	15.5861	1.11103	20.4247	1.64583	30.8425	1.86743	34.6199
2.05966	2.49878	0.445972	8.02796	2.05808	2.49877	0.764561	13.6209	1.2473	22.0294	1.48474	26.1129	2.01623	35.442	0.424485	8.89249	0.835809	14.9076	1.11565	19.6751	1.64234	29.5013	1.87243	33.2887
2.05384	2.49872	0.452429	7.8194	2.05227	2.4987	0.769248	13.1633	1.24437	21.117	1.48972	25.1788	2.01311	34.0077	0.427513	8.75048	0.833854	14.2848	1.12029	18.9844	1.63892	28.2684	1.87743	32.0623
2.04803	2.49867	0.458906	7.62718	2.04646	2.49865	0.773961	12.7409	1.24154	20.2752	1.49469	24.3145	2.01003	32.6819	0.431372	8.58053	0.832032	13.7116	1.12494	18.3459	1.6356	27.1313	1.8824	30.9285
2.04223	2.49863	0.465388	7.44924	2.04067	2.49862	0.778688	12.3496	1.23884	19.4964	1.49964	23.5125	2.007	31.4526	0.436078	8.38815	0.830357	13.1828	1.12959	17.7537	1.63238	26.0796	1.88735	29.8771
2.03645	2.49861	0.471857	7.28376	2.03489	2.4986	0.783419	11.9861	1.23626	18.774	1.50456	22.7661	2.00403	30.3101	0.441644	8.17887	0.828845	12.6937	1.13424	17.203	1.62925	25.1041	1.89228	28.8995
2.03068	2.4986	0.478295	7.12922	2.02912	2.4986	0.788142	11.6471	1.23381	18.1026	1.50946	22.0696	2.00113	29.2455	0.448076	7.95794	0.827508	12.2407	1.13888	16.6893	1.62622	24.1972	1.89717	27.988
2.02492	2.49861	0.484687	6.98428	2.02337	2.49861	0.792849	11.3304	1.23151	17.4771	1.51432	21.4181	1.99828	28.2513	0.454542	7.75497	0.826361	11.8203	1.14351	16.2089	1.6233	23.352	1.90203	27.136
2.01918	2.49864	0.491013	6.84776	2.01763	2.49865	0.797528	11.0334	1.22935	16.8932	1.51914	20.8073	1.99552	27.3209	0.461022	7.56763	0.82542	11.4296	1.1481	15.7587	1.62049	22.5627	1.90686	26.3378
2.01345	2.49868	0.497259	6.71866	2.0119	2.4987	0.802171	10.7543	1.22733	16.3472	1.52392	20.2333	1.99283	26.4485	0.467502	7.39393	0.824698	11.066	1.15267	15.3356	1.6178	21.824	1.91165	25.5884
2.00774	2.49874	0.503405	6.59606	2.00619	2.49876	0.806766	10.4914	1.22548	15.8359	1.52866	19.6929	1.99022	25.6291	0.473962	7.23219	0.824211	10.7274	1.15719	14.9373	1.61522	21.1316	1.91639	24.8834
2.00204	2.49883	0.509435	6.47919	2.0005	2.49885	0.811305	10.2431	1.22379	15.3562	1.53335	19.1831	1.9877	24.858	0.480387	7.08092	0.823973	10.4116	1.16168	14.5614	1.61277	20.4812	1.92109	24.2188
1.99635	2.49893	0.515332	6.36733	1.99482	2.49896	0.815206	10.0375	1.22228	14.9056	1.53798	18.7012	1.98528	24.1314	0.48676	6.93885	0.823981	10.1537	1.16611	14.2061	1.61045	19.8695	1.92573	23.5911
1.99068	2.49905	0.521079	6.25988	1.98915	2.49908	0.818487	9.86962	1.22094	14.4818	1.54256	18.245	1.98295	23.4455	0.493062	6.80486	0.824153	9.94576	1.17048	13.8695	1.60826	19.2933	1.93033	22.9973
1.98503	2.49919	0.526661	6.15628	1.9835	2.49923	0.821167	9.73554	1.21978	14.0827	1.54707	17.8122	1.98073	22.7973	0.499276	6.67797	0.824415	9.78161	1.17479	13.5501	1.60621	18.7497	1.93486	22.4346
1.97939	2.49935	0.532062	6.05607	1.97787	2.4994	0.823263	9.6324	1.21882	13.7064	1.55152	17.4012	1.97861	22.1838	0.505387	6.55732	0.824701	9.6566	1.17903	13.2465	1.60431	18.2362	1.93933	21.9006
1.97377	2.49954	0.537267	5.95882	1.97225	2.49959	0.824791	9.55811	1.21805	13.3513	1.5559	17.01	1.97661	21.6026	0.511375	6.44215	0.824957	9.56727	1.1832	12.9574	1.60254	17.7507	1.94374	21.3929
1.96816	2.49974	0.542264	5.86417	1.96665	2.4998	0.825762	9.51123	1.21749	13.0159	1.5602	16.6374	1.97473	21.0511	0.517225	6.3318	0.825141	9.51123	1.18728	12.6817	1.60094	17.2909	1.94808	20.9096
1.96258	2.49997	0.547041	5.77181	1.96107	2.50004	0.827149	9.44474	1.21713	12.6989	1.56442	16.2818	1.97298	20.5275	0.52292	6.22566	0.825434	9.43219	1.19128	12.4183	1.59948	16.8552	1.95234	20.4489
1.957	2.50022	0.551589	5.68147	1.9555	2.5003	0.828645	9.37362	1.21699	12.3989	1.56856	15.942	1.97135	20.0297	0.528444	6.12322	0.825791	9.34824	1.19519	12.1664	1.59819	16.4418	1.95653	20.0092
1.95145	2.5005	0.555899	5.59294	1.94995	2.50058	0.830658	9.27876	1.21706	12.1148	1.57261	15.617	1.96985	19.556	0.533783	6.02402	0.826342	9.23728	1.199	11.9251	1.59706	16.0492	1.96063	19.5889
1.94592	2.5008	0.559966	5.50604	1.94442	2.50089	0.833169	9.16174	1.21735	11.8457	1.57657	15.3056	1.96849	19.1049	0.538922	5.92766	0.827148	9.10207	1.20271	11.6937	1.59611	15.6761	1.96465	19.1867
1.9404	2.50113	0.563787	5.42063	1.93891	2.50122	0.836148	9.02441	1.21787	11.5905	1.58044	15.007	1.96727	18.6748	0.543848	5.83379	0.828289	8.94589	1.20632	11.4714	1.59532	15.3212	1.96857	18.8014
1.9349	2.50148	0.567362	5.3366	1.93342	2.50158	0.83956	8.86877	1.21862	11.3484	1.58421	14.7203	1.9662	18.2646	0.548551	5.74211	0.829865	8.77241	1.20982	11.2577	1.59471	14.9833	1.97241	18.4318
1.92942	2.50186	0.570691	5.2539	1.92794	2.50197	0.843359	8.69692	1.2196	11.1186	1.58788	14.4446	1.96528	17.8729	0.553022	5.65239	0.831996	8.58552	1.21321	11.0519	1.59428	14.6614	1.97614	18.0769
1.92396	2.50227	0.57378	5.17246	1.92249	2.50238	0.847028	8.53174	1.22081	10.9003	1.59144	14.1794	1.9645	17.4987	0.557253	5.5644	0.834477	8.41085	1.21648	10.8536	1.59403	14.3545	1.97978	17.7358
1.91852	2.5027	0.576634	5.09227	1.91705	2.50282	0.850558	8.37271	1.22225	10.6929	1.5949	13.924	1.96389	17.1409	0.56124	5.478	0.837312	8.24761	1.21964	10.6623	1.59396	14.0617	1.98331	17.4076
1.9131	2.50316	0.579262	5.01332	1.91163	2.50329	0.853945	8.21936	1.22392	10.4956	1.59825	13.6777	1.96344	16.7987	0.564981	5.39306	0.840502	8.09505	1.22268	10.4775	1.59408	13.7822	1.98673	17.0915
1.90769	2.50365	0.581674	4.93563	1.90623	2.50379	0.857183	8.07127	1.22556	10.3316	1.60148	13.44	1.96314	16.471	0.568475	5.30947	0.844046	7.95246	1.22523	10.3215	1.59439	13.5152	1.99004	16.7868
1.90231	2.50417	0.583882	4.85922	1.90086	2.50431	0.860268	7.92806	1.2271	10.1972	1.60461	13.2104	1.96301	16.1571	0.571726	5.22718	0.847942	7.81918	1.22734	10.1921	1.59488	13.2601	1.99324	16.4928
1.89695	2.50472	0.585897	4.78413	1.8955	2.50487	0.863194	7.7894	1.22846	10.0897	1.60762	12.9884	1.96305	15.8563	0.574737	5.14614	0.852183	7.69457	1.22903	10.0874	1.59556	13.016	1.99632	16.2088
1.89161	2.5053	0.587733	4.71037	1.89016	2.50546	0.865961	7.65498	1.2296	10.0069	1.61051	12.7737	1.96326	15.5678	0.577517	5.06636	0.856761	7.57802	1.23033	10.0061	1.59643	12.7825	1.99929	15.9344
1.88628	2.5059	0.589406	4.63801	1.88485	2.50607	0.868565	7.52452	1.23047	9.94728	1.6133	12.5658	1.96363	15.291	0.580073	4.98782	0.861666	7.46897	1.23128	9.94707	1.59749	12.559	2.00214	15.6689
1.88098	2.50654	0.590927	4.56706	1.87955	2.50672	0.871006	7.39778	1.23104	9.90965	1.61597	12.3644	1.96417	15.0252	0.582417	4.91055	0.866885	7.36687	1.23187	9.90965	1.59873	12.3448	2.00486	15.412
1.8757	2.50722	0.592313	4.49757	1.87427	2.5074	0.873282	7.27456	1.23188	9.85627	1.61853	12.1692	1.96488	14.7699	0.58456	4.83456	0.872404	7.2712	1.23272	9.85633	1.60016	12.1395	2.00747	15.1631
1.87044	2.50792	0.593577	4.42956	1.86902	2.50811	0.875396	7.15464	1.23282	9.79919	1.62098	11.9798	1.96575	14.5246	0.586515	4.7599	0.87821	7.18148	1.23362	9.79899	1.60176	11.9426	2.00996	14.9218
1.8652	2.50865	0.594734	4.36306	1.86379	2.50886	0.877347	7.03787	1.23415	9.72309	1.62333	11.7959	1.96679	14.2887	0.588297	4.6866	0.884285	7.09724	1.23482	9.72202	1.60354	11.7537	2.01234	14.6878
1.85998	2.50942	0.595795	4.29809	1.85857	2.50964	0.879139	6.92408	1.23589	9.6293	1.62557	11.6175	1.96799	14.0617	0.589918	4.61469	0.890612	7.01806	1.23631	9.6263	1.60549	11.5723	2.01459	14.4608
1.85478	2.51022	0.596776	4.23467	1.85338	2.51045	0.880774	6.81315	1.2381	9.51942	1.62771	11.4441	1.96936	13.8432	0.591394	4.54421	0.897175	6.94352	1.23805	9.5129	1.60761	11.3979	2.01673	14.2403
1.8496	2.51106	0.597686	4.17281	1.84821	2.51129	0.882257	6.70494	1.24084	9.39522	1.62976	11.2755	1.97088	13.6328	0.592739	4.4752	0.903955	6.87325	1.24002	9.38304	1.60988	11.2304	2.01876	14.0261
1.84445	2.51193	0.598539	4.11252	1.84306	2.51217	0.883592	6.59936	1.24417	9.25863	1.63172	11.1117	1.97255	13.43	0.593966	4.40768	0.910934	6.80689	1.24218	9.23809	1.61232	11.0692	2.02069	13.8179
1.83931	2.51283	0.599346	4.05379	1.83792	2.51308	0.884783	6.49631	1.24768	9.12802	1.6336	10.9524	1.97438	13.2345	0.59509	4.34168	0.918094	6.74411	1.24424	9.0973	1.6149	10.914	2.0225	13.6155
1.83419	2.51376	0.600018	4.00389	1.83281	2.51402	0.885838	6.39569	1.25137	9.00303	1.6354	10.7975	1.97634	13.0459	0.596124	4.27722	0.925417	6.68461	1.24621	8.96053	1.61762	10.7645	2.02422	13.4186
1.8291	2.51473	0.600574	3.96228	1.82772	2.515	0.88676	6.29745	1.25522	8.88331	1.63692	10.6659	1.97845	12.8639	0.59708	4.21431	0.932885	6.62808	1.24809	8.82761	1.6201	10.6387	2.02585	13.2271
1.82402	2.51573	0.601025	3.92851	1.82265	2.51601	0.887558	6.20149	1.25924	8.76854	1.63818	10.5562	1.98069	12.6881	0.597971	4.15296	0.940481	6.57427	1.2499	8.69844	1.6223	10.5345	2.02738	13.0406
1.81897	2.51677	0.601377	3.90223	1.8176	2.51706	0.888238	6.10777	1.2634	8.65842	1.63919	10.4671	1.98306	12.5182	0.598807	4.09318	0.948186	6.52292	1.25164	8.57288	1.62416	10.4504	2.02883	12.8591
1.81393	2.51784	0.601634	3.88313	1.81257	2.51814	0.888806	6.01622	1.2677	8.55265	1.63998	10.3977	1.98555	12.354	0.5996	4.03496	0.955983	6.4738	1.25332	8.45086	1.62566	10.3852	2.03021	12.6824
1.80892	2.51894	0.601798	3.87101	1.80756	2.51925	0.889269	5.92679	1.27213	8.45096	1.64055	10.3473	1.98815	12.1951	0.60036	3.9783	0.963855	6.42669	1.25496	8.33228	1.62679	10.338	2.03152	12.5102
1.80392	2.52008	0.602033	3.85373	1.80257	2.5204	0.889635	5.83943	1.27667	8.35309	1.64092	10.3153	1.99086	12.0413	0.601096	3.92319	0.971783	6.38137	1.25657	8.21706	1.62751	10.3081	2.03277	12.3426
1.79894	2.52125	0.602287	3.83513	1.7976	2.52158	0.889911	5.75409	1.28132	8.2588	1.64144	10.2696	1.99367	11.8924	0.601816	3.86962	0.979749	6.33765	1.25816	8.10515	1.62857	10.2654	2.03396	12.1792
1.79398	2.52246	0.602633	3.81014	1.79264	2.52279	0.890104	5.67074	1.28605	8.16785	1.642	10.2204	1.99657	11.748	0.60253	3.81756	0.987736	6.29535	1.25974	7.9965	1.62973	10.2197	2.03511	12.02
1.78904	2.5237	0.603071	3.77904	1.7877	2.52404	0.890221	5.58931	1.29087	8.08003	1.64275	10.1543	1.99956	11.608	0.603243	3.76701	0.995724	6.25429	1.26134	7.89105	1.63132	10.1583	2.03623	11.8649
1.78411	2.52497	0.603604	3.74219	1.78278	2.52531	0.890268	5.50979	1.29575	7.99513	1.6437	10.0719	2.00263	11.4721	0.603964	3.71794	1.00369	6.21429	1.26296	7.78879	1.63338	10.0821	2.03731	11.7137
1.7792	2.52627	0.604236	3.69998	1.77787	2.52662	0.890252	5.43212	1.30069	7.91294	1.64483	9.97411	2.00577	11.3402	0.604698	3.67033	1.01163	6.17518	1.26464	7.6897	1.6359	9.99196	2.03838	11.5664
1.7743	2.5276	0.604977	3.65291	1.77298	2.52796	0.89018	5.35627	1.30567	7.83329	1.64615	9.86187	2.00896	11.212	0.605451	3.62414	1.0195	6.13682	1.26638	7.59374	1.63893	9.88899	2.03944	11.4228
1.76942	2.52896	0.605738	3.60725	1.76811	2.52933	0.890058	5.2822	1.31069	7.756	1.64767	9.73634	2.01222	11.0874	0.606229	3.57936	1.0273	6.09903	1.26821	7.50093	1.64247	9.77428	2.04049	11.2829
1.76456	2.53034	0.606527	3.56298	1.76324	2.53072	0.889892	5.20987	1.31572	7.6809	1.64918	9.61421	2.01509	10.9815	0.607036	3.53595	1.03499	6.06168	1.27015	7.41126	1.64608	9.66309	2.04156	11.1466
1.7597	2.53176	0.607346	3.52009	1.75839	2.53214	0.889688	5.13925	1.32075	7.60782	1.65072	9.49542	2.01757	10.8933	0.607878	3.4939	1.04256	6.0246	1.27222	7.32475	1.64975	9.55522	2.0425	11.0306
1.75485	2.53319	0.608201	3.47852	1.75354	2.53359	0.889452	5.07031	1.32579	7.53663	1.65228	9.37991	2.01963	10.8216	0.608757	3.45315	1.04999	5.98765	1.27446	7.2414	1.65348	9.45047	2.04331	10.9338
1.75001	2.53465	0.609096	3.43827	1.74871	2.53505	0.889189	5.003	1.3308	7.46718	1.65388	9.26761	2.02126	10.7657	0.609678	3.4137	1.05724	5.9507	1.27687	7.16122	1.65724	9.34869	2.044	10.8552
1.74518	2.53613	0.610034	3.39928	1.74388	2.53653	0.888904	4.9373	1.33578	7.39933	1.65553	9.15847	2.02247	10.725	0.610645	3.3755	1.06429	5.9136	1.27949	7.08425	1.66103	9.2497	2.04455	10.7939
1.74035	2.53762	0.611018	3.36155	1.73905	2.53803	0.888602	4.87317	1.34072	7.33296	1.65725	9.05242	2.02325	10.6992	0.611659	3.33853	1.07112	5.87623	1.28235	7.0105	1.66485	9.15335	2.04497	10.7493
1.73552	2.53912	0.612052	3.32502	1.73422	2.53953	0.888288	4.81057	1.3456	7.26794	1.65905	8.94942	2.02436	10.6624	0.612725	3.30275	1.07771	5.83846	1.28546	6.93998	1.66868	9.05949	2.04523	10.721
1.73069	2.54063	0.613137	3.28968	1.72938	2.54104	0.887966	4.74948	1.35041	7.20416	1.66093	8.84942	2.02558	10.6227	0.613845	3.26814	1.08403	5.80018	1.28886	6.8727	1.67252	8.96798	2.04562	10.6806
1.72585	2.54214	0.614277	3.2555	1.72454	2.54254	0.88764	4.68986	1.35515	7.14152	1.66291	8.75237	2.02723	10.5692	0.61502	3.23466	1.09005	5.7613	1.29256	6.80865	1.67636	8.87869	2.04605	10.637
1.721	2.54364	0.615474	3.22244	1.71969	2.54404	0.887315	4.63168	1.35979	7.07991	1.665	8.65821	2.02933	10.5026	0.616253	3.20228	1.09577	5.72174	1.29658	6.74783	1.68018	8.79149	2.04664	10.5785
1.71613	2.54512	0.616729	3.19047	1.71481	2.54552	0.886994	4.5749	1.36434	7.01923	1.66721	8.56692	2.03187	10.4233	0.617546	3.17098	1.10116	5.68145	1.30094	6.69019	1.68398	8.70627	2.04741	10.5055
1.71124	2.54657	0.618045	3.15956	1.70991	2.54696	0.886682	4.5195	1.36877	6.95941	1.66955	8.47843	2.03486	10.332	0.618901	3.14073	1.10622	5.64037	1.30566	6.6357	1.68775	8.62291	2.04837	10.4188
1.70631	2.54799	0.619423	3.12968	1.70497	2.54837	0.88638	4.46545	1.37308	6.90037	1.67203	8.3927	2.03828	10.2295	0.620318	3.11148	1.11092	5.59851	1.31073	6.58428	1.69149	8.54131	2.04954	10.3192
1.70135	2.54936	0.620864	3.10081	1.69999	2.54972	0.886093	4.4127	1.37725	6.84202	1.67467	8.30968	2.0417	10.1294	0.621799	3.08323	1.11528	5.55586	1.31617	6.53584	1.69518	8.46137	2.05096	10.2077
1.69633	2.55066	0.622369	3.07292	1.69496	2.551	0.885824	4.36125	1.38129	6.7843	1.67746	8.22932	2.0451	10.0314	0.623346	3.05593	1.11929	5.51246	1.32197	6.49028	1.69882	8.38299	2.05246	10.0992
1.69125	2.55188	0.62394	3.04597	1.68987	2.5522	0.885575	4.31105	1.38518	6.72715	1.68042	8.15157	2.04848	9.93555	0.624958	3.02957	1.12295	5.46835	1.32813	6.44747	1.7024	8.3061	2.05404	9.99355
1.68611	2.55301	0.625578	3.01995	1.68471	2.5533	0.885349	4.26208	1.38891	6.67052	1.68356	8.07638	2.05183	9.84166	0.626637	3.00411	1.12628	5.42361	1.33463	6.40727	1.70592	8.2306	2.05572	9.89069
1.68089	2.55403	0.627282	2.99482	1.67946	2.55429	0.885149	4.2143	1.39248	6.61436	1.68687	8.00368	2.05515	9.74968	0.628384	2.97952	1.12928	5.37832	1.34147	6.36954	1.70937	8.15643	2.0575	9.79057
1.67559	2.55493	0.629054	2.97056	1.67414	2.55516	0.884978	4.1677	1.39588	6.55863	1.69037	7.93343	2.05843	9.65951	0.6302	2.95579	1.13198	5.33257	1.34862	6.33411	1.71274	8.08351	2.05939	9.69313
1.6702	2.55571	0.630895	2.94714	1.66873	2.5559	0.884837	4.12224	1.39911	6.50331	1.69405	7.86555	2.06167	9.57107	0.632083	2.93289	1.13439	5.28645	1.35608	6.30084	1.71603	8.01179	2.0614	9.59832
1.66473	2.55636	0.632805	2.92454	1.66323	2.55651	0.884729	4.0779	1.40216	6.44835	1.69793	7.79998	2.06486	9.48428	0.634036	2.91078	1.13652	5.24006	1.36381	6.26956	1.71923	7.9412	2.06352	9.50606
1.65917	2.55688	0.634783	2.90273	1.65765	2.557	0.884655	4.03465	1.40504	6.39375	1.70199	7.73665	2.068	9.39909	0.636058	2.88946	1.13841	5.19351	1.37181	6.24013	1.72235	7.87168	2.06576	9.41629
1.65353	2.55728	0.636831	2.88168	1.65199	2.55737	0.884618	3.99247	1.40775	6.33949	1.70625	7.67549	2.07108	9.31541	0.638149	2.86889	1.14007	5.14689	1.38004	6.21238	1.72537	7.8032	2.06812	9.32896
1.64781	2.55757	0.638948	2.86139	1.64625	2.55763	0.88462	3.95133	1.41028	6.28556	1.7107	7.61644	2.0741	9.23318	0.64031	2.84905	1.14151	5.10029	1.3885	6.18618	1.72829	7.73571	2.07062	9.24401
1.64203	2.55776	0.641135	2.84182	1.64046	2.55779	0.884662	3.91121	1.41263	6.23196	1.71533	7.55941	2.07707	9.15236	0.64254	2.82992	1.14277	5.0538	1.39715	6.16139	1.73112	7.66916	2.07325	9.16136
