Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
388  Points		393  Points		388  Points		385  Points		371  Points		362  Points		156  Points		392  Points		381  Points		367  Points		345  Points		168  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
2.2033	2.49743	0.346113	1134.68	2.20119	2.49726	0.69227	489.069	1.19336	789.359	1.38445	1884	1.989	4896.79	0.346146	371.448	0.795602	3934.71	1.03842	524.418	1.59109	758.877	1.73055	3612.47
2.19711	2.49695	0.346396	132.595	2.195	2.49678	0.692573	186.031	1.19314	312.405	1.38467	455.147	1.98868	732.864	0.34655	106.984	0.795512	316.988	1.03875	242.272	1.5907	361.192	1.73079	621.148
2.19092	2.49646	0.347123	70.5561	2.18881	2.49629	0.693146	114.944	1.19273	194.681	1.38515	258.924	1.98791	395.922	0.347397	62.6316	0.795269	165.097	1.03932	157.594	1.59005	236.916	1.73137	339.895
2.18473	2.49596	0.34829	48.1914	2.18261	2.49579	0.693985	83.2349	1.19214	141.349	1.3859	180.996	1.98671	271.099	0.348681	44.395	0.794876	111.571	1.04013	116.838	1.58913	176.202	1.73227	234.052
2.17854	2.49547	0.349885	36.6963	2.17642	2.4953	0.695086	65.2966	1.19136	110.913	1.38689	139.185	1.98513	206.016	0.350392	34.4824	0.794337	84.2192	1.04117	92.8814	1.58797	140.203	1.73349	178.552
2.17234	2.49497	0.351898	29.7161	2.17023	2.4948	0.696443	53.7691	1.19042	91.2287	1.38814	113.116	1.98319	166.053	0.352515	28.2716	0.793659	67.6077	1.04244	77.1202	1.58659	116.373	1.73502	144.392
2.16615	2.49447	0.354313	25.0408	2.16404	2.49429	0.698046	45.7439	1.18933	77.4493	1.38962	95.3154	1.98096	139.01	0.355036	24.0275	0.792849	56.4443	1.04393	65.9692	1.585	99.4291	1.73682	121.257
2.15996	2.49396	0.357112	21.7	2.15785	2.49379	0.699888	39.8405	1.18808	67.2617	1.39133	82.3927	1.97848	119.488	0.357937	20.952	0.791915	48.4234	1.04563	57.6679	1.58322	86.7596	1.73889	104.558
2.15377	2.49346	0.360276	19.2002	2.15166	2.49329	0.701957	35.3192	1.1867	59.4214	1.39326	72.5882	1.97579	104.731	0.361197	18.627	0.790867	42.3799	1.04753	51.2506	1.58128	76.9264	1.7412	91.9412
2.14758	2.49296	0.363785	17.2642	2.14547	2.49278	0.704244	31.7484	1.18521	53.1998	1.39539	64.8974	1.97294	93.1829	0.364795	16.812	0.789716	37.6616	1.04961	46.1436	1.5792	69.0715	1.74374	82.0752
2.1414	2.49245	0.367616	15.7242	2.13929	2.49228	0.706736	28.8588	1.1836	48.1417	1.3977	58.7053	1.96994	83.8983	0.368709	15.3591	0.788475	33.8748	1.05188	41.9845	1.57699	62.6519	1.74648	74.1509
2.13522	2.49195	0.371746	14.4725	2.13311	2.49178	0.709422	26.4741	1.1819	43.9481	1.4002	53.6141	1.96685	76.2712	0.372917	14.1722	0.787154	30.768	1.05432	38.533	1.57467	57.3066	1.7494	67.6477
2.12904	2.49145	0.376154	13.437	2.12693	2.49128	0.712288	24.4737	1.18013	40.4146	1.40285	49.3552	1.96367	69.894	0.377396	13.1861	0.785768	28.1729	1.05691	35.6237	1.57227	52.7866	1.75248	62.2159
2.12286	2.49095	0.380815	12.5677	2.12075	2.49077	0.715322	22.7725	1.17829	37.3966	1.40566	45.7407	1.96043	64.4829	0.382122	12.3552	0.78433	25.9726	1.05965	33.1387	1.5698	48.9144	1.75572	57.6114
2.11669	2.49045	0.385707	11.8284	2.11458	2.49028	0.71851	21.3087	1.1764	34.7891	1.4086	42.6352	1.95715	59.834	0.387072	11.6464	0.782854	24.0836	1.06253	30.9922	1.56728	45.5602	1.75908	53.659
2.11052	2.48995	0.390807	11.1928	2.10841	2.48978	0.721839	20.0364	1.17448	32.5136	1.41167	39.9387	1.95385	55.7971	0.392225	11.0353	0.781354	22.4442	1.06552	29.1197	1.56472	42.6267	1.76256	50.2297
