Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
386  Points		381  Points		386  Points		373  Points		366  Points		337  Points		128  Points		380  Points		378  Points		366  Points		173  Points		125  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20333	2.51452	0.346226	0.241745	2.20392	2.51495	0.692354	0.213877	1.38444	-0.265712	1.42625	0.725461	2.07666	-0.0325299	0.346316	0.288635	2.20096	2.0622	1.03833	0.142642	1.73053	-0.0987494	1.90095	0.083248
2.19752	2.51216	0.346784	0.340639	2.19812	2.51258	0.692847	0.291404	1.38382	-0.491615	1.42793	0.924768	2.07658	-0.0613696	0.346982	0.387147	2.1962	2.06028	1.03866	0.279536	1.7303	-0.152789	1.90114	0.150248
2.19173	2.50734	0.347798	0.536689	2.19233	2.50784	0.693698	0.444811	1.38217	-0.896059	1.43052	1.27235	2.07637	-0.118738	0.348103	0.582339	2.19145	2.05673	1.03962	0.545711	1.72982	-0.25961	1.90164	0.283061
2.18595	2.50247	0.34926	0.72869	2.18654	2.50303	0.6949	0.594375	1.37969	-1.2025	1.4338	1.52673	2.07603	-0.175468	0.349669	0.773212	2.18671	2.05366	1.04118	0.793075	1.7291	-0.363315	1.90244	0.413042
2.18018	2.4975	0.351161	0.915377	2.18077	2.49802	0.696441	0.739107	1.37662	-1.41725	1.43757	1.70847	2.07556	-0.231359	0.351671	0.958523	2.18197	2.05095	1.04328	1.01615	1.72814	-0.462766	1.90355	0.53919
2.17443	2.49238	0.353485	1.09561	2.17502	2.49292	0.698311	0.878058	1.37315	-1.56139	1.44168	1.83875	2.07496	-0.286011	0.354093	1.1371	2.17724	2.04869	1.04586	1.21261	1.72696	-0.557006	1.90493	0.660383
2.16868	2.48721	0.356217	1.26851	2.16927	2.48776	0.700493	1.01043	1.36941	-1.65573	1.44605	1.93385	2.07424	-0.339213	0.356918	1.30808	2.17252	2.04687	1.04887	1.38267	1.72557	-0.645362	1.90659	0.775841
2.16295	2.4819	0.359339	1.43325	2.16354	2.48243	0.702973	1.13572	1.36551	-1.71602	1.45061	2.00496	2.0734	-0.390759	0.360129	1.47082	2.1678	2.0455	1.05225	1.52809	1.72399	-0.727301	1.90851	0.885101
2.15723	2.4765	0.362831	1.5893	2.15781	2.47704	0.705734	1.25358	1.36149	-1.75287	1.4553	2.05929	2.07244	-0.440383	0.363706	1.62476	2.16308	2.04459	1.05593	1.65167	1.72222	-0.802407	1.91068	0.987678
2.15152	2.47096	0.366673	1.73631	2.1521	2.47155	0.708758	1.36376	1.35742	-1.77341	1.46011	2.10166	2.07137	-0.487922	0.367627	1.7696	2.15836	2.04417	1.05987	1.75635	1.72028	-0.87059	1.91307	1.08341
2.14583	2.4653	0.370843	1.87402	2.14641	2.46589	0.712028	1.46621	1.35331	-1.78225	1.465	2.13536	2.07019	-0.533195	0.371872	1.90518	2.15364	2.04435	1.06403	1.84487	1.7182	-0.931881	1.91568	1.17226
2.14014	2.45956	0.375321	2.00245	2.14073	2.46016	0.715525	1.56111	1.34919	-1.78236	1.46996	2.16248	2.06891	-0.576062	0.376419	2.0314	2.14893	2.04508	1.06838	1.91982	1.71598	-0.986348	1.91848	1.25423
2.13448	2.4537	0.380084	2.12161	2.13506	2.45433	0.719232	1.6485	1.34508	-1.77584	1.47498	2.18449	2.06753	-0.616384	0.381247	2.14833	2.14421	2.04638	1.07289	1.98336	1.71365	-1.03413	1.92147	1.32962
2.12882	2.44778	0.385112	2.23154	2.1294	2.44837	0.723132	1.72857	1.341	-1.76413	1.48004	2.20243	2.06606	-0.654036	0.386333	2.25615	2.13948	2.04834	1.07753	2.03727	1.71121	-1.07548	1.92462	1.39867
2.12318	2.44173	0.390382	2.33253	2.12376	2.44233	0.727209	1.80165	1.33694	-1.74816	1.48515	2.217	2.06451	-0.688984	0.391658	2.35526	2.13475	2.05101	1.08229	2.08306	1.70869	-1.11081	1.92792	1.46154
2.11755	2.43556	0.395876	2.4248	2.11813	2.43617	0.731446	1.86803	1.33293	-1.72861	1.49028	2.22878	2.06288	-0.72116	0.396477	2.43468	2.13002	2.05438	1.08715	2.1219	1.70608	-1.14036	1.93136	1.51865
2.11194	2.4293	0.401572	2.50855	2.11251	2.42993	0.73583	1.928	1.32897	-1.70599	1.49543	2.23813	2.06118	-0.750501	0.400706	2.49727	2.12527	2.05847	1.09208	2.15475	1.70342	-1.16447	1.93493	1.57041
2.10634	2.42292	0.407452	2.58413	2.10691	2.42362	0.740344	1.9818	1.32506	-1.68068	1.5006	2.24533	2.05942	-0.776957	0.404281	2.54556	2.12052	2.06342	1.09709	2.18244	1.70071	-1.18346	1.93861	1.61701
2.10076	2.41647	0.413498	2.6518	2.10133	2.41713	0.744975	2.02977	1.32121	-1.65289	1.50579	2.25058	2.0576	-0.8005	0.407155	2.58168	2.11575	2.06916	1.10216	2.2056	1.69796	-1.19764	1.94239	1.65879
2.09519	2.40993	0.41969	2.71177	2.09576	2.4106	0.749711	2.07218	1.31743	-1.62274	1.51099	2.25404	2.05573	-0.821217	0.409293	2.60697	2.11097	2.07574	1.10727	2.22475	1.69518	-1.20732	1.94626	1.69606
