Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
385  Points		381  Points		385  Points		374  Points		365  Points		333  Points		124  Points		381  Points		377  Points		365  Points		173  Points		122  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20005	2.49174	0.346126	0.154626	2.20016	2.49184	0.692263	0.158471	1.38426	-0.400855	1.44215	0.379082	2.07665	-0.0473324	0.346226	0.241915	2.20142	2.05801	1.03846	0.344302	1.73047	-0.126454	1.92277	0.132006
2.1943	2.48919	0.346483	0.25415	2.19441	2.48931	0.692628	0.238122	1.38334	-0.556713	1.44302	0.554268	2.07654	-0.0730894	0.346784	0.340963	2.19668	2.05731	1.03925	0.492573	1.73018	-0.173411	1.92307	0.191649
2.18857	2.48407	0.347299	0.451868	2.18867	2.48415	0.693361	0.395921	1.38169	-0.843085	1.44471	0.880166	2.07631	-0.124359	0.347799	0.537324	2.19193	2.05615	1.04073	0.775153	1.72967	-0.26616	1.92365	0.309932
2.18284	2.47883	0.348569	0.646106	2.18294	2.47888	0.694455	0.550167	1.37945	-1.07686	1.44708	1.15425	2.07596	-0.175043	0.349264	0.729656	2.18719	2.05545	1.04283	1.02691	1.72895	-0.356224	1.9245	0.425721
2.17713	2.4734	0.350281	0.835585	2.17723	2.47355	0.6959	0.699649	1.37672	-1.25863	1.45003	1.37577	2.0755	-0.224922	0.351167	0.916713	2.18244	2.05522	1.04547	1.24449	1.72803	-0.442822	1.92561	0.538281
2.17143	2.46797	0.352425	1.01913	2.17153	2.46809	0.697684	0.843341	1.37364	-1.39526	1.45343	1.55095	2.07492	-0.273777	0.353494	1.09725	2.1777	2.05555	1.04857	1.42857	1.72691	-0.525344	1.92698	0.646946
2.16574	2.46244	0.354984	1.19565	2.16584	2.46251	0.699792	0.980432	1.37028	-1.49545	1.45719	1.6884	2.07424	-0.321389	0.35623	1.27045	2.17296	2.05645	1.05206	1.58228	1.7256	-0.603231	1.9286	0.751044
2.16006	2.45673	0.357942	1.36433	2.16016	2.45684	0.702209	1.11025	1.36674	-1.56729	1.46122	1.79638	2.07344	-0.36754	0.359357	1.43558	2.16821	2.05788	1.05588	1.70989	1.72412	-0.675946	1.93045	0.850183
2.1544	2.45095	0.36128	1.5246	2.1545	2.45107	0.704916	1.23242	1.36305	-1.61744	1.46548	1.88182	2.07254	-0.412089	0.362855	1.59196	2.16346	2.06	1.05995	1.81562	1.72248	-0.743302	1.93252	0.944017
2.14875	2.4451	0.364978	1.67602	2.14885	2.44517	0.707896	1.34667	1.35927	-1.65094	1.46991	1.95009	2.07154	-0.454824	0.366704	1.73935	2.15871	2.06278	1.06425	1.90337	1.72069	-0.805137	1.93481	1.03237
2.14312	2.43911	0.369015	1.81824	2.14322	2.43922	0.71113	1.45294	1.35543	-1.67158	1.47448	2.00512	2.07044	-0.495617	0.370882	1.87753	2.15394	2.06621	1.06874	1.97649	1.71877	-0.861277	1.93729	1.1151
