Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
385  Points		381  Points		385  Points		374  Points		366  Points		329  Points		120  Points		381  Points		375  Points		365  Points		173  Points		120  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20267	2.47345	0.346266	0.264813	2.20223	2.47308	0.692221	0.102068	1.38441	-0.213095	1.45819	0.184833	2.07663	-0.0571864	0.346159	0.193025	2.20156	2.06675	1.03835	0.268199	1.73054	-0.0691549	1.94425	0.0697006
2.19696	2.47075	0.346877	0.363827	2.19652	2.47038	0.692457	0.183815	1.38392	-0.343061	1.45861	0.332153	2.0765	-0.0803183	0.346604	0.292505	2.19679	2.06737	1.03897	0.440898	1.73038	-0.110989	1.94441	0.124037
2.19127	2.46537	0.347945	0.560087	2.19083	2.46492	0.69307	0.345998	1.38283	-0.590795	1.45972	0.615472	2.07626	-0.126423	0.347509	0.489942	2.19202	2.06897	1.04039	0.768275	1.73002	-0.19401	1.94482	0.232115
2.18559	2.45989	0.349462	0.752145	2.18515	2.45943	0.694054	0.50491	1.38119	-0.810362	1.46145	0.872074	2.07591	-0.17205	0.348865	0.683693	2.18724	2.0712	1.04252	1.05499	1.72948	-0.275386	1.94548	0.338628
2.17992	2.45426	0.351416	0.938799	2.17948	2.45386	0.6954	0.659258	1.37909	-0.996955	1.46375	1.09634	2.07546	-0.216943	0.350664	0.872416	2.18246	2.07405	1.04526	1.29618	1.72875	-0.354493	1.94638	0.442963
2.17426	2.44859	0.353794	1.11889	2.17382	2.44814	0.697096	0.807846	1.37659	-1.15034	1.46651	1.28713	2.07491	-0.260879	0.352891	1.05496	2.17767	2.07762	1.0485	1.49388	1.72785	-0.430677	1.94752	0.544478
2.16862	2.4428	0.356579	1.29151	2.16818	2.44235	0.699128	0.949749	1.37378	-1.27313	1.46969	1.44678	2.07426	-0.303706	0.355532	1.23036	2.17287	2.08191	1.05215	1.65373	1.72677	-0.503431	1.9489	0.6427
2.16299	2.43693	0.359754	1.45598	2.16255	2.43647	0.701479	1.08421	1.37072	-1.36922	1.47319	1.57918	2.07351	-0.345268	0.358569	1.39784	2.16806	2.08691	1.05613	1.78249	1.72552	-0.5724	1.95049	0.737263
2.15737	2.43098	0.363298	1.61178	2.15694	2.4305	0.704131	1.21076	1.36746	-1.4429	1.47697	1.68848	2.07267	-0.385473	0.361983	1.55679	2.16324	2.09273	1.06038	1.88641	1.72412	-0.637169	1.9523	0.827659
2.15177	2.42488	0.367192	1.75851	2.15133	2.42442	0.707066	1.32916	1.36406	-1.49811	1.48098	1.77883	2.07173	-0.424134	0.365753	1.70681	2.15841	2.09939	1.06484	1.9707	1.72258	-0.697493	1.95431	0.913676
2.14618	2.41874	0.371414	1.89596	2.14575	2.41827	0.710265	1.43926	1.36055	-1.53823	1.48518	1.8537	2.07071	-0.461028	0.36986	1.84764	2.15355	2.10685	1.06947	2.0396	1.72091	-0.753249	1.95651	0.995182
