Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Sym5		Asym1		Asym2		Asym3		Asym4		Asym5	
392  Points		394  Points		392  Points		389  Points		371  Points		362  Points		158  Points		394  Points		381  Points		373  Points		358  Points		172  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
2.20047	2.11535	0.346222	0.232228	2.20109	2.11631	0.692219	0.0606426	1.13311	-0.0348297	1.38444	0.0602726	1.88852	-0.0548601	0.346262	0.254055	0.755405	-0.0376973	1.03834	0.0683056	1.51076	-0.0844452	1.73055	0.0518777
2.19559	2.11148	0.346758	0.326642	2.19621	2.11244	0.692359	0.114867	1.13303	-0.0609564	1.38458	0.102022	1.88839	-0.0923409	0.346848	0.348322	0.755318	-0.0628418	1.03849	0.112181	1.51057	-0.114643	1.73067	0.0956556
2.19073	2.10382	0.34773	0.513792	2.19134	2.10478	0.692749	0.22283	1.13283	-0.112749	1.38491	0.185157	1.88809	-0.166624	0.347869	0.535031	0.755115	-0.112567	1.03885	0.199424	1.51023	-0.174328	1.73099	0.182751
2.18588	2.09627	0.349129	0.696784	2.18649	2.09722	0.693387	0.329478	1.13251	-0.163382	1.38544	0.267197	1.88762	-0.239239	0.349317	0.717432	0.754799	-0.160969	1.03941	0.285507	1.50976	-0.232393	1.73151	0.268686
2.18105	2.08887	0.350945	0.874169	2.18166	2.08981	0.69427	0.434155	1.13208	-0.212424	1.38615	0.347709	1.88699	-0.309468	0.35118	0.894148	0.754373	-0.207601	1.04017	0.370074	1.50916	-0.28832	1.73223	0.352957
2.17624	2.08168	0.353163	1.04481	2.17685	2.0826	0.695391	0.536284	1.13153	-0.259386	1.38704	0.426335	1.88619	-0.376611	0.353443	1.06396	0.753841	-0.251939	1.04112	0.452636	1.50843	-0.341579	1.73314	0.435074
2.17145	2.07477	0.355767	1.20774	2.17205	2.07564	0.696744	0.635365	1.13088	-0.303799	1.38811	0.502654	1.88525	-0.440217	0.35609	1.2259	0.75321	-0.293448	1.04226	0.532725	1.50759	-0.391773	1.73424	0.514566
2.16667	2.06827	0.358737	1.36207	2.16727	2.06905	0.698323	0.730914	1.13013	-0.345309	1.38936	0.576265	1.88416	-0.499828	0.359101	1.37921	0.752487	-0.331715	1.04358	0.610067	1.50663	-0.43855	1.73551	0.591079
