Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
455  Points		541  Points		455  Points		404  Points		367  Points		278  Points		479  Points		419  Points		368  Points		278  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.279508	-0.0029041	2.6717e-005	0.0995382	0.279507	-0.00658435	0.356629	0.0180614	0.559017	0.00721122	0.838526	0.00417048	0.139755	0.0453622	0.419265	0.0107137	0.69877	-0.0115691	0.713258	0.0186002
0.279506	-0.00538137	0.000119456	0.135023	0.279501	-0.00910288	0.356646	0.0329748	0.559024	0.0117656	0.83853	0.00651529	0.139797	0.0810836	0.419275	0.0153992	0.698759	-0.0174527	0.713275	0.0322316
0.279498	-0.0103229	0.000278318	0.205737	0.27949	-0.0140218	0.35669	0.0628466	0.559039	0.0208878	0.838538	0.0111327	0.139906	0.152359	0.419293	0.0247684	0.698737	-0.0290247	0.713318	0.0593563
0.279487	-0.0152256	0.000502825	0.275827	0.279475	-0.0188058	0.356763	0.0926343	0.559063	0.0300502	0.83855	0.0157533	0.140081	0.223205	0.419321	0.0341316	0.698705	-0.04023	0.713386	0.0861399
0.27947	-0.0200505	0.000792291	0.345181	0.279455	-0.02354	0.356863	0.122254	0.559095	0.0392196	0.838567	0.0204535	0.140322	0.293414	0.419357	0.0434831	0.698662	-0.0509953	0.713479	0.112461
0.279449	-0.0247198	0.00114603	0.41365	0.279431	-0.028101	0.356991	0.151829	0.559136	0.0484032	0.838589	0.0250932	0.140628	0.362787	0.419402	0.052811	0.69861	-0.0611733	0.713596	0.138224
0.279424	-0.0292245	0.00156308	0.480934	0.279403	-0.0324624	0.357146	0.181244	0.559185	0.0575419	0.838614	0.0296849	0.140998	0.431219	0.419455	0.0621652	0.698548	-0.0706161	0.713736	0.163381
0.279395	-0.0335463	0.0020422	0.546948	0.27937	-0.0366441	0.357328	0.21041	0.559243	0.066664	0.838644	0.0343275	0.141431	0.498505	0.419518	0.0715718	0.698478	-0.0793211	0.7139	0.187769
0.279361	-0.0376489	0.00258226	0.611593	0.279334	-0.0405397	0.357538	0.239372	0.55931	0.0758261	0.838678	0.0389983	0.141927	0.564447	0.419589	0.0809368	0.698401	-0.087283	0.714086	0.211349
0.279325	-0.0415328	0.00318184	0.674672	0.279295	-0.0442294	0.357774	0.268146	0.559385	0.0849951	0.838717	0.0436525	0.142483	0.628949	0.419668	0.0902917	0.698316	-0.0943443	0.714294	0.234119
0.279284	-0.0451259	0.00383944	0.736158	0.279252	-0.0476537	0.358038	0.296617	0.559468	0.0941777	0.838759	0.0482734	0.143099	0.691962	0.419757	0.0996266	0.698225	-0.100557	0.714522	0.256002
0.27924	-0.0484301	0.00455359	0.795995	0.279206	-0.0506936	0.358327	0.324774	0.55956	0.103315	0.838807	0.052901	0.143772	0.753315	0.419854	0.108995	0.698128	-0.105951	0.714771	0.277064
0.279194	-0.0514496	0.00532269	0.853998	0.279157	-0.0534777	0.358643	0.35267	0.559661	0.112433	0.838858	0.0575418	0.144502	0.812887	0.41996	0.118355	0.698027	-0.110513	0.715039	0.297287
0.279145	-0.0541197	0.00614492	0.910167	0.279106	-0.0558964	0.358984	0.380192	0.55977	0.121588	0.838914	0.0622092	0.145287	0.870726	0.420075	0.127702	0.697923	-0.114217	0.715325	0.31664
0.279093	-0.0564567	0.00701868	0.964495	0.279053	-0.0579507	0.359351	0.40733	0.559887	0.130742	0.838974	0.0668565	0.146125	0.926712	0.420198	0.137094	0.697815	-0.117157	0.715629	0.335205
0.279039	-0.058421	0.00794215	1.0169	0.278998	-0.0596421	0.359743	0.43414	0.560013	0.139896	0.839038	0.0714637	0.147014	0.980823	0.42033	0.146429	0.697704	-0.119375	0.715949	0.352999
0.278984	-0.0600056	0.00891357	1.06745	0.278942	-0.060901	0.36016	0.460587	0.560148	0.149047	0.839107	0.0761369	0.147953	1.03301	0.420471	0.155798	0.697592	-0.120809	0.716286	0.370056
0.278928	-0.0611974	0.00993122	1.11609	0.278885	-0.0618075	0.360602	0.486601	0.560291	0.158196	0.83918	0.0807958	0.148939	1.08327	0.42062	0.165161	0.697479	-0.121626	0.716639	0.386446
0.27887	-0.0619697	0.0109933	1.16284	0.278827	-0.062302	0.361067	0.512189	0.560443	0.167337	0.839258	0.0854262	0.149971	1.13171	0.420779	0.174512	0.697366	-0.121795	0.717007	0.402161
0.278812	-0.0623425	0.012098	1.2077	0.278769	-0.062339	0.361556	0.537363	0.560603	0.176463	0.839339	0.0900727	0.151048	1.17826	0.420946	0.183911	0.697252	-0.121401	0.717388	0.417257
0.278754	-0.0622822	0.0132437	1.25071	0.278711	-0.0619736	0.362068	0.56215	0.560771	0.185635	0.839425	0.0946782	0.152021	1.2173	0.421121	0.193262	0.697139	-0.120466	0.717784	0.431775
0.278696	-0.0617955	0.0144286	1.29196	0.278653	-0.0611694	0.362604	0.586457	0.560949	0.19475	0.839516	0.0993481	0.152874	1.24957	0.421306	0.202589	0.697028	-0.118961	0.718193	0.445797
0.278639	-0.0608954	0.0156511	1.33148	0.278597	-0.0599273	0.363161	0.610314	0.561134	0.203897	0.839611	0.104001	0.153597	1.2754	0.421499	0.211941	0.696918	-0.117052	0.718615	0.459338
0.278583	-0.0595347	0.0169097	1.36928	0.278542	-0.0582488	0.363741	0.633784	0.561329	0.213036	0.83971	0.108618	0.154179	1.29545	0.421701	0.221343	0.69681	-0.114698	0.719049	0.472358
0.278528	-0.0577653	0.0182026	1.40541	0.278488	-0.0561368	0.364342	0.656774	0.561531	0.222158	0.839813	0.113312	0.154612	1.30979	0.421911	0.230699	0.696704	-0.111893	0.719495	0.484994
0.278475	-0.0555449	0.0195285	1.43994	0.278437	-0.0535974	0.364965	0.679318	0.561743	0.231322	0.839921	0.117938	0.154892	1.31887	0.42213	0.240037	0.696601	-0.108775	0.719953	0.497304
0.278424	-0.0528619	0.0208858	1.4729	0.278388	-0.0505695	0.365608	0.701407	0.561962	0.24042	0.840033	0.122577	0.155298	1.33186	0.422358	0.24941	0.696501	-0.105321	0.720422	0.509179
0.278376	-0.0497665	0.0222731	1.50438	0.278343	-0.0471503	0.366272	0.723026	0.562191	0.249535	0.840149	0.127241	0.155743	1.34567	0.422595	0.25878	0.696405	-0.101563	0.720901	0.520697
0.278332	-0.0462123	0.0236891	1.53447	0.2783	-0.0433148	0.366955	0.744219	0.562427	0.258683	0.84027	0.131881	0.156357	1.36415	0.422841	0.268147	0.696312	-0.0974902	0.721392	0.531942
0.27829	-0.0422534	0.0251324	1.56315	0.278262	-0.039013	0.367658	0.764999	0.562673	0.267824	0.840395	0.136546	0.157144	1.38685	0.423095	0.277504	0.696223	-0.0931524	0.721893	0.542932
0.278253	-0.0378511	0.0266018	1.59056	0.278228	-0.0342913	0.368381	0.785317	0.562926	0.27695	0.840524	0.141189	0.158113	1.41356	0.423358	0.286844	0.696138	-0.0885783	0.722404	0.553633
0.27822	-0.0330017	0.0280962	1.61666	0.278198	-0.0291691	0.369122	0.805154	0.563189	0.286046	0.840658	0.145861	0.159273	1.44373	0.423629	0.296223	0.696058	-0.0837513	0.722924	0.564049
0.278191	-0.0277706	0.0296143	1.64154	0.278173	-0.0236121	0.369881	0.824612	0.563459	0.295156	0.840796	0.150517	0.160634	1.47694	0.42391	0.305606	0.695982	-0.0787849	0.723455	0.57426
