30	85	30	7.5	40	7	0.012	0.777	0.45	0.5	1.9716823093681917	2.1971844162188567	2.2540001307189543	2.120966731802638	
30	85	32	7.5	40	7	0.012	0.777	0.45	0.5	1.957941951754386	2.2038099415489527	2.285716206140351	2.127960146127618	
30	85	34	7.5	40	7	0.012	0.777	0.45	0.5	1.9449214238410597	2.208698950437318	2.3146491721854305	2.133872536443149	
30	85	36	7.5	40	7	0.012	0.777	0.45	0.5	1.9325984675180456	2.2123967652764307	2.341205646862854	2.138968200775946	
30	85	38	7.5	40	7	0.012	0.777	0.45	0.5	1.9210166759776537	2.215354302325581	2.3657107541899443	2.143430872093023	
30	85	40	7.5	40	7	0.012	0.777	0.45	0.5	1.9101448173130973	2.2177083018867925	2.388440815064643	2.147387924528302	
30	85	42	7.5	40	7	0.012	0.777	0.45	0.5	1.899902515545506	2.219642345261122	2.4096155059355566	2.1509333220502898	
30	85	44	7.5	40	7	0.012	0.777	0.45	0.5	1.8902410215664018	2.2212711304347827	2.429434801362089	2.1541294782608698	
30	85	46	7.5	40	7	0.012	0.777	0.45	0.5	1.881112567027952	2.222625673587639	2.4480438733599543	2.157038054080154	
30	85	48	7.5	40	7	0.012	0.777	0.45	0.5	1.8725040206185568	2.2237605694980696	2.4655850973654063	2.159694806949807	
30	85	50	7.5	40	7	0.012	0.777	0.45	0.5	1.8643846029919449	2.224794158224795	2.482192186421174	2.1621460443801253	
30	85	52	7.5	40	7	0.012	0.777	0.45	0.5	1.8566130462427746	2.225660786300048	2.497946184971098	2.164418871201158	
30	85	54	7.5	40	7	0.012	0.777	0.45	0.5	1.8492174753337203	2.2264591277108434	2.5129485200232153	2.1665204674698795	
30	85	56	7.5	40	7	0.012	0.777	0.45	0.5	1.842197903319744	2.227130534939759	2.5272638322655796	2.1684857204819274	
30	85	58	7.5	40	7	0.012	0.777	0.45	0.5	1.8354510286382233	2.227733961445783	2.540973722969024	2.1703211132530122	
30	85	60	7.5	40	7	0.012	0.777	0.45	0.5	1.8289499648300116	2.2282884393063584	2.5541362485345838	2.1720514739884393	
30	85	62	7.5	40	7	0.012	0.777	0.45	0.5	1.8227176044732194	2.2287735452793833	2.566803619776339	2.173675500963391	
30	85	64	7.5	40	7	0.012	0.777	0.45	0.5	1.8167356442080378	2.2291896774193547	2.579023226950355	2.175213548387097	
30	85	66	7.5	40	7	0.012	0.777	0.45	0.5	1.810936518386714	2.2296085411651423	2.5908368683274023	2.1766593644679824	
30	85	68	7.5	40	7	0.012	0.777	0.45	0.5	1.8053076470588236	2.22996645813282	2.6022876470588234	2.17803718960539	
30	85	70	7.5	40	7	0.012	0.777	0.45	0.5	1.7998638007159904	2.2303097112608277	2.6134012768496424	2.179351968238691	
30	85	72	7.5	40	7	0.012	0.777	0.45	0.5	1.7945341362821279	2.2306143695861405	2.6242255289898386	2.1805963041385947	
30	85	74	7.5	40	7	0.012	0.777	0.45	0.5	1.7893892805755396	2.2308880375180373	2.6347710791366907	2.181792429052429	
30	85	76	7.5	40	7	0.012	0.777	0.45	0.5	1.78431357400722	2.231166618566619	2.645086750902527	2.1829276286676285	
30	85	78	7.5	40	7	0.012	0.777	0.45	0.5	1.7793761315630658	2.2313979942279945	2.6551774170187086	2.1840140548340545	
30	85	80	7.5	40	7	0.012	0.777	0.45	0.5	1.7745410459492141	2.231641467051467	2.665070175332527	2.1850621260221263	
30	85	82	7.5	40	7	0.012	0.777	0.45	0.5	1.7697941454545454	2.23186	2.674780115151515	2.1860674807692306	
30	85	84	7.5	40	7	0.012	0.777	0.45	0.5	1.765085283018868	2.232050033653846	2.684337358490566	2.187029798076923	
30	85	86	7.5	40	7	0.012	0.777	0.45	0.5	1.7604590482001221	2.2322432034632036	2.6937685295912144	2.1879607792207794	
30	85	88	7.5	40	7	0.012	0.777	0.45	0.5	1.7559110091743118	2.2324088076923077	2.7030770642201833	2.1888603653846155	
30	85	90	7.5	40	7	0.012	0.777	0.45	0.5	1.751405652973636	2.2325801346153846	2.712274696505211	2.1897188557692306	
32	30	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7418956561922365	2.23222	2.7186235859519408	2.1866929759615386	
32	32	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7416430683918669	2.2321835384615385	2.7190842329020333	2.186711846153846	
32	34	81	7.5	40	7	0.012	0.777	0.45	0.5	1.74137477188656	2.2321935961538464	2.719540986436498	2.1867241634615384	
32	36	81	7.5	40	7	0.012	0.777	0.45	0.5	1.741079728729963	2.232224504807692	2.720004956843403	2.1867429711538464	
32	38	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7408067077681875	2.2322081394230766	2.720465869297164	2.1867553509615387	
32	40	81	7.5	40	7	0.012	0.777	0.45	0.5	1.740551849568434	2.2322362115384613	2.7209251418002465	2.186774096153846	
32	42	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7402933066008637	2.232241923076923	2.721387945712523	2.1867865384615386	
32	44	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7400025400739827	2.2322180432692305	2.721850437731196	2.186805221153846	
32	46	81	7.5	40	7	0.012	0.777	0.45	0.5	1.739747982726712	2.2322440404040402	2.7223192905613818	2.1868257575757575	
32	48	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7394824737816161	2.2322279807692307	2.7227837446020975	2.1868383653846153	
32	50	81	7.5	40	7	0.012	0.777	0.45	0.5	1.7392206230721776	2.232227950937951	2.723248198642813	2.186856883116883	
